forecast_id,site_id,forecast_ts,forecast_generation_mw,model_version,created_ts
FC0000000044,SITE0001,2026-04-02 19:00:00,2.3015,gen-v4.0,2026-04-02 07:00:00
FC0000000045,SITE0001,2026-04-02 20:00:00,0.5049,gen-v3.1,2026-04-02 14:00:00
FC0000000046,SITE0001,2026-04-02 21:00:00,0.0322,gen-v3.1,2026-04-02 09:00:00
FC0000000047,SITE0001,2026-04-02 22:00:00,8.4567,gen-v3.2,2026-04-02 10:00:00
FC0000000048,SITE0001,2026-04-02 23:00:00,0.3079,gen-v4.0,2026-04-02 17:00:00
FC0000000049,SITE0001,2026-04-03 00:00:00,0.0195,gen-v4.0,2026-04-02 12:00:00
FC0000000050,SITE0001,2026-04-03 01:00:00,0.4000,gen-v4.0,2026-04-02 13:00:00
FC0000000051,SITE0001,2026-04-03 02:00:00,5.3806,gen-v3.1,2026-04-02 02:00:00
FC0000000052,SITE0001,2026-04-03 03:00:00,1.9814,gen-v3.2,2026-04-02 21:00:00
FC0000000053,SITE0001,2026-04-03 04:00:00,2.5816,gen-v3.2,2026-04-02 22:00:00
FC0000000054,SITE0001,2026-04-03 05:00:00,0.7759,gen-v3.1,2026-04-02 05:00:00
FC0000000055,SITE0001,2026-04-03 06:00:00,0.4432,gen-v3.2,2026-04-02 06:00:00
FC0000000056,SITE0001,2026-04-03 07:00:00,47.9262,gen-v3.1,2026-04-03 01:00:00
FC0000000057,SITE0001,2026-04-03 08:00:00,37.1129,gen-v3.2,2026-04-02 20:00:00
FC0000000058,SITE0001,2026-04-03 09:00:00,44.6680,gen-v4.0,2026-04-03 03:00:00
FC0000000059,SITE0001,2026-04-03 10:00:00,38.6565,gen-v3.2,2026-04-03 04:00:00
FC0000000060,SITE0001,2026-04-03 11:00:00,26.0718,gen-v3.2,2026-04-03 05:00:00
FC0000000061,SITE0001,2026-04-03 12:00:00,24.2356,gen-v3.1,2026-04-02 12:00:00
FC0000000062,SITE0001,2026-04-03 13:00:00,36.2797,gen-v4.0,2026-04-03 01:00:00
FC0000000063,SITE0001,2026-04-03 14:00:00,30.6873,gen-v3.1,2026-04-02 14:00:00
FC0000000064,SITE0001,2026-04-03 15:00:00,58.8724,gen-v3.2,2026-04-03 09:00:00
FC0000000065,SITE0001,2026-04-03 16:00:00,36.0947,gen-v4.0,2026-04-03 04:00:00
FC0000000066,SITE0001,2026-04-03 17:00:00,57.2887,gen-v4.0,2026-04-02 17:00:00
FC0000000067,SITE0001,2026-04-03 18:00:00,41.5110,gen-v3.1,2026-04-02 18:00:00
FC0000000068,SITE0001,2026-04-03 19:00:00,5.9735,gen-v3.2,2026-04-03 07:00:00
FC0000000069,SITE0001,2026-04-03 20:00:00,0.3601,gen-v3.2,2026-04-03 08:00:00
FC0000000070,SITE0001,2026-04-03 21:00:00,0.2801,gen-v4.0,2026-04-03 15:00:00
FC0000000071,SITE0001,2026-04-03 22:00:00,2.1714,gen-v4.0,2026-04-03 10:00:00
FC0000000072,SITE0001,2026-04-03 23:00:00,3.1321,gen-v3.1,2026-04-03 17:00:00
FC0000000073,SITE0001,2026-04-04 00:00:00,10.3071,gen-v3.2,2026-04-03 12:00:00
FC0000000074,SITE0001,2026-04-04 01:00:00,7.1820,gen-v4.0,2026-04-03 01:00:00
FC0000000075,SITE0001,2026-04-04 02:00:00,3.0967,gen-v3.2,2026-04-03 20:00:00
FC0000000076,SITE0001,2026-04-04 03:00:00,2.3953,gen-v3.2,2026-04-03 03:00:00
FC0000000077,SITE0001,2026-04-04 04:00:00,2.0076,gen-v3.1,2026-04-03 04:00:00
FC0000000078,SITE0001,2026-04-04 05:00:00,-0.5313,gen-v3.2,2026-04-03 23:00:00
FC0000000079,SITE0001,2026-04-04 06:00:00,0.6834,gen-v4.0,2026-04-03 18:00:00
FC0000000080,SITE0001,2026-04-04 07:00:00,20.7808,gen-v3.1,2026-04-04 01:00:00
FC0000000081,SITE0001,2026-04-04 08:00:00,37.1507,gen-v4.0,2026-04-03 20:00:00
FC0000000082,SITE0001,2026-04-04 09:00:00,49.0012,gen-v3.1,2026-04-03 21:00:00
FC0000000083,SITE0001,2026-04-04 10:00:00,40.9305,gen-v3.1,2026-04-03 22:00:00
FC0000000084,SITE0001,2026-04-04 11:00:00,48.7863,gen-v3.2,2026-04-03 23:00:00
FC0000000085,SITE0001,2026-04-04 12:00:00,34.7565,gen-v3.2,2026-04-03 12:00:00
FC0000000086,SITE0001,2026-04-04 13:00:00,37.9866,gen-v3.2,2026-04-04 07:00:00
FC0000000087,SITE0001,2026-04-04 14:00:00,22.4319,gen-v3.2,2026-04-04 02:00:00
FC0000000088,SITE0001,2026-04-04 15:00:00,34.3606,gen-v3.1,2026-04-03 15:00:00
FC0000000089,SITE0001,2026-04-04 16:00:00,52.1515,gen-v4.0,2026-04-04 04:00:00
FC0000000090,SITE0001,2026-04-04 17:00:00,33.6701,gen-v3.1,2026-04-03 17:00:00
FC0000000091,SITE0001,2026-04-04 18:00:00,38.9169,gen-v4.0,2026-04-04 12:00:00
FC0000000092,SITE0001,2026-04-04 19:00:00,0.4173,gen-v3.1,2026-04-04 13:00:00
FC0000000093,SITE0001,2026-04-04 20:00:00,7.6141,gen-v4.0,2026-04-04 14:00:00
FC0000000094,SITE0001,2026-04-04 21:00:00,9.3366,gen-v4.0,2026-04-04 09:00:00
FC0000000095,SITE0001,2026-04-04 22:00:00,-0.8244,gen-v3.1,2026-04-04 10:00:00
FC0000000096,SITE0001,2026-04-04 23:00:00,13.6032,gen-v3.1,2026-04-04 17:00:00
FC0000000097,SITE0001,2026-04-05 00:00:00,8.9317,gen-v4.0,2026-04-04 18:00:00
FC0000000098,SITE0001,2026-04-05 01:00:00,3.5999,gen-v3.1,2026-04-04 19:00:00
FC0000000099,SITE0001,2026-04-05 02:00:00,-0.0103,gen-v3.2,2026-04-04 20:00:00
FC0000000100,SITE0001,2026-04-05 03:00:00,9.3474,gen-v4.0,2026-04-04 21:00:00
FC0000000101,SITE0001,2026-04-05 04:00:00,6.5754,gen-v3.2,2026-04-04 04:00:00
FC0000000102,SITE0001,2026-04-05 05:00:00,3.1783,gen-v4.0,2026-04-04 23:00:00
FC0000000103,SITE0001,2026-04-05 06:00:00,0.7828,gen-v4.0,2026-04-04 18:00:00
FC0000000104,SITE0001,2026-04-05 07:00:00,38.6399,gen-v3.1,2026-04-04 07:00:00
FC0000000105,SITE0001,2026-04-05 08:00:00,47.5597,gen-v3.1,2026-04-04 20:00:00
FC0000000106,SITE0001,2026-04-05 09:00:00,26.1525,gen-v3.1,2026-04-04 09:00:00
FC0000000107,SITE0001,2026-04-05 10:00:00,34.5069,gen-v4.0,2026-04-05 04:00:00
FC0000000108,SITE0001,2026-04-05 11:00:00,34.9080,gen-v4.0,2026-04-04 23:00:00
FC0000000109,SITE0001,2026-04-05 12:00:00,42.1798,gen-v3.1,2026-04-04 12:00:00
FC0000000110,SITE0001,2026-04-05 13:00:00,53.7049,gen-v4.0,2026-04-04 13:00:00
FC0000000111,SITE0001,2026-04-05 14:00:00,36.1284,gen-v4.0,2026-04-05 08:00:00
FC0000000112,SITE0001,2026-04-05 15:00:00,58.7421,gen-v4.0,2026-04-05 03:00:00
FC0000000113,SITE0001,2026-04-05 16:00:00,34.7199,gen-v3.2,2026-04-05 04:00:00
FC0000000114,SITE0001,2026-04-05 17:00:00,18.9969,gen-v3.2,2026-04-05 11:00:00
FC0000000115,SITE0001,2026-04-05 18:00:00,57.8084,gen-v4.0,2026-04-04 18:00:00
FC0000000116,SITE0001,2026-04-05 19:00:00,14.5796,gen-v4.0,2026-04-05 07:00:00
FC0000000117,SITE0001,2026-04-05 20:00:00,0.1275,gen-v4.0,2026-04-05 08:00:00
FC0000000118,SITE0001,2026-04-05 21:00:00,0.6793,gen-v3.1,2026-04-05 15:00:00
FC0000000119,SITE0001,2026-04-05 22:00:00,-0.8923,gen-v3.1,2026-04-04 22:00:00
FC0000000120,SITE0001,2026-04-05 23:00:00,5.7654,gen-v4.0,2026-04-05 11:00:00
FC0000000121,SITE0001,2026-04-06 00:00:00,5.6040,gen-v3.1,2026-04-05 18:00:00
FC0000000122,SITE0001,2026-04-06 01:00:00,0.6561,gen-v4.0,2026-04-05 13:00:00
FC0000000123,SITE0001,2026-04-06 02:00:00,0.6206,gen-v3.2,2026-04-05 02:00:00
FC0000000124,SITE0001,2026-04-06 03:00:00,-0.6668,gen-v4.0,2026-04-05 03:00:00
FC0000000125,SITE0001,2026-04-06 04:00:00,0.7683,gen-v3.1,2026-04-05 04:00:00
FC0000000126,SITE0001,2026-04-06 05:00:00,-0.6903,gen-v3.1,2026-04-05 23:00:00
FC0000000127,SITE0001,2026-04-06 06:00:00,-0.2685,gen-v3.1,2026-04-05 06:00:00
FC0000000128,SITE0001,2026-04-06 07:00:00,20.0576,gen-v3.2,2026-04-05 19:00:00
FC0000000129,SITE0001,2026-04-06 08:00:00,36.8272,gen-v4.0,2026-04-05 08:00:00
FC0000000130,SITE0001,2026-04-06 09:00:00,30.8532,gen-v4.0,2026-04-06 03:00:00
FC0000000131,SITE0001,2026-04-06 10:00:00,39.2026,gen-v3.2,2026-04-05 10:00:00
FC0000000132,SITE0001,2026-04-06 11:00:00,56.6555,gen-v4.0,2026-04-05 23:00:00
FC0000000133,SITE0001,2026-04-06 12:00:00,45.4984,gen-v3.2,2026-04-05 12:00:00
FC0000000134,SITE0001,2026-04-06 13:00:00,35.0347,gen-v3.2,2026-04-06 01:00:00
FC0000000135,SITE0001,2026-04-06 14:00:00,40.8261,gen-v3.2,2026-04-05 14:00:00
FC0000000136,SITE0001,2026-04-06 15:00:00,45.9286,gen-v3.2,2026-04-06 09:00:00
FC0000000137,SITE0001,2026-04-06 16:00:00,45.5497,gen-v4.0,2026-04-05 16:00:00
FC0000000138,SITE0001,2026-04-06 17:00:00,55.4416,gen-v3.2,2026-04-05 17:00:00
FC0000000139,SITE0001,2026-04-06 18:00:00,42.8121,gen-v3.1,2026-04-06 06:00:00
FC0000000140,SITE0001,2026-04-06 19:00:00,0.8377,gen-v4.0,2026-04-06 13:00:00
FC0000000141,SITE0001,2026-04-06 20:00:00,-0.0258,gen-v4.0,2026-04-06 08:00:00
FC0000000142,SITE0001,2026-04-06 21:00:00,-0.3933,gen-v3.1,2026-04-06 09:00:00
FC0000000143,SITE0001,2026-04-06 22:00:00,0.8005,gen-v3.1,2026-04-05 22:00:00
FC0000000144,SITE0001,2026-04-06 23:00:00,3.0664,gen-v4.0,2026-04-05 23:00:00
FC0000000145,SITE0001,2026-04-07 00:00:00,2.6156,gen-v3.2,2026-04-06 12:00:00
FC0000000146,SITE0001,2026-04-07 01:00:00,0.4100,gen-v3.2,2026-04-06 01:00:00
FC0000000147,SITE0001,2026-04-07 02:00:00,6.3032,gen-v3.2,2026-04-06 14:00:00
FC0000000148,SITE0001,2026-04-07 03:00:00,0.3349,gen-v4.0,2026-04-06 21:00:00
FC0000000149,SITE0001,2026-04-07 04:00:00,0.1627,gen-v3.1,2026-04-06 22:00:00
FC0000000150,SITE0001,2026-04-07 05:00:00,0.9968,gen-v4.0,2026-04-06 17:00:00
FC0000000151,SITE0001,2026-04-07 06:00:00,12.8120,gen-v4.0,2026-04-06 06:00:00
FC0000000152,SITE0001,2026-04-07 07:00:00,57.1037,gen-v3.1,2026-04-06 07:00:00
FC0000000153,SITE0001,2026-04-07 08:00:00,58.5360,gen-v4.0,2026-04-06 08:00:00
FC0000000154,SITE0001,2026-04-07 09:00:00,40.6123,gen-v3.2,2026-04-07 03:00:00
FC0000000155,SITE0001,2026-04-07 10:00:00,45.3677,gen-v3.1,2026-04-07 04:00:00
FC0000000156,SITE0001,2026-04-07 11:00:00,21.2839,gen-v3.2,2026-04-07 05:00:00
FC0000000157,SITE0001,2026-04-07 12:00:00,34.6750,gen-v3.2,2026-04-07 00:00:00
FC0000000158,SITE0001,2026-04-07 13:00:00,39.9414,gen-v3.1,2026-04-06 13:00:00
FC0000000159,SITE0001,2026-04-07 14:00:00,40.9055,gen-v4.0,2026-04-06 14:00:00
FC0000000160,SITE0001,2026-04-07 15:00:00,45.0012,gen-v3.2,2026-04-06 15:00:00
FC0000000161,SITE0001,2026-04-07 16:00:00,39.6433,gen-v3.1,2026-04-07 04:00:00
FC0000000162,SITE0001,2026-04-07 17:00:00,36.2277,gen-v3.1,2026-04-07 11:00:00
FC0000000163,SITE0001,2026-04-07 18:00:00,43.0132,gen-v4.0,2026-04-06 18:00:00
FC0000000164,SITE0001,2026-04-07 19:00:00,0.2456,gen-v3.1,2026-04-06 19:00:00
FC0000000165,SITE0001,2026-04-07 20:00:00,0.2443,gen-v3.1,2026-04-07 08:00:00
FC0000000166,SITE0001,2026-04-07 21:00:00,0.5140,gen-v4.0,2026-04-06 21:00:00
FC0000000167,SITE0001,2026-04-07 22:00:00,8.6357,gen-v3.2,2026-04-07 10:00:00
FC0000000168,SITE0001,2026-04-07 23:00:00,0.7565,gen-v4.0,2026-04-06 23:00:00
FC0000000169,SITE0001,2026-04-08 00:00:00,2.8878,gen-v3.2,2026-04-07 00:00:00
FC0000000170,SITE0001,2026-04-08 01:00:00,-0.3828,gen-v4.0,2026-04-07 13:00:00
FC0000000171,SITE0001,2026-04-08 02:00:00,0.5559,gen-v4.0,2026-04-07 02:00:00
FC0000000172,SITE0001,2026-04-08 03:00:00,0.8972,gen-v3.2,2026-04-07 21:00:00
FC0000000173,SITE0001,2026-04-08 04:00:00,8.3938,gen-v4.0,2026-04-07 16:00:00
FC0000000174,SITE0001,2026-04-08 05:00:00,-0.5196,gen-v3.1,2026-04-07 05:00:00
FC0000000175,SITE0001,2026-04-08 06:00:00,0.0267,gen-v3.2,2026-04-07 18:00:00
FC0000000176,SITE0001,2026-04-08 07:00:00,23.8488,gen-v4.0,2026-04-07 07:00:00
FC0000000177,SITE0001,2026-04-08 08:00:00,22.4209,gen-v3.1,2026-04-07 08:00:00
FC0000000178,SITE0001,2026-04-08 09:00:00,48.5760,gen-v3.2,2026-04-07 09:00:00
FC0000000179,SITE0001,2026-04-08 10:00:00,41.8780,gen-v3.2,2026-04-08 04:00:00
FC0000000180,SITE0001,2026-04-08 11:00:00,30.3999,gen-v3.1,2026-04-07 11:00:00
FC0000000181,SITE0001,2026-04-08 12:00:00,40.1827,gen-v4.0,2026-04-07 12:00:00
FC0000000182,SITE0001,2026-04-08 13:00:00,45.0943,gen-v4.0,2026-04-08 01:00:00
FC0000000183,SITE0001,2026-04-08 14:00:00,47.6342,gen-v3.1,2026-04-08 08:00:00
FC0000000184,SITE0001,2026-04-08 15:00:00,41.1026,gen-v4.0,2026-04-07 15:00:00
FC0000000185,SITE0001,2026-04-08 16:00:00,38.1365,gen-v3.2,2026-04-08 04:00:00
FC0000000186,SITE0001,2026-04-08 17:00:00,35.2190,gen-v3.2,2026-04-08 11:00:00
FC0000000187,SITE0001,2026-04-08 18:00:00,17.9418,gen-v4.0,2026-04-08 12:00:00
FC0000000188,SITE0001,2026-04-08 19:00:00,5.6393,gen-v3.1,2026-04-07 19:00:00
FC0000000189,SITE0001,2026-04-08 20:00:00,13.8364,gen-v3.2,2026-04-08 08:00:00
FC0000000190,SITE0001,2026-04-08 21:00:00,-0.1407,gen-v3.2,2026-04-07 21:00:00
FC0000000191,SITE0001,2026-04-08 22:00:00,1.9043,gen-v3.2,2026-04-07 22:00:00
FC0000000192,SITE0001,2026-04-08 23:00:00,-0.2634,gen-v3.1,2026-04-08 17:00:00
FC0000000193,SITE0001,2026-04-09 00:00:00,14.9761,gen-v4.0,2026-04-08 18:00:00
FC0000000194,SITE0001,2026-04-09 01:00:00,8.9517,gen-v3.2,2026-04-08 13:00:00
FC0000000195,SITE0001,2026-04-09 02:00:00,1.2333,gen-v3.2,2026-04-08 14:00:00
FC0000000196,SITE0001,2026-04-09 03:00:00,0.4040,gen-v4.0,2026-04-08 15:00:00
FC0000000197,SITE0001,2026-04-09 04:00:00,-0.8641,gen-v4.0,2026-04-08 04:00:00
FC0000000198,SITE0001,2026-04-09 05:00:00,-0.9968,gen-v3.1,2026-04-08 23:00:00
FC0000000199,SITE0001,2026-04-09 06:00:00,-0.8936,gen-v4.0,2026-04-09 00:00:00
FC0000000200,SITE0001,2026-04-09 07:00:00,36.9824,gen-v3.1,2026-04-08 19:00:00
FC0000000201,SITE0001,2026-04-09 08:00:00,23.3697,gen-v3.2,2026-04-08 08:00:00
FC0000000202,SITE0001,2026-04-09 09:00:00,49.4130,gen-v3.1,2026-04-08 09:00:00
FC0000000203,SITE0001,2026-04-09 10:00:00,38.9187,gen-v4.0,2026-04-09 04:00:00
FC0000000204,SITE0001,2026-04-09 11:00:00,25.7942,gen-v3.2,2026-04-09 05:00:00
FC0000000205,SITE0001,2026-04-09 12:00:00,42.7135,gen-v4.0,2026-04-08 12:00:00
FC0000000206,SITE0001,2026-04-09 13:00:00,30.8109,gen-v3.2,2026-04-09 01:00:00
FC0000000207,SITE0001,2026-04-09 14:00:00,52.2016,gen-v3.1,2026-04-09 02:00:00
FC0000000208,SITE0001,2026-04-09 15:00:00,33.2827,gen-v4.0,2026-04-09 09:00:00
FC0000000209,SITE0001,2026-04-09 16:00:00,36.4878,gen-v4.0,2026-04-08 16:00:00
FC0000000210,SITE0001,2026-04-09 17:00:00,23.2791,gen-v4.0,2026-04-09 11:00:00
FC0000000211,SITE0001,2026-04-09 18:00:00,31.7803,gen-v3.1,2026-04-08 18:00:00
FC0000000212,SITE0001,2026-04-09 19:00:00,0.8637,gen-v4.0,2026-04-08 19:00:00
FC0000000213,SITE0001,2026-04-09 20:00:00,0.5462,gen-v4.0,2026-04-08 20:00:00
FC0000000214,SITE0001,2026-04-09 21:00:00,0.4684,gen-v3.1,2026-04-09 09:00:00
FC0000000215,SITE0001,2026-04-09 22:00:00,-0.7199,gen-v3.2,2026-04-09 10:00:00
FC0000000216,SITE0001,2026-04-09 23:00:00,-0.1576,gen-v3.2,2026-04-09 17:00:00
FC0000000217,SITE0001,2026-04-10 00:00:00,2.4753,gen-v3.1,2026-04-09 12:00:00
FC0000000218,SITE0001,2026-04-10 01:00:00,6.5481,gen-v4.0,2026-04-09 01:00:00
FC0000000219,SITE0001,2026-04-10 02:00:00,1.7199,gen-v3.1,2026-04-09 02:00:00
FC0000000220,SITE0001,2026-04-10 03:00:00,0.5688,gen-v3.2,2026-04-09 03:00:00
FC0000000221,SITE0001,2026-04-10 04:00:00,2.4113,gen-v3.2,2026-04-09 04:00:00
FC0000000222,SITE0001,2026-04-10 05:00:00,0.5441,gen-v3.2,2026-04-09 05:00:00
FC0000000223,SITE0001,2026-04-10 06:00:00,0.7238,gen-v3.1,2026-04-09 18:00:00
FC0000000224,SITE0001,2026-04-10 07:00:00,43.4509,gen-v4.0,2026-04-09 19:00:00
FC0000000225,SITE0001,2026-04-10 08:00:00,27.3131,gen-v3.1,2026-04-10 02:00:00
FC0000000226,SITE0001,2026-04-10 09:00:00,33.7054,gen-v3.1,2026-04-10 03:00:00
FC0000000227,SITE0001,2026-04-10 10:00:00,43.7857,gen-v4.0,2026-04-10 04:00:00
FC0000000228,SITE0001,2026-04-10 11:00:00,33.4088,gen-v3.2,2026-04-09 11:00:00
FC0000000229,SITE0001,2026-04-10 12:00:00,48.1965,gen-v4.0,2026-04-10 06:00:00
FC0000000230,SITE0001,2026-04-10 13:00:00,27.0338,gen-v4.0,2026-04-10 01:00:00
FC0000000231,SITE0001,2026-04-10 14:00:00,50.9852,gen-v3.1,2026-04-10 08:00:00
FC0000000232,SITE0001,2026-04-10 15:00:00,40.0106,gen-v4.0,2026-04-10 03:00:00
FC0000000233,SITE0001,2026-04-10 16:00:00,27.6495,gen-v3.2,2026-04-10 04:00:00
FC0000000234,SITE0001,2026-04-10 17:00:00,61.6659,gen-v3.1,2026-04-09 17:00:00
FC0000000235,SITE0001,2026-04-10 18:00:00,23.9608,gen-v4.0,2026-04-10 06:00:00
FC0000000236,SITE0001,2026-04-10 19:00:00,-0.7262,gen-v4.0,2026-04-10 07:00:00
FC0000000237,SITE0001,2026-04-10 20:00:00,-0.9934,gen-v4.0,2026-04-10 14:00:00
FC0000000238,SITE0001,2026-04-10 21:00:00,1.4039,gen-v4.0,2026-04-10 15:00:00
FC0000000239,SITE0001,2026-04-10 22:00:00,-0.3352,gen-v3.2,2026-04-10 16:00:00
FC0000000240,SITE0001,2026-04-10 23:00:00,2.7615,gen-v4.0,2026-04-10 11:00:00
FC0000000241,SITE0001,2026-04-11 00:00:00,-0.5681,gen-v3.2,2026-04-10 00:00:00
FC0000000242,SITE0001,2026-04-11 01:00:00,-0.0014,gen-v3.1,2026-04-10 19:00:00
FC0000000243,SITE0001,2026-04-11 02:00:00,-0.2477,gen-v4.0,2026-04-10 20:00:00
FC0000000244,SITE0001,2026-04-11 03:00:00,4.1367,gen-v4.0,2026-04-10 15:00:00
FC0000000245,SITE0001,2026-04-11 04:00:00,5.8413,gen-v3.1,2026-04-10 22:00:00
FC0000000246,SITE0001,2026-04-11 05:00:00,6.3570,gen-v3.2,2026-04-10 05:00:00
FC0000000247,SITE0001,2026-04-11 06:00:00,-0.8033,gen-v3.1,2026-04-10 18:00:00
FC0000000248,SITE0001,2026-04-11 07:00:00,37.3453,gen-v3.1,2026-04-10 07:00:00
FC0000000249,SITE0001,2026-04-11 08:00:00,23.9498,gen-v4.0,2026-04-10 08:00:00
FC0000000250,SITE0001,2026-04-11 09:00:00,20.9712,gen-v3.2,2026-04-10 09:00:00
FC0000000251,SITE0001,2026-04-11 10:00:00,41.8214,gen-v3.1,2026-04-10 22:00:00
FC0000000252,SITE0001,2026-04-11 11:00:00,32.2107,gen-v3.2,2026-04-10 11:00:00
FC0000000253,SITE0001,2026-04-11 12:00:00,23.4775,gen-v3.1,2026-04-11 06:00:00
FC0000000254,SITE0001,2026-04-11 13:00:00,50.6093,gen-v4.0,2026-04-11 01:00:00
FC0000000255,SITE0001,2026-04-11 14:00:00,34.3888,gen-v3.2,2026-04-10 14:00:00
FC0000000256,SITE0001,2026-04-11 15:00:00,47.8493,gen-v4.0,2026-04-11 09:00:00
FC0000000257,SITE0001,2026-04-11 16:00:00,23.6570,gen-v3.1,2026-04-10 16:00:00
FC0000000258,SITE0001,2026-04-11 17:00:00,43.1462,gen-v4.0,2026-04-10 17:00:00
FC0000000259,SITE0001,2026-04-11 18:00:00,59.3285,gen-v3.2,2026-04-11 06:00:00
FC0000000260,SITE0001,2026-04-11 19:00:00,1.9966,gen-v3.1,2026-04-11 13:00:00
FC0000000261,SITE0001,2026-04-11 20:00:00,-0.2644,gen-v3.2,2026-04-11 08:00:00
FC0000000262,SITE0001,2026-04-11 21:00:00,-0.9122,gen-v3.1,2026-04-10 21:00:00
FC0000000263,SITE0001,2026-04-11 22:00:00,0.5949,gen-v3.1,2026-04-10 22:00:00
FC0000000264,SITE0001,2026-04-11 23:00:00,3.9166,gen-v3.1,2026-04-11 11:00:00
FC0000000265,SITE0001,2026-04-12 00:00:00,1.9595,gen-v3.2,2026-04-11 18:00:00
FC0000000266,SITE0001,2026-04-12 01:00:00,0.8900,gen-v3.1,2026-04-11 19:00:00
FC0000000267,SITE0001,2026-04-12 02:00:00,0.6085,gen-v4.0,2026-04-11 02:00:00
