call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date,quarantine_reason
CALL0000000125,SUB00003224,CELL000116,,123.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000126,SUB00002444,CELL000208,,161.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000127,SUB00002344,CELL000035,,245.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000128,SUB00000630,CELL000047,,26.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000133,SUB00001273,CELL000025,,1.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000135,SUB00002097,CELL000249,,344.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000138,SUB00002344,CELL000230,,131.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000142,SUB00000551,CELL000122,,18.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000143,SUB00004564,CELL000112,,106.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000144,SUB00002667,CELL000076,,100.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000000145,SUB00003123,CELL000065,,180.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000147,SUB00001416,CELL000148,,109.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000148,SUB00001022,CELL000194,,64.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000150,SUB00004329,CELL000033,,100.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000000151,SUB00002897,CELL000174,,120.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000153,SUB00001383,CELL000176,,305.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000157,SUB00001653,CELL000138,,2.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000160,SUB00001172,CELL000040,,314.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000161,SUB00002289,CELL000232,,479.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000163,SUB00000805,CELL000103,,149.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000164,SUB00000829,CELL000070,,132.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000165,SUB00003583,CELL000218,,55.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000166,SUB00002756,CELL000103,,280.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000167,SUB00003077,CELL000023,,854.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000168,SUB00004394,CELL000162,,394.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000169,SUB00004841,CELL000026,,36.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000170,SUB00000486,CELL000222,,125.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000172,SUB00000598,CELL000130,,18.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000173,SUB00002916,CELL000118,,127.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000174,SUB00000216,CELL000248,,23.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000178,SUB00001728,CELL000086,,255.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000179,SUB00000465,CELL000113,,23.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000180,SUB00004047,CELL000130,,29.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000182,SUB00002012,CELL000018,,84.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000183,SUB00001250,CELL000216,,106.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000185,SUB00003644,CELL000214,,20.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000189,SUB00001201,CELL000116,,1013.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000198,SUB00003367,CELL000183,,80.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000200,SUB00001426,CELL000009,,22.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000201,SUB00004317,CELL000083,,57.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000203,SUB00001831,CELL000025,,94.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000205,SUB00003908,CELL000156,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000208,SUB00002322,CELL000107,,306.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000212,SUB00001591,CELL000066,,327.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000213,SUB00003006,CELL000079,,521.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000214,SUB00004145,CELL000251,,102.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000215,SUB00004846,CELL000031,,484.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000218,SUB00001012,CELL000120,,249.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000219,SUB00001706,CELL000234,,157.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000220,SUB00004626,CELL000192,,59.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000221,SUB00001688,CELL000117,,19.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000222,SUB00000093,CELL000229,,51.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000223,SUB00000737,CELL000119,,583.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000224,SUB00002732,CELL000240,,360.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000229,SUB00000418,CELL000209,,163.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000230,SUB00003944,CELL000203,,9.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000232,SUB00000840,CELL000169,,2.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000000233,SUB00000763,CELL000237,,71.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000238,SUB00003898,CELL000099,,15.0,MT,Failed,True,switch,,Bad timestamp/duration
CALL0000000239,SUB00004946,CELL000246,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000240,SUB00001718,CELL000150,,15.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000243,SUB00000794,CELL000097,,471.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000248,SUB00003874,CELL000060,,87.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000250,SUB00002095,CELL000205,,125.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000251,SUB00004919,CELL000205,,11.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000252,SUB00002300,CELL000107,,261.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000254,SUB00002028,CELL000107,,169.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000256,SUB00003523,CELL000159,,28.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000258,SUB00003383,CELL000110,,67.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000260,SUB00001767,CELL000230,,229.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000261,SUB00002867,CELL000124,,42.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000266,SUB00002971,CELL000226,,111.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000270,SUB00002804,CELL000145,,441.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000272,SUB00001992,CELL000173,,38.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000273,SUB00002958,CELL000239,,82.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000274,SUB00004436,CELL000235,,399.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000275,SUB00000919,CELL000038,,301.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000277,SUB00003362,CELL000221,,145.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000281,SUB00004990,CELL000118,,75.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000283,SUB00002486,CELL000172,,311.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000285,SUB00002564,CELL000175,,92.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000286,SUB00001192,CELL000094,,448.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000287,SUB00001155,CELL000137,,302.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000292,SUB00001373,CELL000139,,123.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000294,SUB00003264,CELL000096,,429.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000295,SUB00000219,CELL000157,,131.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000298,SUB00004306,CELL_BAD,,454.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000303,SUB00003169,CELL000093,,13.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000306,SUB00004935,CELL000197,,205.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000307,SUB00004440,CELL000102,,67.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000308,SUB00001753,CELL000224,,758.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000309,SUB00002951,CELL000027,,116.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000310,SUB00001696,CELL000156,,234.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000315,SUB00003584,CELL000107,,12.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000316,SUB00001795,CELL000104,,468.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000317,SUB00003286,CELL000214,,93.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000318,SUB00000592,CELL000179,,145.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000319,SUB00001302,CELL000074,,373.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000320,SUB00003837,CELL000019,,9.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000322,SUB00004952,CELL000102,,284.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000324,SUB00002564,CELL000001,,7.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000328,SUB00001351,CELL000008,,100.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000329,SUB00001552,CELL000161,,62.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000331,SUB00003496,CELL000224,,180.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000332,SUB00001709,CELL000197,,6.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000333,SUB00000817,CELL000025,,312.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000334,SUB00002413,CELL000065,,88.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000335,SUB00003587,CELL000155,,26.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000337,SUB00001780,CELL000177,,234.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000338,SUB00001998,CELL000093,,631.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000341,SUB00001505,CELL000220,,80.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000342,SUB00000509,CELL000083,,550.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000343,SUB00001361,CELL000106,,102.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000344,SUB00001037,CELL000133,,245.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000346,SUB00000764,CELL000130,,26.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000348,SUB_BAD,CELL000251,,55.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000349,SUB00000504,CELL000015,,66.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000350,SUB00002717,CELL000242,,89.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000352,SUB00001370,CELL000082,,119.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000356,SUB00001188,CELL000180,,35.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000357,SUB00000716,CELL000185,,300.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000361,SUB00000034,CELL000223,,114.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000363,SUB00001850,CELL000233,,184.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000364,SUB00002878,CELL000194,,237.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000365,SUB00001456,CELL000022,,34.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000366,SUB00002959,CELL000228,,73.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000367,SUB00003156,CELL000054,,66.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000368,SUB00001705,CELL000134,,205.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000369,SUB00001490,CELL000194,,18.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000370,SUB00004847,CELL000053,,200.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000371,SUB00001127,CELL000037,,176.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000000372,SUB00004519,CELL000048,,128.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000000373,SUB00001233,CELL000083,,24.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000375,SUB00000015,CELL000244,,223.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000376,SUB00001127,CELL000076,,428.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000377,SUB00003035,CELL000217,,630.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000379,SUB00004830,CELL000073,,339.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000384,SUB00000848,CELL000093,,785.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000388,SUB00000635,CELL000095,,23.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000389,SUB00004307,CELL000179,,189.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000390,SUB00002582,CELL000023,,292.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000393,SUB00004807,CELL000122,,61.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000397,SUB00001926,CELL000082,,27.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000399,SUB00000287,CELL000048,,8.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000000401,SUB00002487,CELL000179,,41.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000402,SUB00004054,CELL000007,,723.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000404,SUB00003144,CELL000191,,9.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000406,SUB00004469,CELL000022,,642.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000408,SUB00004316,CELL000030,,38.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000000410,SUB00003970,CELL000182,,104.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000412,SUB00002440,CELL000255,,418.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000413,SUB00002360,CELL000184,,180.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000415,SUB00001689,CELL000005,,123.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000417,SUB00001256,CELL000135,,525.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000419,SUB00000036,CELL000089,,11.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000420,SUB00000772,CELL000027,,241.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000421,SUB00004498,CELL000220,,72.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000423,SUB00002990,CELL000046,,55.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000424,SUB00000107,CELL000244,,16.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000425,SUB00000859,CELL000105,,414.0,MT,Failed,True,switch,,Bad timestamp/duration
CALL0000000426,SUB00000088,CELL000107,,461.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000427,SUB00003979,CELL000005,,243.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000430,SUB00004821,CELL000021,,472.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000434,SUB00003013,CELL000127,,29.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000435,SUB00001673,CELL000037,,64.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000436,SUB00003748,CELL000164,,108.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000437,SUB00001333,CELL000110,,101.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000439,SUB00004451,CELL000202,,355.0,MO,Failed,True,switch,,Bad timestamp/duration
CALL0000000440,SUB00000276,CELL000003,,40.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000446,SUB00001089,CELL000028,,23.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000447,SUB00001082,CELL000071,,16.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000448,SUB00001913,CELL000126,,447.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000449,SUB00004446,CELL000007,,107.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000450,SUB00003595,CELL000202,,134.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000452,SUB00002934,CELL000111,,19.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000455,SUB00004655,CELL000084,,151.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000458,SUB00001941,CELL000191,,188.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000464,SUB00004439,CELL000090,,356.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000465,SUB00004949,CELL000119,,192.0,MT,Dropped,False,switch,,Bad timestamp/duration
CALL0000000467,SUB00002141,CELL000139,,366.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000468,SUB00003260,CELL000125,,30.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000470,SUB00000220,CELL000230,,126.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000471,SUB00002048,CELL000084,,99.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000472,SUB00000423,CELL000217,,73.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000473,SUB00001116,CELL000249,,11.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000474,SUB00000743,CELL000070,,43.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000476,SUB00000820,CELL000001,,147.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000477,SUB00001017,CELL000020,,65.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000483,SUB00001315,CELL000124,,60.0,MT,Failed,True,switch,,Bad timestamp/duration
CALL0000000485,SUB00002337,CELL000041,,18.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000486,SUB00001484,CELL000242,,87.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000487,SUB00002424,CELL000227,,221.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000488,SUB00002696,CELL000225,,69.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000489,SUB00003505,CELL000145,,349.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000492,SUB00003784,CELL000037,,80.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000493,SUB00003169,CELL000143,,67.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000494,SUB00002891,CELL000158,,309.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000495,SUB00001910,CELL000130,,69.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000497,SUB00000821,CELL000194,,217.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000499,SUB00000324,CELL000088,,25.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000500,SUB00003939,CELL000102,,183.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000501,SUB00003897,CELL000125,,131.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000502,SUB00000851,CELL000200,,77.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000503,SUB00003684,CELL000128,,8.0,MO,Dropped,True,switch,,Bad timestamp/duration
CALL0000000506,SUB00003217,CELL000141,,571.0,MO,Dropped,False,switch,,Bad timestamp/duration
CALL0000000507,SUB00004221,CELL000014,,565.0,MO,Failed,False,switch,,Bad timestamp/duration
CALL0000000508,SUB00002412,CELL000077,,6.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000509,SUB00003837,CELL000129,,104.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000511,SUB00001617,CELL000145,,72.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000514,SUB00004277,CELL000184,,23.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000515,SUB00004137,CELL000171,,98.0,MT,Completed,True,switch,,Bad timestamp/duration
CALL0000000516,SUB00000818,CELL000116,,112.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000517,SUB00002712,CELL000189,,161.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000521,SUB00000159,CELL000100,,34.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000522,SUB00004715,CELL000241,,212.0,MT,Failed,False,switch,,Bad timestamp/duration
CALL0000000524,SUB00002091,CELL000015,,661.0,MO,Completed,True,switch,,Bad timestamp/duration
CALL0000000525,SUB00004013,CELL000199,,62.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000532,SUB00003242,CELL000006,,113.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000000537,SUB00003886,CELL000053,,242.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000543,SUB00003235,CELL000177,,8.0,MT,Dropped,True,switch,,Bad timestamp/duration
CALL0000000544,SUB00004709,CELL000184,,439.0,MT,Completed,False,switch,,Bad timestamp/duration
CALL0000000545,SUB00001172,CELL000144,,48.0,MO,Completed,False,switch,,Bad timestamp/duration
CALL0000000548,SUB00004103,CELL000202,,36.0,MO,Completed,False,switch,,Bad timestamp/duration
