online_order_line_id,online_order_id,line_number,product_id,quantity,unit_price,discount_amount,line_status,_loaded_at_utc,_source_file
OL0000000117,WEB00000038,4,SKU0000263,1,99.40,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000118,WEB00000038,5,SKU0000183,3,750.79,,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000119,WEB00000039,1,SKU0000289,2,942.08,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000120,WEB00000040,1,SKU0000255,1,483.13,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000121,WEB00000040,2,SKU0000421,1,311.41,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000122,WEB00000040,3,SKU0000018,-1,685.31,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000123,WEB00000040,4,SKU0000420,,678.55,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000124,WEB00000040,5,SKU0000356,3,327.80,,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000125,WEB00000041,1,SKU0000457,-1,363.55,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000126,WEB00000041,2,SKU0000322,2,836.44,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000127,WEB00000041,3,SKU0000408,,172.10,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000128,WEB00000042,1,SKU0000351,2,11.23,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000129,WEB00000042,2,SKU0000454,1,216.29,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000130,WEB00000043,1,SKU0000338,,705.63,5,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000131,WEB00000043,2,SKU0000348,4,465.11,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000132,WEB00000043,3,SKU0000052,1,342.09,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000133,WEB00000044,1,SKU0000017,,99.36,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000134,WEB00000044,2,SKU0000220,-1,383.12,,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000135,WEB00000044,3,SKU0000005,3,129.56,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000136,WEB00000044,4,SKU0000091,-1,190.56,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000137,WEB00000045,1,SKU0000319,-1,547.30,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000138,WEB00000045,2,SKU0000329,-1,869.20,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000139,WEB00000045,3,SKU0000165,4,577.01,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000140,WEB00000045,4,SKU0000382,1,956.23,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000141,WEB00000046,1,SKU0000066,1,651.90,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000142,WEB00000046,2,SKU0000196,-1,442.02,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000143,WEB00000046,3,SKU0000210,1,129.37,2,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000144,WEB00000047,1,SKU0000157,2,486.13,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000145,WEB00000048,1,SKU0000184,1,757.42,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000146,WEB00000048,2,SKU0000567,4,15.45,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000147,WEB00000048,3,SKU0000357,2,808.29,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000148,WEB00000048,4,SKU0000006,4,732.82,bad,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000149,WEB00000049,1,SKU0000440,1,510.18,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000150,WEB00000049,2,SKU0000438,-1,643.97,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000151,WEB00000050,1,SKU0000397,,975.30,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000152,WEB00000051,1,SKU0000055,1,63.35,5,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000153,WEB00000052,1,SKU0000268,1,431.07,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000154,WEB00000053,1,SKU0000209,1,331.76,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000155,WEB00000053,2,SKU0000470,2,314.40,1,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000156,WEB00000054,1,SKU0000573,-1,446.39,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000157,WEB00000054,2,SKU0000539,,415.73,bad,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000158,WEB00000054,3,SKU0000118,3,545.00,2,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000159,WEB00000054,4,SKU0000242,4,12.72,bad,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000160,WEB00000054,5,SKU0000574,-1,482.52,0,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000161,WEB00000055,1,SKU0000053,2,276.92,bad,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000162,WEB00000055,2,SKU0000027,-1,684.34,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000163,WEB00000055,3,SKU0000085,4,372.20,1,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000164,WEB00000055,4,SKU0000175,,980.41,0,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000165,WEB00000056,1,SKU0000542,-1,494.12,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000166,WEB00000057,1,SKU0000183,2,750.79,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000167,WEB00000057,2,SKU0000213,2,1021.27,2,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000168,WEB00000057,3,SKU0000268,,431.07,bad,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000169,WEB00000058,1,SKU0000254,,285.81,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000170,WEB00000059,1,SKU0000362,2,580.18,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000171,WEB00000059,2,SKU0000344,-1,43.43,bad,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000172,WEB00000059,3,SKU0000268,1,431.07,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000173,WEB00000060,1,SKU0000483,4,117.00,5,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000174,WEB00000060,2,SKU0000039,4,132.22,0,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000175,WEB00000061,1,SKU0000325,1,537.91,bad,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000176,WEB00000062,1,SKU0000562,-1,1143.66,bad,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000177,WEB00000062,2,SKU0000174,,498.93,2,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000178,WEB00000062,3,SKU0000155,1,403.07,1,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000179,WEB00000062,4,SKU0000340,1,674.52,5,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000180,WEB00000063,1,SKU0000244,1,434.65,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000181,WEB00000063,2,SKU0000328,1,827.24,5,Allocated,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000182,WEB00000064,1,SKU0000469,3,745.78,0,Open,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000183,WEB00000064,2,SKU0000422,2,539.36,0,Picked,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000184,WEB00000064,3,SKU0000186,2,368.53,2,Cancelled,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
OL0000000185,WEB00000064,4,SKU0000028,2,320.01,1,Shipped,2026-08-08T04:42:27.954508+00:00,data/raw/transactions/online_order_lines.csv
