customer_id,score_date,credit_score,bureau
C00028,2026-01-01,689.0,Equifax
C00028,2026-02-15,708.0,Experian
C00028,2026-03-01,713.0,Equifax
C00028,2026-04-15,718.0,Transunion
C00028,2026-05-15,701.0,Experian
C00029,2026-01-28,674.0,Experian
C00029,2026-02-28,641.0,Experian
C00029,2026-03-01,651.0,Transunion
C00029,2026-04-28,652.0,Equifax
C00029,2026-05-28,633.0,Transunion
C00030,2026-01-28,730.0,Experian
C00030,2026-02-01,773.0,Experian
C00030,2026-03-28,751.0,Experian
C00030,2026-04-15,720.0,Experian
C00030,2026-05-01,772.0,Experian
C00031,2026-01-28,677.0,Transunion
C00031,2026-02-15,697.0,Experian
C00031,2026-03-28,733.0,Experian
C00031,2026-04-15,736.0,Equifax
C00031,2026-05-28,735.0,Experian
C00032,2026-01-28,776.0,Equifax
C00032,2026-02-15,773.0,Experian
C00032,2026-03-28,794.0,Experian
C00032,2026-04-01,773.0,Equifax
C00032,2026-05-01,779.0,Experian
C00033,2026-01-15,722.0,Equifax
C00033,2026-02-28,752.0,Experian
C00033,2026-03-01,774.0,Experian
C00033,2026-04-28,746.0,Transunion
C00033,2026-05-28,729.0,Experian
C00034,2026-01-01,586.0,Equifax
C00034,2026-02-01,606.0,Transunion
C00034,2026-03-15,630.0,Transunion
C00034,2026-04-28,584.0,Experian
C00034,2026-05-15,589.0,Equifax
C00035,2026-01-28,682.0,Equifax
C00035,2026-02-15,707.0,Transunion
C00035,2026-03-01,703.0,Experian
C00035,2026-04-15,717.0,Experian
C00035,2026-05-15,738.0,Experian
C00036,2026-01-01,716.0,Transunion
C00036,2026-02-28,726.0,Experian
C00036,2026-03-15,724.0,Transunion
C00036,2026-04-01,713.0,Equifax
C00036,2026-05-28,713.0,Experian
C00037,2026-01-28,688.0,Equifax
C00037,2026-02-01,684.0,Experian
C00037,2026-03-01,659.0,Equifax
C00037,2026-04-28,676.0,Transunion
C00037,2026-05-28,663.0,Experian
C00038,2026-01-15,610.0,Equifax
C00038,2026-02-28,592.0,Transunion
C00038,2026-03-28,613.0,Transunion
C00038,2026-04-28,575.0,Experian
C00038,2026-05-01,605.0,Equifax
C00039,2026-01-28,723.0,Experian
C00039,2026-02-01,759.0,Experian
C00039,2026-03-15,727.0,Equifax
C00039,2026-04-01,738.0,Experian
C00039,2026-05-28,736.0,Transunion
C00040,2026-01-15,669.0,Transunion
C00040,2026-02-01,658.0,Transunion
C00040,2026-03-01,653.0,Transunion
C00040,2026-04-28,695.0,Equifax
C00040,2026-05-28,678.0,Transunion
C00041,2026-01-28,773.0,Equifax
C00041,2026-02-28,766.0,Transunion
C00041,2026-03-15,766.0,Experian
C00041,2026-04-28,759.0,Experian
C00041,2026-05-15,741.0,Equifax
C00042,2026-01-28,713.0,Equifax
C00042,2026-02-01,696.0,Experian
C00042,2026-03-01,718.0,Equifax
C00042,2026-04-01,764.0,Transunion
C00042,2026-05-15,719.0,Experian
C00043,2026-01-28,812.0,Equifax
C00043,2026-02-01,801.0,Experian
C00043,2026-03-15,802.0,Equifax
C00043,2026-04-01,762.0,Equifax
C00043,2026-05-15,766.0,Transunion
C00044,2026-01-15,739.0,Transunion
C00044,2026-02-15,743.0,Experian
C00044,2026-03-28,757.0,Transunion
C00044,2026-04-15,760.0,Experian
C00044,2026-05-15,748.0,Equifax
C00045,2026-01-01,703.0,Transunion
C00045,2026-02-01,722.0,Experian
C00045,2026-03-28,700.0,Experian
C00045,2026-04-28,725.0,Transunion
C00045,2026-05-28,747.0,Transunion
C00046,2026-01-15,726.0,Equifax
C00046,2026-02-28,763.0,Equifax
C00046,2026-03-01,745.0,Transunion
C00046,2026-04-15,777.0,Transunion
C00046,2026-05-28,742.0,Transunion
C00047,2026-01-15,582.0,Equifax
C00047,2026-02-01,597.0,Experian
C00047,2026-03-15,583.0,Transunion
C00047,2026-04-28,639.0,Transunion
C00047,2026-05-01,599.0,Experian
C00048,2026-01-01,606.0,Equifax
C00048,2026-02-28,637.0,Transunion
C00048,2026-03-28,590.0,Transunion
C00048,2026-04-15,582.0,Transunion
C00048,2026-05-15,611.0,Transunion
C00049,2026-01-01,778.0,Experian
C00049,2026-02-01,790.0,Experian
C00049,2026-03-01,760.0,Equifax
C00049,2026-04-28,784.0,Equifax
C00049,2026-05-28,786.0,Equifax
C00050,2026-01-15,735.0,Experian
C00050,2026-02-15,698.0,Equifax
C00050,2026-03-15,690.0,Transunion
C00050,2026-04-15,721.0,Transunion
C00050,2026-05-28,725.0,Equifax
C00051,2026-01-15,759.0,Equifax
C00051,2026-02-28,747.0,Experian
C00051,2026-03-28,738.0,Transunion
C00051,2026-04-01,775.0,Experian
C00051,2026-05-15,747.0,Equifax
C00052,2026-01-01,654.0,Equifax
C00052,2026-02-28,655.0,Experian
C00052,2026-03-01,664.0,Experian
C00052,2026-04-01,635.0,Equifax
C00052,2026-05-28,665.0,Equifax
C00053,2026-01-28,676.0,Transunion
C00053,2026-02-15,709.0,Equifax
C00053,2026-03-28,646.0,Transunion
C00053,2026-04-15,666.0,Equifax
C00053,2026-05-28,673.0,Transunion
C00054,2026-01-01,751.0,Experian
C00054,2026-02-01,725.0,Transunion
C00054,2026-03-01,721.0,Equifax
C00054,2026-04-01,732.0,Experian
C00054,2026-05-01,716.0,Equifax
C00055,2026-01-28,671.0,Equifax
C00055,2026-02-28,663.0,Transunion
C00055,2026-03-28,680.0,Transunion
C00055,2026-04-01,677.0,Equifax
C00055,2026-05-28,654.0,Equifax
C00056,2026-01-01,577.0,Transunion
C00056,2026-02-15,615.0,Transunion
C00056,2026-03-15,597.0,Transunion
C00056,2026-04-01,598.0,Transunion
C00056,2026-05-01,585.0,Transunion
C00057,2026-01-15,738.0,Equifax
C00057,2026-02-28,750.0,Transunion
C00057,2026-03-15,744.0,Experian
C00057,2026-04-01,767.0,Experian
C00057,2026-05-28,745.0,Equifax
C00058,2026-01-15,760.0,Equifax
C00058,2026-02-15,779.0,Equifax
C00058,2026-03-15,741.0,Transunion
C00058,2026-04-01,781.0,Transunion
C00058,2026-05-15,731.0,Equifax
C00059,2026-01-01,760.0,Transunion
C00059,2026-02-15,751.0,Experian
C00059,2026-03-15,757.0,Experian
C00059,2026-04-28,755.0,Experian
C00059,2026-05-01,782.0,Transunion
C00060,2026-01-28,718.0,Transunion
C00060,2026-02-15,718.0,Equifax
C00060,2026-03-15,761.0,Experian
C00060,2026-04-15,758.0,Equifax
C00060,2026-05-01,744.0,Experian
C00061,2026-01-15,608.0,Experian
C00061,2026-02-15,652.0,Equifax
C00061,2026-03-28,611.0,Experian
C00061,2026-04-28,612.0,Equifax
C00061,2026-05-28,644.0,Experian
C00062,2026-01-28,639.0,Experian
C00062,2026-02-15,,Equifax
C00062,2026-03-15,602.0,Experian
C00062,2026-04-15,591.0,Transunion
C00062,2026-05-15,630.0,Experian
C00063,2026-01-15,630.0,Transunion
C00063,2026-02-15,574.0,Equifax
C00063,2026-03-15,589.0,Transunion
C00063,2026-04-01,569.0,Transunion
C00063,2026-05-15,578.0,Experian
C00064,2026-01-01,717.0,Equifax
C00064,2026-02-28,773.0,Equifax
C00064,2026-03-28,747.0,Transunion
C00064,2026-04-15,713.0,Equifax
C00064,2026-05-01,772.0,Equifax
C00065,2026-01-15,566.0,Transunion
C00065,2026-02-28,584.0,Experian
C00065,2026-03-15,556.0,Transunion
C00065,2026-04-01,588.0,Experian
C00065,2026-05-01,557.0,Equifax
C00066,2026-01-15,662.0,Experian
C00066,2026-02-15,701.0,Equifax
C00066,2026-03-15,681.0,Experian
C00066,2026-04-01,700.0,Transunion
C00066,2026-05-15,688.0,Equifax
C00067,2026-01-15,739.0,Experian
C00067,2026-02-01,735.0,Equifax
C00067,2026-03-28,764.0,Equifax
C00067,2026-04-15,760.0,Experian
C00067,2026-05-28,721.0,Equifax
C00068,2026-01-15,711.0,Experian
C00068,2026-02-15,673.0,Equifax
C00068,2026-03-15,701.0,Transunion
C00068,2026-04-28,674.0,Transunion
C00068,2026-05-15,720.0,Transunion
C00069,2026-01-15,713.0,Transunion
C00069,2026-02-28,679.0,Experian
C00069,2026-03-01,742.0,Transunion
C00069,2026-04-15,679.0,Transunion
C00069,2026-05-01,719.0,Equifax
C00070,2026-01-01,628.0,Transunion
C00070,2026-02-15,622.0,Equifax
C00070,2026-03-28,643.0,Equifax
C00070,2026-04-15,624.0,Equifax
C00070,2026-05-15,639.0,Equifax
C00071,2026-01-01,815.0,Experian
C00071,2026-02-01,776.0,Equifax
C00071,2026-03-01,780.0,Experian
C00071,2026-04-01,786.0,Transunion
C00071,2026-05-01,794.0,Experian
C00072,2026-01-01,588.0,Equifax
C00072,2026-02-28,578.0,Equifax
C00072,2026-03-28,595.0,Experian
C00072,2026-04-01,574.0,Transunion
C00072,2026-05-28,620.0,Equifax
C00073,2026-01-15,740.0,Transunion
C00073,2026-02-01,761.0,Experian
C00073,2026-03-28,782.0,Equifax
C00073,2026-04-15,757.0,Equifax
C00073,2026-05-28,760.0,Equifax
C00074,2026-01-15,648.0,Transunion
C00074,2026-02-01,649.0,Transunion
C00074,2026-03-28,622.0,Equifax
C00074,2026-04-28,662.0,Transunion
C00074,2026-05-28,621.0,Experian
C00075,2026-01-15,714.0,Experian
C00075,2026-02-28,726.0,Experian
C00075,2026-03-01,691.0,Transunion
C00075,2026-04-01,744.0,Experian
C00075,2026-05-01,703.0,Experian
C00076,2026-01-28,717.0,Experian
C00076,2026-02-28,700.0,Experian
C00076,2026-03-15,733.0,Equifax
C00076,2026-04-28,713.0,Transunion
C00076,2026-05-28,745.0,Transunion
C00077,2026-01-28,808.0,Equifax
C00077,2026-02-15,767.0,Experian
C00077,2026-03-28,791.0,Experian
C00077,2026-04-15,813.0,Experian
C00077,2026-05-28,790.0,Transunion
C00078,2026-01-28,718.0,Equifax
C00078,2026-02-28,683.0,Experian
C00078,2026-03-15,712.0,Experian
C00078,2026-04-28,712.0,Equifax
C00078,2026-05-28,704.0,Experian
C00079,2026-01-28,612.0,Experian
C00079,2026-02-01,596.0,Equifax
C00079,2026-03-15,609.0,Experian
C00079,2026-04-28,566.0,Experian
C00079,2026-05-28,558.0,Equifax
C00080,2026-01-15,605.0,Experian
C00080,2026-02-15,611.0,Experian
C00080,2026-03-28,642.0,Equifax
C00080,2026-04-01,612.0,Equifax
C00080,2026-05-15,637.0,Experian
C00081,2026-01-01,762.0,Experian
C00081,2026-02-28,767.0,Equifax
C00081,2026-03-15,746.0,Transunion
C00081,2026-04-28,775.0,Transunion
C00081,2026-05-15,776.0,Transunion
C00082,2026-01-28,709.0,Equifax
C00082,2026-02-28,713.0,Equifax
C00082,2026-03-15,745.0,Experian
C00082,2026-04-15,768.0,Equifax
C00082,2026-05-01,741.0,Experian
C00083,2026-01-01,590.0,Transunion
C00083,2026-02-28,588.0,Experian
C00083,2026-03-28,581.0,Transunion
C00083,2026-04-15,586.0,Equifax
C00083,2026-05-28,620.0,Experian
C00084,2026-01-15,602.0,Transunion
C00084,2026-02-28,629.0,Experian
C00084,2026-03-15,645.0,Experian
C00084,2026-04-28,639.0,Transunion
C00084,2026-05-15,649.0,Experian
C00085,2026-01-15,819.0,Experian
C00085,2026-02-15,812.0,Transunion
C00085,2026-03-15,784.0,Transunion
C00085,2026-04-28,763.0,Equifax
C00085,2026-05-01,792.0,Equifax
C00086,2026-01-01,770.0,Experian
C00086,2026-02-28,751.0,Transunion
C00086,2026-03-28,816.0,Equifax
C00086,2026-04-28,805.0,Experian
C00086,2026-05-01,805.0,Transunion
C00087,2026-01-01,667.0,Transunion
C00087,2026-02-28,721.0,Equifax
C00087,2026-03-01,722.0,Experian
C00087,2026-04-28,716.0,Transunion
C00087,2026-05-01,700.0,Experian
C00088,2026-01-28,558.0,Experian
C00088,2026-02-15,578.0,Experian
C00088,2026-03-01,579.0,Equifax
C00088,2026-04-01,611.0,Transunion
C00088,2026-05-28,603.0,Experian
C00089,2026-01-01,702.0,Equifax
C00089,2026-02-15,681.0,Equifax
C00089,2026-03-28,731.0,Equifax
C00089,2026-04-01,720.0,Equifax
C00089,2026-05-28,705.0,Experian
C00090,2026-01-28,705.0,Experian
C00090,2026-02-01,699.0,Equifax
C00090,2026-03-28,654.0,Equifax
C00090,2026-04-01,657.0,Experian
C00090,2026-05-15,705.0,Equifax
C00091,2026-01-15,723.0,Equifax
C00091,2026-02-15,758.0,Equifax
C00091,2026-03-15,748.0,Equifax
C00091,2026-04-28,729.0,Experian
C00091,2026-05-15,727.0,Transunion
C00092,2026-01-15,615.0,Equifax
C00092,2026-02-28,598.0,Equifax
C00092,2026-03-01,634.0,Transunion
C00092,2026-04-01,605.0,Transunion
C00092,2026-05-01,604.0,Equifax
C00093,2026-01-28,663.0,Equifax
C00093,2026-02-01,677.0,Experian
C00093,2026-03-15,678.0,Equifax
C00093,2026-04-01,653.0,Experian
C00093,2026-05-01,677.0,Transunion
C00094,2026-01-28,612.0,Equifax
C00094,2026-02-15,616.0,Transunion
C00094,2026-03-28,637.0,Equifax
C00094,2026-04-15,644.0,Transunion
C00094,2026-05-15,596.0,Transunion
C00095,2026-01-15,782.0,Experian
C00095,2026-02-28,768.0,Equifax
C00095,2026-03-01,757.0,Transunion
C00095,2026-04-15,724.0,Experian
C00095,2026-05-28,736.0,Experian
C00096,2026-01-01,663.0,Transunion
C00096,2026-02-15,667.0,Equifax
C00096,2026-03-15,708.0,Experian
C00096,2026-04-01,681.0,Equifax
C00096,2026-05-28,706.0,Experian
C00097,2026-01-28,719.0,Transunion
C00097,2026-02-28,730.0,Experian
C00097,2026-03-15,718.0,Experian
C00097,2026-04-28,695.0,Transunion
C00097,2026-05-28,693.0,Transunion
C00098,2026-01-28,726.0,Equifax
C00098,2026-02-01,755.0,Transunion
C00098,2026-03-01,740.0,Equifax
C00098,2026-04-01,722.0,Experian
C00098,2026-05-15,698.0,Equifax
C00099,2026-01-28,607.0,Experian
C00099,2026-02-01,595.0,Equifax
C00099,2026-03-28,582.0,Equifax
C00099,2026-04-01,629.0,Transunion
C00099,2026-05-15,568.0,Experian
C00100,2026-01-28,656.0,Transunion
C00100,2026-02-15,660.0,Equifax
C00100,2026-03-28,689.0,Transunion
C00100,2026-04-28,667.0,Equifax
C00100,2026-05-01,690.0,Equifax
C00101,2026-01-15,694.0,Equifax
C00101,2026-02-28,655.0,Equifax
C00101,2026-03-01,684.0,Transunion
C00101,2026-04-01,667.0,Equifax
C00101,2026-05-28,635.0,Experian
C00102,2026-01-15,701.0,Equifax
C00102,2026-02-15,653.0,Experian
C00102,2026-03-28,719.0,Equifax
C00102,2026-04-15,659.0,Equifax
C00102,2026-05-28,661.0,Equifax
C00103,2026-01-28,749.0,Experian
C00103,2026-02-01,717.0,Experian
C00103,2026-03-15,713.0,Experian
C00103,2026-04-01,691.0,Experian
C00103,2026-05-15,,Experian
C00104,2026-01-28,595.0,Equifax
C00104,2026-02-15,649.0,Experian
C00104,2026-03-28,617.0,Experian
C00104,2026-04-28,645.0,Transunion
C00104,2026-05-15,620.0,Transunion
C00105,2026-01-15,699.0,Experian
C00105,2026-02-15,696.0,Equifax
C00105,2026-03-01,719.0,Experian
C00105,2026-04-01,687.0,Transunion
C00105,2026-05-15,723.0,Experian
C00106,2026-01-28,683.0,Equifax
C00106,2026-02-01,683.0,Equifax
C00106,2026-03-01,712.0,Transunion
C00106,2026-04-01,708.0,Transunion
C00106,2026-05-15,706.0,Equifax
C00107,2026-01-15,739.0,Experian
C00107,2026-02-15,723.0,Transunion
C00107,2026-03-15,778.0,Equifax
C00107,2026-04-01,729.0,Equifax
C00107,2026-05-01,768.0,Equifax
C00108,2026-01-28,657.0,Equifax
C00108,2026-02-01,604.0,Experian
C00108,2026-03-01,635.0,Experian
C00108,2026-04-15,596.0,Equifax
C00108,2026-05-28,612.0,Experian
C00109,2026-01-15,702.0,Transunion
C00109,2026-02-01,747.0,Transunion
C00109,2026-03-28,708.0,Equifax
C00109,2026-04-15,761.0,Transunion
C00109,2026-05-28,759.0,Equifax
C00110,2026-01-01,734.0,Experian
C00110,2026-02-28,748.0,Experian
C00110,2026-03-15,745.0,Experian
C00110,2026-04-15,735.0,Experian
C00110,2026-05-01,751.0,Transunion
C00111,2026-01-01,793.0,Transunion
C00111,2026-02-28,746.0,Experian
C00111,2026-03-28,813.0,Transunion
C00111,2026-04-15,766.0,Equifax
C00111,2026-05-28,766.0,Equifax
C00112,2026-01-01,619.0,Experian
C00112,2026-02-28,564.0,Transunion
C00112,2026-03-15,592.0,Experian
C00112,2026-04-01,624.0,Equifax
C00112,2026-05-28,568.0,Experian
C00113,2026-01-15,569.0,Equifax
C00113,2026-02-15,594.0,Transunion
C00113,2026-03-01,599.0,Transunion
C00113,2026-04-15,556.0,Equifax
C00113,2026-05-01,597.0,Equifax
C00114,2026-01-01,656.0,Equifax
C00114,2026-02-15,718.0,Experian
C00114,2026-03-01,657.0,Experian
C00114,2026-04-28,697.0,Transunion
C00114,2026-05-15,701.0,Experian
C00115,2026-01-15,664.0,Experian
C00115,2026-02-15,717.0,Experian
C00115,2026-03-15,656.0,Transunion
C00115,2026-04-28,675.0,Equifax
C00115,2026-05-15,705.0,Equifax
C00116,2026-01-15,800.0,Equifax
C00116,2026-02-15,785.0,Transunion
C00116,2026-03-15,814.0,Transunion
C00116,2026-04-15,754.0,Transunion
C00116,2026-05-28,756.0,Equifax
C00117,2026-01-15,675.0,Transunion
C00117,2026-02-28,699.0,Transunion
C00117,2026-03-28,700.0,Experian
C00117,2026-04-01,636.0,Transunion
C00117,2026-05-15,671.0,Experian
C00118,2026-01-01,811.0,Equifax
C00118,2026-02-28,772.0,Equifax
C00118,2026-03-15,815.0,Experian
C00118,2026-04-15,802.0,Transunion
C00118,2026-05-15,765.0,Transunion
C00119,2026-01-28,780.0,Equifax
C00119,2026-02-15,763.0,Transunion
C00119,2026-03-28,791.0,Equifax
C00119,2026-04-15,733.0,Transunion
C00119,2026-05-15,766.0,Transunion
C00120,2026-01-01,710.0,Experian
C00120,2026-02-01,697.0,Experian
C00120,2026-03-28,754.0,Transunion
C00120,2026-04-15,751.0,Equifax
C00120,2026-05-01,742.0,Experian
C00121,2026-01-15,718.0,Transunion
C00121,2026-02-01,721.0,Experian
C00121,2026-03-28,740.0,Transunion
C00121,2026-04-15,756.0,Transunion
C00121,2026-05-15,728.0,Transunion
C00122,2026-01-15,626.0,Equifax
C00122,2026-02-01,618.0,Experian
C00122,2026-03-01,661.0,Equifax
C00122,2026-04-01,640.0,Experian
C00122,2026-05-28,675.0,Transunion
C00123,2026-01-28,653.0,Transunion
C00123,2026-02-01,696.0,Transunion
C00123,2026-03-15,654.0,Equifax
C00123,2026-04-28,692.0,Equifax
C00123,2026-05-28,673.0,Equifax
C00124,2026-01-28,708.0,Experian
C00124,2026-02-28,706.0,Transunion
C00124,2026-03-01,691.0,Transunion
C00124,2026-04-28,714.0,Experian
C00124,2026-05-15,724.0,Equifax
C00125,2026-01-15,577.0,Transunion
C00125,2026-02-15,622.0,Equifax
C00125,2026-03-28,627.0,Experian
C00125,2026-04-28,609.0,Transunion
C00125,2026-05-28,612.0,Transunion
C00126,2026-01-01,599.0,Transunion
C00126,2026-02-01,560.0,Experian
C00126,2026-03-28,607.0,Transunion
C00126,2026-04-15,602.0,Equifax
C00126,2026-05-15,562.0,Experian
C00127,2026-01-01,580.0,Transunion
C00127,2026-02-15,571.0,Transunion
C00127,2026-03-28,607.0,Transunion
C00127,2026-04-15,593.0,Equifax
C00127,2026-05-28,573.0,Experian
C00128,2026-01-28,728.0,Experian
C00128,2026-02-15,697.0,Equifax
C00128,2026-03-01,688.0,Equifax
C00128,2026-04-15,663.0,Experian
C00128,2026-05-28,730.0,Transunion
C00129,2026-01-28,768.0,Equifax
C00129,2026-02-01,790.0,Equifax
C00129,2026-03-28,795.0,Equifax
C00129,2026-04-15,769.0,Equifax
C00129,2026-05-28,770.0,Experian
C00130,2026-01-15,719.0,Experian
C00130,2026-02-01,731.0,Experian
C00130,2026-03-28,726.0,Experian
C00130,2026-04-28,697.0,Equifax
C00130,2026-05-15,701.0,Experian
C00131,2026-01-01,795.0,Transunion
C00131,2026-02-28,754.0,Transunion
C00131,2026-03-01,760.0,Transunion
C00131,2026-04-01,790.0,Experian
C00131,2026-05-15,753.0,Transunion
C00132,2026-01-01,662.0,Experian
C00132,2026-02-01,618.0,Experian
C00132,2026-03-01,652.0,Equifax
C00132,2026-04-28,612.0,Equifax
C00132,2026-05-15,639.0,Transunion
C00133,2026-01-01,578.0,Experian
C00133,2026-02-28,629.0,Equifax
C00133,2026-03-15,592.0,Experian
C00133,2026-04-01,645.0,Experian
C00133,2026-05-15,594.0,Transunion
C00134,2026-01-28,740.0,Experian
C00134,2026-02-28,751.0,Experian
C00134,2026-03-15,744.0,Equifax
C00134,2026-04-28,747.0,Experian
C00134,2026-05-01,735.0,Transunion
C00135,2026-01-28,623.0,Experian
C00135,2026-02-28,573.0,Experian
C00135,2026-03-15,598.0,Experian
C00135,2026-04-15,585.0,Equifax
C00135,2026-05-01,,Experian
C00136,2026-01-28,688.0,Equifax
C00136,2026-02-01,737.0,Equifax
C00136,2026-03-01,680.0,Experian
C00136,2026-04-15,726.0,Experian
C00136,2026-05-15,710.0,Equifax
C00137,2026-01-01,567.0,Transunion
C00137,2026-02-15,620.0,Experian
C00137,2026-03-01,597.0,Transunion
C00137,2026-04-28,597.0,Transunion
C00137,2026-05-15,614.0,Equifax
C00138,2026-01-15,723.0,Transunion
C00138,2026-02-15,738.0,Experian
C00138,2026-03-01,741.0,Equifax
C00138,2026-04-28,686.0,Equifax
C00138,2026-05-28,694.0,Transunion
C00139,2026-01-15,761.0,Experian
C00139,2026-02-15,718.0,Equifax
C00139,2026-03-28,748.0,Experian
C00139,2026-04-28,700.0,Experian
C00139,2026-05-01,701.0,Experian
C00140,2026-01-15,711.0,Equifax
C00140,2026-02-28,738.0,Experian
C00140,2026-03-15,685.0,Experian
C00140,2026-04-28,743.0,Experian
C00140,2026-05-15,736.0,Experian
C00141,2026-01-28,,Transunion
C00141,2026-02-28,629.0,Equifax
C00141,2026-03-15,573.0,Equifax
C00141,2026-04-01,579.0,Transunion
C00141,2026-05-01,630.0,Equifax
C00142,2026-01-28,571.0,Transunion
C00142,2026-02-15,559.0,Equifax
C00142,2026-03-01,611.0,Transunion
C00142,2026-04-15,617.0,Experian
C00142,2026-05-01,602.0,Equifax
C00143,2026-01-01,711.0,Transunion
