order_line_id,order_id,line_number,product_id,ordered_qty,unit_price,discount_pct,line_status,valid_quantity,valid_unit_price,valid_discount,quarantine_reason
SOL0000000195,SO00000061,4,SKU0000473,-1.0,155.48,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000204,SO00000065,1,SKU0000198,-1.0,72.06,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000208,SO00000067,2,SKU0000242,,454.27,15.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000219,SO00000070,1,SKU0000036,-1.0,26.55,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000232,SO00000076,1,SKU0000433,,59.89,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000241,SO00000079,2,SKU0000688,,17.21,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000247,SO00000083,1,SKU0000333,-1.0,475.97,2.5,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000280,SO00000092,3,SKU0000179,,539.53,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000291,SO00000095,2,SKU0000497,-1.0,237.05,2.5,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000292,SO00000095,3,SKU0000090,,628.03,2.5,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000296,SO00000096,3,SKU0000619,-1.0,647.4,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000301,SO00000098,1,SKU0000126,,106.05,25.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000307,SO00000100,2,SKU0000547,-1.0,7.71,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000310,SO00000101,3,SKU0000173,-1.0,195.32,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000312,SO00000102,2,SKU0000225,-1.0,239.42,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000326,SO00000107,5,SKU0000260,,558.94,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000334,SO00000110,3,SKU0000026,,203.74,15.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000335,SO00000110,4,SKU0000355,-1.0,323.68,15.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000337,SO00000111,2,SKU0000219,-1.0,201.49,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000338,SO00000111,3,SKU0000058,-1.0,403.73,25.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000341,SO00000112,2,SKU0000438,-1.0,292.87,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000343,SO00000112,4,SKU0000166,-1.0,240.5,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000344,SO00000113,1,SKU0000099,-1.0,512.0,10.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000352,SO00000114,4,SKU0000520,-1.0,196.0,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000354,SO00000115,1,SKU0000088,-1.0,526.47,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000355,SO00000115,2,SKU0000540,,483.56,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000356,SO00000115,3,SKU0000302,3.0,,25.0,Shipped,True,False,True,"Line has invalid quantity, price, or discount"
SOL0000000366,SO00000118,5,SKU0000648,-1.0,368.01,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000375,SO00000121,2,SKU0000171,-1.0,141.46,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000381,SO00000123,2,SKU0000259,,340.86,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000383,SO00000124,2,SKU0000481,,313.92,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000385,SO00000124,4,SKU0000466,-1.0,183.43,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000386,SO00000125,1,SKU0000140,-1.0,391.83,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000387,SO00000125,2,SKU0000254,,337.26,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000396,SO00000127,3,SKU0000575,,59.86,5.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000397,SO00000127,4,SKU0000335,,121.72,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000400,SO00000130,1,SKU0000134,-1.0,502.93,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000408,SO00000132,2,SKU0000076,,161.26,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000413,SO00000133,2,SKU0000546,-1.0,157.18,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000415,SO00000134,2,SKU0000599,-1.0,32.26,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000418,SO00000135,1,SKU0000587,,281.47,10.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000420,SO00000136,1,SKU0000256,-1.0,318.21,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000421,SO00000136,2,SKU0000083,,579.32,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000422,SO00000136,3,SKU0000393,,202.08,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000424,SO00000137,1,SKU0000605,,137.68,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000429,SO00000138,2,SKU0000559,,623.66,5.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000430,SO00000138,3,SKU0000317,,464.74,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000433,SO00000139,2,SKU0000584,,20.81,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000436,SO00000140,2,SKU0000462,-1.0,454.59,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000438,SO00000140,4,SKU0000481,-1.0,313.92,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000449,SO00000143,4,SKU0000130,-1.0,759.23,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000463,SO00000148,3,SKU0000660,-1.0,29.2,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000464,SO00000148,4,SKU0000430,-1.0,18.66,15.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000477,SO00000152,2,SKU0000625,-1.0,410.35,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000484,SO00000154,3,SKU0000482,-1.0,281.45,15.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000501,SO00000162,2,SKU0000389,-1.0,280.5,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000502,SO00000162,3,SKU0000158,,146.14,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000510,SO00000164,4,SKU0000381,-1.0,278.32,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000511,SO00000165,1,SKU0000332,,481.91,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000513,SO00000165,3,SKU0000366,-1.0,127.07,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000521,SO00000168,4,SKU0000477,,122.22,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000523,SO00000169,2,SKU0000435,,300.23,10.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000527,SO00000171,2,SKU0000115,,263.09,10.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000533,SO00000172,3,SKU0000349,,156.81,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000548,SO00000179,1,SKU0000521,,433.85,2.5,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000549,SO00000179,2,SKU0000441,,512.62,10.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000559,SO00000182,1,SKU0000496,-1.0,4.12,25.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000560,SO00000182,2,SKU0000682,-1.0,99.75,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000562,SO00000182,4,SKU0000183,-1.0,3.96,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000577,SO00000187,4,SKU0000316,,125.58,10.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000580,SO00000188,2,SKU0000551,,345.46,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000581,SO00000188,3,SKU0000500,,32.85,2.5,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000589,SO00000192,1,SKU0000602,,150.44,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000593,SO00000192,5,SKU0000569,-1.0,21.52,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000594,SO00000193,1,SKU0000191,,487.15,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000595,SO00000193,2,SKU0000091,-1.0,199.95,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000596,SO00000193,3,SKU0000201,,520.05,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000599,SO00000194,1,SKU0000443,,204.21,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000604,SO00000197,1,SKU0000370,,479.85,5.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000616,SO00000200,2,SKU0000092,,41.77,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000622,SO00000202,3,SKU0000428,,205.8,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000634,SO00000208,1,SKU0000507,-1.0,17.44,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000640,SO00000210,4,SKU0000549,-1.0,185.91,5.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000646,SO00000211,5,SKU0000063,,213.87,15.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000648,SO00000212,2,SKU0000133,-1.0,271.38,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000651,SO00000213,1,SKU0000318,-1.0,481.87,5.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000653,SO00000214,1,SKU0000620,,65.73,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000661,SO00000217,2,SKU0000543,-1.0,32.42,25.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000663,SO00000217,4,SKU0000259,-1.0,324.63,10.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000672,SO00000221,3,SKU0000371,,95.03,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000676,SO00000223,2,SKU0000673,,211.55,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000677,SO00000224,1,SKU0000175,-1.0,331.34,5.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000678,SO00000224,2,SKU0000396,,178.41,5.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000679,SO00000224,3,SKU0000347,-1.0,55.07,10.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000685,SO00000226,2,SKU0000530,-1.0,753.65,5.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000687,SO00000226,4,SKU0000095,-1.0,338.6,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000688,SO00000226,5,SKU0000328,-1.0,394.48,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000691,SO00000228,1,SKU0000135,-1.0,28.57,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000700,SO00000231,1,SKU0000068,,344.76,25.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000708,SO00000234,1,SKU0000410,,76.12,5.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000711,SO00000235,2,SKU0000225,-1.0,226.82,10.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000718,SO00000239,1,SKU0000297,-1.0,341.5,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000719,SO00000239,2,SKU0000687,,56.0,10.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000729,SO00000242,1,SKU0000539,,306.14,5.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000731,SO00000242,3,SKU0000330,,524.41,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000737,SO00000244,3,SKU0000063,-1.0,213.87,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000742,SO00000248,1,SKU0000287,,299.53,5.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000745,SO00000248,4,SKU0000120,,320.03,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000746,SO00000248,5,SKU0000262,-1.0,345.3,10.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000754,SO00000250,4,SKU0000083,,609.81,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000756,SO00000251,1,SKU0000409,-1.0,200.33,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000758,SO00000252,2,SKU0000354,,28.11,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000763,SO00000254,1,SKU0000474,-1.0,405.48,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000769,SO00000256,1,SKU0000508,-1.0,21.7,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000772,SO00000256,4,SKU0000377,-1.0,443.06,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000774,SO00000257,2,SKU0000183,-1.0,3.76,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000775,SO00000258,1,SKU0000511,,232.35,5.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000776,SO00000258,2,SKU0000093,,664.34,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000778,SO00000259,2,SKU0000563,-1.0,330.87,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000786,SO00000262,1,SKU0000391,-1.0,301.26,10.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000787,SO00000262,2,SKU0000327,-1.0,64.18,2.5,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000791,SO00000265,1,SKU0000586,-1.0,279.27,15.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000793,SO00000265,3,SKU0000531,,151.48,5.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000805,SO00000270,1,SKU0000042,,84.37,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000815,SO00000274,1,SKU0000499,,31.01,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000816,SO00000274,2,SKU0000190,-1.0,360.82,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000830,SO00000278,1,SKU0000111,,40.44,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000835,SO00000279,2,SKU0000235,50.0,,0.0,Cancelled,True,False,True,"Line has invalid quantity, price, or discount"
SOL0000000843,SO00000283,3,SKU0000148,,105.67,2.5,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000851,SO00000286,1,SKU0000441,50.0,,2.5,Backordered,True,False,True,"Line has invalid quantity, price, or discount"
SOL0000000852,SO00000286,2,SKU0000547,-1.0,9.0,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000857,SO00000288,1,SKU0000526,,81.99,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000858,SO00000288,2,SKU0000110,,486.62,5.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000869,SO00000293,1,SKU0000216,-1.0,415.66,10.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000873,SO00000295,1,SKU0000623,,392.77,15.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000878,SO00000296,1,SKU0000428,,185.22,5.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000883,SO00000297,3,SKU0000377,,516.9,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000886,SO00000299,1,SKU0000362,,159.56,5.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000887,SO00000299,2,SKU0000215,,228.22,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000895,SO00000302,1,SKU0000317,,516.38,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000898,SO00000303,2,SKU0000574,,527.33,25.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000899,SO00000303,3,SKU0000233,-1.0,35.07,10.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000911,SO00000307,1,SKU0000672,,191.67,25.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000913,SO00000308,1,SKU0000553,,152.86,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000916,SO00000309,3,SKU0000166,,267.22,2.5,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000920,SO00000310,2,SKU0000443,-1.0,193.46,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000923,SO00000312,2,SKU0000147,,581.07,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000924,SO00000312,3,SKU0000468,,231.39,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000926,SO00000312,5,SKU0000181,-1.0,230.97,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000935,SO00000316,1,SKU0000332,-1.0,413.06,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000961,SO00000325,4,SKU0000107,-1.0,257.72,10.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000964,SO00000326,2,SKU0000363,,126.7,25.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000972,SO00000329,1,SKU0000688,5.0,,15.0,Allocated,True,False,True,"Line has invalid quantity, price, or discount"
SOL0000000985,SO00000332,3,SKU0000418,-1.0,490.63,25.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000990,SO00000334,1,SKU0000638,,262.71,25.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000991,SO00000334,2,SKU0000638,-1.0,277.3,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000997,SO00000336,3,SKU0000132,-1.0,514.43,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000000998,SO00000337,1,SKU0000178,,560.78,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001006,SO00000339,2,SKU0000285,-1.0,82.98,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001007,SO00000339,3,SKU0000476,,29.22,5.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001010,SO00000340,1,SKU0000497,-1.0,237.05,10.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001027,SO00000345,3,SKU0000426,,8.4,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001031,SO00000346,2,SKU0000038,,494.06,25.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001032,SO00000346,3,SKU0000278,,16.04,5.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001039,SO00000348,1,SKU0000407,-1.0,11.89,2.5,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001043,SO00000348,5,SKU0000251,-1.0,645.99,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001051,SO00000350,3,SKU0000210,,63.65,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001059,SO00000355,1,SKU0000199,,666.4,0.0,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001062,SO00000356,3,SKU0000626,-1.0,48.11,15.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001065,SO00000357,2,SKU0000473,-1.0,53.16,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001074,SO00000360,1,SKU0000637,-1.0,50.45,2.5,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001080,SO00000362,3,SKU0000634,-1.0,386.07,0.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001084,SO00000364,1,SKU0000245,-1.0,370.06,0.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001087,SO00000364,4,SKU0000680,-1.0,492.79,5.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001088,SO00000364,5,SKU0000142,,470.58,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001093,SO00000365,5,SKU0000053,,121.72,2.5,Shipped,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001094,SO00000366,1,SKU0000271,,428.72,2.5,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001095,SO00000366,2,SKU0000650,,31.62,5.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001099,SO00000367,2,SKU0000227,-1.0,427.03,10.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001102,SO00000368,1,SKU0000649,-1.0,357.36,0.0,Backordered,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001103,SO00000368,2,SKU0000435,-1.0,271.63,10.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001104,SO00000368,3,SKU0000442,-1.0,6.32,15.0,Open,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001106,SO00000368,5,SKU0000168,,154.3,0.0,Cancelled,False,True,True,"Line has invalid quantity, price, or discount"
SOL0000001118,SO00000374,1,SKU0000104,-1.0,305.63,15.0,Allocated,False,True,True,"Line has invalid quantity, price, or discount"
