order_line_id,order_id,line_number,product_id,ordered_qty,unit_price,discount_pct,line_status,valid_quantity,valid_unit_price,valid_discount
SOL0000000062,SO00000018,2,SKU0000588,3.0,327.94,2.5,Open,True,True,True
SOL0000000063,SO00000018,3,SKU0000473,,165.69,0.0,Open,False,True,True
SOL0000000064,SO00000019,1,SKU0000550,50.0,183.1,0.0,Allocated,True,True,True
SOL0000000065,SO00000019,2,SKU0000360,5.0,283.42,0.0,Shipped,True,True,True
SOL0000000066,SO00000019,3,SKU0000245,,409.02,0.0,Allocated,False,True,True
SOL0000000067,SO00000020,1,SKU0000347,25.0,60.87,5.0,Shipped,True,True,True
SOL0000000068,SO00000020,2,SKU0000621,25.0,195.24,0.0,Cancelled,True,True,True
SOL0000000069,SO00000021,1,SKU0000097,2.0,245.57,25.0,Cancelled,True,True,True
SOL0000000070,SO00000021,2,SKU0000436,-1.0,288.76,0.0,Cancelled,False,True,True
SOL0000000071,SO00000021,3,SKU0000420,50.0,,0.0,Open,True,False,True
SOL0000000072,SO00000022,1,SKU0000447,,155.41,0.0,Open,False,True,True
SOL0000000073,SO00000022,2,SKU0000558,,92.32,2.5,Cancelled,False,True,True
SOL0000000074,SO00000022,3,SKU0000355,1.0,308.27,10.0,Shipped,True,True,True
SOL0000000075,SO00000022,4,SKU0000590,-1.0,333.04,2.5,Open,False,True,True
SOL0000000076,SO00000023,1,SKU0000223,2.0,582.3,0.0,Allocated,True,True,True
SOL0000000077,SO00000023,2,SKU0000258,3.0,367.5,2.5,Open,True,True,True
SOL0000000078,SO00000023,3,SKU0000682,3.0,99.75,0.0,Backordered,True,True,True
SOL0000000079,SO00000024,1,SKU0000503,3.0,37.48,10.0,Open,True,True,True
SOL0000000080,SO00000024,2,SKU0000071,2.0,245.77,0.0,Cancelled,True,True,True
SOL0000000081,SO00000025,1,SKU0000323,-1.0,479.29,10.0,Allocated,False,True,True
SOL0000000082,SO00000025,2,SKU0000066,1.0,836.52,10.0,Cancelled,True,True,True
SOL0000000083,SO00000025,3,SKU0000270,10.0,56.32,0.0,Open,True,True,True
SOL0000000084,SO00000026,1,SKU0000169,15.0,487.87,5.0,Allocated,True,True,True
SOL0000000085,SO00000027,1,SKU0000134,2.0,477.78,0.0,Open,True,True,True
SOL0000000086,SO00000027,2,SKU0000373,50.0,326.52,0.0,Open,True,True,True
SOL0000000087,SO00000028,1,SKU0000125,,393.34,25.0,Backordered,False,True,True
SOL0000000088,SO00000028,2,SKU0000131,10.0,54.98,15.0,Open,True,True,True
SOL0000000089,SO00000028,3,SKU0000194,15.0,530.63,2.5,Allocated,True,True,True
SOL0000000090,SO00000028,4,SKU0000216,3.0,356.28,2.5,Allocated,True,True,True
SOL0000000091,SO00000029,1,SKU0000530,2.0,791.33,25.0,Allocated,True,True,True
SOL0000000092,SO00000029,2,SKU0000312,-1.0,40.75,10.0,Cancelled,False,True,True
SOL0000000093,SO00000029,3,SKU0000439,25.0,266.33,25.0,Allocated,True,True,True
SOL0000000094,SO00000029,4,SKU0000126,50.0,111.94,0.0,Allocated,True,True,True
SOL0000000095,SO00000030,1,SKU0000037,2.0,69.22,0.0,Shipped,True,True,True
SOL0000000096,SO00000030,2,SKU0000146,2.0,318.38,10.0,Cancelled,True,True,True
SOL0000000097,SO00000030,3,SKU0000647,50.0,360.52,25.0,Open,True,True,True
SOL0000000098,SO00000031,1,SKU0000426,10.0,8.84,15.0,Open,True,True,True
SOL0000000099,SO00000032,1,SKU0000455,2.0,356.84,25.0,Open,True,True,True
SOL0000000100,SO00000032,2,SKU0000576,50.0,711.34,10.0,Open,True,True,True
SOL0000000101,SO00000033,1,SKU0000617,15.0,541.63,25.0,Open,True,True,True
SOL0000000102,SO00000033,2,SKU0000584,2.0,20.81,0.0,Cancelled,True,True,True
SOL0000000103,SO00000033,3,SKU0000028,15.0,357.42,0.0,Allocated,True,True,True
SOL0000000104,SO00000034,1,SKU0000411,2.0,248.09,5.0,Shipped,True,True,True
SOL0000000105,SO00000034,2,SKU0000587,5.0,241.26,0.0,Backordered,True,True,True
SOL0000000106,SO00000034,3,SKU0000647,3.0,342.49,15.0,Backordered,True,True,True
SOL0000000107,SO00000034,4,SKU0000620,15.0,62.44,15.0,Open,True,True,True
SOL0000000108,SO00000034,5,SKU0000064,,262.5,15.0,Shipped,False,True,True
SOL0000000109,SO00000035,1,SKU0000104,10.0,322.61,25.0,Allocated,True,True,True
SOL0000000110,SO00000035,2,SKU0000508,1.0,20.61,0.0,Open,True,True,True
SOL0000000111,SO00000035,3,SKU0000561,2.0,185.4,2.5,Open,True,True,True
SOL0000000112,SO00000035,4,SKU0000384,5.0,668.89,0.0,Open,True,True,True
SOL0000000113,SO00000036,1,SKU0000523,3.0,689.08,0.0,Allocated,True,True,True
SOL0000000114,SO00000036,2,SKU0000518,3.0,276.31,25.0,Cancelled,True,True,True
SOL0000000115,SO00000036,3,SKU0000346,2.0,396.42,15.0,Shipped,True,True,True
SOL0000000116,SO00000036,4,SKU0000193,1.0,423.5,10.0,Backordered,True,True,True
SOL0000000117,SO00000037,1,SKU0000320,50.0,15.48,0.0,Cancelled,True,True,True
SOL0000000118,SO00000037,2,SKU0000032,25.0,167.21,10.0,Cancelled,True,True,True
SOL0000000119,SO00000037,3,SKU0000555,1.0,518.96,10.0,Open,True,True,True
SOL0000000120,SO00000038,1,SKU0000608,1.0,354.39,0.0,Shipped,True,True,True
SOL0000000121,SO00000038,2,SKU0000292,10.0,148.12,15.0,Open,True,True,True
SOL0000000122,SO00000038,3,SKU0000433,10.0,51.34,25.0,Open,True,True,True
SOL0000000123,SO00000038,4,SKU0000163,5.0,147.36,15.0,Shipped,True,True,True
SOL0000000124,SO00000039,1,SKU0000573,,279.28,2.5,Cancelled,False,True,True
SOL0000000125,SO00000039,2,SKU0000610,2.0,213.53,2.5,Open,True,True,True
SOL0000000126,SO00000040,1,SKU0000593,50.0,266.44,15.0,Allocated,True,True,True
SOL0000000127,SO00000040,2,SKU0000092,,41.77,10.0,Open,False,True,True
SOL0000000128,SO00000041,1,SKU0000079,15.0,216.55,15.0,Open,True,True,True
SOL0000000129,SO00000041,2,SKU0000668,10.0,194.64,0.0,Allocated,True,True,True
SOL0000000130,SO00000041,3,SKU0000620,3.0,65.73,15.0,Open,True,True,True
SOL0000000131,SO00000041,4,SKU0000184,3.0,173.53,0.0,Backordered,True,True,True
SOL0000000132,SO00000041,5,SKU0000348,1.0,497.64,10.0,Cancelled,True,True,True
SOL0000000133,SO00000042,1,SKU0000115,,,15.0,Allocated,False,False,True
SOL0000000134,SO00000042,2,SKU0000132,15.0,462.99,5.0,Cancelled,True,True,True
SOL0000000135,SO00000042,3,SKU0000004,15.0,18.15,5.0,Open,True,True,True
SOL0000000136,SO00000042,4,SKU0000016,50.0,18.09,10.0,Shipped,True,True,True
SOL0000000137,SO00000042,5,SKU0000496,10.0,4.12,10.0,Open,True,True,True
SOL0000000138,SO00000043,1,SKU0000671,10.0,50.71,0.0,Shipped,True,True,True
SOL0000000139,SO00000043,2,SKU0000209,3.0,349.09,0.0,Allocated,True,True,True
SOL0000000140,SO00000044,1,SKU0000550,5.0,183.1,5.0,Cancelled,True,True,True
SOL0000000141,SO00000045,1,SKU0000291,3.0,110.43,0.0,Cancelled,True,True,True
SOL0000000142,SO00000045,2,SKU0000070,-1.0,41.81,25.0,Cancelled,False,True,True
SOL0000000143,SO00000045,3,SKU0000420,,293.68,25.0,Open,False,True,True
SOL0000000144,SO00000046,1,SKU0000106,,83.84,0.0,Cancelled,False,True,True
SOL0000000145,SO00000047,1,SKU0000346,25.0,440.47,25.0,Allocated,True,True,True
SOL0000000146,SO00000047,2,SKU0000187,50.0,508.85,0.0,Cancelled,True,True,True
SOL0000000147,SO00000047,3,SKU0000524,15.0,693.07,0.0,Allocated,True,True,True
SOL0000000148,SO00000047,4,SKU0000679,1.0,345.85,5.0,Allocated,True,True,True
SOL0000000149,SO00000048,1,SKU0000100,50.0,361.42,10.0,Open,True,True,True
SOL0000000150,SO00000048,2,SKU0000188,25.0,160.51,0.0,Open,True,True,True
SOL0000000151,SO00000048,3,SKU0000649,15.0,323.32,5.0,Backordered,True,True,True
SOL0000000152,SO00000048,4,SKU0000573,50.0,279.28,0.0,Allocated,True,True,True
SOL0000000153,SO00000049,1,SKU0000005,10.0,235.84,15.0,Backordered,True,True,True
SOL0000000154,SO00000049,2,SKU0000428,-1.0,185.22,2.5,Shipped,False,True,True
SOL0000000155,SO00000050,1,SKU0000144,2.0,342.88,25.0,Open,True,True,True
SOL0000000156,SO00000050,2,SKU0000647,,342.49,5.0,Open,False,True,True
SOL0000000157,SO00000051,1,SKU0000183,5.0,4.16,15.0,Allocated,True,True,True
SOL0000000158,SO00000051,2,SKU0000147,-1.0,552.02,0.0,Shipped,False,True,True
SOL0000000159,SO00000051,3,SKU0000665,15.0,173.98,25.0,Open,True,True,True
SOL0000000160,SO00000052,1,SKU0000495,3.0,371.24,2.5,Cancelled,True,True,True
SOL0000000161,SO00000052,2,SKU0000461,15.0,27.8,0.0,Open,True,True,True
SOL0000000162,SO00000052,3,SKU0000571,-1.0,107.12,10.0,Shipped,False,True,True
SOL0000000163,SO00000053,1,SKU0000122,10.0,155.35,10.0,Shipped,True,True,True
SOL0000000164,SO00000053,2,SKU0000212,-1.0,364.63,0.0,Cancelled,False,True,True
SOL0000000165,SO00000053,3,SKU0000104,10.0,339.59,10.0,Backordered,True,True,True
SOL0000000166,SO00000053,4,SKU0000601,10.0,138.72,2.5,Allocated,True,True,True
SOL0000000167,SO00000054,1,SKU0000628,-1.0,367.74,0.0,Shipped,False,True,True
SOL0000000168,SO00000054,2,SKU0000597,1.0,319.82,15.0,Open,True,True,True
SOL0000000169,SO00000055,1,SKU0000459,5.0,572.01,5.0,Shipped,True,True,True
SOL0000000170,SO00000055,2,SKU0000033,,25.52,5.0,Cancelled,False,True,True
SOL0000000171,SO00000055,3,SKU0000072,50.0,344.18,0.0,Allocated,True,True,True
SOL0000000172,SO00000055,4,SKU0000424,5.0,576.37,25.0,Allocated,True,True,True
SOL0000000173,SO00000055,5,SKU0000264,1.0,512.44,10.0,Open,True,True,True
SOL0000000174,SO00000056,1,SKU0000118,15.0,451.13,0.0,Shipped,True,True,True
SOL0000000175,SO00000056,2,SKU0000117,50.0,10.65,2.5,Cancelled,True,True,True
SOL0000000176,SO00000056,3,SKU0000587,-1.0,254.67,25.0,Backordered,False,True,True
SOL0000000177,SO00000056,4,SKU0000591,3.0,89.97,2.5,Shipped,True,True,True
SOL0000000178,SO00000057,1,SKU0000432,15.0,374.49,10.0,Allocated,True,True,True
SOL0000000179,SO00000058,1,SKU0000618,,48.07,0.0,Shipped,False,True,True
SOL0000000180,SO00000058,2,SKU0000139,5.0,193.85,5.0,Shipped,True,True,True
SOL0000000181,SO00000058,3,SKU0000665,15.0,183.14,0.0,Open,True,True,True
SOL0000000182,SO00000058,4,SKU0000406,15.0,26.0,0.0,Allocated,True,True,True
SOL0000000183,SO00000058,5,SKU0000385,3.0,318.53,25.0,Open,True,True,True
SOL0000000184,SO00000059,1,SKU0000098,,77.61,0.0,Allocated,False,True,True
SOL0000000185,SO00000059,2,SKU0000630,1.0,316.3,5.0,Open,True,True,True
SOL0000000186,SO00000059,3,SKU0000570,2.0,608.2,0.0,Cancelled,True,True,True
SOL0000000187,SO00000059,4,SKU0000279,15.0,387.92,0.0,Cancelled,True,True,True
SOL0000000188,SO00000060,1,SKU0000535,3.0,436.75,0.0,Cancelled,True,True,True
SOL0000000189,SO00000060,2,SKU0000340,10.0,50.47,5.0,Allocated,True,True,True
SOL0000000190,SO00000060,3,SKU0000543,3.0,29.34,5.0,Cancelled,True,True,True
SOL0000000191,SO00000060,4,SKU0000312,50.0,56.73,0.0,Allocated,True,True,True
SOL0000000192,SO00000061,1,SKU0000454,15.0,445.52,5.0,Cancelled,True,True,True
SOL0000000193,SO00000061,2,SKU0000586,5.0,325.81,10.0,Open,True,True,True
SOL0000000194,SO00000061,3,SKU0000388,5.0,256.63,10.0,Shipped,True,True,True
SOL0000000195,SO00000061,4,SKU0000473,-1.0,155.48,5.0,Open,False,True,True
SOL0000000196,SO00000061,5,SKU0000494,2.0,237.46,0.0,Shipped,True,True,True
SOL0000000197,SO00000062,1,SKU0000652,5.0,451.25,0.0,Open,True,True,True
SOL0000000198,SO00000062,2,SKU0000671,1.0,53.52,0.0,Allocated,True,True,True
SOL0000000199,SO00000062,3,SKU0000037,10.0,62.3,5.0,Open,True,True,True
SOL0000000200,SO00000063,1,SKU0000420,3.0,309.14,10.0,Cancelled,True,True,True
SOL0000000201,SO00000063,2,SKU0000470,15.0,252.65,5.0,Shipped,True,True,True
SOL0000000202,SO00000064,1,SKU0000032,2.0,184.81,0.0,Shipped,True,True,True
SOL0000000203,SO00000064,2,SKU0000205,15.0,53.23,0.0,Allocated,True,True,True
SOL0000000204,SO00000065,1,SKU0000198,-1.0,72.06,2.5,Open,False,True,True
SOL0000000205,SO00000065,2,SKU0000363,10.0,108.6,2.5,Shipped,True,True,True
SOL0000000206,SO00000066,1,SKU0000129,25.0,71.98,2.5,Cancelled,True,True,True
SOL0000000207,SO00000067,1,SKU0000420,10.0,324.6,0.0,Allocated,True,True,True
SOL0000000208,SO00000067,2,SKU0000242,,454.27,15.0,Backordered,False,True,True
SOL0000000209,SO00000067,3,SKU0000173,1.0,217.02,0.0,Open,True,True,True
SOL0000000210,SO00000068,1,SKU0000165,25.0,473.99,0.0,Shipped,True,True,True
SOL0000000211,SO00000068,2,SKU0000125,15.0,393.34,15.0,Open,True,True,True
SOL0000000212,SO00000068,3,SKU0000468,25.0,231.39,2.5,Allocated,True,True,True
SOL0000000213,SO00000068,4,SKU0000398,2.0,692.55,0.0,Backordered,True,True,True
SOL0000000214,SO00000068,5,SKU0000526,10.0,78.09,0.0,Open,True,True,True
SOL0000000215,SO00000069,1,SKU0000554,1.0,450.57,15.0,Open,True,True,True
SOL0000000216,SO00000069,2,SKU0000081,1.0,594.76,15.0,Open,True,True,True
SOL0000000217,SO00000069,3,SKU0000225,25.0,252.02,5.0,Shipped,True,True,True
SOL0000000218,SO00000069,4,SKU0000016,1.0,16.37,0.0,Shipped,True,True,True
SOL0000000219,SO00000070,1,SKU0000036,-1.0,26.55,0.0,Cancelled,False,True,True
SOL0000000220,SO00000070,2,SKU0000186,2.0,92.78,5.0,Cancelled,True,True,True
SOL0000000221,SO00000070,3,SKU0000211,2.0,239.7,0.0,Open,True,True,True
SOL0000000222,SO00000071,1,SKU0000004,2.0,18.15,0.0,Open,True,True,True
SOL0000000223,SO00000071,2,SKU0000113,25.0,168.91,25.0,Shipped,True,True,True
SOL0000000224,SO00000071,3,SKU0000318,50.0,456.51,2.5,Open,True,True,True
SOL0000000225,SO00000072,1,SKU0000219,3.0,212.69,25.0,Open,True,True,True
SOL0000000226,SO00000072,2,SKU0000091,2.0,210.47,10.0,Cancelled,True,True,True
SOL0000000227,SO00000073,1,SKU0000625,25.0,431.95,10.0,Backordered,True,True,True
SOL0000000228,SO00000074,1,SKU0000466,5.0,193.62,2.5,Open,True,True,True
SOL0000000229,SO00000074,2,SKU0000243,50.0,177.94,0.0,Allocated,True,True,True
SOL0000000230,SO00000075,1,SKU0000171,5.0,141.46,25.0,Shipped,True,True,True
SOL0000000231,SO00000075,2,SKU0000320,15.0,15.48,5.0,Allocated,True,True,True
SOL0000000232,SO00000076,1,SKU0000433,,59.89,0.0,Cancelled,False,True,True
SOL0000000233,SO00000076,2,SKU0000437,25.0,618.72,2.5,Open,True,True,True
SOL0000000234,SO00000076,3,SKU0000314,15.0,496.07,0.0,Open,True,True,True
SOL0000000235,SO00000077,1,SKU0000451,25.0,513.66,5.0,Shipped,True,True,True
SOL0000000236,SO00000077,2,SKU0000456,50.0,534.4,25.0,Open,True,True,True
SOL0000000237,SO00000078,1,SKU0000209,3.0,407.27,0.0,Allocated,True,True,True
SOL0000000238,SO00000078,2,SKU0000277,3.0,236.29,25.0,Shipped,True,True,True
SOL0000000239,SO00000078,3,SKU0000149,2.0,498.0,0.0,Allocated,True,True,True
SOL0000000240,SO00000079,1,SKU0000140,3.0,413.6,0.0,Backordered,True,True,True
SOL0000000241,SO00000079,2,SKU0000688,,17.21,5.0,Open,False,True,True
SOL0000000242,SO00000080,1,SKU0000416,50.0,21.68,15.0,Allocated,True,True,True
SOL0000000243,SO00000081,1,SKU0000408,3.0,67.31,10.0,Allocated,True,True,True
SOL0000000244,SO00000081,2,SKU0000174,10.0,637.31,10.0,Shipped,True,True,True
SOL0000000245,SO00000081,3,SKU0000292,50.0,148.12,2.5,Open,True,True,True
SOL0000000246,SO00000082,1,SKU0000129,1.0,65.12,15.0,Backordered,True,True,True
SOL0000000247,SO00000083,1,SKU0000333,-1.0,475.97,2.5,Allocated,False,True,True
SOL0000000248,SO00000083,2,SKU0000045,2.0,316.13,10.0,Allocated,True,True,True
SOL0000000249,SO00000083,3,SKU0000231,50.0,240.24,0.0,Open,True,True,True
SOL0000000250,SO00000083,4,SKU0000641,1.0,429.16,0.0,Allocated,True,True,True
SOL0000000251,SO00000083,5,SKU0000365,3.0,154.52,0.0,Allocated,True,True,True
SOL0000000252,SO00000084,1,SKU0000246,3.0,31.38,0.0,Allocated,True,True,True
SOL0000000253,SO00000084,2,SKU0000272,50.0,549.36,10.0,Allocated,True,True,True
SOL0000000254,SO00000084,3,SKU0000086,25.0,614.03,0.0,Open,True,True,True
SOL0000000255,SO00000084,4,SKU0000236,5.0,149.68,0.0,Backordered,True,True,True
SOL0000000256,SO00000085,1,SKU0000365,5.0,132.44,2.5,Backordered,True,True,True
SOL0000000257,SO00000085,2,SKU0000569,5.0,25.11,0.0,Open,True,True,True
SOL0000000258,SO00000085,3,SKU0000672,50.0,211.85,25.0,Backordered,True,True,True
SOL0000000259,SO00000086,1,SKU0000535,5.0,482.73,10.0,Open,True,True,True
SOL0000000260,SO00000086,2,SKU0000655,25.0,642.31,25.0,Open,True,True,True
SOL0000000261,SO00000086,3,SKU0000117,50.0,11.18,0.0,Open,True,True,True
SOL0000000262,SO00000087,1,SKU0000138,2.0,285.02,0.0,Cancelled,True,True,True
SOL0000000263,SO00000087,2,SKU0000053,15.0,134.54,15.0,Backordered,True,True,True
SOL0000000264,SO00000087,3,SKU0000464,15.0,218.68,0.0,Cancelled,True,True,True
SOL0000000265,SO00000087,4,SKU0000178,2.0,504.7,2.5,Backordered,True,True,True
SOL0000000266,SO00000088,1,SKU0000393,1.0,202.08,15.0,Backordered,True,True,True
SOL0000000267,SO00000088,2,SKU0000031,3.0,203.98,0.0,Open,True,True,True
SOL0000000268,SO00000089,1,SKU0000024,15.0,350.11,0.0,Open,True,True,True
SOL0000000269,SO00000089,2,SKU0000164,1.0,264.83,5.0,Shipped,True,True,True
SOL0000000270,SO00000089,3,SKU0000576,10.0,790.38,0.0,Cancelled,True,True,True
SOL0000000271,SO00000090,1,SKU0000481,25.0,313.92,0.0,Cancelled,True,True,True
SOL0000000272,SO00000090,2,SKU0000165,5.0,523.89,25.0,Backordered,True,True,True
SOL0000000273,SO00000091,1,SKU0000049,10.0,397.99,0.0,Open,True,True,True
SOL0000000274,SO00000091,2,SKU0000179,15.0,512.55,0.0,Shipped,True,True,True
SOL0000000275,SO00000091,3,SKU0000077,15.0,164.71,0.0,Open,True,True,True
SOL0000000276,SO00000091,4,SKU0000534,50.0,393.88,0.0,Allocated,True,True,True
SOL0000000277,SO00000091,5,SKU0000215,10.0,228.22,0.0,Open,True,True,True
SOL0000000278,SO00000092,1,SKU0000164,50.0,308.97,0.0,Shipped,True,True,True
SOL0000000279,SO00000092,2,SKU0000619,15.0,616.57,15.0,Shipped,True,True,True
SOL0000000280,SO00000092,3,SKU0000179,,539.53,0.0,Allocated,False,True,True
SOL0000000281,SO00000092,4,SKU0000118,2.0,429.65,0.0,Shipped,True,True,True
SOL0000000282,SO00000093,1,SKU0000626,5.0,50.78,0.0,Backordered,True,True,True
SOL0000000283,SO00000093,2,SKU0000163,2.0,147.36,0.0,Shipped,True,True,True
SOL0000000284,SO00000093,3,SKU0000447,10.0,164.05,5.0,Cancelled,True,True,True
SOL0000000285,SO00000094,1,SKU0000202,5.0,119.46,0.0,Shipped,True,True,True
SOL0000000286,SO00000094,2,SKU0000629,1.0,66.91,5.0,Cancelled,True,True,True
SOL0000000287,SO00000094,3,SKU0000203,5.0,156.46,10.0,Shipped,True,True,True
SOL0000000288,SO00000094,4,SKU0000535,5.0,413.77,25.0,Backordered,True,True,True
SOL0000000289,SO00000094,5,SKU0000641,10.0,500.68,10.0,Open,True,True,True
SOL0000000290,SO00000095,1,SKU0000580,1.0,156.02,0.0,Shipped,True,True,True
SOL0000000291,SO00000095,2,SKU0000497,-1.0,237.05,2.5,Cancelled,False,True,True
SOL0000000292,SO00000095,3,SKU0000090,,628.03,2.5,Allocated,False,True,True
SOL0000000293,SO00000095,4,SKU0000603,50.0,457.92,0.0,Cancelled,True,True,True
SOL0000000294,SO00000096,1,SKU0000567,10.0,201.24,5.0,Backordered,True,True,True
SOL0000000295,SO00000096,2,SKU0000632,2.0,334.48,0.0,Backordered,True,True,True
SOL0000000296,SO00000096,3,SKU0000619,-1.0,647.4,15.0,Open,False,True,True
SOL0000000297,SO00000096,4,SKU0000354,50.0,24.09,15.0,Open,True,True,True
SOL0000000298,SO00000096,5,SKU0000117,25.0,10.12,15.0,Open,True,True,True
SOL0000000299,SO00000097,1,SKU0000499,5.0,28.05,0.0,Allocated,True,True,True
SOL0000000300,SO00000097,2,SKU0000455,1.0,339.0,2.5,Open,True,True,True
SOL0000000301,SO00000098,1,SKU0000126,,106.05,25.0,Allocated,False,True,True
SOL0000000302,SO00000098,2,SKU0000612,5.0,478.84,0.0,Allocated,True,True,True
SOL0000000303,SO00000098,3,SKU0000050,3.0,71.68,25.0,Shipped,True,True,True
SOL0000000304,SO00000099,1,SKU0000179,15.0,485.58,15.0,Cancelled,True,True,True
SOL0000000305,SO00000099,2,SKU0000406,25.0,28.05,15.0,Allocated,True,True,True
SOL0000000306,SO00000100,1,SKU0000009,50.0,55.26,0.0,Open,True,True,True
