customer_id,customer_name,customer_segment,industry,city,state,country,region,signup_date,credit_limit,payment_terms,risk_tier,is_active,customer_nk_hash
CUST000016,Summit Group 16,Retail,Technology,Seattle,WA,USA,West,,27487.05,NET45,Medium,False,d452a90c4afd6ab8e2cf
CUST000017,Northstar Partners 17,Unknown,Education,Miami,FL,USA,Southeast,,52767.87,NET60,High,True,c31f8e2cf417c2ce48d5
CUST000018,Prime Markets 18,Small Business,Construction,Guadalajara,JA,MEX,Southwest,2021-12-22,102940.95,NET60,High,False,d63cc9dd36d811da999b
CUST000019,Prime Group 19,Small Business,Construction,Atlanta,GA,USA,Southeast,,26045.99,NET30,Low,False,98d0ec99ba1f69ea8cf0
CUST000020,Northstar Group 20,Unknown,Manufacturing,Denver,CO,USA,West,,53737.86,PREPAID,Medium,False,004f3c811a989a84f183
CUST000021,Nova Logistics 21,Wholesale,Manufacturing,Seattle,WA,USA,West,,533648.36,NET30,High,True,d3b180fd0d7ebda006b2
CUST000022,Nova Logistics 22,Small Business,Food Service,Monterrey,NL,MEX,Southwest,,20165.33,PREPAID,Low,False,150ec7c7736c5e41102d
CUST000023,Apex Markets 23,Retail,Retail,Monterrey,NL,MEX,Southwest,,217778.95,NET30,Low,True,bf4f74e59904268c129f
CUST000024,Northstar Supply 24,Unknown,Construction,Monterrey,NL,MEX,Southwest,,40090.22,NET30,Low,False,46ea81b889a60ffb04b8
CUST000025,Nova Partners 25,Mid Market,Food Service,Toronto,ON,CAN,Northeast,,23388.64,NET30,Medium,True,17400046fe25d9431100
CUST000026,Clearpath Logistics 26,Enterprise,Food Service,Denver,CO,USA,West,,24231.61,NET45,Low,True,fae247a554d108595678
CUST000027,Summit Supply 27,Small Business,Food Service,Monterrey,NL,MEX,Southwest,2025-11-03,503285.32,NET30,Low,True,fb88d0739e7a79999c76
CUST000028,Apex Group 28,Unknown,Technology,Toronto,ON,CAN,Northeast,2025-07-20,53994.97,NET45,High,True,3d02b29cad72729eaa6d
CUST000029,Clearpath Supply 29,Enterprise,Food Service,Miami,FL,USA,Southeast,,1172219.24,PREPAID,High,False,9cf2be73ad829aa065e3
CUST000030,Northstar Markets 30,Small Business,Education,Monterrey,NL,MEX,Southwest,,107944.28,PREPAID,Medium,True,5ca1df82c3d49e4d2ec7
CUST000031,Apex Supply 31,Mid Market,Healthcare,Guadalajara,JA,MEX,Southwest,,1192816.72,NET30,Low,True,d62aa265056b5b6e3e28
CUST000032,Apex Supply 32,Small Business,Food Service,Guadalajara,JA,MEX,Southwest,2022-02-13,29557.76,NET30,Medium,True,6817dd86c39930856fc0
CUST000033,Apex Group 33,Mid Market,Retail,Boston,MA,USA,Northeast,,531895.91,NET60,Low,True,b5f6e7e7edeb67b99edb
CUST000034,Clearpath Supply 34,Retail,Construction,Guadalajara,JA,MEX,Southwest,,447489.5,NET45,Medium,False,11392393c0d88233388d
CUST000035,Prime Partners 35,Small Business,Healthcare,Atlanta,GA,USA,Southeast,2026-02-08,1037795.52,PREPAID,Medium,True,0cdcd71d7a52bfd10f2e
CUST000036,Apex Logistics 36,Enterprise,Construction,Boston,MA,USA,Northeast,2023-02-02,1032478.42,PREPAID,Medium,False,2f4ccb4e676f34641b06
CUST000037,Apex Group 37,Wholesale,Technology,Miami,FL,USA,Southeast,2023-08-09,114655.12,NET30,Low,True,95d6f019d45859168461
CUST000038,Blueriver Markets 38,Unknown,Healthcare,Phoenix,AZ,USA,Southwest,,235166.94,PREPAID,Low,True,24f81b710107c5755996
CUST000039,Summit Partners 39,Wholesale,Food Service,Chicago,IL,USA,Midwest,,273857.92,NET45,Medium,True,b2536f65b06fa4695e14
CUST000040,Blueriver Logistics 40,Retail,Technology,Vancouver,BC,CAN,West,,292595.04,NET45,High,False,4f3a4f6f6d14a0338144
CUST000041,Northstar Logistics 41,Unknown,Retail,Denver,CO,USA,West,,50737.97,PREPAID,Low,False,534e91edf1859b7b86b6
CUST000042,Clearpath Partners 42,Small Business,Manufacturing,Seattle,WA,USA,West,,896352.2,PREPAID,High,False,1f3fd5d79be8c808907f
CUST000043,Apex Group 43,Small Business,Manufacturing,Boston,MA,USA,Northeast,,291832.73,PREPAID,High,True,59b012a75ab77e8d63db
CUST000044,Apex Partners 44,Mid Market,Food Service,Dallas,TX,USA,Southwest,,21254.43,NET60,High,False,f53a65282fa64c00f36e
CUST000045,Clearpath Logistics 45,Mid Market,Education,Dallas,TX,USA,Southwest,2024-07-29,115427.13,PREPAID,Low,True,75182407706e3a5d2976
CUST000046,Blueriver Markets 46,Small Business,Food Service,Atlanta,GA,USA,Southeast,,537223.37,NET60,Medium,True,b472fba5a7618b2a3bcb
CUST000047,Nova Group 47,Wholesale,Construction,Chicago,IL,USA,Midwest,,110343.31,NET60,Low,True,1836253202c9c9d8bdd6
CUST000048,Nova Partners 48,Retail,Technology,Toronto,ON,CAN,Northeast,,287222.03,NET30,Medium,False,ff49edc66eba83d38f23
CUST000049,Prime Supply 49,Mid Market,Retail,Toronto,ON,CAN,Northeast,,509940.79,PREPAID,High,True,7d9a8990928fcc3b1596
CUST000050,Summit Partners 50,Wholesale,Education,Guadalajara,JA,MEX,Southwest,,29978.69,NET30,Medium,False,097b9319dbd9b4573407
CUST000051,Nova Partners 51,Mid Market,Manufacturing,Toronto,ON,CAN,Northeast,,26427.31,NET30,Low,True,794f106efb6338f64cb5
CUST000052,Summit Partners 52,Unknown,Food Service,Miami,FL,USA,Southeast,,207050.04,PREPAID,Low,True,9dbeb42e1b63c1497dcc
CUST000053,Northstar Group 53,Enterprise,Technology,Chicago,IL,USA,Midwest,,211012.7,NET30,Low,True,a8f2bf50dcf683dfa7a2
CUST000054,Nova Supply 54,Mid Market,Retail,Phoenix,AZ,USA,Southwest,,89816.0,NET45,Medium,True,dc925fd305d60b1bfa7a
CUST000055,Summit Markets 55,Retail,Manufacturing,Phoenix,AZ,USA,Southwest,2022-11-23,24368.88,NET30,Medium,True,03e432459e6c86336f3d
CUST000056,Apex Supply 56,Mid Market,Construction,Monterrey,NL,MEX,Southwest,,102380.63,NET30,Low,True,111fef9c3f4dbcd87ea5
CUST000057,Prime Supply 57,Retail,Food Service,Seattle,WA,USA,West,,50825.49,NET60,Medium,True,75aa42d0c7e9dfe21e26
CUST000058,Blueriver Markets 58,Wholesale,Technology,Monterrey,NL,MEX,Southwest,,1171657.16,NET30,Low,True,98b71141870983c6e90d
CUST000059,Apex Trading 59,Retail,Healthcare,Phoenix,AZ,USA,Southwest,2025-06-12,269294.79,NET30,Low,True,94671c8624700ee73198
CUST000060,Northstar Markets 60,Small Business,Food Service,Chicago,IL,USA,Midwest,2022-10-24,235996.25,NET30,Low,True,28f589594d545d8640d9
CUST000061,Prime Trading 61,Mid Market,Construction,Guadalajara,JA,MEX,Southwest,,449493.94,NET30,Medium,True,dbaa07ae6ffcb2825392
CUST000062,Prime Logistics 62,Mid Market,Retail,Miami,FL,USA,Southeast,,53934.01,NET60,Medium,True,d4ba02ff8bc908ee5908
CUST000063,Urban Partners 63,Wholesale,Technology,Miami,FL,USA,Southeast,2023-10-05,516076.6,NET45,Medium,True,9463088aea83e90d5c5f
CUST000064,Summit Supply 64,Small Business,Technology,Dallas,TX,USA,Southwest,,542133.72,NET45,Medium,True,c0a113e4ca544b90d1d9
CUST000065,Blueriver Trading 65,Wholesale,Manufacturing,Atlanta,GA,USA,Southeast,,977609.31,NET30,Medium,False,deb12358283ec8e66352
CUST000066,Nova Trading 66,Enterprise,Food Service,Phoenix,AZ,USA,Southwest,2021-07-10,1057026.36,NET30,High,True,d279d9b94005566b4d07
CUST000067,Clearpath Partners 67,Enterprise,Technology,Toronto,ON,CAN,Northeast,2024-08-07,83060.44,NET45,Medium,True,b658317b72749a3d3816
CUST000068,Prime Supply 68,Wholesale,Technology,Boston,MA,USA,Northeast,2024-04-28,50428.46,PREPAID,Low,False,850d1f773bdb67c86f22
CUST000069,Summit Trading 69,Enterprise,Education,Dallas,TX,USA,Southwest,2024-01-08,819767.13,NET60,Medium,False,16b6d05ce53fb480b832
CUST000070,Summit Partners 70,Unknown,Technology,Monterrey,NL,MEX,Southwest,,580565.93,NET60,High,False,31b8553289d4708d43b5
CUST000071,Northstar Trading 71,Mid Market,Construction,Atlanta,GA,USA,Southeast,,418905.67,PREPAID,Low,True,0e8660ba79c27e62291a
CUST000072,Urban Partners 72,Enterprise,Manufacturing,Monterrey,NL,MEX,Southwest,,59753.29,NET30,Low,True,58c0380dd50a15a6421c
CUST000073,Clearpath Trading 73,Wholesale,Technology,Toronto,ON,CAN,Northeast,,921660.77,NET60,Medium,False,d97fb7801338a2384d89
CUST000074,Apex Trading 74,Small Business,Healthcare,Boston,MA,USA,Northeast,2021-04-11,108558.5,NET60,Low,True,5468c0057454db1326ad
CUST000075,Urban Partners 75,Retail,Manufacturing,Boston,MA,USA,Northeast,,45161.29,NET30,Low,False,05344709f96131f67609
CUST000076,Urban Partners 76,Wholesale,Manufacturing,Chicago,IL,USA,Midwest,,1056961.45,NET30,Low,True,02957d14cdb00ea7b723
CUST000077,Prime Group 77,Small Business,Manufacturing,Toronto,ON,CAN,Northeast,,25130.43,NET30,Low,True,5b37b7090a513054070b
CUST000078,Prime Supply 78,Retail,Retail,Atlanta,GA,USA,Southeast,,107542.32,NET30,High,False,ab5dbe28055e1f04c358
CUST000079,Blueriver Partners 79,Unknown,Healthcare,Atlanta,GA,USA,Southeast,,49111.22,NET30,Medium,False,3fff02b07589629436c9
CUST000080,Northstar Markets 80,Unknown,Food Service,Miami,FL,USA,Southeast,,50074.82,NET60,Low,False,68424afad8996bf3f4d8
CUST000081,Northstar Logistics 81,Enterprise,Food Service,Dallas,TX,USA,Southwest,,40471.66,NET45,Medium,True,5c62c64cc3557a4fc3ab
CUST000082,Urban Trading 82,Retail,Construction,Vancouver,BC,CAN,West,2021-04-03,58020.61,NET45,Medium,False,f68a6e4e59aff0e17e33
CUST000083,Prime Markets 83,Mid Market,Food Service,Chicago,IL,USA,Midwest,,944236.29,NET60,Medium,True,fe74216a6d7748327ba2
CUST000084,Summit Group 84,Retail,Manufacturing,Monterrey,NL,MEX,Southwest,,850339.26,NET45,Low,True,eb10732dacb7d387f42a
CUST000085,Summit Partners 85,Unknown,Education,Atlanta,GA,USA,Southeast,2022-10-16,26156.15,NET60,Medium,False,e7a00fee6aaac293a3b5
CUST000086,Summit Trading 86,Unknown,Retail,Seattle,WA,USA,West,,1143125.03,NET45,Low,False,e4f4e91a2d96c0af7390
CUST000087,Urban Group 87,Enterprise,Healthcare,Atlanta,GA,USA,Southeast,,27494.18,NET45,Medium,False,3f161861e8658ede8a60
CUST000088,Blueriver Supply 88,Enterprise,Healthcare,Phoenix,AZ,USA,Southwest,2025-06-08,106555.56,PREPAID,Low,True,01a7dff6bcf717d9f6ac
CUST000089,Urban Supply 89,Small Business,Healthcare,Seattle,WA,USA,West,,1065779.25,PREPAID,Low,False,0b21ff0d6112f528c4bb
CUST000090,Nova Markets 90,Wholesale,Food Service,Denver,CO,USA,West,2024-09-01,28984.72,NET60,High,True,24dc4c045d8072167a6e
CUST000091,Prime Group 91,Enterprise,Construction,Toronto,ON,CAN,Northeast,,277668.05,PREPAID,Medium,True,fe4024a5c77ea8e13526
CUST000092,Apex Logistics 92,Small Business,Manufacturing,Atlanta,GA,USA,Southeast,2025-12-30,22477.42,NET30,Low,True,f3dac91993dab3f1c5d6
CUST000093,Summit Trading 93,Enterprise,Retail,Miami,FL,USA,Southeast,,82742.27,PREPAID,Medium,True,c9b26622639b8ca537ab
CUST000094,Blueriver Logistics 94,Unknown,Construction,Denver,CO,USA,West,2024-07-09,429968.88,NET30,High,True,70531fa6ecf59bd0bbbb
CUST000095,Summit Logistics 95,Retail,Food Service,Seattle,WA,USA,West,2023-09-26,20638.14,NET45,High,True,5935bd1e007780900397
CUST000096,Prime Trading 96,Wholesale,Healthcare,Chicago,IL,USA,Midwest,,46043.41,NET60,High,True,e0b24610f45cb2d128a1
CUST000097,Northstar Markets 97,Enterprise,Healthcare,Seattle,WA,USA,West,,89454.91,NET30,Low,True,92b8270fc9ff3e1d78ca
CUST000098,Urban Supply 98,Wholesale,Food Service,Atlanta,GA,USA,Southeast,2022-10-26,941709.07,PREPAID,Medium,True,7ef4f23b565d45e5efe3
CUST000099,Clearpath Markets 99,Mid Market,Food Service,Vancouver,BC,CAN,West,2025-05-22,55677.8,PREPAID,Low,True,880096a6a2b97fab4c61
CUST000100,Prime Logistics 100,Small Business,Healthcare,Seattle,WA,USA,West,2022-06-05,43421.77,PREPAID,Medium,False,6d2fd514ba8493c688db
CUST000101,Urban Supply 101,Wholesale,Manufacturing,Toronto,ON,CAN,Northeast,,51184.52,NET45,Medium,True,8744ef05f63214d486c4
CUST000102,Nova Partners 102,Wholesale,Education,Dallas,TX,USA,Southwest,,53117.85,NET45,Low,False,b6b1070e15df76ef6574
CUST000103,Northstar Partners 103,Mid Market,Food Service,Vancouver,BC,CAN,West,,1054292.03,NET30,Low,True,55538caf41519209a371
CUST000104,Clearpath Group 104,Enterprise,Education,Dallas,TX,USA,Southwest,,954409.42,NET30,Low,True,a888507fe02721d4a42a
CUST000105,Blueriver Partners 105,Wholesale,Manufacturing,Chicago,IL,USA,Midwest,,207648.96,PREPAID,High,True,8c3ac5ef9d9e900d3ef2
CUST000106,Summit Supply 106,Small Business,Food Service,Chicago,IL,USA,Midwest,2024-05-30,47464.39,NET45,Medium,False,e316b63bd1b57aa5e63a
CUST000107,Summit Supply 107,Enterprise,Food Service,Dallas,TX,USA,Southwest,2023-03-15,536174.46,NET45,Medium,True,8d623ce5cb91435cf50b
CUST000108,Nova Group 108,Mid Market,Retail,Atlanta,GA,USA,Southeast,,23157.68,NET45,Medium,False,7fac578bb370c2eda702
CUST000109,Northstar Logistics 109,Unknown,Retail,Toronto,ON,CAN,Northeast,,977916.08,NET60,Low,False,4ce498b4450b03c00a8b
CUST000110,Urban Trading 110,Mid Market,Technology,Chicago,IL,USA,Midwest,,898173.44,NET60,Medium,True,4248181d498934d4cb42
CUST000111,Apex Markets 111,Retail,Healthcare,Dallas,TX,USA,Southwest,2022-03-30,27700.35,NET30,Low,False,a8ec40e40aff365b176b
CUST000112,Apex Group 112,Retail,Technology,Toronto,ON,CAN,Northeast,,468696.97,NET30,Low,True,33ea4e55954cc36c9e77
CUST000113,Urban Group 113,Retail,Retail,Toronto,ON,CAN,Northeast,,44235.64,NET30,Low,False,fa919c66d456b5ee10ef
CUST000114,Clearpath Supply 114,Wholesale,Manufacturing,Seattle,WA,USA,West,2023-12-04,47063.61,NET45,High,True,5f4432c6b0a9057ce057
CUST000115,Nova Supply 115,Unknown,Retail,Phoenix,AZ,USA,Southwest,,545194.22,NET30,Medium,False,aa413b8da5676d08cd12
CUST000116,Urban Supply 116,Mid Market,Retail,Atlanta,GA,USA,Southeast,,42619.85,PREPAID,High,False,2ddd007fce92c6c406cd
CUST000117,Northstar Group 117,Wholesale,Healthcare,Seattle,WA,USA,West,,410599.95,NET30,Low,True,3fd7411cc2dc65ac379f
CUST000118,Prime Supply 118,Wholesale,Healthcare,Toronto,ON,CAN,Northeast,2026-01-24,112033.21,NET30,Medium,True,7207417ec08b57724c0f
CUST000119,Apex Logistics 119,Mid Market,Education,Dallas,TX,USA,Southwest,,54242.61,NET30,Low,True,2d535102bee7ab069e2c
CUST000120,Urban Supply 120,Mid Market,Construction,Dallas,TX,USA,Southwest,,47530.2,NET60,Low,False,5be6c769f2b70a177ad1
CUST000121,Clearpath Partners 121,Wholesale,Construction,Boston,MA,USA,Northeast,,93429.21,NET30,Low,True,5e5aaafa24983d281f50
CUST000122,Nova Group 122,Mid Market,Manufacturing,Denver,CO,USA,West,,81606.53,NET30,High,True,06f7ba42cb90ba365d40
CUST000123,Urban Supply 123,Unknown,Manufacturing,Toronto,ON,CAN,Northeast,,21866.99,NET45,Low,True,d3f8f69bc8485083ded8
CUST000124,Clearpath Supply 124,Wholesale,Healthcare,Chicago,IL,USA,Midwest,2022-06-11,56765.2,NET30,High,True,d78b4d97851d540085b6
CUST000125,Nova Logistics 125,Small Business,Manufacturing,Toronto,ON,CAN,Northeast,,455925.33,PREPAID,Low,False,2f240181eb0a3c25576b
CUST000126,Clearpath Logistics 126,Enterprise,Manufacturing,Atlanta,GA,USA,Southeast,,50073.59,PREPAID,Low,False,a141f20d201f12d1a98c
CUST000127,Northstar Supply 127,Enterprise,Education,Vancouver,BC,CAN,West,2025-04-22,52481.26,NET30,Medium,True,d9fb3d81ae2bf6b2575b
CUST000128,Northstar Trading 128,Mid Market,Food Service,Toronto,ON,CAN,Northeast,,98708.26,NET60,Medium,False,a04044b765246e98fa51
CUST000129,Clearpath Supply 129,Mid Market,Manufacturing,Guadalajara,JA,MEX,Southwest,,28732.54,NET45,Medium,False,f52c40f48c8235a511ed
CUST000130,Northstar Group 130,Small Business,Education,Chicago,IL,USA,Midwest,,535590.78,NET60,High,True,7d1d36e891f4f513140c
CUST000131,Urban Partners 131,Unknown,Manufacturing,Phoenix,AZ,USA,Southwest,2021-04-03,866769.41,NET45,Low,False,8b2f4defb501aaf1521f
CUST000132,Prime Partners 132,Wholesale,Manufacturing,Boston,MA,USA,Northeast,2024-01-09,20728.93,PREPAID,Medium,True,8791d4632c5fa76bc5ea
CUST000133,Clearpath Markets 133,Retail,Healthcare,Monterrey,NL,MEX,Southwest,2022-03-28,406660.29,NET60,Low,True,2ee46e5b274bb851b23f
CUST000134,Nova Group 134,Wholesale,Technology,Vancouver,BC,CAN,West,,41687.07,NET45,Low,True,daf9795f118c4f282245
CUST000135,Summit Partners 135,Retail,Food Service,Atlanta,GA,USA,Southeast,,985359.37,NET45,Low,True,d9f0dc8825edb61b9dce
CUST000136,Blueriver Trading 136,Small Business,Food Service,Miami,FL,USA,Southeast,2022-02-02,206076.65,NET30,Low,True,b071fd7070de09a4fe05
CUST000137,Northstar Trading 137,Unknown,Retail,Dallas,TX,USA,Southwest,,23603.29,NET60,High,True,de80a923a72ee56f74f5
CUST000138,Summit Markets 138,Small Business,Food Service,Seattle,WA,USA,West,2025-05-14,86162.0,NET60,Medium,False,4a0626035627f3c1b78a
CUST000139,Summit Logistics 139,Retail,Construction,Atlanta,GA,USA,Southeast,2022-06-10,227330.67,NET60,Medium,True,1784944c7b4d65259034
CUST000140,Clearpath Trading 140,Unknown,Technology,Phoenix,AZ,USA,Southwest,,528765.38,NET60,Low,False,5fa8bd661f724555bda3
CUST000141,Urban Partners 141,Enterprise,Healthcare,Monterrey,NL,MEX,Southwest,,42903.05,PREPAID,High,True,7f2044c2f1c2025c38a3
CUST000142,Northstar Logistics 142,Mid Market,Manufacturing,Guadalajara,JA,MEX,Southwest,,880985.36,NET30,Medium,False,1b0f42f99747071eb9ae
CUST000143,Nova Group 143,Unknown,Manufacturing,Vancouver,BC,CAN,West,,294618.51,PREPAID,Low,True,90fc4ddcfd0071cbc1fa
CUST000144,Nova Supply 144,Unknown,Education,Atlanta,GA,USA,Southeast,,29596.63,NET30,Medium,True,b9f3e2df3cdbf4b72768
CUST000145,Apex Partners 145,Small Business,Food Service,Atlanta,GA,USA,Southeast,,885896.93,NET30,Medium,False,fcf23160e990209cc7be
CUST000146,Summit Supply 146,Enterprise,Education,Seattle,WA,USA,West,2021-11-13,21769.87,NET30,Medium,True,4d5b55181a665cf1c08f
CUST000147,Apex Logistics 147,Retail,Manufacturing,Boston,MA,USA,Northeast,2023-01-05,456865.49,NET60,Low,True,32150a66de50c95fc65e
CUST000148,Prime Supply 148,Mid Market,Healthcare,Guadalajara,JA,MEX,Southwest,,22634.71,NET30,High,False,b0638a3e9663f6a26d3a
CUST000149,Summit Markets 149,Retail,Manufacturing,Toronto,ON,CAN,Northeast,2021-03-27,267739.87,PREPAID,High,False,14ffa29b879382102298
CUST000150,Nova Logistics 150,Unknown,Healthcare,Phoenix,AZ,USA,Southwest,,25020.71,NET30,Low,False,8a06f073ab1fc085575f
CUST000151,Clearpath Group 151,Mid Market,Construction,Chicago,IL,USA,Midwest,,118155.66,NET45,Medium,False,2676d83aff6bb53f08e6
CUST000152,Northstar Group 152,Retail,Manufacturing,Guadalajara,JA,MEX,Southwest,2022-05-10,23511.25,PREPAID,High,True,abb6ebfa90a52dbb98ae
CUST000153,Blueriver Partners 153,Wholesale,Healthcare,Chicago,IL,USA,Midwest,,1117489.37,NET30,High,True,613a2e6b7c357bc1bd65
CUST000154,Blueriver Logistics 154,Unknown,Retail,Chicago,IL,USA,Midwest,,48212.9,NET30,Low,True,04911de9847138b685d5
CUST000155,Blueriver Supply 155,Retail,Education,Guadalajara,JA,MEX,Southwest,2024-01-15,97699.59,NET45,Medium,False,37e7b6ca4160b0bf1b35
CUST000156,Urban Markets 156,Retail,Construction,Toronto,ON,CAN,Northeast,,28754.26,NET30,Medium,True,06b93fa114afce9413ec
CUST000157,Prime Logistics 157,Unknown,Healthcare,Dallas,TX,USA,Southwest,,1078463.62,NET30,Medium,True,65af9b590a5afaa1ac9b
CUST000158,Prime Logistics 158,Wholesale,Retail,Atlanta,GA,USA,Southeast,,23464.34,PREPAID,Low,False,e4fd12cad7525ad3f657
CUST000159,Northstar Logistics 159,Small Business,Manufacturing,Vancouver,BC,CAN,West,,280447.76,NET60,Medium,True,51a40451208eb846118e
CUST000160,Summit Supply 160,Enterprise,Food Service,Monterrey,NL,MEX,Southwest,2023-10-09,25449.8,PREPAID,High,False,4f52117ebaee1d066bba
CUST000161,Summit Partners 161,Mid Market,Healthcare,Vancouver,BC,CAN,West,,939294.5,PREPAID,Low,True,f57257d6701f46dcc596
CUST000162,Summit Logistics 162,Mid Market,Construction,Vancouver,BC,CAN,West,2023-01-20,40027.47,NET60,Low,True,4dc8afc3d2ec452240ae
CUST000163,Nova Partners 163,Mid Market,Healthcare,Toronto,ON,CAN,Northeast,2022-05-23,268062.28,NET30,Low,False,0c42ee7012f54065bec4
CUST000164,Apex Trading 164,Retail,Healthcare,Chicago,IL,USA,Midwest,,27308.27,NET60,Medium,True,aba19e361dd66fd594ac
CUST000165,Blueriver Trading 165,Wholesale,Food Service,Guadalajara,JA,MEX,Southwest,2022-03-06,1117329.41,NET30,Low,False,0d46280a315fd82eb812
CUST000166,Prime Partners 166,Enterprise,Manufacturing,Miami,FL,USA,Southeast,,265535.89,NET60,High,False,c3b5532be4c86a178ef6
CUST000167,Northstar Group 167,Mid Market,Food Service,Atlanta,GA,USA,Southeast,,925554.66,NET45,Low,False,e3af4e6dd97790e908be
CUST000168,Prime Logistics 168,Small Business,Retail,Monterrey,NL,MEX,Southwest,,843996.7,NET30,Low,True,c5121bb10a8659775b2f
CUST000169,Nova Trading 169,Small Business,Technology,Boston,MA,USA,Northeast,,101368.4,PREPAID,Low,True,3768c402a91a3fc7554b
CUST000170,Prime Group 170,Unknown,Food Service,Guadalajara,JA,MEX,Southwest,,292612.1,PREPAID,Low,True,ce15d6fb55e8357b76ec
CUST000171,Prime Supply 171,Small Business,Education,Guadalajara,JA,MEX,Southwest,2023-11-19,98287.33,PREPAID,High,True,9342b138048197bf7404
CUST000172,Summit Logistics 172,Enterprise,Food Service,Chicago,IL,USA,Midwest,2021-06-27,47261.1,NET30,High,True,f1ce9a59c6eb9625f1f4
CUST000173,Prime Group 173,Unknown,Technology,Toronto,ON,CAN,Northeast,2026-01-17,942026.72,NET30,High,False,a16513d19fc43a758419
CUST000174,Blueriver Partners 174,Enterprise,Food Service,Atlanta,GA,USA,Southeast,,43278.26,NET45,Medium,True,684e53ab19c6455e8769
CUST000175,Apex Markets 175,Unknown,Food Service,Chicago,IL,USA,Midwest,,218158.67,NET30,Medium,True,e9097b3679438f1cf699
CUST000176,Blueriver Group 176,Small Business,Retail,Toronto,ON,CAN,Northeast,,22659.82,NET45,Medium,False,e0a5cd4e3d16b640ff4d
CUST000177,Summit Trading 177,Mid Market,Food Service,Chicago,IL,USA,Midwest,,486952.82,NET45,Low,False,794bdb81a446cf4c06a7
CUST000178,Blueriver Markets 178,Wholesale,Technology,Dallas,TX,USA,Southwest,2022-02-28,205930.67,PREPAID,Medium,True,695ab80ffdda29a14440
CUST000179,Northstar Logistics 179,Retail,Technology,Seattle,WA,USA,West,,43046.4,NET60,Medium,True,96a27d6697d7b827f631
CUST000180,Urban Supply 180,Retail,Healthcare,Monterrey,NL,MEX,Southwest,2021-07-01,27467.43,NET30,Medium,True,779f2bf33b4c3916a2ed
CUST000181,Urban Markets 181,Small Business,Technology,Miami,FL,USA,Southeast,,1128217.06,NET60,Medium,True,7907e2f0cff42f876ea5
CUST000182,Apex Partners 182,Enterprise,Education,Vancouver,BC,CAN,West,2025-06-01,210128.98,NET60,Medium,False,3890973c021df742cea6
CUST000183,Prime Group 183,Small Business,Education,Boston,MA,USA,Northeast,2022-12-31,58699.48,NET60,Low,True,7c12ce292189e6dc5839
CUST000184,Apex Markets 184,Small Business,Healthcare,Miami,FL,USA,Southeast,,47224.74,NET30,Medium,True,16ded2be9c5a112b5d0b
CUST000185,Prime Logistics 185,Wholesale,Technology,Atlanta,GA,USA,Southeast,,23310.75,NET45,High,False,7287b1e71615a6b27629
CUST000186,Prime Partners 186,Unknown,Construction,Guadalajara,JA,MEX,Southwest,,20579.41,NET30,Low,True,a46a4e5c50b3f61ca1b5
CUST000187,Summit Group 187,Enterprise,Construction,Denver,CO,USA,West,,49637.85,NET60,Low,True,8c913037f1dcd9e07071
