rate_date,currency,usd_rate,source
2025-01-26,EUR,1.08383,daily_fx_feed
2025-01-26,CNY,0.140647,daily_fx_feed
2025-01-27,USD,1.0,daily_fx_feed
2025-01-27,CAD,0.73978,daily_fx_feed
2025-01-27,MXN,0.058312,daily_fx_feed
2025-01-27,EUR,1.089155,daily_fx_feed
2025-01-27,CNY,0.142824,daily_fx_feed
2025-01-28,USD,1.0,daily_fx_feed
2025-01-28,CAD,0.732092,daily_fx_feed
2025-01-28,MXN,0.062162,daily_fx_feed
2025-01-28,EUR,1.074454,daily_fx_feed
2025-01-28,CNY,0.132697,daily_fx_feed
2025-01-29,USD,1.0,daily_fx_feed
2025-01-29,CAD,0.742938,daily_fx_feed
2025-01-29,MXN,0.057067,daily_fx_feed
2025-01-29,EUR,1.075551,daily_fx_feed
2025-01-29,CNY,0.143704,daily_fx_feed
2025-01-30,USD,1.0,daily_fx_feed
2025-01-30,CAD,0.732443,daily_fx_feed
2025-01-30,MXN,0.049739,daily_fx_feed
2025-01-30,EUR,1.077449,daily_fx_feed
2025-01-30,CNY,0.132779,daily_fx_feed
2025-01-31,USD,1.0,daily_fx_feed
2025-01-31,CAD,0.741468,daily_fx_feed
2025-01-31,MXN,0.057966,daily_fx_feed
2025-01-31,EUR,1.072244,daily_fx_feed
2025-01-31,CNY,0.139004,daily_fx_feed
2025-02-01,USD,1.0,daily_fx_feed
2025-02-01,CAD,0.736979,daily_fx_feed
2025-02-01,MXN,0.06546,daily_fx_feed
2025-02-01,EUR,1.075362,daily_fx_feed
2025-02-01,CNY,0.133694,daily_fx_feed
2025-02-02,USD,1.0,daily_fx_feed
2025-02-02,CAD,0.732114,daily_fx_feed
2025-02-02,MXN,0.055964,daily_fx_feed
2025-02-02,EUR,1.08315,daily_fx_feed
2025-02-02,CNY,0.141623,daily_fx_feed
2025-02-03,USD,1.0,daily_fx_feed
2025-02-03,CAD,0.734953,daily_fx_feed
2025-02-03,MXN,0.052047,daily_fx_feed
2025-02-03,EUR,1.074817,daily_fx_feed
2025-02-03,CNY,0.132087,daily_fx_feed
2025-02-04,USD,1.0,daily_fx_feed
2025-02-04,CAD,0.736604,daily_fx_feed
2025-02-04,MXN,0.062445,daily_fx_feed
2025-02-04,EUR,1.079359,daily_fx_feed
2025-02-04,CNY,0.135881,daily_fx_feed
2025-02-05,USD,1.0,daily_fx_feed
2025-02-05,CAD,0.734395,daily_fx_feed
2025-02-05,MXN,0.064134,daily_fx_feed
2025-02-05,EUR,1.085977,daily_fx_feed
2025-02-05,CNY,0.14629,daily_fx_feed
2025-02-06,USD,1.0,daily_fx_feed
2025-02-06,CAD,0.738079,daily_fx_feed
2025-02-06,MXN,0.059258,daily_fx_feed
2025-02-06,EUR,1.072415,daily_fx_feed
2025-02-06,CNY,0.131715,daily_fx_feed
2025-02-07,USD,1.0,daily_fx_feed
2025-02-07,CAD,0.735348,daily_fx_feed
2025-02-07,MXN,0.05734,daily_fx_feed
2025-02-07,EUR,1.08441,daily_fx_feed
2025-02-07,CNY,0.142949,daily_fx_feed
2025-02-08,USD,1.0,daily_fx_feed
2025-02-08,CAD,0.743881,daily_fx_feed
2025-02-08,MXN,0.057625,daily_fx_feed
2025-02-08,EUR,1.076268,daily_fx_feed
2025-02-08,CNY,0.14612,daily_fx_feed
2025-02-09,USD,1.0,daily_fx_feed
2025-02-09,CAD,0.744276,daily_fx_feed
2025-02-09,MXN,0.048483,daily_fx_feed
2025-02-09,EUR,1.075663,daily_fx_feed
2025-02-09,CNY,0.130458,daily_fx_feed
2025-02-10,USD,1.0,daily_fx_feed
2025-02-10,CAD,0.740528,daily_fx_feed
2025-02-10,MXN,0.062117,daily_fx_feed
2025-02-10,EUR,1.072265,daily_fx_feed
2025-02-10,CNY,0.1354,daily_fx_feed
2025-02-11,USD,1.0,daily_fx_feed
2025-02-11,CAD,0.747235,daily_fx_feed
2025-02-11,MXN,0.058584,daily_fx_feed
2025-02-11,EUR,1.087803,daily_fx_feed
2025-02-11,CNY,0.144069,daily_fx_feed
2025-02-12,USD,1.0,daily_fx_feed
2025-02-12,CAD,0.745257,daily_fx_feed
2025-02-12,MXN,0.067515,daily_fx_feed
2025-02-12,EUR,1.075495,daily_fx_feed
2025-02-12,CNY,0.131824,daily_fx_feed
2025-02-13,USD,1.0,daily_fx_feed
2025-02-13,CAD,0.74293,daily_fx_feed
2025-02-13,MXN,0.048571,daily_fx_feed
2025-02-13,EUR,1.085462,daily_fx_feed
2025-02-13,CNY,0.149666,daily_fx_feed
2025-02-14,USD,1.0,daily_fx_feed
2025-02-14,CAD,0.744089,daily_fx_feed
2025-02-14,MXN,0.067441,daily_fx_feed
2025-02-14,EUR,1.073303,daily_fx_feed
2025-02-14,CNY,0.13854,daily_fx_feed
2025-02-15,USD,1.0,daily_fx_feed
2025-02-15,CAD,0.741074,daily_fx_feed
2025-02-15,MXN,0.056045,daily_fx_feed
2025-02-15,EUR,1.088152,daily_fx_feed
2025-02-15,CNY,0.136372,daily_fx_feed
2025-02-16,USD,1.0,daily_fx_feed
2025-02-16,CAD,0.736125,daily_fx_feed
2025-02-16,MXN,0.055795,daily_fx_feed
2025-02-16,EUR,1.087584,daily_fx_feed
2025-02-16,CNY,0.144079,daily_fx_feed
2025-02-17,USD,1.0,daily_fx_feed
2025-02-17,CAD,0.730935,daily_fx_feed
2025-02-17,MXN,0.052062,daily_fx_feed
2025-02-17,EUR,1.070467,daily_fx_feed
2025-02-17,CNY,0.134449,daily_fx_feed
2025-02-18,USD,1.0,daily_fx_feed
2025-02-18,CAD,0.747467,daily_fx_feed
2025-02-18,MXN,0.067567,daily_fx_feed
2025-02-18,EUR,1.079365,daily_fx_feed
2025-02-18,CNY,0.141598,daily_fx_feed
2025-02-19,USD,1.0,daily_fx_feed
2025-02-19,CAD,0.743342,daily_fx_feed
2025-02-19,MXN,0.051521,daily_fx_feed
2025-02-19,EUR,1.076873,daily_fx_feed
2025-02-19,CNY,0.138403,daily_fx_feed
2025-02-20,USD,1.0,daily_fx_feed
2025-02-20,CAD,0.730152,daily_fx_feed
2025-02-20,MXN,0.066527,daily_fx_feed
2025-02-20,EUR,1.078482,daily_fx_feed
2025-02-20,CNY,0.135629,daily_fx_feed
2025-02-21,USD,1.0,daily_fx_feed
2025-02-21,CAD,0.733559,daily_fx_feed
2025-02-21,MXN,0.059387,daily_fx_feed
2025-02-21,EUR,1.072032,daily_fx_feed
2025-02-21,CNY,0.138627,daily_fx_feed
2025-02-22,USD,1.0,daily_fx_feed
2025-02-22,CAD,0.749347,daily_fx_feed
2025-02-22,MXN,0.05418,daily_fx_feed
2025-02-22,EUR,1.07921,daily_fx_feed
2025-02-22,CNY,0.131084,daily_fx_feed
2025-02-23,USD,1.0,daily_fx_feed
2025-02-23,CAD,0.741123,daily_fx_feed
2025-02-23,MXN,0.06581,daily_fx_feed
2025-02-23,EUR,1.086209,daily_fx_feed
2025-02-23,CNY,0.131298,daily_fx_feed
2025-02-24,USD,1.0,daily_fx_feed
2025-02-24,CAD,0.735162,daily_fx_feed
2025-02-24,MXN,0.056747,daily_fx_feed
2025-02-24,EUR,1.073498,daily_fx_feed
2025-02-24,CNY,0.130946,daily_fx_feed
2025-02-25,USD,1.0,daily_fx_feed
2025-02-25,CAD,0.742086,daily_fx_feed
2025-02-25,MXN,0.059241,daily_fx_feed
2025-02-25,EUR,1.073577,daily_fx_feed
2025-02-25,CNY,0.147588,daily_fx_feed
2025-02-26,USD,1.0,daily_fx_feed
2025-02-26,CAD,0.730308,daily_fx_feed
2025-02-26,MXN,0.067744,daily_fx_feed
2025-02-26,EUR,1.070128,daily_fx_feed
2025-02-26,CNY,0.130836,daily_fx_feed
2025-02-27,USD,1.0,daily_fx_feed
2025-02-27,CAD,0.739463,daily_fx_feed
2025-02-27,MXN,0.063332,daily_fx_feed
2025-02-27,EUR,1.080522,daily_fx_feed
2025-02-27,CNY,0.136146,daily_fx_feed
2025-02-28,USD,1.0,daily_fx_feed
2025-02-28,CAD,0.740078,daily_fx_feed
2025-02-28,MXN,0.066665,daily_fx_feed
2025-02-28,EUR,1.089955,daily_fx_feed
2025-02-28,CNY,0.132068,daily_fx_feed
2025-03-01,USD,1.0,daily_fx_feed
2025-03-01,CAD,0.749787,daily_fx_feed
2025-03-01,MXN,0.054121,daily_fx_feed
2025-03-01,EUR,1.088586,daily_fx_feed
2025-03-01,CNY,0.142896,daily_fx_feed
2025-03-02,USD,1.0,daily_fx_feed
2025-03-02,CAD,0.744189,daily_fx_feed
2025-03-02,MXN,0.048899,daily_fx_feed
2025-03-02,EUR,1.087949,daily_fx_feed
2025-03-02,CNY,0.146311,daily_fx_feed
2025-03-03,USD,1.0,daily_fx_feed
2025-03-03,CAD,0.734523,daily_fx_feed
2025-03-03,MXN,0.065288,daily_fx_feed
2025-03-03,EUR,1.076883,daily_fx_feed
2025-03-03,CNY,0.147853,daily_fx_feed
2025-03-04,USD,1.0,daily_fx_feed
2025-03-04,CAD,0.747536,daily_fx_feed
2025-03-04,MXN,0.065186,daily_fx_feed
2025-03-04,EUR,1.088597,daily_fx_feed
2025-03-04,CNY,0.138269,daily_fx_feed
2025-03-05,USD,1.0,daily_fx_feed
2025-03-05,CAD,0.744382,daily_fx_feed
2025-03-05,MXN,0.062543,daily_fx_feed
2025-03-05,EUR,1.076089,daily_fx_feed
2025-03-05,CNY,0.147239,daily_fx_feed
2025-03-06,USD,1.0,daily_fx_feed
2025-03-06,CAD,0.745993,daily_fx_feed
2025-03-06,MXN,0.06226,daily_fx_feed
2025-03-06,EUR,1.079089,daily_fx_feed
2025-03-06,CNY,0.130503,daily_fx_feed
2025-03-07,USD,1.0,daily_fx_feed
2025-03-07,CAD,0.732144,daily_fx_feed
2025-03-07,MXN,0.067641,daily_fx_feed
2025-03-07,EUR,1.079051,daily_fx_feed
2025-03-07,CNY,0.145451,daily_fx_feed
2025-03-08,USD,1.0,daily_fx_feed
2025-03-08,CAD,0.736324,daily_fx_feed
2025-03-08,MXN,0.057253,daily_fx_feed
2025-03-08,EUR,1.089595,daily_fx_feed
2025-03-08,CNY,0.133434,daily_fx_feed
2025-03-09,USD,1.0,daily_fx_feed
2025-03-09,CAD,0.748119,daily_fx_feed
2025-03-09,MXN,0.062289,daily_fx_feed
2025-03-09,EUR,1.071294,daily_fx_feed
2025-03-09,CNY,0.134921,daily_fx_feed
2025-03-10,USD,1.0,daily_fx_feed
2025-03-10,CAD,0.736196,daily_fx_feed
2025-03-10,MXN,0.059906,daily_fx_feed
2025-03-10,EUR,1.084443,daily_fx_feed
2025-03-10,CNY,0.136447,daily_fx_feed
2025-03-11,USD,1.0,daily_fx_feed
2025-03-11,CAD,0.738264,daily_fx_feed
2025-03-11,MXN,0.060106,daily_fx_feed
2025-03-11,EUR,1.083335,daily_fx_feed
2025-03-11,CNY,0.139953,daily_fx_feed
2025-03-12,USD,1.0,daily_fx_feed
2025-03-12,CAD,0.737625,daily_fx_feed
2025-03-12,MXN,0.066487,daily_fx_feed
2025-03-12,EUR,1.074379,daily_fx_feed
2025-03-12,CNY,0.133623,daily_fx_feed
2025-03-13,USD,1.0,daily_fx_feed
2025-03-13,CAD,0.748574,daily_fx_feed
2025-03-13,MXN,0.064006,daily_fx_feed
2025-03-13,EUR,1.074991,daily_fx_feed
2025-03-13,CNY,0.134067,daily_fx_feed
2025-03-14,USD,1.0,daily_fx_feed
2025-03-14,CAD,0.733062,daily_fx_feed
2025-03-14,MXN,0.066345,daily_fx_feed
2025-03-14,EUR,1.076128,daily_fx_feed
2025-03-14,CNY,0.149148,daily_fx_feed
2025-03-15,USD,1.0,daily_fx_feed
2025-03-15,CAD,0.737885,daily_fx_feed
2025-03-15,MXN,0.055935,daily_fx_feed
2025-03-15,EUR,1.088516,daily_fx_feed
2025-03-15,CNY,0.146108,daily_fx_feed
2025-03-16,USD,1.0,daily_fx_feed
2025-03-16,CAD,0.738736,daily_fx_feed
2025-03-16,MXN,0.050173,daily_fx_feed
2025-03-16,EUR,1.071632,daily_fx_feed
2025-03-16,CNY,0.149072,daily_fx_feed
2025-03-17,USD,1.0,daily_fx_feed
2025-03-17,CAD,0.738457,daily_fx_feed
2025-03-17,MXN,0.053641,daily_fx_feed
2025-03-17,EUR,1.081303,daily_fx_feed
2025-03-17,CNY,0.141037,daily_fx_feed
2025-03-18,USD,1.0,daily_fx_feed
2025-03-18,CAD,0.744587,daily_fx_feed
2025-03-18,MXN,0.05324,daily_fx_feed
2025-03-18,EUR,1.072774,daily_fx_feed
2025-03-18,CNY,0.149219,daily_fx_feed
2025-03-19,USD,1.0,daily_fx_feed
2025-03-19,CAD,0.734715,daily_fx_feed
2025-03-19,MXN,0.060881,daily_fx_feed
2025-03-19,EUR,1.074346,daily_fx_feed
2025-03-19,CNY,0.137795,daily_fx_feed
2025-03-20,USD,1.0,daily_fx_feed
2025-03-20,CAD,0.749074,daily_fx_feed
2025-03-20,MXN,0.061824,daily_fx_feed
2025-03-20,EUR,1.087055,daily_fx_feed
2025-03-20,CNY,0.147648,daily_fx_feed
2025-03-21,USD,1.0,daily_fx_feed
2025-03-21,CAD,0.74344,daily_fx_feed
2025-03-21,MXN,0.056866,daily_fx_feed
2025-03-21,EUR,1.085195,daily_fx_feed
2025-03-21,CNY,0.138452,daily_fx_feed
2025-03-22,USD,1.0,daily_fx_feed
2025-03-22,CAD,0.736482,daily_fx_feed
2025-03-22,MXN,0.066001,daily_fx_feed
2025-03-22,EUR,1.089079,daily_fx_feed
2025-03-22,CNY,0.13779,daily_fx_feed
2025-03-23,USD,1.0,daily_fx_feed
2025-03-23,CAD,0.746814,daily_fx_feed
2025-03-23,MXN,0.054236,daily_fx_feed
2025-03-23,EUR,1.07125,daily_fx_feed
2025-03-23,CNY,0.143697,daily_fx_feed
2025-03-24,USD,1.0,daily_fx_feed
2025-03-24,CAD,0.740941,daily_fx_feed
2025-03-24,MXN,0.06266,daily_fx_feed
2025-03-24,EUR,1.085893,daily_fx_feed
2025-03-24,CNY,0.143578,daily_fx_feed
2025-03-25,USD,1.0,daily_fx_feed
2025-03-25,CAD,0.741754,daily_fx_feed
2025-03-25,MXN,0.06551,daily_fx_feed
2025-03-25,EUR,1.079236,daily_fx_feed
2025-03-25,CNY,0.14779,daily_fx_feed
2025-03-26,USD,1.0,daily_fx_feed
2025-03-26,CAD,0.747605,daily_fx_feed
2025-03-26,MXN,0.06459,daily_fx_feed
2025-03-26,EUR,1.070565,daily_fx_feed
2025-03-26,CNY,0.145199,daily_fx_feed
2025-03-27,USD,1.0,daily_fx_feed
2025-03-27,CAD,0.731666,daily_fx_feed
2025-03-27,MXN,0.05998,daily_fx_feed
2025-03-27,EUR,1.087903,daily_fx_feed
2025-03-27,CNY,0.130821,daily_fx_feed
2025-03-28,USD,1.0,daily_fx_feed
2025-03-28,CAD,0.746309,daily_fx_feed
2025-03-28,MXN,0.053015,daily_fx_feed
2025-03-28,EUR,1.075908,daily_fx_feed
2025-03-28,CNY,0.147778,daily_fx_feed
2025-03-29,USD,1.0,daily_fx_feed
2025-03-29,CAD,0.730635,daily_fx_feed
2025-03-29,MXN,0.063989,daily_fx_feed
2025-03-29,EUR,1.080506,daily_fx_feed
2025-03-29,CNY,0.13269,daily_fx_feed
2025-03-30,USD,1.0,daily_fx_feed
2025-03-30,CAD,0.730637,daily_fx_feed
2025-03-30,MXN,0.051268,daily_fx_feed
2025-03-30,EUR,1.089163,daily_fx_feed
2025-03-30,CNY,0.140964,daily_fx_feed
2025-03-31,USD,1.0,daily_fx_feed
2025-03-31,CAD,0.735665,daily_fx_feed
2025-03-31,MXN,0.062277,daily_fx_feed
2025-03-31,EUR,1.082301,daily_fx_feed
2025-03-31,CNY,0.136426,daily_fx_feed
2025-04-01,USD,1.0,daily_fx_feed
2025-04-01,CAD,0.738383,daily_fx_feed
2025-04-01,MXN,0.057959,daily_fx_feed
2025-04-01,EUR,1.07719,daily_fx_feed
2025-04-01,CNY,0.145505,daily_fx_feed
2025-04-02,USD,1.0,daily_fx_feed
2025-04-02,CAD,0.73147,daily_fx_feed
2025-04-02,MXN,0.066938,daily_fx_feed
2025-04-02,EUR,1.073674,daily_fx_feed
2025-04-02,CNY,0.132989,daily_fx_feed
2025-04-03,USD,1.0,daily_fx_feed
2025-04-03,CAD,0.739267,daily_fx_feed
2025-04-03,MXN,0.063465,daily_fx_feed
2025-04-03,EUR,1.07834,daily_fx_feed
2025-04-03,CNY,0.144188,daily_fx_feed
2025-04-04,USD,1.0,daily_fx_feed
2025-04-04,CAD,0.730449,daily_fx_feed
2025-04-04,MXN,0.05854,daily_fx_feed
2025-04-04,EUR,1.081525,daily_fx_feed
2025-04-04,CNY,0.135151,daily_fx_feed
2025-04-05,USD,1.0,daily_fx_feed
2025-04-05,CAD,0.742766,daily_fx_feed
2025-04-05,MXN,0.049674,daily_fx_feed
2025-04-05,EUR,1.082098,daily_fx_feed
2025-04-05,CNY,0.13712,daily_fx_feed
2025-04-06,USD,1.0,daily_fx_feed
2025-04-06,CAD,0.745373,daily_fx_feed
2025-04-06,MXN,0.054817,daily_fx_feed
2025-04-06,EUR,1.082187,daily_fx_feed
2025-04-06,CNY,0.1412,daily_fx_feed
2025-04-07,USD,1.0,daily_fx_feed
2025-04-07,CAD,0.731101,daily_fx_feed
2025-04-07,MXN,0.054745,daily_fx_feed
2025-04-07,EUR,1.082055,daily_fx_feed
2025-04-07,CNY,0.148948,daily_fx_feed
2025-04-08,USD,1.0,daily_fx_feed
2025-04-08,CAD,0.735406,daily_fx_feed
2025-04-08,MXN,0.064053,daily_fx_feed
2025-04-08,EUR,1.071118,daily_fx_feed
2025-04-08,CNY,0.14084,daily_fx_feed
2025-04-09,USD,1.0,daily_fx_feed
2025-04-09,CAD,0.745369,daily_fx_feed
2025-04-09,MXN,0.067785,daily_fx_feed
2025-04-09,EUR,1.081896,daily_fx_feed
2025-04-09,CNY,0.130709,daily_fx_feed
2025-04-10,USD,1.0,daily_fx_feed
2025-04-10,CAD,0.742469,daily_fx_feed
2025-04-10,MXN,0.06428,daily_fx_feed
2025-04-10,EUR,1.074828,daily_fx_feed
2025-04-10,CNY,0.147866,daily_fx_feed
2025-04-11,USD,1.0,daily_fx_feed
2025-04-11,CAD,0.740153,daily_fx_feed
2025-04-11,MXN,0.064467,daily_fx_feed
2025-04-11,EUR,1.086173,daily_fx_feed
2025-04-11,CNY,0.133047,daily_fx_feed
2025-04-12,USD,1.0,daily_fx_feed
2025-04-12,CAD,0.747219,daily_fx_feed
2025-04-12,MXN,0.059052,daily_fx_feed
2025-04-12,EUR,1.081293,daily_fx_feed
2025-04-12,CNY,0.134633,daily_fx_feed
2025-04-13,USD,1.0,daily_fx_feed
2025-04-13,CAD,0.731743,daily_fx_feed
2025-04-13,MXN,0.06131,daily_fx_feed
2025-04-13,EUR,1.083146,daily_fx_feed
2025-04-13,CNY,0.141372,daily_fx_feed
2025-04-14,USD,1.0,daily_fx_feed
2025-04-14,CAD,0.747966,daily_fx_feed
2025-04-14,MXN,0.065413,daily_fx_feed
2025-04-14,EUR,1.087873,daily_fx_feed
2025-04-14,CNY,0.14246,daily_fx_feed
2025-04-15,USD,1.0,daily_fx_feed
2025-04-15,CAD,0.735289,daily_fx_feed
2025-04-15,MXN,0.05818,daily_fx_feed
2025-04-15,EUR,1.085338,daily_fx_feed
2025-04-15,CNY,0.15,daily_fx_feed
2025-04-16,USD,1.0,daily_fx_feed
2025-04-16,CAD,0.74152,daily_fx_feed
2025-04-16,MXN,0.060748,daily_fx_feed
2025-04-16,EUR,1.089918,daily_fx_feed
2025-04-16,CNY,0.144043,daily_fx_feed
2025-04-17,USD,1.0,daily_fx_feed
2025-04-17,CAD,0.746929,daily_fx_feed
2025-04-17,MXN,0.05875,daily_fx_feed
2025-04-17,EUR,1.071177,daily_fx_feed
2025-04-17,CNY,0.130254,daily_fx_feed
2025-04-18,USD,1.0,daily_fx_feed
2025-04-18,CAD,0.747054,daily_fx_feed
2025-04-18,MXN,0.062972,daily_fx_feed
2025-04-18,EUR,1.089416,daily_fx_feed
2025-04-18,CNY,0.139112,daily_fx_feed
2025-04-19,USD,1.0,daily_fx_feed
2025-04-19,CAD,0.744759,daily_fx_feed
2025-04-19,MXN,0.055148,daily_fx_feed
2025-04-19,EUR,1.077403,daily_fx_feed
2025-04-19,CNY,0.138575,daily_fx_feed
2025-04-20,USD,1.0,daily_fx_feed
2025-04-20,CAD,0.742124,daily_fx_feed
2025-04-20,MXN,0.059639,daily_fx_feed
2025-04-20,EUR,1.078848,daily_fx_feed
2025-04-20,CNY,0.132186,daily_fx_feed
2025-04-21,USD,1.0,daily_fx_feed
2025-04-21,CAD,0.743028,daily_fx_feed
2025-04-21,MXN,0.065054,daily_fx_feed
2025-04-21,EUR,1.07744,daily_fx_feed
2025-04-21,CNY,0.142465,daily_fx_feed
2025-04-22,USD,1.0,daily_fx_feed
2025-04-22,CAD,0.740364,daily_fx_feed
2025-04-22,MXN,0.056415,daily_fx_feed
2025-04-22,EUR,1.08733,daily_fx_feed
2025-04-22,CNY,0.149498,daily_fx_feed
2025-04-23,USD,1.0,daily_fx_feed
2025-04-23,CAD,0.749312,daily_fx_feed
2025-04-23,MXN,0.055013,daily_fx_feed
2025-04-23,EUR,1.080759,daily_fx_feed
2025-04-23,CNY,0.139476,daily_fx_feed
2025-04-24,USD,1.0,daily_fx_feed
2025-04-24,CAD,0.746861,daily_fx_feed
