adjustment_id,warehouse_id,product_id,adjustment_ts,adjustment_qty,adjustment_reason,approved_by,adjustment_date,requires_review
ADJ00000054,WH0018,SKU0000488,2026-02-03 08:35:00,-25.0,System Correction,mgr_2,2026-02-03,True
ADJ00000055,WH0008,SKU0000388,2026-02-18 11:16:00,-10.0,Cycle Count,unapproved,2026-02-18,False
ADJ00000056,WH0006,SKU0000066,,-5.0,Found Inventory,controller,,False
ADJ00000057,WH0010,SKU0000210,,,System Correction,controller,,False
ADJ00000058,WH0021,SKU0000432,2026-05-19 11:53:00,,Damage,controller,2026-05-19,False
ADJ00000059,WH0012,SKU0000297,,,Found Inventory,mgr_1,,False
ADJ00000060,WH0015,SKU0000159,2026-01-04 13:13:00,-50.0,Shrinkage,controller,2026-01-04,True
ADJ00000061,WH0021,SKU0000039,,50.0,Shrinkage,controller,,True
ADJ00000062,WH0019,SKU0000553,,50.0,Shrinkage,mgr_2,,True
ADJ00000063,WH0001,SKU0000344,,5.0,Damage,unapproved,,False
ADJ00000064,WH0011,SKU0000023,2026-01-01 18:05:00,-50.0,System Correction,controller,2026-01-01,True
ADJ00000065,WH0001,SKU0000639,2026-01-07 09:22:00,-25.0,System Correction,mgr_1,2026-01-07,True
ADJ00000066,WH0010,SKU0000243,2026-01-24 12:09:00,25.0,System Correction,mgr_1,2026-01-24,True
ADJ00000067,WH0020,SKU0000148,,50.0,Shrinkage,mgr_1,,True
ADJ00000068,WH0024,SKU0000587,2026-03-12 21:46:00,-25.0,Damage,ops_lead,2026-03-12,True
ADJ00000069,WH0016,SKU0000280,2026-04-17 15:42:00,-10.0,Damage,controller,2026-04-17,False
ADJ00000070,WH0022,SKU0000048,,,System Correction,controller,,False
ADJ00000071,WH0025,SKU0000432,2026-02-25 21:52:00,5.0,System Correction,controller,2026-02-25,False
ADJ00000072,WH0010,SKU0000544,,5.0,Cycle Count,mgr_1,,False
ADJ00000073,WH0001,SKU0000279,,,System Correction,mgr_2,,False
ADJ00000074,WH0025,SKU0000423,2026-01-18 07:17:00,,Cycle Count,mgr_2,2026-01-18,False
ADJ00000075,WH0012,SKU0000156,,10.0,Cycle Count,controller,,False
ADJ00000076,WH0013,SKU0000645,,-25.0,Cycle Count,mgr_2,,True
ADJ00000077,WH0001,SKU0000487,,5.0,Damage,mgr_1,,False
ADJ00000078,WH0004,SKU0000260,2026-04-13 19:54:00,,Found Inventory,ops_lead,2026-04-13,False
ADJ00000079,WH0005,SKU0000516,,-50.0,Shrinkage,unapproved,,True
ADJ00000080,WH0009,SKU0000181,2026-02-24 23:54:00,-5.0,System Correction,ops_lead,2026-02-24,False
ADJ00000081,WH0018,SKU0000252,2026-03-04 11:27:00,10.0,Damage,mgr_2,2026-03-04,False
ADJ00000082,WH0003,SKU0000308,2026-05-06 03:48:00,50.0,System Correction,ops_lead,2026-05-06,True
ADJ00000083,WH0005,SKU0000435,,-10.0,Cycle Count,unapproved,,False
ADJ00000084,WH0019,SKU0000464,2026-01-13 13:27:00,50.0,System Correction,unapproved,2026-01-13,True
ADJ00000085,WH0009,SKU0000354,,-50.0,Damage,mgr_1,,True
ADJ00000086,WH0015,SKU0000135,,25.0,Shrinkage,mgr_2,,True
ADJ00000087,WH0009,SKU0000076,,5.0,Cycle Count,mgr_2,,False
ADJ00000088,WH0012,SKU0000153,,-25.0,Cycle Count,mgr_1,,True
ADJ00000089,WH0006,SKU0000354,2026-02-28 10:57:00,50.0,Damage,ops_lead,2026-02-28,True
ADJ00000090,WH0005,SKU0000113,2026-02-08 20:23:00,50.0,System Correction,ops_lead,2026-02-08,True
ADJ00000091,WH0013,SKU0000229,2026-02-05 08:06:00,50.0,Shrinkage,mgr_2,2026-02-05,True
ADJ00000092,WH0010,SKU0000472,,10.0,Cycle Count,unapproved,,False
ADJ00000093,WH0024,SKU0000174,2026-02-16 06:26:00,-5.0,Damage,controller,2026-02-16,False
ADJ00000094,WH0015,SKU0000561,2026-01-12 10:14:00,-5.0,Damage,controller,2026-01-12,False
ADJ00000095,WH0021,SKU0000433,,10.0,System Correction,mgr_1,,False
ADJ00000096,WH0020,SKU0000264,2026-03-27 20:10:00,,Damage,ops_lead,2026-03-27,False
ADJ00000097,WH0005,SKU0000613,,-5.0,Damage,mgr_1,,False
ADJ00000098,WH0020,SKU0000616,2026-05-13 01:57:00,-5.0,System Correction,controller,2026-05-13,False
ADJ00000099,WH0010,SKU0000341,,50.0,Found Inventory,ops_lead,,True
ADJ00000100,WH0019,SKU0000360,2026-01-06 21:46:00,-50.0,Damage,controller,2026-01-06,True
ADJ00000101,WH0017,SKU0000488,2026-05-02 03:39:00,25.0,Damage,controller,2026-05-02,True
ADJ00000102,WH0014,SKU0000123,2026-04-15 01:35:00,5.0,Cycle Count,controller,2026-04-15,False
ADJ00000103,WH0010,SKU0000099,,-50.0,Found Inventory,controller,,True
ADJ00000104,WH0018,SKU0000440,,5.0,Damage,controller,,False
ADJ00000105,WH0009,SKU0000662,,-25.0,Cycle Count,ops_lead,,True
ADJ00000106,WH0010,SKU0000236,2026-01-15 23:58:00,-25.0,Damage,controller,2026-01-15,True
ADJ00000107,WH0006,SKU0000029,,-10.0,Shrinkage,mgr_1,,False
ADJ00000108,WH0020,SKU0000241,2026-01-02 11:58:00,-25.0,Shrinkage,mgr_1,2026-01-02,True
ADJ00000109,WH0018,SKU0000387,,-10.0,Cycle Count,unapproved,,False
ADJ00000110,WH0024,SKU0000065,2026-01-13 11:50:00,-25.0,Found Inventory,mgr_2,2026-01-13,True
ADJ00000111,WH0017,SKU0000133,2026-01-19 09:51:00,-50.0,Damage,ops_lead,2026-01-19,True
ADJ00000112,WH0021,SKU0000019,,,Cycle Count,mgr_1,,False
ADJ00000113,WH0005,SKU0000633,2026-02-21 15:05:00,-50.0,System Correction,controller,2026-02-21,True
ADJ00000114,WH0023,SKU0000474,2026-03-18 23:14:00,-25.0,Damage,mgr_1,2026-03-18,True
ADJ00000115,WH0021,SKU0000023,,,Shrinkage,ops_lead,,False
ADJ00000116,WH0016,SKU0000052,,25.0,Cycle Count,mgr_1,,True
ADJ00000117,WH0021,SKU0000671,,25.0,System Correction,controller,,True
ADJ00000118,WH0004,SKU0000007,,-25.0,Cycle Count,ops_lead,,True
ADJ00000119,WH0020,SKU0000652,2026-05-07 02:54:00,-25.0,System Correction,controller,2026-05-07,True
ADJ00000120,WH0004,SKU0000236,2026-03-24 12:59:00,10.0,Cycle Count,mgr_1,2026-03-24,False
ADJ00000121,WH0012,SKU0000113,2026-04-07 07:33:00,10.0,Found Inventory,mgr_2,2026-04-07,False
ADJ00000122,WH0010,SKU0000391,,10.0,Damage,mgr_1,,False
ADJ00000123,WH0021,SKU0000340,,5.0,Damage,unapproved,,False
ADJ00000124,WH0013,SKU0000367,2026-01-23 20:12:00,-5.0,Cycle Count,mgr_1,2026-01-23,False
ADJ00000125,WH0009,SKU0000629,2026-03-19 05:48:00,50.0,System Correction,ops_lead,2026-03-19,True
ADJ00000126,WH0011,SKU0000026,,,System Correction,ops_lead,,False
ADJ00000127,WH0004,SKU_UNKNOWN,,-5.0,Found Inventory,ops_lead,,False
ADJ00000128,WH0012,SKU0000495,2026-03-25 14:20:00,-10.0,Found Inventory,mgr_2,2026-03-25,False
ADJ00000129,WH0025,SKU0000355,2026-02-07 00:13:00,-5.0,Cycle Count,ops_lead,2026-02-07,False
ADJ00000130,WH0021,SKU0000189,2026-01-25 06:21:00,-5.0,Cycle Count,unapproved,2026-01-25,False
ADJ00000131,WH0023,SKU0000177,,,Found Inventory,ops_lead,,False
ADJ00000132,WH0016,SKU0000398,2026-05-09 05:38:00,-10.0,Found Inventory,controller,2026-05-09,False
ADJ00000133,WH0005,SKU0000304,,,Cycle Count,ops_lead,,False
ADJ00000134,WH0022,SKU0000108,,25.0,Damage,mgr_2,,True
ADJ00000135,WH0022,SKU0000094,2026-01-17 00:20:00,-50.0,Shrinkage,controller,2026-01-17,True
ADJ00000136,WH0008,SKU0000667,2026-04-26 08:49:00,5.0,Shrinkage,unapproved,2026-04-26,False
ADJ00000137,WH0004,SKU0000266,2026-04-22 19:14:00,-10.0,Shrinkage,mgr_2,2026-04-22,False
ADJ00000138,WH0015,SKU0000429,,5.0,Damage,controller,,False
ADJ00000139,WH0009,SKU0000110,,10.0,Found Inventory,mgr_1,,False
ADJ00000140,WH0019,SKU0000315,,50.0,Shrinkage,mgr_2,,True
ADJ00000141,WH0018,SKU0000054,,-50.0,System Correction,mgr_1,,True
ADJ00000142,WH0006,SKU0000627,2026-03-04 06:07:00,-25.0,Found Inventory,mgr_1,2026-03-04,True
ADJ00000143,WH0016,SKU0000120,,5.0,Shrinkage,ops_lead,,False
ADJ00000144,WH0001,SKU0000129,,5.0,Cycle Count,controller,,False
ADJ00000145,WH0011,SKU0000361,,5.0,Found Inventory,mgr_1,,False
ADJ00000146,WH0016,SKU0000312,2026-03-31 06:02:00,-10.0,Damage,unapproved,2026-03-31,False
ADJ00000147,WH0025,SKU0000430,2026-04-18 03:21:00,-5.0,System Correction,mgr_1,2026-04-18,False
ADJ00000148,WH0008,SKU0000548,,,Shrinkage,unapproved,,False
ADJ00000149,WH0013,SKU0000068,2026-01-30 13:22:00,5.0,Found Inventory,mgr_1,2026-01-30,False
ADJ00000150,WH0024,SKU0000414,,,Cycle Count,controller,,False
ADJ00000151,WH0018,SKU0000379,2026-02-23 15:17:00,10.0,Damage,ops_lead,2026-02-23,False
ADJ00000152,WH0010,SKU0000092,2026-03-21 04:20:00,10.0,Shrinkage,ops_lead,2026-03-21,False
ADJ00000153,WH0016,SKU0000536,2026-04-20 04:59:00,50.0,System Correction,mgr_2,2026-04-20,True
ADJ00000154,WH0005,SKU0000485,,50.0,Damage,mgr_1,,True
ADJ00000155,WH0007,SKU0000534,,5.0,Damage,mgr_1,,False
ADJ00000156,WH0001,SKU0000454,2026-04-26 05:47:00,-25.0,System Correction,mgr_2,2026-04-26,True
ADJ00000157,WH0013,SKU0000089,2026-02-01 14:20:00,-50.0,Damage,ops_lead,2026-02-01,True
ADJ00000158,WH0021,SKU0000033,,5.0,Cycle Count,mgr_1,,False
ADJ00000159,WH0014,SKU0000323,2026-05-20 01:27:00,25.0,System Correction,unapproved,2026-05-20,True
ADJ00000160,WH0011,SKU0000362,,10.0,System Correction,mgr_1,,False
ADJ00000161,WH0012,SKU0000474,,10.0,Found Inventory,mgr_1,,False
ADJ00000162,WH0006,SKU0000317,,25.0,Damage,mgr_2,,True
ADJ00000163,WH0014,SKU0000586,,50.0,Shrinkage,ops_lead,,True
ADJ00000164,WH0025,SKU0000349,2026-02-20 04:39:00,-5.0,Damage,mgr_1,2026-02-20,False
ADJ00000165,WH0022,SKU0000474,2026-04-26 03:01:00,-50.0,Damage,mgr_1,2026-04-26,True
ADJ00000166,WH0021,SKU0000642,2026-03-08 09:43:00,-5.0,Cycle Count,mgr_1,2026-03-08,False
ADJ00000167,WH0002,SKU0000623,,25.0,System Correction,controller,,True
ADJ00000168,WH0005,SKU0000083,,-10.0,System Correction,unapproved,,False
ADJ00000169,WH0015,SKU0000689,2026-03-28 11:15:00,10.0,Found Inventory,ops_lead,2026-03-28,False
ADJ00000170,WH0007,SKU0000489,,-50.0,Cycle Count,controller,,True
ADJ00000171,WH0023,SKU0000596,2026-05-21 02:26:00,10.0,Shrinkage,mgr_1,2026-05-21,False
ADJ00000172,WH0014,SKU0000571,2026-01-30 00:33:00,-5.0,Shrinkage,mgr_2,2026-01-30,False
ADJ00000173,WH0009,SKU0000195,2026-05-28 11:54:00,-5.0,Damage,ops_lead,2026-05-28,False
ADJ00000174,WH0011,SKU0000004,2026-05-23 16:15:00,5.0,Cycle Count,mgr_2,2026-05-23,False
ADJ00000175,WH0005,SKU0000113,2026-04-21 03:17:00,25.0,Found Inventory,mgr_2,2026-04-21,True
ADJ00000176,WH0020,SKU0000594,,10.0,Damage,unapproved,,False
ADJ00000177,WH0013,SKU0000489,2026-04-24 04:08:00,25.0,System Correction,ops_lead,2026-04-24,True
ADJ00000178,WH0005,SKU0000286,,25.0,Found Inventory,mgr_1,,True
ADJ00000179,WH0023,SKU0000267,,5.0,System Correction,unapproved,,False
ADJ00000180,WH0005,SKU0000313,2026-04-05 06:47:00,,Damage,unapproved,2026-04-05,False
ADJ00000181,WH0019,SKU0000251,2026-03-12 02:15:00,-25.0,Found Inventory,mgr_2,2026-03-12,True
ADJ00000182,WH0011,SKU0000139,2026-03-20 06:23:00,25.0,Cycle Count,mgr_1,2026-03-20,True
ADJ00000183,WH0009,SKU0000422,2026-04-20 02:01:00,-25.0,Found Inventory,mgr_2,2026-04-20,True
ADJ00000184,WH0005,SKU0000583,2026-04-30 18:44:00,5.0,Cycle Count,mgr_1,2026-04-30,False
ADJ00000185,WH0016,SKU0000160,2026-04-20 01:47:00,10.0,Cycle Count,ops_lead,2026-04-20,False
ADJ00000186,WH0005,SKU0000066,,50.0,Found Inventory,controller,,True
ADJ00000187,WH0015,SKU0000144,2026-03-03 01:19:00,5.0,Found Inventory,unapproved,2026-03-03,False
ADJ00000188,WH0001,SKU0000420,2026-04-26 17:04:00,10.0,Cycle Count,unapproved,2026-04-26,False
ADJ00000189,WH0024,SKU0000149,,-25.0,Damage,unapproved,,True
ADJ00000190,WH0023,SKU0000186,2026-04-28 02:17:00,-25.0,Damage,ops_lead,2026-04-28,True
ADJ00000191,WH0014,SKU0000095,2026-04-04 12:51:00,5.0,Found Inventory,mgr_2,2026-04-04,False
ADJ00000192,WH0017,SKU0000199,2026-02-17 01:58:00,-5.0,Cycle Count,mgr_1,2026-02-17,False
ADJ00000193,WH0016,SKU0000064,,10.0,System Correction,mgr_1,,False
ADJ00000194,WH0020,SKU0000240,2026-04-02 15:07:00,-50.0,Found Inventory,ops_lead,2026-04-02,True
ADJ00000195,WH0002,SKU0000458,,10.0,System Correction,unapproved,,False
ADJ00000196,WH0024,SKU0000140,,-10.0,System Correction,controller,,False
ADJ00000197,WH0001,SKU0000537,2026-03-10 19:04:00,-25.0,Found Inventory,mgr_1,2026-03-10,True
ADJ00000198,WH0005,SKU0000509,2026-02-25 00:54:00,-5.0,Shrinkage,unapproved,2026-02-25,False
ADJ00000199,WH0014,SKU0000511,2026-05-10 01:10:00,5.0,Damage,mgr_2,2026-05-10,False
ADJ00000200,WH0011,SKU0000124,2026-02-15 08:13:00,50.0,Found Inventory,mgr_2,2026-02-15,True
ADJ00000201,WH0001,SKU0000244,2026-05-12 13:35:00,-5.0,System Correction,controller,2026-05-12,False
ADJ00000202,WH0002,SKU0000512,,-25.0,Found Inventory,mgr_1,,True
ADJ00000203,WH0006,SKU0000664,,,Shrinkage,controller,,False
ADJ00000204,WH0024,SKU0000197,2026-05-16 00:09:00,,Shrinkage,ops_lead,2026-05-16,False
ADJ00000205,WH0014,SKU0000183,,-10.0,Found Inventory,controller,,False
ADJ00000206,WH0002,SKU0000385,,25.0,Cycle Count,controller,,True
ADJ00000207,WH0001,SKU0000115,,-50.0,Damage,mgr_1,,True
ADJ00000208,WH0010,SKU0000116,,25.0,Found Inventory,mgr_1,,True
ADJ00000209,WH0013,SKU0000548,,10.0,System Correction,ops_lead,,False
ADJ00000210,WH0006,SKU0000547,,-5.0,Shrinkage,controller,,False
ADJ00000211,WH0020,SKU0000434,2026-05-13 12:56:00,,Shrinkage,ops_lead,2026-05-13,False
ADJ00000212,WH0017,SKU0000002,,-50.0,Found Inventory,controller,,True
ADJ00000213,WH0023,SKU0000275,,10.0,Shrinkage,mgr_1,,False
ADJ00000214,WH0019,SKU0000026,2026-03-23 17:30:00,,Shrinkage,unapproved,2026-03-23,False
ADJ00000215,WH0013,SKU0000613,,-50.0,Found Inventory,controller,,True
ADJ00000216,WH0024,SKU0000238,2026-03-07 10:34:00,-50.0,Damage,controller,2026-03-07,True
ADJ00000217,WH0019,SKU0000304,2026-04-25 03:14:00,-10.0,Cycle Count,unapproved,2026-04-25,False
ADJ00000218,WH0017,SKU0000529,2026-01-01 07:30:00,-25.0,Found Inventory,unapproved,2026-01-01,True
ADJ00000219,WH0023,SKU0000123,2026-02-10 15:28:00,50.0,Found Inventory,ops_lead,2026-02-10,True
ADJ00000220,WH0019,SKU0000132,2026-04-25 14:04:00,50.0,System Correction,ops_lead,2026-04-25,True
ADJ00000221,WH0006,SKU0000343,2026-02-18 06:22:00,-5.0,Cycle Count,ops_lead,2026-02-18,False
ADJ00000222,WH0018,SKU0000419,,10.0,Shrinkage,mgr_2,,False
ADJ00000223,WH0023,SKU0000126,2026-05-14 13:40:00,25.0,Damage,controller,2026-05-14,True
ADJ00000224,WH0013,SKU0000347,,5.0,Shrinkage,unapproved,,False
ADJ00000225,WH0010,SKU0000113,,-25.0,Damage,unapproved,,True
ADJ00000226,WH0003,SKU0000071,2026-04-30 09:51:00,5.0,Shrinkage,ops_lead,2026-04-30,False
ADJ00000227,WH0017,SKU0000217,2026-04-26 21:14:00,5.0,Found Inventory,ops_lead,2026-04-26,False
ADJ00000228,WH0001,SKU0000594,2026-02-08 09:16:00,-10.0,Shrinkage,unapproved,2026-02-08,False
ADJ00000229,WH0013,SKU0000477,,-25.0,Found Inventory,mgr_2,,True
ADJ00000230,WH0007,SKU0000412,2026-02-27 15:37:00,25.0,System Correction,mgr_2,2026-02-27,True
ADJ00000231,WH0003,SKU0000234,,5.0,Shrinkage,unapproved,,False
ADJ00000232,WH0004,SKU0000414,2026-03-18 14:43:00,-5.0,System Correction,mgr_2,2026-03-18,False
ADJ00000233,WH0017,SKU0000375,2026-04-09 23:54:00,-50.0,Cycle Count,mgr_2,2026-04-09,True
ADJ00000234,WH0002,SKU0000347,2026-03-01 19:36:00,5.0,Shrinkage,ops_lead,2026-03-01,False
ADJ00000235,WH0016,SKU0000352,2026-01-26 00:13:00,-50.0,System Correction,ops_lead,2026-01-26,True
ADJ00000236,WH0019,SKU0000112,,5.0,System Correction,mgr_2,,False
ADJ00000237,WH0005,SKU0000253,,-25.0,Shrinkage,controller,,True
ADJ00000238,WH0007,SKU0000308,2026-01-29 10:58:00,-5.0,Shrinkage,ops_lead,2026-01-29,False
ADJ00000239,WH0003,SKU0000445,2026-05-01 14:52:00,-25.0,Damage,mgr_1,2026-05-01,True
ADJ00000240,WH0015,SKU0000223,,-5.0,Found Inventory,controller,,False
ADJ00000241,WH0018,SKU0000351,2026-05-20 14:47:00,,System Correction,unapproved,2026-05-20,False
ADJ00000242,WH0021,SKU0000058,,10.0,Cycle Count,controller,,False
ADJ00000243,WH0021,SKU0000182,,,Cycle Count,mgr_1,,False
ADJ00000244,WH0010,SKU0000408,2026-05-22 01:14:00,10.0,Cycle Count,mgr_1,2026-05-22,False
ADJ00000245,WH0001,SKU0000193,,25.0,System Correction,mgr_1,,True
ADJ00000246,WH0002,SKU0000678,2026-05-17 19:14:00,-25.0,Cycle Count,unapproved,2026-05-17,True
ADJ00000247,WH0015,SKU0000400,2026-03-17 09:49:00,-10.0,System Correction,ops_lead,2026-03-17,False
ADJ00000248,WH0025,SKU0000071,,-10.0,Damage,controller,,False
ADJ00000249,WH0020,SKU0000649,,50.0,Damage,mgr_2,,True
ADJ00000250,WH0025,SKU_UNKNOWN,,,Cycle Count,mgr_2,,False
ADJ00000251,WH0013,SKU0000648,2026-03-25 02:04:00,25.0,Shrinkage,unapproved,2026-03-25,True
ADJ00000252,WH0009,SKU0000047,,,Shrinkage,mgr_1,,False
ADJ00000253,WH0008,SKU0000240,,-25.0,Found Inventory,mgr_2,,True
ADJ00000254,WH0015,SKU0000564,2026-05-04 23:52:00,10.0,Cycle Count,controller,2026-05-04,False
ADJ00000255,WH0017,SKU0000452,2026-04-18 02:03:00,-50.0,Damage,controller,2026-04-18,True
ADJ00000256,WH0014,SKU0000377,,5.0,System Correction,controller,,False
ADJ00000257,WH0008,SKU0000528,2026-04-02 09:23:00,10.0,Found Inventory,mgr_2,2026-04-02,False
ADJ00000258,WH0021,SKU0000617,2026-04-09 16:03:00,,Found Inventory,ops_lead,2026-04-09,False
ADJ00000259,WH0001,SKU0000297,,25.0,Damage,ops_lead,,True
ADJ00000260,WH0010,SKU0000575,,-25.0,Cycle Count,controller,,True
ADJ00000261,WH0005,SKU0000524,,,Shrinkage,unapproved,,False
ADJ00000262,WH0012,SKU0000037,2026-01-30 17:39:00,25.0,Cycle Count,ops_lead,2026-01-30,True
ADJ00000263,WH0025,SKU0000296,,-50.0,System Correction,controller,,True
ADJ00000264,WH0024,SKU0000581,2026-03-08 04:13:00,-50.0,Found Inventory,unapproved,2026-03-08,True
ADJ00000265,WH0022,SKU0000373,2026-03-20 16:14:00,-5.0,Found Inventory,unapproved,2026-03-20,False
ADJ00000266,WH0005,SKU0000250,,,Found Inventory,ops_lead,,False
ADJ00000267,WH0014,SKU0000585,2026-02-21 11:54:00,5.0,System Correction,controller,2026-02-21,False
ADJ00000268,WH0015,SKU0000220,,-10.0,Damage,mgr_2,,False
ADJ00000269,WH0024,SKU0000237,,5.0,Shrinkage,controller,,False
ADJ00000270,WH0020,SKU0000421,2026-01-02 05:17:00,-50.0,Found Inventory,unapproved,2026-01-02,True
ADJ00000271,WH0001,SKU0000185,2026-04-22 11:22:00,10.0,Cycle Count,mgr_1,2026-04-22,False
ADJ00000272,WH0008,SKU0000532,,5.0,Shrinkage,unapproved,,False
ADJ00000273,WH0002,SKU0000610,,25.0,System Correction,controller,,True
ADJ00000274,WH0019,SKU0000155,2026-05-07 20:08:00,-50.0,Damage,unapproved,2026-05-07,True
ADJ00000275,WH0017,SKU0000211,,5.0,System Correction,ops_lead,,False
ADJ00000276,WH0012,SKU0000159,,25.0,Damage,ops_lead,,True
ADJ00000277,WH0014,SKU0000370,,25.0,Found Inventory,unapproved,,True
ADJ00000278,WH0013,SKU0000397,,50.0,System Correction,ops_lead,,True
ADJ00000279,WH0021,SKU0000421,2026-04-02 18:17:00,50.0,Shrinkage,mgr_2,2026-04-02,True
ADJ00000280,WH0004,SKU0000494,2026-03-16 18:31:00,50.0,Shrinkage,ops_lead,2026-03-16,True
ADJ00000281,WH0002,SKU0000502,2026-02-10 22:32:00,5.0,Found Inventory,ops_lead,2026-02-10,False
ADJ00000282,WH0018,SKU0000554,,-50.0,System Correction,mgr_2,,True
ADJ00000283,WH0023,SKU0000309,,-5.0,Damage,mgr_1,,False
ADJ00000284,WH0005,SKU0000637,,50.0,Cycle Count,unapproved,,True
ADJ00000285,WH0022,SKU0000424,2026-01-15 16:42:00,-5.0,System Correction,ops_lead,2026-01-15,False
