product_id,category,subcategory,brand,units_ordered,net_sales_usd,gross_margin_usd,order_count,returned_qty,refund_amount,return_count,return_rate
SKU0000132,Office,Desk Setup,Nimbus,23.0,9739.5130370835,4343.004055083499,5,0.0,0.0,0.0,0.0
SKU0000501,Grocery,Pantry,Solace,17.0,9737.585913,5503.258385500001,2,1.0,564.22,1.0,0.058823529411764705
SKU0000437,Health,Medical Supplies,Cobalt,20.0,9696.269017875,5204.253059125001,2,0.0,0.0,0.0,0.0
SKU0000583,Apparel,Outerwear,Cobalt,53.0,9618.555280626,4417.365450785999,2,0.0,0.0,0.0,0.0
SKU0000509,Home,Furniture,Solace,46.0,9377.81849575,1650.2765544999997,4,0.0,0.0,0.0,0.0
SKU0000386,Apparel,Outerwear,Everpeak,18.0,9255.06,4118.9400000000005,3,2.0,414.17,1.0,0.1111111111111111
SKU0000657,Grocery,Frozen,Solace,25.0,9236.61,3817.359999999999,2,0.0,0.0,0.0,0.0
SKU0000077,Apparel,Basics,Cobalt,69.0,9170.400992724999,3471.4703994249994,4,0.0,0.0,0.0,0.0
SKU0000488,Health,Pharmacy,Northline,115.0,9168.8000483,648.6010532000001,3,0.0,0.0,0.0,0.0
SKU0000252,Health,Medical Supplies,Everpeak,78.0,9154.6371622625,1286.3814829625,3,0.0,0.0,0.0,0.0
SKU0000013,Grocery,Pantry,Solace,32.0,9135.984234222,3162.674546752,4,1.0,250.47,1.0,0.03125
SKU0000530,Electronics,Accessories,Everpeak,13.0,9062.64,5339.18,3,0.0,0.0,0.0,0.0
SKU0000363,Grocery,Snack,Aster,88.0,9041.554836750001,4830.356595249999,4,0.0,0.0,0.0,0.0
SKU0000306,Health,Personal Care,Aster,71.0,8981.502796841502,3917.416941281501,5,0.0,0.0,0.0,0.0
SKU0000593,Home,Lighting,Nimbus,53.0,8975.180522525001,1094.4323961050004,3,3.0,425.06,1.0,0.05660377358490566
SKU0000469,Health,Personal Care,Aster,69.0,8933.0137909775,2508.7361515775006,4,0.0,564.73,1.0,0.0
SKU0000169,Apparel,Footwear,Solace,20.0,8920.384395457502,4746.5394699075005,2,0.0,0.0,0.0,0.0
SKU0000523,Office,Desk Setup,Northline,15.0,8903.665951976249,5118.267998126249,2,0.0,0.0,0.0,0.0
SKU0000411,Apparel,Basics,Nimbus,37.0,8874.685158,2440.3494059999994,3,0.0,0.0,0.0,0.0
SKU0000292,Home,Furniture,Everpeak,67.0,8800.4089453015,4634.2873213514995,5,0.0,0.0,0.0,0.0
SKU0000452,Apparel,Footwear,Northline,80.0,8769.9183534,4931.0714338,3,0.0,0.0,0.0,0.0
SKU0000086,Home,Kitchen,Aster,15.0,8725.800000000001,4790.700000000002,1,0.0,0.0,0.0,0.0
SKU0000623,Office,Organization,Solace,27.0,8709.166419654,4848.911457614,2,0.0,0.0,0.0,0.0
SKU0000684,Health,Pharmacy,Solace,56.0,8703.017259729,2226.6364660089994,6,0.0,0.0,0.0,0.0
