customer_id,customer_name,customer_segment,industry,city,state,country,region,signup_date,credit_limit,payment_terms,risk_tier,is_active,customer_nk_hash,order_count,total_net_sales_usd,total_margin_usd,invoice_count,invoiced_amount,credit_utilization_estimate,customer_value_tier
CUST000394,Nova Markets 394,Mid Market,Healthcare,Boston,MA,USA,Northeast,2021-05-18,59707.25,NET30,Low,True,1f2e5da90ff9ee57e0f5,2.0,40815.556,22355.555999999997,1.0,14169.04,0.23730853455819856,Silver
CUST000184,Apex Markets 184,Small Business,Healthcare,Miami,FL,USA,Southeast,,47224.74,NET30,Medium,True,16ded2be9c5a112b5d0b,3.0,40463.1889719,19138.1277772,3.0,78542.07,1.663155159774305,Silver
CUST000333,Apex Markets 333,Unknown,Food Service,Chicago,IL,USA,Midwest,,228732.7,NET30,High,True,9a080262d2b828a617d4,1.0,40418.87907456,21585.778662059998,1.0,32125.43,0.1404496602365993,Silver
CUST000441,Apex Partners 441,Small Business,Technology,Seattle,WA,USA,West,,119807.61,NET30,Low,False,b49b39849470eed20a33,2.0,40234.396250000005,17225.27625,2.0,49426.2,0.41254641503991274,Silver
CUST000142,Northstar Logistics 142,Mid Market,Manufacturing,Guadalajara,JA,MEX,Southwest,,880985.36,NET30,Medium,False,1b0f42f99747071eb9ae,5.0,40109.78460109324,10812.709147983249,4.0,70182.22,0.07966332153351562,Silver
CUST000004,Nova Partners 4,Wholesale,Food Service,Atlanta,GA,USA,Southeast,,216805.08,PREPAID,High,False,2f2616098c59b01e50b3,5.0,39348.328557724,21092.754694644,5.0,98654.62,0.4550383229027659,Silver
CUST000323,Nova Supply 323,Small Business,Manufacturing,Denver,CO,USA,West,,58343.17,PREPAID,Low,False,f660a3dc62ea501739e9,2.0,39055.235394536,20122.892520776,1.0,35536.68,0.6090975173272211,Silver
CUST000332,Apex Trading 332,Retail,Retail,Chicago,IL,USA,Midwest,,211406.83,NET45,High,True,0531ab23e9c6fa386ec9,6.0,38720.70323636,13743.36306661,2.0,39328.74,0.18603344083064866,Silver
CUST000069,Summit Trading 69,Enterprise,Education,Dallas,TX,USA,Southwest,2024-01-08,819767.13,NET60,Medium,False,16b6d05ce53fb480b832,2.0,38561.337499999994,20340.4675,2.0,36014.91,0.043933098415399996,Silver
CUST000002,Clearpath Trading 2,Enterprise,Food Service,Vancouver,BC,CAN,West,,28367.9,NET30,High,True,4c58ab047a17da972894,5.0,38482.651402855,20025.877375404998,4.0,124682.38,4.395192453442094,Silver
CUST000396,Nova Trading 396,Small Business,Food Service,Monterrey,NL,MEX,Southwest,,26003.51,NET60,Low,False,ec3bfa89d476889d5182,5.0,38296.66396750125,18930.43412285125,4.0,83097.19,3.195614361291995,Silver
CUST000166,Prime Partners 166,Enterprise,Manufacturing,Miami,FL,USA,Southeast,,265535.89,NET60,High,False,c3b5532be4c86a178ef6,2.0,38278.179429915006,14892.169835505,2.0,53709.869999999995,0.20226971954713915,Silver
CUST000006,Nova Supply 6,Enterprise,Technology,Seattle,WA,USA,West,,576475.0,NET60,Low,False,57d2eb617ee36e3222f5,5.0,37912.93402887425,13850.36754931425,4.0,96534.15,0.16745591742920335,Silver
CUST000017,Northstar Partners 17,Unknown,Education,Miami,FL,USA,Southeast,,52767.87,NET60,High,True,c31f8e2cf417c2ce48d5,4.0,37378.72943092,15229.82569144,4.0,87117.25,1.6509525588203577,Silver
CUST000373,Nova Logistics 373,Mid Market,Technology,Boston,MA,USA,Northeast,,564394.59,NET30,Low,True,14bea3f3fbdf0c50fe8d,3.0,37250.247591925,15083.721362575001,4.0,89863.81,0.15922160061810656,Silver
CUST000036,Apex Logistics 36,Enterprise,Construction,Boston,MA,USA,Northeast,2023-02-02,1032478.42,PREPAID,Medium,False,2f4ccb4e676f34641b06,1.0,37163.025,20230.204999999998,1.0,22086.12,0.021391362349248905,Silver
CUST000133,Clearpath Markets 133,Retail,Healthcare,Monterrey,NL,MEX,Southwest,2022-03-28,406660.29,NET60,Low,True,2ee46e5b274bb851b23f,1.0,36702.9,16736.4,1.0,37551.99,0.09234240697561102,Silver
CUST000206,Nova Group 206,Unknown,Retail,Seattle,WA,USA,West,,20836.87,NET45,Medium,True,18c2e3503cc20a2cac04,2.0,36304.9338460625,19777.5473260625,1.0,28657.31,1.3753174061171376,Silver
CUST000450,Urban Supply 450,Retail,Manufacturing,Seattle,WA,USA,West,,88025.26,NET30,High,True,20420a62ca72a598c3e9,2.0,35552.364,14269.854,1.0,6156.73,0.06994276415656142,Silver
CUST000202,Prime Partners 202,Small Business,Education,Guadalajara,JA,MEX,Southwest,,219650.09,PREPAID,Medium,True,3a26438ad2c602c61b2a,2.0,34575.34477528,19423.4972716,1.0,41456.45,0.18873859783075891,Silver
CUST000140,Clearpath Trading 140,Unknown,Technology,Phoenix,AZ,USA,Southwest,,528765.38,NET60,Low,False,5fa8bd661f724555bda3,5.0,34465.18368587,16361.764682339997,4.0,140404.05,0.2655318508182211,Silver
CUST000240,Nova Supply 240,Small Business,Construction,Guadalajara,JA,MEX,Southwest,,523791.26,PREPAID,Low,True,1bf6b9803967f47aad31,3.0,34287.48,15750.05,2.0,43292.21000000001,0.08265164638295035,Silver
CUST000043,Apex Group 43,Small Business,Manufacturing,Boston,MA,USA,Northeast,,291832.73,PREPAID,High,True,59b012a75ab77e8d63db,2.0,34133.76415231451,12626.337961764502,2.0,71079.63,0.24356291359094645,Silver
CUST000084,Summit Group 84,Retail,Manufacturing,Monterrey,NL,MEX,Southwest,,850339.26,NET45,Low,True,eb10732dacb7d387f42a,3.0,33807.519989980494,20492.256663400498,3.0,115446.09,0.1357647417102675,Silver
CUST000263,Blueriver Trading 263,Wholesale,Construction,Denver,CO,USA,West,,40574.19,NET60,Low,True,78fefc4c3c9fd4484fe2,3.0,33694.0205,12616.0905,1.0,37655.6,0.9280678184826363,Silver
CUST000040,Blueriver Logistics 40,Retail,Technology,Vancouver,BC,CAN,West,,292595.04,NET45,High,False,4f3a4f6f6d14a0338144,2.0,33642.235907352,9306.115995352,1.0,7909.1,0.02703087516452774,Silver
CUST000087,Urban Group 87,Enterprise,Healthcare,Atlanta,GA,USA,Southeast,,27494.18,NET45,Medium,False,3f161861e8658ede8a60,3.0,33635.80952716,15721.317437510002,3.0,65618.62,2.386636735483655,Silver
CUST000288,Apex Partners 288,Small Business,Healthcare,Vancouver,BC,CAN,West,,98779.13,NET30,Medium,True,ee7e81cadf61c9b3dfd5,6.0,33502.4799927285,9952.8333477485,4.0,87024.79,0.8810038112301656,Silver
CUST000355,Northstar Trading 355,Retail,Food Service,Chicago,IL,USA,Midwest,2022-01-03,1044047.11,NET30,Medium,True,b03fbeeb1225461f897b,4.0,33463.627128257496,19217.8932409975,4.0,119289.13,0.11425646300577376,Silver
CUST000182,Apex Partners 182,Enterprise,Education,Vancouver,BC,CAN,West,2025-06-01,210128.98,NET60,Medium,False,3890973c021df742cea6,1.0,33170.299999999996,18068.199999999997,1.0,19037.65,0.09059983063735426,Silver
CUST000272,Summit Trading 272,Wholesale,Manufacturing,Monterrey,NL,MEX,Southwest,,29174.05,NET45,Medium,False,d85d053c291900e74596,6.0,32667.220178644002,10702.861120784,4.0,89926.72,3.082421535576994,Silver
CUST000144,Nova Supply 144,Unknown,Education,Atlanta,GA,USA,Southeast,,29596.63,NET30,Medium,True,b9f3e2df3cdbf4b72768,4.0,32575.202765652,11180.886510471999,1.0,28978.16,0.979103364133011,Silver
CUST000282,Northstar Partners 282,Enterprise,Food Service,Phoenix,AZ,USA,Southwest,2023-04-06,28295.24,NET30,Low,True,713601a9ccdd67c3a40c,3.0,32562.264256299997,17241.8371964,2.0,65910.42,2.3293819031045504,Silver
CUST000280,Urban Group 280,Enterprise,Healthcare,Chicago,IL,USA,Midwest,,436037.02,NET45,High,True,b6940b896880d31a24cc,3.0,31567.98069643125,18034.95262006125,3.0,98377.3,0.22561685244064827,Silver
CUST000123,Urban Supply 123,Unknown,Manufacturing,Toronto,ON,CAN,Northeast,,21866.99,NET45,Low,True,d3f8f69bc8485083ded8,2.0,31280.530476736,7095.326479295999,2.0,44241.17,2.0231943216693287,Silver
CUST000103,Northstar Partners 103,Mid Market,Food Service,Vancouver,BC,CAN,West,,1054292.03,NET30,Low,True,55538caf41519209a371,3.0,31224.929,14127.089,1.0,826.35,0.0007837961176658046,Silver
CUST000016,Summit Group 16,Retail,Technology,Seattle,WA,USA,West,,27487.05,NET45,Medium,False,d452a90c4afd6ab8e2cf,3.0,30990.241925595,14198.928811804999,3.0,80310.17,2.9217456947908196,Silver
CUST000327,Northstar Group 327,Mid Market,Manufacturing,Boston,MA,USA,Northeast,2024-07-09,299872.43,NET60,Low,False,c6c3c9fdf9b0f64508a9,3.0,30892.823973136,14420.379196995998,2.0,44070.64,0.14696462759180628,Silver
CUST000224,Northstar Logistics 224,Enterprise,Education,Atlanta,GA,USA,Southeast,,59028.55,NET30,Medium,True,5244ed490d637d807bf4,4.0,30837.33710138975,11592.639774129748,3.0,37724.979999999996,0.6390971826345048,Silver
CUST000008,Urban Logistics 8,Wholesale,Technology,Monterrey,NL,MEX,Southwest,,115997.12,NET30,Low,False,0c5f0e5b2aaa9e338628,3.0,30666.1644716,13749.7578296,2.0,64197.15,0.5534374474124876,Silver
CUST000044,Apex Partners 44,Mid Market,Food Service,Dallas,TX,USA,Southwest,,21254.43,NET60,High,False,f53a65282fa64c00f36e,2.0,29777.015168589,13068.982681989002,1.0,17351.32,0.816362518307948,Silver
CUST000039,Summit Partners 39,Wholesale,Food Service,Chicago,IL,USA,Midwest,,273857.92,NET45,Medium,True,b2536f65b06fa4695e14,2.0,29563.29911472,14032.326158910004,2.0,17800.66,0.06499961731981314,Silver
CUST000372,Clearpath Markets 372,Wholesale,Healthcare,Denver,CO,USA,West,2024-12-31,428554.12,PREPAID,Low,False,7dc4e9956ba531111dee,2.0,29443.5205,15524.9905,2.0,36014.18,0.08403648061999731,Silver
CUST000315,Blueriver Trading 315,Enterprise,Construction,Boston,MA,USA,Northeast,,48539.51,NET45,Medium,True,2a07b517590cb03d5a6d,2.0,29201.13,14041.74,1.0,15218.05,0.31351882208946896,Silver
CUST000334,Prime Trading 334,Mid Market,Education,Atlanta,GA,USA,Southeast,,20954.74,PREPAID,Medium,False,7ac0c4e5397bc81f1edf,3.0,29194.3867882355,6261.549285435498,1.0,3843.29,0.18340909980271766,Silver
CUST000354,Northstar Trading 354,Wholesale,Education,Chicago,IL,USA,Midwest,2023-11-21,865975.61,PREPAID,Medium,False,20100ffb4808720e1ca3,5.0,29107.0326450385,15080.135591488503,4.0,96443.13,0.11136933752672319,Silver
CUST000159,Northstar Logistics 159,Small Business,Manufacturing,Vancouver,BC,CAN,West,,280447.76,NET60,Medium,True,51a40451208eb846118e,3.0,29086.48523028,15070.738904599999,2.0,62167.35,0.221671765180082,Silver
CUST000052,Summit Partners 52,Unknown,Food Service,Miami,FL,USA,Southeast,,207050.04,PREPAID,Low,True,9dbeb42e1b63c1497dcc,3.0,29019.200308449996,11687.833751609998,2.0,83015.86,0.40094587762455874,Silver
CUST000047,Nova Group 47,Wholesale,Construction,Chicago,IL,USA,Midwest,,110343.31,NET60,Low,True,1836253202c9c9d8bdd6,3.0,28679.0435001925,16227.4339284425,2.0,60355.17,0.5469762507577487,Silver
CUST000401,Clearpath Markets 401,Unknown,Construction,Boston,MA,USA,Northeast,2025-11-07,479276.87,PREPAID,Medium,True,db60be664f7c93f911c8,4.0,28634.755057107002,9867.781440657,4.0,99658.87,0.2079359056071285,Silver
CUST000198,Blueriver Partners 198,Retail,Technology,Chicago,IL,USA,Midwest,2025-07-06,84005.3,NET30,Low,False,a4779dbaa502c4f0a596,2.0,28557.207000000002,13493.956999999999,3.0,65673.39,0.7817767450387059,Silver
CUST000157,Prime Logistics 157,Unknown,Healthcare,Dallas,TX,USA,Southwest,,1078463.62,NET30,Medium,True,65af9b590a5afaa1ac9b,5.0,27818.724821360003,7513.290449260001,4.0,51447.63,0.04770455771145993,Silver
CUST000442,Apex Trading 442,Unknown,Construction,Toronto,ON,CAN,Northeast,,28406.27,NET30,Low,False,d1fb87795e3a94efdb5c,2.0,27708.666279899997,10934.074358939997,1.0,10309.39,0.36292656515621374,Silver
CUST000304,Summit Trading 304,Wholesale,Food Service,Toronto,ON,CAN,Northeast,2022-02-24,24143.68,PREPAID,Low,False,1164854cc28325446dae,3.0,27370.720573810497,8729.564206290499,3.0,47541.67,1.969114484618749,Silver
CUST000269,Urban Partners 269,Enterprise,Healthcare,Vancouver,BC,CAN,West,,556035.57,NET60,Low,False,873e0e5e67ff8f1e4d8c,1.0,27095.620000000003,10811.750000000002,1.0,44459.77,0.07995849977727144,Silver
CUST000430,Urban Markets 430,Wholesale,Education,Guadalajara,JA,MEX,Southwest,2023-10-31,20582.65,NET60,Medium,True,77ddf8d0dc0bdccece60,1.0,27025.768788570003,11662.141224470004,1.0,30907.23,1.5016156811683625,Silver
CUST000299,Apex Group 299,Mid Market,Food Service,Dallas,TX,USA,Southwest,,1170977.71,PREPAID,Low,True,8d364ce9d25ac52b2ee1,4.0,26768.3232718675,9449.9225172175,4.0,99672.48,0.08511902416998185,Silver
CUST000199,Clearpath Partners 199,Unknown,Manufacturing,Vancouver,BC,CAN,West,,24703.98,NET45,Low,True,429610451d3aa65e0862,1.0,26717.732539999997,11228.401749199998,1.0,4722.53,0.1911647434947729,Silver
CUST000284,Apex Markets 284,Retail,Food Service,Guadalajara,JA,MEX,Southwest,,425176.96,NET60,Low,False,374cbf57e1244b282e50,3.0,26535.824038995,12998.116890865,2.0,29958.839999999997,0.07046204949581462,Silver
CUST000257,Northstar Supply 257,Unknown,Technology,Guadalajara,JA,MEX,Southwest,,54756.8,NET45,Low,True,7130261e39cfa4461db5,3.0,26427.010095920003,13370.0241136,3.0,54276.21,0.9912231905443707,Silver
CUST000068,Prime Supply 68,Wholesale,Technology,Boston,MA,USA,Northeast,2024-04-28,50428.46,PREPAID,Low,False,850d1f773bdb67c86f22,3.0,26226.57075,12698.79075,3.0,60113.52,1.1920554385360964,Silver
CUST000310,Northstar Supply 310,Unknown,Technology,Miami,FL,USA,Southeast,,41022.21,PREPAID,Low,False,f12b9b128f87b0bf07d3,2.0,25945.121,12281.630999999998,1.0,9655.14,0.2353637212622138,Silver
CUST000120,Urban Supply 120,Mid Market,Construction,Dallas,TX,USA,Southwest,,47530.2,NET60,Low,False,5be6c769f2b70a177ad1,2.0,25901.4391869775,11182.297539677498,2.0,73305.28,1.5422884818494347,Silver
CUST000335,Apex Markets 335,Small Business,Retail,Dallas,TX,USA,Southwest,,1054613.79,NET60,Low,True,cd6efe41e39240886c94,1.0,25820.3740341735,10262.8910292135,1.0,27305.99,0.025891933387292423,Silver
CUST000073,Clearpath Trading 73,Wholesale,Technology,Toronto,ON,CAN,Northeast,,921660.77,NET60,Medium,False,d97fb7801338a2384d89,3.0,25806.620000000003,15131.529999999999,3.0,88085.87,0.09557298397326816,Silver
CUST000218,Nova Group 218,Small Business,Technology,Seattle,WA,USA,West,,223669.23,NET30,Low,True,a5403067752f879fcee4,2.0,25779.087388264998,9125.869394755,1.0,3617.02,0.01617129007865767,Silver
CUST000376,Urban Logistics 376,Retail,Healthcare,Monterrey,NL,MEX,Southwest,,256428.63,NET45,Medium,True,7ecd3c9b335f55c48c99,2.0,25572.17375,12261.453749999999,2.0,31268.22,0.12193732033743658,Silver
CUST000319,Prime Markets 319,Mid Market,Retail,Guadalajara,JA,MEX,Southwest,,51038.17,NET45,Medium,True,680ec7897f2259797b86,2.0,25354.2785,6780.9385,2.0,17719.22,0.3471758489773439,Silver
CUST000340,Summit Trading 340,Wholesale,Education,Chicago,IL,USA,Midwest,2026-03-02,50019.76,PREPAID,Low,True,fa376c88aaeaf098add9,2.0,25238.789691328002,12545.204919488002,1.0,23690.06,0.4736140277362386,Silver
CUST000277,Blueriver Group 277,Enterprise,Construction,Guadalajara,JA,MEX,Southwest,,57167.94,NET45,Low,True,c62f73b83a6ffdc1a641,4.0,24892.386015418,8476.409541498,3.0,50717.380000000005,0.887164729042187,Silver
CUST000262,Urban Logistics 262,Mid Market,Manufacturing,Phoenix,AZ,USA,Southwest,,21416.43,NET60,Low,True,d074d7430e3a21c571de,6.0,24165.06604955675,8990.08258480675,5.0,103759.29000000001,4.844845289340941,Silver
CUST000176,Blueriver Group 176,Small Business,Retail,Toronto,ON,CAN,Northeast,,22659.82,NET45,Medium,False,e0a5cd4e3d16b640ff4d,4.0,24145.9565,11750.8965,2.0,31508.920000000002,1.3905194304279558,Silver
CUST000055,Summit Markets 55,Retail,Manufacturing,Phoenix,AZ,USA,Southwest,2022-11-23,24368.88,NET30,Medium,True,03e432459e6c86336f3d,1.0,24103.5,13377.0,1.0,17484.41,0.717489273204185,Silver
CUST000324,Blueriver Partners 324,Wholesale,Education,Denver,CO,USA,West,,40159.61,NET45,Low,True,264a4b8c917d9e918f4e,2.0,23938.7142740305,11227.812042690497,1.0,9089.28,0.22632889114212018,Silver
CUST000371,Summit Supply 371,Small Business,Manufacturing,Atlanta,GA,USA,Southeast,,572720.81,NET60,Low,True,30e9aac8af06e404ed4d,1.0,23831.816499999997,9553.946499999998,1.0,1566.61,0.002735381660044795,Silver
CUST000099,Clearpath Markets 99,Mid Market,Food Service,Vancouver,BC,CAN,West,2025-05-22,55677.8,PREPAID,Low,True,880096a6a2b97fab4c61,2.0,23155.80067896325,10609.26125482325,2.0,43646.15,0.7839057936915611,Silver
CUST000188,Apex Supply 188,Small Business,Healthcare,Phoenix,AZ,USA,Southwest,,883451.19,NET30,Low,False,7e324ceaea3c105b195a,3.0,23149.707178346,9918.604111856002,3.0,83032.59,0.09398661854765288,Silver
CUST000093,Summit Trading 93,Enterprise,Retail,Miami,FL,USA,Southeast,,82742.27,PREPAID,Medium,True,c9b26622639b8ca537ab,2.0,23046.0039946275,12417.535795477499,2.0,37165.909999999996,0.4491768234059809,Silver
CUST000094,Blueriver Logistics 94,Unknown,Construction,Denver,CO,USA,West,2024-07-09,429968.88,NET30,High,True,70531fa6ecf59bd0bbbb,3.0,23037.1313623525,8776.524634112498,3.0,69490.25,0.16161692911356748,Silver
CUST000183,Prime Group 183,Small Business,Education,Boston,MA,USA,Northeast,2022-12-31,58699.48,NET60,Low,True,7c12ce292189e6dc5839,7.0,22848.15455791,12476.4542189,5.0,127336.83,2.169300818337743,Silver
CUST000056,Apex Supply 56,Mid Market,Construction,Monterrey,NL,MEX,Southwest,,102380.63,NET30,Low,True,111fef9c3f4dbcd87ea5,3.0,22634.7282438225,11271.8500264225,3.0,80547.83,0.7867487238552839,Silver
CUST000136,Blueriver Trading 136,Small Business,Food Service,Miami,FL,USA,Southeast,2022-02-02,206076.65,NET30,Low,True,b071fd7070de09a4fe05,2.0,22466.182500000003,11037.5825,2.0,40744.92,0.1977173056724282,Silver
CUST000007,Nova Logistics 7,Retail,Education,Guadalajara,JA,MEX,Southwest,,239898.96,NET60,Medium,True,3c5455f51f3f55594597,4.0,22169.254244846998,10809.267879006999,3.0,94113.43,0.3923044518408917,Silver
CUST000220,Summit Group 220,Unknown,Retail,Toronto,ON,CAN,Northeast,2024-04-02,119545.3,NET30,Low,False,7083e5bf880a0ae7ed1d,4.0,21886.476719545746,10290.859468735749,4.0,103376.25,0.8647454144997754,Silver
CUST000038,Blueriver Markets 38,Unknown,Healthcare,Phoenix,AZ,USA,Southwest,,235166.94,PREPAID,Low,True,24f81b710107c5755996,2.0,21875.3683709,9541.884205499999,1.0,8333.08,0.035434742655579055,Silver
CUST000242,Blueriver Partners 242,Unknown,Manufacturing,Seattle,WA,USA,West,,23375.29,PREPAID,Low,True,d76cdc116a51bd3c0be1,2.0,21751.598020079997,10674.792731279998,1.0,9722.47,0.4159293852611026,Silver
CUST000248,Urban Supply 248,Unknown,Retail,Denver,CO,USA,West,,456410.78,NET45,Low,True,a734114a85fa463fe544,3.0,21504.48311266,7338.2578093600005,3.0,71107.76,0.1557977223938488,Silver
CUST000298,Clearpath Markets 298,Retail,Education,Phoenix,AZ,USA,Southwest,,40485.26,NET30,Low,True,e44b2d8f65021363ca95,2.0,21432.88125,4512.041250000001,2.0,52688.08,1.3014138973048461,Silver
CUST000297,Clearpath Group 297,Unknown,Healthcare,Atlanta,GA,USA,Southeast,2021-04-29,440159.3,NET30,Low,False,3ff03eaa4600a9991f4a,2.0,21199.704466875002,11440.010516875001,0.0,0.0,0.0,Silver
CUST000137,Northstar Trading 137,Unknown,Retail,Dallas,TX,USA,Southwest,,23603.29,NET60,High,True,de80a923a72ee56f74f5,1.0,20999.36,9204.789999999999,1.0,8253.01,0.34965506927212264,Silver
CUST000037,Apex Group 37,Wholesale,Technology,Miami,FL,USA,Southeast,2023-08-09,114655.12,NET30,Low,True,95d6f019d45859168461,5.0,20511.61069112375,9087.659544093749,3.0,44497.41,0.3880978886943732,Silver
CUST000119,Apex Logistics 119,Mid Market,Education,Dallas,TX,USA,Southwest,,54242.61,NET30,Low,True,2d535102bee7ab069e2c,2.0,20461.579837999998,9617.893090499998,1.0,25716.03,0.4740927842520852,Silver
CUST000359,Urban Markets 359,Retail,Healthcare,Boston,MA,USA,Northeast,,242722.69,NET60,Medium,True,d99ebe81a2fde47ae287,2.0,20334.91247895,10672.014151249998,2.0,39139.21,0.16125072608580598,Silver
CUST000348,Prime Trading 348,Small Business,Education,Miami,FL,USA,Southeast,,239108.49,NET30,Medium,False,7e51c252d06b9351f5a5,4.0,19907.165205375,8335.061870375,3.0,65189.899999999994,0.2726373287707182,Silver
CUST000051,Nova Partners 51,Mid Market,Manufacturing,Toronto,ON,CAN,Northeast,,26427.31,NET30,Low,True,794f106efb6338f64cb5,1.0,19736.077000837504,12346.629430837502,1.0,35445.29,1.3412371520219046,Silver
CUST000050,Summit Partners 50,Wholesale,Education,Guadalajara,JA,MEX,Southwest,,29978.69,NET30,Medium,False,097b9319dbd9b4573407,1.0,19485.433576345,11526.959209495,0.0,0.0,0.0,Silver
CUST000251,Blueriver Trading 251,Small Business,Technology,Monterrey,NL,MEX,Southwest,,232017.22,PREPAID,High,True,83d9d0d616bce7f1d919,2.0,19476.11262048625,6578.58361308625,2.0,42638.45,0.18377278203747116,Silver
CUST000259,Summit Supply 259,Retail,Education,Chicago,IL,USA,Midwest,,29471.97,PREPAID,Medium,True,0b158b128648f23edf78,2.0,19324.673586545,9399.651308094999,2.0,80915.66,2.745512430964065,Silver
CUST000021,Nova Logistics 21,Wholesale,Manufacturing,Seattle,WA,USA,West,,533648.36,NET30,High,True,d3b180fd0d7ebda006b2,2.0,19008.53140167375,8817.90253442375,2.0,33977.41,0.0636700354518095,Silver
CUST000267,Prime Logistics 267,Wholesale,Food Service,Atlanta,GA,USA,Southeast,,1103877.78,NET30,Medium,False,18e343fdf95e6c6dc3b0,4.0,18964.659797663,6449.9002453329995,4.0,94779.4,0.08586041110456992,Silver
