snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty,available_qty,reorder_point,safety_stock_qty,inventory_status,valid_inventory_qty,stockout_flag,below_reorder_point_flag,overstock_flag
2026-01-31,WH0015,SKU0000231,600.0,256,344,100,100,Stockout,True,False,False,False
2026-01-31,WH0016,SKU0000682,350.0,247,103,50,100,Overstock,True,False,False,False
2026-01-31,WH0016,SKU0000542,727.0,53,674,50,50,Stockout,True,False,False,True
2026-01-31,WH0016,SKU0000037,530.0,292,238,500,200,Low,True,False,True,False
2026-01-31,WH0016,SKU0000553,632.0,213,419,250,200,Low,True,False,False,False
2026-01-31,WH0015,SKU0000597,1909.0,392,1517,500,200,Low,True,False,False,False
2026-01-31,WH0015,SKU0000572,1304.0,210,1094,50,100,Healthy,True,False,False,True
2026-01-31,WH0015,SKU0000660,1719.0,38,1681,50,25,Healthy,True,False,False,True
2026-01-31,WH0015,SKU0000256,413.0,390,23,50,50,Overstock,True,False,True,False
2026-01-31,WH0023,SKU0000031,201.0,34,167,500,50,Low,True,False,True,False
2026-01-31,WH0023,SKU0000593,69.0,12,57,100,100,Low,True,False,True,False
2026-01-31,WH0024,SKU0000148,682.0,195,487,500,50,Overstock,True,False,True,False
2026-01-31,WH0024,SKU0000322,634.0,320,314,50,100,Low,True,False,False,True
2026-01-31,WH0024,SKU0000553,868.0,368,500,50,50,Low,True,False,False,True
2026-01-31,WH0024,SKU0000422,272.0,46,226,100,50,Overstock,True,False,False,False
2026-01-31,WH0023,SKU0000529,1807.0,99,1708,100,200,Healthy,True,False,False,True
2026-01-31,WH0023,SKU0000562,537.0,291,246,100,50,Overstock,True,False,False,False
2026-01-31,WH0023,SKU0000039,704.0,292,412,100,100,Low,True,False,False,True
2026-01-31,WH0025,SKU0000253,1089.0,136,953,100,50,Low,True,False,False,True
2026-01-31,WH0024,SKU0000413,1381.0,40,1341,50,100,Stockout,True,False,False,True
2026-01-31,WH0024,SKU0000150,492.0,366,126,100,200,Overstock,True,False,False,False
2026-01-31,WH0024,SKU0000193,1270.0,250,1020,100,200,Low,True,False,False,True
2026-01-31,WH0025,SKU0000479,917.0,255,662,50,25,Overstock,True,False,False,True
2026-01-31,WH0025,SKU0000586,1026.0,55,971,100,50,Overstock,True,False,False,True
2026-01-31,WH0020,SKU0000029,737.0,335,402,50,50,Overstock,True,False,False,True
2026-01-31,WH0020,SKU0000281,866.0,258,608,250,50,Overstock,True,False,False,False
2026-01-31,WH0020,SKU0000077,474.0,117,357,500,50,Low,True,False,True,False
2026-01-31,WH0021,SKU0000206,544.0,315,229,500,100,Stockout,True,False,True,False
2026-01-31,WH0021,SKU0000151,241.0,205,36,100,50,Low,True,False,True,False
2026-01-31,WH0019,SKU0000565,849.0,209,640,100,200,Healthy,True,False,False,True
2026-01-31,WH0020,SKU0000562,1556.0,372,1184,100,50,Low,True,False,False,True
2026-01-31,WH0019,SKU0000384,524.0,64,460,100,200,Low,True,False,False,True
2026-01-31,WH0019,SKU0000660,1444.0,286,1158,500,25,Healthy,True,False,False,False
2026-01-31,WH0020,SKU0000063,1240.0,173,1067,250,50,Low,True,False,False,True
2026-01-31,WH0020,SKU0000216,1822.0,386,1436,250,200,Stockout,True,False,False,True
2026-01-31,WH0020,SKU0000199,1127.0,66,1061,500,25,Healthy,True,False,False,False
2026-01-31,WH0022,SKU0000532,1515.0,159,1356,50,100,Low,True,False,False,True
2026-01-31,WH0022,SKU0000193,1054.0,116,938,50,100,Healthy,True,False,False,True
2026-01-31,WH0022,SKU0000590,405.0,257,148,50,25,Overstock,True,False,False,False
2026-01-31,WH0022,SKU0000665,1960.0,461,1499,100,200,Healthy,True,False,False,True
2026-01-31,WH0022,SKU0000093,348.0,195,153,500,50,Healthy,True,False,True,False
2026-01-31,WH0022,SKU0000568,537.0,35,502,250,200,Stockout,True,False,False,False
2026-01-31,WH0022,SKU0000488,923.0,500,423,500,200,Overstock,True,False,True,False
2026-01-31,WH0021,SKU0000452,1268.0,109,1159,250,25,Healthy,True,False,False,True
2026-01-31,WH0021,SKU0000293,1924.0,284,1640,250,25,Low,True,False,False,True
2026-01-31,WH0021,SKU0000303,856.0,323,533,50,200,Healthy,True,False,False,True
2026-01-31,WH0022,SKU0000415,1986.0,363,1623,250,100,Stockout,True,False,False,True
2026-01-31,WH0019,SKU0000148,581.0,500,81,50,100,Stockout,True,False,False,False
2026-01-31,WH0005,SKU0000200,1281.0,210,1071,250,25,Overstock,True,False,False,True
2026-01-31,WH0005,SKU0000205,56.0,28,28,250,100,Healthy,True,False,True,False
2026-01-31,WH0005,SKU0000509,1885.0,267,1618,100,25,Stockout,True,False,False,True
2026-01-31,WH0005,SKU0000337,290.0,151,139,500,100,Low,True,False,True,False
2026-01-31,WH0005,SKU0000443,1587.0,163,1424,250,100,Overstock,True,False,False,True
2026-01-31,WH0005,SKU0000296,86.0,71,15,250,50,Stockout,True,False,True,False
2026-01-31,WH0005,SKU0000323,1600.0,64,1536,100,50,Low,True,False,False,True
2026-01-31,WH0005,SKU0000603,877.0,157,720,500,100,Healthy,True,False,False,False
2026-01-31,WH0005,SKU0000102,208.0,200,8,50,50,Healthy,True,False,True,False
2026-01-31,WH0004,SKU0000305,1782.0,144,1638,100,50,Stockout,True,False,False,True
2026-01-31,WH0004,SKU0000375,80.0,62,18,250,25,Stockout,True,False,True,False
2026-01-31,WH0004,SKU0000231,869.0,425,444,50,50,Low,True,False,False,True
2026-01-31,WH0004,SKU0000003,635.0,164,471,500,100,Overstock,True,False,True,False
2026-01-31,WH0004,SKU0000112,1938.0,474,1464,100,100,Overstock,True,False,False,True
2026-01-31,WH0004,SKU0000285,1374.0,420,954,50,25,Overstock,True,False,False,True
2026-01-31,WH0004,SKU0000385,1155.0,356,799,50,25,Overstock,True,False,False,True
2026-01-31,WH0006,SKU0000269,1362.0,488,874,50,100,Healthy,True,False,False,True
2026-01-31,WH0006,SKU0000256,573.0,191,382,500,25,Healthy,True,False,True,False
2026-01-31,WH0006,SKU0000031,526.0,142,384,50,25,Stockout,True,False,False,True
2026-01-31,WH0006,SKU0000173,1188.0,420,768,500,25,Healthy,True,False,False,False
2026-01-31,WH0006,SKU0000330,1776.0,382,1394,250,100,Stockout,True,False,False,True
2026-01-31,WH0006,SKU0000179,727.0,129,598,100,50,Low,True,False,False,True
2026-01-31,WH0007,SKU0000367,538.0,239,299,250,25,Stockout,True,False,False,False
2026-01-31,WH0005,SKU0000308,1017.0,298,719,50,50,Healthy,True,False,False,True
2026-01-31,WH0006,SKU0000651,1074.0,302,772,250,200,Stockout,True,False,False,False
2026-01-31,WH0006,SKU0000065,895.0,275,620,100,200,Healthy,True,False,False,True
2026-01-31,WH0002,SKU0000563,568.0,305,263,50,100,Low,True,False,False,True
2026-01-31,WH0001,SKU0000305,1150.0,149,1001,50,25,Stockout,True,False,False,True
2026-01-31,WH0001,SKU0000178,1267.0,254,1013,100,50,Healthy,True,False,False,True
2026-01-31,WH0002,SKU0000046,1016.0,238,778,50,200,Stockout,True,False,False,True
2026-01-31,WH0001,SKU0000330,294.0,61,233,500,50,Stockout,True,False,True,False
2026-01-31,WH0001,SKU0000235,1083.0,465,618,100,100,Overstock,True,False,False,True
2026-01-31,WH0001,SKU0000665,683.0,319,364,250,200,Overstock,True,False,False,False
2026-01-31,WH0001,SKU0000074,1662.0,435,1227,250,200,Healthy,True,False,False,True
2026-01-31,WH0002,SKU0000554,1537.0,414,1123,250,100,Healthy,True,False,False,True
2026-01-31,WH0003,SKU0000012,1953.0,114,1839,50,200,Healthy,True,False,False,True
2026-01-31,WH0003,SKU0000470,1754.0,468,1286,100,25,Healthy,True,False,False,True
2026-01-31,WH0003,SKU0000302,1865.0,323,1542,100,50,Overstock,True,False,False,True
2026-01-31,WH0003,SKU0000429,1144.0,67,1077,50,200,Stockout,True,False,False,True
2026-01-31,WH0003,SKU0000173,147.0,113,34,50,25,Stockout,True,False,True,False
2026-01-31,WH0003,SKU0000492,1616.0,481,1135,500,100,Overstock,True,False,False,False
2026-01-31,WH0004,SKU0000142,667.0,404,263,250,200,Stockout,True,False,False,False
2026-01-31,WH0002,SKU0000488,1917.0,375,1542,250,100,Low,True,False,False,True
2026-01-31,WH0002,SKU0000583,694.0,405,289,100,100,Healthy,True,False,False,False
2026-01-31,WH0003,SKU0000683,1555.0,231,1324,100,100,Healthy,True,False,False,True
2026-01-31,WH0011,SKU0000348,1586.0,431,1155,500,50,Overstock,True,False,False,False
2026-01-31,WH0011,SKU0000390,359.0,344,15,500,200,Stockout,True,False,True,False
2026-01-31,WH0011,SKU0000677,1004.0,418,586,250,25,Low,True,False,False,False
2026-01-31,WH0011,SKU0000665,657.0,31,626,50,25,Low,True,False,False,True
2026-01-31,WH0011,SKU0000099,849.0,64,785,500,200,Healthy,True,False,False,False
2026-01-31,WH0011,SKU0000296,286.0,257,29,500,50,Healthy,True,False,True,False
2026-01-31,WH0010,SKU0000037,682.0,414,268,50,200,Healthy,True,False,False,True
2026-01-31,WH0010,SKU0000360,95.0,28,67,100,50,Healthy,True,False,True,False
2026-01-31,WH0010,SKU0000452,1641.0,366,1275,50,25,Healthy,True,False,False,True
2026-01-31,WH0010,SKU0000012,297.0,265,32,500,100,Healthy,True,False,True,False
2026-01-31,WH0012,SKU0000500,343.0,57,286,250,200,Healthy,True,False,False,False
2026-01-31,WH0013,SKU0000416,1904.0,6,1898,50,200,Healthy,True,False,False,True
2026-01-31,WH0013,SKU0000244,194.0,132,62,100,200,Stockout,True,False,True,False
2026-01-31,WH0011,SKU0000181,1616.0,238,1378,50,200,Healthy,True,False,False,True
2026-01-31,WH0012,SKU0000331,1232.0,134,1098,50,50,Low,True,False,False,True
2026-01-31,WH0012,SKU0000230,48.0,42,6,50,100,Healthy,True,False,True,False
2026-01-31,WH0008,SKU0000206,1507.0,185,1322,500,25,Overstock,True,False,False,False
2026-01-31,WH0008,SKU0000132,387.0,276,111,500,50,Low,True,False,True,False
2026-01-31,WH0008,SKU0000007,1831.0,42,1789,50,200,Low,True,False,False,True
2026-01-31,WH0008,SKU0000625,342.0,121,221,500,25,Overstock,True,False,True,False
2026-01-31,WH0007,SKU0000506,827.0,370,457,50,100,Healthy,True,False,False,True
2026-01-31,WH0007,SKU0000386,1437.0,129,1308,50,25,Healthy,True,False,False,True
2026-01-31,WH0007,SKU0000524,75.0,70,5,500,100,Low,True,False,True,False
2026-01-31,WH0007,SKU0000304,906.0,459,447,100,100,Overstock,True,False,False,True
2026-01-31,WH0007,SKU0000020,33.0,27,6,250,50,Overstock,True,False,True,False
2026-01-31,WH0007,SKU0000563,1135.0,369,766,100,50,Stockout,True,False,False,True
2026-01-31,WH0007,SKU0000625,696.0,495,201,250,25,Healthy,True,False,True,False
2026-01-31,WH0007,SKU0000144,1362.0,73,1289,100,50,Low,True,False,False,True
2026-01-31,WH0007,SKU0000532,567.0,402,165,50,100,Low,True,False,False,False
2026-01-31,WH0007,SKU0000222,227.0,26,201,250,50,Stockout,True,False,True,False
2026-01-31,WH0008,SKU0000192,1162.0,257,905,50,50,Overstock,True,False,False,True
2026-01-31,WH0009,SKU0000304,1336.0,249,1087,50,50,Low,True,False,False,True
2026-01-31,WH0009,SKU0000665,483.0,476,7,100,50,Healthy,True,False,True,False
2026-01-31,WH0010,SKU0000298,2000.0,242,1758,50,100,Low,True,False,False,True
2026-01-31,WH0010,SKU0000178,1166.0,312,854,500,50,Overstock,True,False,False,False
2026-01-31,WH0010,SKU0000322,974.0,112,862,100,200,Low,True,False,False,True
2026-01-31,WH0010,SKU0000372,529.0,256,273,500,50,Healthy,True,False,True,False
2026-01-31,WH0008,SKU0000045,1044.0,314,730,50,25,Healthy,True,False,False,True
2026-02-28,WH0017,SKU0000253,574.0,198,376,250,100,Overstock,True,False,False,False
2026-02-28,WH0017,SKU0000215,557.0,404,153,250,200,Stockout,True,False,True,False
2026-02-28,WH0017,SKU0000555,364.0,53,311,250,100,Healthy,True,False,False,False
2026-02-28,WH0017,SKU0000027,51.0,31,20,250,25,Overstock,True,False,True,False
2026-02-28,WH0017,SKU0000070,330.0,156,174,250,50,Healthy,True,False,True,False
2026-02-28,WH0018,SKU0000191,777.0,107,670,250,200,Overstock,True,False,False,False
2026-02-28,WH0018,SKU0000437,1055.0,356,699,500,50,Low,True,False,False,False
2026-02-28,WH0018,SKU0000627,1127.0,262,865,500,200,Low,True,False,False,False
2026-02-28,WH0018,SKU0000624,989.0,398,591,50,50,Overstock,True,False,False,True
2026-02-28,WH0017,SKU0000147,223.0,114,109,500,50,Healthy,True,False,True,False
2026-02-28,WH0017,SKU0000233,322.0,129,193,500,100,Low,True,False,True,False
2026-02-28,WH0017,SKU0000106,343.0,40,303,100,25,Healthy,True,False,False,False
2026-02-28,WH0016,SKU0000494,1494.0,70,1424,100,200,Healthy,True,False,False,True
2026-02-28,WH0016,SKU0000504,477.0,366,111,50,25,Low,True,False,False,False
2026-02-28,WH0016,SKU0000587,1219.0,395,824,250,200,Low,True,False,False,False
2026-02-28,WH0016,SKU0000516,759.0,457,302,500,50,Stockout,True,False,True,False
2026-02-28,WH0016,SKU0000142,1922.0,423,1499,50,200,Healthy,True,False,False,True
2026-02-28,WH0016,SKU0000012,126.0,48,78,500,25,Healthy,True,False,True,False
2026-02-28,WH0016,SKU0000092,37.0,24,13,100,25,Healthy,True,False,True,False
2026-02-28,WH0017,SKU0000246,1434.0,308,1126,100,50,Low,True,False,False,True
2026-02-28,WH0017,SKU0000224,403.0,158,245,500,100,Stockout,True,False,True,False
2026-02-28,WH0017,SKU0000383,3.0,3,0,250,100,Overstock,True,True,True,False
2026-02-28,WH0017,SKU0000577,1903.0,134,1769,100,50,Overstock,True,False,False,True
2026-02-28,WH0017,SKU0000236,1331.0,215,1116,50,25,Healthy,True,False,False,True
2026-02-28,WH0018,SKU0000061,1590.0,230,1360,500,200,Healthy,True,False,False,False
2026-02-28,WH0019,SKU0000021,301.0,247,54,100,50,Low,True,False,True,False
2026-02-28,WH0019,SKU0000020,1501.0,58,1443,50,50,Healthy,True,False,False,True
2026-02-28,WH0019,SKU0000542,1597.0,49,1548,250,200,Low,True,False,False,True
2026-02-28,WH0019,SKU0000654,1889.0,287,1602,250,50,Stockout,True,False,False,True
2026-02-28,WH0019,SKU0000521,768.0,15,753,250,200,Healthy,True,False,False,False
2026-02-28,WH0019,SKU0000040,1740.0,296,1444,250,25,Overstock,True,False,False,True
2026-02-28,WH0019,SKU0000219,732.0,473,259,100,25,Healthy,True,False,False,False
2026-02-28,WH0019,SKU0000216,331.0,242,89,100,100,Overstock,True,False,True,False
2026-02-28,WH0019,SKU0000396,1108.0,48,1060,500,25,Stockout,True,False,False,False
2026-02-28,WH0019,SKU0000326,1347.0,148,1199,250,200,Healthy,True,False,False,True
2026-02-28,WH0019,SKU0000049,104.0,69,35,100,25,Low,True,False,True,False
2026-02-28,WH0019,SKU0000273,501.0,280,221,100,100,Stockout,True,False,False,False
2026-02-28,WH0019,SKU0000438,320.0,244,76,250,25,Healthy,True,False,True,False
2026-02-28,WH0018,SKU0000098,611.0,459,152,250,200,Overstock,True,False,True,False
2026-02-28,WH0018,SKU0000537,449.0,132,317,50,50,Stockout,True,False,False,True
2026-02-28,WH0018,SKU0000086,429.0,417,12,500,100,Healthy,True,False,True,False
2026-02-28,WH0018,SKU0000483,1587.0,151,1436,50,50,Healthy,True,False,False,True
2026-02-28,WH0018,SKU0000200,1819.0,355,1464,50,100,Overstock,True,False,False,True
2026-02-28,WH0018,SKU0000546,1387.0,76,1311,50,200,Healthy,True,False,False,True
2026-02-28,WH0018,SKU0000517,1562.0,361,1201,50,50,Healthy,True,False,False,True
2026-02-28,WH0018,SKU0000214,580.0,371,209,500,25,Low,True,False,True,False
2026-02-28,WH0018,SKU0000199,666.0,480,186,100,25,Overstock,True,False,False,False
2026-02-28,WH0018,SKU0000542,1487.0,430,1057,100,200,Low,True,False,False,True
2026-02-28,WH0018,SKU0000416,596.0,114,482,500,50,Overstock,True,False,True,False
2026-02-28,WH0018,SKU0000682,1979.0,193,1786,100,100,Overstock,True,False,False,True
2026-02-28,WH0018,SKU0000668,960.0,203,757,250,100,Healthy,True,False,False,False
2026-02-28,WH0018,SKU0000405,746.0,93,653,100,50,Healthy,True,False,False,True
2026-02-28,WH0018,SKU0000545,550.0,95,455,50,100,Overstock,True,False,False,True
2026-02-28,WH0018,SKU0000301,866.0,193,673,100,200,Low,True,False,False,True
2026-02-28,WH0014,SKU0000432,529.0,428,101,500,25,Healthy,True,False,True,False
2026-02-28,WH0014,SKU0000445,375.0,9,366,100,50,Stockout,True,False,False,False
2026-02-28,WH0014,SKU0000562,1798.0,195,1603,100,50,Healthy,True,False,False,True
2026-02-28,WH0014,SKU0000402,1530.0,54,1476,500,200,Overstock,True,False,False,False
2026-02-28,WH0014,SKU0000185,1084.0,10,1074,100,50,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000367,946.0,212,734,500,50,Healthy,True,False,False,False
2026-02-28,WH0014,SKU0000201,1954.0,323,1631,100,200,Healthy,True,False,False,True
2026-02-28,WH0014,SKU0000464,1279.0,221,1058,50,200,Healthy,True,False,False,True
2026-02-28,WH0014,SKU0000405,1855.0,423,1432,500,100,Healthy,True,False,False,False
2026-02-28,WH0014,SKU0000587,1336.0,70,1266,100,100,Stockout,True,False,False,True
2026-02-28,WH0013,SKU0000437,102.0,28,74,50,200,Healthy,True,False,False,False
2026-02-28,WH0013,SKU0000302,36.0,9,27,500,200,Healthy,True,False,True,False
2026-02-28,WH0013,SKU0000517,198.0,94,104,500,200,Stockout,True,False,True,False
2026-02-28,WH0013,SKU0000462,676.0,342,334,500,50,Healthy,True,False,True,False
2026-02-28,WH0013,SKU0000513,652.0,484,168,250,100,Overstock,True,False,True,False
2026-02-28,WH0014,SKU0000529,1243.0,267,976,250,25,Low,True,False,False,False
2026-02-28,WH0014,SKU0000199,386.0,195,191,50,100,Stockout,True,False,False,False
2026-02-28,WH0014,SKU0000519,975.0,325,650,100,100,Healthy,True,False,False,True
2026-02-28,WH0014,SKU0000235,703.0,477,226,100,50,Overstock,True,False,False,False
2026-02-28,WH0014,SKU0000151,284.0,116,168,50,50,Stockout,True,False,False,False
2026-02-28,WH0014,SKU0000367,47.0,24,23,500,100,Overstock,True,False,True,False
2026-02-28,WH0013,SKU0000660,15.0,7,8,250,25,Stockout,True,False,True,False
2026-02-28,WH0015,SKU0000031,1512.0,307,1205,50,100,Healthy,True,False,False,True
2026-02-28,WH0016,SKU0000657,1341.0,103,1238,500,25,Low,True,False,False,False
2026-02-28,WH0016,SKU0000543,744.0,309,435,500,200,Overstock,True,False,True,False
2026-02-28,WH0016,SKU0000285,58.0,46,12,100,100,Low,True,False,True,False
2026-02-28,WH0015,SKU0000588,535.0,459,76,500,25,Healthy,True,False,True,False
2026-02-28,WH0016,SKU0000180,1989.0,370,1619,50,200,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000102,274.0,84,190,250,25,Healthy,True,False,True,False
2026-02-28,WH0016,SKU0000568,1816.0,49,1767,50,200,Overstock,True,False,False,True
2026-02-28,WH0016,SKU0000081,1023.0,479,544,250,100,Stockout,True,False,False,False
2026-02-28,WH0016,SKU0000470,525.0,310,215,100,200,Stockout,True,False,False,False
2026-02-28,WH0015,SKU0000005,1812.0,410,1402,50,50,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000351,1127.0,279,848,50,200,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000244,813.0,307,506,500,200,Healthy,True,False,False,False
2026-02-28,WH0015,SKU0000535,233.0,11,222,50,25,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000010,1652.0,451,1201,250,100,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000036,668.0,150,518,500,50,Healthy,True,False,False,False
2026-02-28,WH0015,SKU0000653,694.0,266,428,250,200,Low,True,False,False,False
2026-02-28,WH0015,SKU0000045,745.0,328,417,500,200,Low,True,False,True,False
2026-02-28,WH0015,SKU0000440,1054.0,161,893,100,200,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000032,1128.0,142,986,50,200,Overstock,True,False,False,True
2026-02-28,WH0015,SKU0000564,849.0,177,672,50,50,Healthy,True,False,False,True
2026-02-28,WH0015,SKU0000528,63.0,43,20,100,25,Stockout,True,False,True,False
2026-02-28,WH0015,SKU0000235,1956.0,202,1754,100,200,Healthy,True,False,False,True
2026-02-28,WH0015,SKU0000063,1869.0,241,1628,250,25,Healthy,True,False,False,True
2026-02-28,WH0015,SKU0000366,1423.0,231,1192,500,100,Overstock,True,False,False,False
2026-02-28,WH0023,SKU0000519,664.0,385,279,100,25,Overstock,True,False,False,False
2026-02-28,WH0023,SKU0000503,37.0,13,24,50,100,Stockout,True,False,True,False
2026-02-28,WH0023,SKU0000173,1478.0,0,1478,250,100,Healthy,True,False,False,True
2026-02-28,WH0023,SKU0000372,1226.0,429,797,500,50,Stockout,True,False,False,False
2026-02-28,WH0023,SKU0000073,461.0,354,107,100,200,Healthy,True,False,False,False
2026-02-28,WH0023,SKU0000416,1939.0,443,1496,100,25,Overstock,True,False,False,True
2026-02-28,WH0023,SKU0000642,1005.0,75,930,100,50,Low,True,False,False,True
2026-02-28,WH0023,SKU0000309,848.0,71,777,50,25,Healthy,True,False,False,True
2026-02-28,WH0024,SKU0000597,121.0,25,96,500,100,Overstock,True,False,True,False
2026-02-28,WH0024,SKU0000389,965.0,249,716,100,50,Low,True,False,False,True
2026-02-28,WH0024,SKU0000086,1026.0,93,933,500,100,Healthy,True,False,False,False
2026-02-28,WH0024,SKU0000429,1777.0,94,1683,250,25,Overstock,True,False,False,True
2026-02-28,WH0024,SKU0000455,21.0,19,2,50,100,Healthy,True,False,True,False
2026-02-28,WH0024,SKU0000478,1800.0,299,1501,500,50,Overstock,True,False,False,False
2026-02-28,WH0024,SKU0000306,817.0,186,631,100,25,Overstock,True,False,False,True
2026-02-28,WH0024,SKU0000305,447.0,435,12,100,100,Stockout,True,False,True,False
2026-02-28,WH0023,SKU0000360,91.0,38,53,250,100,Healthy,True,False,True,False
2026-02-28,WH0023,SKU0000304,90.0,38,52,100,200,Low,True,False,True,False
2026-02-28,WH0023,SKU0000267,1643.0,450,1193,50,100,Stockout,True,False,False,True
2026-02-28,WH0023,SKU0000665,475.0,465,10,50,50,Low,True,False,True,False
2026-02-28,WH0023,SKU0000439,1248.0,257,991,500,25,Healthy,True,False,False,False
2026-02-28,WH0023,SKU0000393,891.0,10,881,500,100,Healthy,True,False,False,False
2026-02-28,WH0023,SKU0000192,844.0,366,478,100,50,Low,True,False,False,True
2026-02-28,WH0023,SKU0000121,1705.0,406,1299,500,50,Overstock,True,False,False,False
2026-02-28,WH0023,SKU0000032,721.0,63,658,500,25,Low,True,False,False,False
2026-02-28,WH0023,SKU0000348,1808.0,267,1541,500,100,Stockout,True,False,False,False
2026-02-28,WH0023,SKU0000208,1397.0,81,1316,100,50,Low,True,False,False,True
2026-02-28,WH0023,SKU0000487,765.0,24,741,100,50,Overstock,True,False,False,True
2026-02-28,WH0023,SKU0000056,900.0,297,603,250,50,Healthy,True,False,False,False
2026-02-28,WH0023,SKU0000289,958.0,335,623,500,50,Low,True,False,False,False
2026-02-28,WH0025,SKU0000543,188.0,31,157,100,25,Overstock,True,False,False,False
2026-02-28,WH0025,SKU0000523,1745.0,389,1356,250,100,Overstock,True,False,False,True
2026-02-28,WH0025,SKU0000226,584.0,311,273,250,200,Low,True,False,False,False
2026-02-28,WH0025,SKU0000360,136.0,65,71,50,50,Stockout,True,False,False,False
2026-02-28,WH0025,SKU0000455,631.0,212,419,500,25,Overstock,True,False,True,False
2026-02-28,WH0025,SKU0000205,200.0,105,95,500,100,Overstock,True,False,True,False
2026-02-28,WH0025,SKU0000027,1445.0,132,1313,500,50,Stockout,True,False,False,False
2026-02-28,WH0025,SKU0000005,1388.0,158,1230,50,50,Low,True,False,False,True
2026-02-28,WH0025,SKU0000375,121.0,119,2,50,50,Stockout,True,False,True,False
2026-02-28,WH0025,SKU0000119,2.0,0,2,50,200,Stockout,True,False,True,False
2026-02-28,WH0024,SKU0000379,43.0,33,10,50,200,Healthy,True,False,True,False
2026-02-28,WH0024,SKU0000214,352.0,280,72,50,25,Healthy,True,False,False,False
2026-02-28,WH0025,SKU0000021,1432.0,219,1213,50,25,Healthy,True,False,False,True
2026-02-28,WH0025,SKU0000256,1523.0,29,1494,500,25,Healthy,True,False,False,False
2026-02-28,WH0025,SKU0000625,799.0,369,430,500,200,Overstock,True,False,True,False
2026-02-28,WH0025,SKU0000577,181.0,55,126,500,25,Overstock,True,False,True,False
2026-02-28,WH0024,SKU0000312,1258.0,414,844,50,25,Stockout,True,False,False,True
2026-02-28,WH0020,SKU0000531,596.0,478,118,500,25,Healthy,True,False,True,False
2026-02-28,WH0020,SKU0000659,1121.0,45,1076,100,25,Healthy,True,False,False,True
2026-02-28,WH0020,SKU0000290,1246.0,41,1205,100,200,Healthy,True,False,False,True
2026-02-28,WH0020,SKU0000185,570.0,449,121,50,50,Overstock,True,False,False,False
2026-02-28,WH0020,SKU0000359,1341.0,26,1315,250,200,Low,True,False,False,True
