receipt_line_id,receipt_id,po_line_id,product_id,received_qty,rejected_qty,damage_reason,valid_received_qty,po_id,warehouse_id,receipt_date,receipt_status,inspection_status,ordered_qty,unit_cost,fill_rate,rejected_rate
RCL0000000121,RCV00000069,POL0000000717,SKU0000630,750.0,0.0,,True,PO00000279,WH0001,,Received,Pending,1000.0,262.31,0.75,0.0
RCL0000000124,RCV00000070,POL0000001919,SKU0000391,187.0,0.0,Incorrect item,True,PO00000764,WH0021,,Received,Passed,250.0,209.64,0.748,0.0
RCL0000000127,RCV00000072,POL0000000485,SKU0000106,75.0,2.0,Incorrect item,True,PO00000193,WH0016,,Received,Failed,100.0,71.95,0.75,0.02666666666666667
RCL0000000136,RCV00000078,POL0000001329,SKU0000186,375.0,1.0,Damaged packaging,True,PO00000521,WH0011,,Rejected,Pending,500.0,45.56,0.75,0.0026666666666666666
RCL0000000137,RCV00000079,POL0000000242,SKU0000533,75.0,1.0,Incorrect item,True,PO00000090,WH0011,,Partial,Passed,100.0,240.22,0.75,0.013333333333333334
RCL0000000140,RCV00000081,POL0000000114,SKU0000674,750.0,1.0,Incorrect item,True,PO00000039,WH0016,2026-03-07,Partial,Passed,1000.0,99.69,0.75,0.0013333333333333333
RCL0000000142,RCV00000082,POL0000001550,SKU0000394,75.0,0.0,Damaged packaging,True,PO00000609,WH0013,,Rejected,Passed,100.0,48.14,0.75,0.0
RCL0000000144,RCV00000084,POL0000002001,SKU0000380,75.0,2.0,,True,PO00000800,WH0022,,Received,Pending,100.0,116.16,0.75,0.02666666666666667
RCL0000000145,RCV00000084,POL0000002002,SKU0000071,75.0,1.0,,True,PO00000800,WH0022,,Received,Pending,100.0,92.75,0.75,0.013333333333333334
RCL0000000148,RCV00000085,POL0000000589,SKU0000076,75.0,0.0,,True,PO00000235,WH0005,,Rejected,Pending,100.0,64.98,0.75,0.0
RCL0000000154,RCV00000088,POL0000001297,SKU0000650,750.0,2.0,Damaged packaging,True,PO00000510,WH0012,2026-05-03,Received,Passed,1000.0,14.28,0.75,0.0026666666666666666
RCL0000000155,RCV00000089,POL0000000606,SKU0000259,25.0,0.0,Damaged packaging,True,PO00000241,WH0023,,Partial,Pending,50.0,181.31,0.5,0.0
RCL0000000156,RCV00000089,POL0000000607,SKU0000114,50.0,0.0,Incorrect item,True,PO00000241,WH0023,,Partial,Pending,100.0,145.89,0.5,0.0
RCL0000000158,RCV00000090,POL0000000840,SKU0000399,75.0,0.0,Damaged packaging,True,PO00000329,WH0005,,Partial,Failed,100.0,29.14,0.75,0.0
RCL0000000164,RCV00000092,POL0000001914,SKU0000210,37.0,2.0,Damaged packaging,True,PO00000761,WH0001,,Partial,Failed,50.0,26.81,0.74,0.05405405405405406
RCL0000000177,RCV00000099,POL0000000901,SKU0000102,50.0,1.0,Damaged packaging,True,PO00000352,WH0022,,Partial,Passed,100.0,66.95,0.5,0.02
RCL0000000179,RCV00000100,POL0000000730,SKU0000417,250.0,5.0,Temperature breach,True,PO00000285,WH0004,2026-05-18,Received,Passed,500.0,107.86,0.5,0.02
RCL0000000183,RCV00000102,POL0000000559,SKU0000501,25.0,5.0,Temperature breach,True,PO00000223,WH0002,,Partial,Passed,50.0,233.5,0.5,0.2
RCL0000000184,RCV00000103,POL0000001810,SKU0000502,750.0,0.0,,True,PO00000715,WH0023,2026-06-02,Rejected,Pending,1000.0,297.05,0.75,0.0
RCL0000000196,RCV00000110,POL0000001264,SKU0000415,125.0,2.0,Damaged packaging,True,PO00000499,WH0009,,Received,Passed,250.0,220.81,0.5,0.016
RCL0000000201,RCV00000113,POL0000000068,SKU0000661,125.0,0.0,,True,PO00000024,WH0019,2026-03-20,Rejected,Pending,250.0,24.97,0.5,0.0
RCL0000000205,RCV00000115,POL0000000988,SKU0000053,250.0,0.0,Temperature breach,True,PO00000388,WH0001,,Received,Pending,500.0,104.27,0.5,0.0
RCL0000000211,RCV00000118,POL0000000747,SKU0000524,125.0,0.0,,True,PO00000294,WH0001,2026-04-03,Rejected,Failed,250.0,260.06,0.5,0.0
RCL0000000216,RCV00000119,POL0000000059,SKU0000002,187.0,1.0,Damaged packaging,True,PO00000021,WH0017,2026-02-13,Received,Pending,250.0,191.37,0.748,0.0053475935828877
RCL0000000219,RCV00000121,POL0000001036,SKU0000076,375.0,0.0,,True,PO00000405,WH0012,2026-04-07,Partial,Pending,500.0,64.98,0.75,0.0
RCL0000000227,RCV00000127,POL0000000172,SKU0000321,375.0,0.0,Temperature breach,True,PO00000062,WH0019,,Received,Passed,500.0,128.78,0.75,0.0
RCL0000000231,RCV00000128,POL0000000975,SKU0000228,500.0,0.0,,True,PO00000383,WH0018,2026-05-11,Received,Passed,1000.0,290.95,0.5,0.0
RCL0000000236,RCV00000131,POL0000001085,SKU0000633,25.0,0.0,Damaged packaging,True,PO00000427,WH0012,,Received,Pending,50.0,50.73,0.5,0.0
RCL0000000240,RCV00000133,POL0000001515,SKU0000198,750.0,0.0,,True,PO00000594,WH0015,2026-03-27,Received,Passed,1000.0,36.83,0.75,0.0
RCL0000000241,RCV00000133,POL0000001516,SKU0000026,750.0,0.0,,True,PO00000594,WH0015,2026-03-27,Received,Passed,1000.0,161.1,0.75,0.0
RCL0000000242,RCV00000134,POL0000000788,SKU0000444,375.0,0.0,Damaged packaging,True,PO00000309,WH0016,2026-03-01,Received,Passed,500.0,234.25,0.75,0.0
RCL0000000245,RCV00000135,POL0000001139,SKU0000040,50.0,0.0,Incorrect item,True,PO00000450,WH0017,2026-02-23,Received,Pending,100.0,287.52,0.5,0.0
RCL0000000249,RCV00000136,POL0000001474,SKU0000124,75.0,0.0,Damaged packaging,True,PO00000581,WH0004,,Received,Passed,100.0,44.0,0.75,0.0
RCL0000000255,RCV00000138,POL0000000093,SKU0000270,750.0,2.0,,True,PO00000033,WH0009,,Partial,Failed,1000.0,30.68,0.75,0.0026666666666666666
RCL0000000257,RCV00000139,POL0000000260,SKU0000124,750.0,1.0,Damaged packaging,True,PO00000097,WH0023,2026-03-02,Received,Passed,1000.0,44.0,0.75,0.0013333333333333333
RCL0000000258,RCV00000140,POL0000000400,SKU0000396,750.0,0.0,,True,PO00000159,WH0003,2026-01-11,Received,Passed,1000.0,140.96,0.75,0.0
RCL0000000260,RCV00000141,POL0000001104,SKU0000010,125.0,1.0,,True,PO00000434,WH0025,2026-03-27,Rejected,Passed,250.0,204.35,0.5,0.008
RCL0000000261,RCV00000141,POL0000001105,SKU0000550,750.0,0.0,,True,PO00000434,WH0025,2026-03-27,Rejected,Passed,1000.0,79.0,0.75,0.0
RCL0000000264,RCV00000143,POL0000001282,SKU0000058,375.0,5.0,Incorrect item,True,PO00000505,WH0022,2026-04-04,Received,Failed,500.0,170.69,0.75,0.013333333333333334
RCL0000000265,RCV00000144,POL0000000141,SKU0000558,50.0,5.0,Damaged packaging,True,PO00000051,WH0001,2026-01-13,Rejected,Failed,100.0,68.72,0.5,0.1
RCL0000000272,RCV00000148,POL0000001125,SKU0000204,50.0,0.0,Temperature breach,True,PO00000443,WH0004,2026-05-01,Received,Pending,100.0,253.83,0.5,0.0
RCL0000000275,RCV00000150,POL0000000121,SKU0000325,50.0,0.0,,True,PO00000043,WH0010,,Received,Passed,100.0,96.4,0.5,0.0
RCL0000000276,RCV00000150,POL0000000122,SKU0000572,375.0,0.0,,True,PO00000043,WH0010,,Received,Passed,500.0,284.13,0.75,0.0
RCL0000000283,RCV00000155,POL0000001352,SKU0000163,750.0,0.0,,True,PO00000529,WH0017,,Received,Passed,1000.0,53.46,0.75,0.0
RCL0000000294,RCV00000161,POL0000000023,SKU0000395,37.0,0.0,,True,PO00000010,WH0014,,Rejected,Failed,50.0,239.1,0.74,0.0
RCL0000000301,RCV00000166,POL0000001968,SKU0000025,750.0,0.0,Temperature breach,True,PO00000787,WH0019,2026-02-04,Received,Pending,1000.0,190.45,0.75,0.0
RCL0000000307,RCV00000169,POL0000000784,SKU0000200,50.0,2.0,,True,PO00000308,WH0004,,Received,Passed,100.0,224.59,0.5,0.04
RCL0000000311,RCV00000171,POL0000001247,SKU0000239,750.0,0.0,Incorrect item,True,PO00000492,WH0017,,Partial,Passed,1000.0,85.21,0.75,0.0
RCL0000000313,RCV00000172,POL0000001406,SKU0000396,75.0,0.0,,True,PO00000556,WH0001,,Partial,Pending,100.0,140.96,0.75,0.0
RCL0000000318,RCV00000175,POL0000001463,SKU0000384,75.0,0.0,,True,PO00000577,WH0003,,Received,Pending,100.0,289.4,0.75,0.0
RCL0000000319,RCV00000176,POL0000001314,SKU0000007,500.0,0.0,Damaged packaging,True,PO00000516,WH0020,,Received,Failed,1000.0,151.15,0.5,0.0
RCL0000000322,RCV00000179,POL0000000133,SKU0000268,187.0,2.0,Incorrect item,True,PO00000049,WH0017,,Received,Passed,250.0,293.05,0.748,0.0106951871657754
RCL0000000323,RCV00000179,POL0000000135,SKU0000147,750.0,0.0,Incorrect item,True,PO00000049,WH0017,,Received,Passed,1000.0,287.94,0.75,0.0
RCL0000000324,RCV00000180,POL0000000663,SKU0000499,75.0,2.0,Damaged packaging,True,PO00000261,WH0003,2026-03-30,Received,Failed,100.0,13.64,0.75,0.02666666666666667
RCL0000000329,RCV00000182,POL0000000432,SKU0000293,375.0,1.0,Incorrect item,True,PO00000170,WH0005,,Rejected,Failed,500.0,299.08,0.75,0.0026666666666666666
RCL0000000332,RCV00000183,POL0000001978,SKU0000106,75.0,0.0,Incorrect item,True,PO00000790,WH0022,,Received,Passed,100.0,71.95,0.75,0.0
RCL0000000337,RCV00000186,POL0000001544,SKU0000326,750.0,5.0,,True,PO00000607,WH0012,,Partial,Passed,1000.0,234.1,0.75,0.006666666666666667
RCL0000000341,RCV00000188,POL0000000931,SKU0000122,250.0,0.0,Incorrect item,True,PO00000365,WH0021,2025-12-20,Rejected,Passed,500.0,100.15,0.5,0.0
RCL0000000344,RCV00000190,POL0000001401,SKU0000674,125.0,2.0,Incorrect item,True,PO00000554,WH0006,,Rejected,Passed,250.0,99.69,0.5,0.016
RCL0000000351,RCV00000193,POL0000000508,SKU0000672,75.0,5.0,Damaged packaging,True,PO00000201,WH0023,,Received,Passed,100.0,87.45,0.75,0.06666666666666667
RCL0000000354,RCV00000194,POL0000001824,SKU0000320,250.0,0.0,Incorrect item,True,PO00000721,WH0021,2026-04-17,Received,Failed,500.0,6.22,0.5,0.0
RCL0000000363,RCV00000200,POL0000000776,SKU0000617,187.0,5.0,Damaged packaging,True,PO00000305,WH0016,,Rejected,Failed,250.0,233.25,0.748,0.026737967914438502
RCL0000000368,RCV00000203,POL0000001468,SKU0000053,125.0,0.0,Incorrect item,True,PO00000579,WH0018,2026-01-22,Rejected,Failed,250.0,104.27,0.5,0.0
RCL0000000372,RCV00000205,POL0000001712,SKU0000214,37.0,0.0,,True,PO00000675,WH0004,2026-05-18,Received,Pending,50.0,266.29,0.74,0.0
RCL0000000374,RCV00000206,POL0000001521,SKU0000428,750.0,0.0,Damaged packaging,True,PO00000597,WH0001,2026-02-25,Rejected,Pending,1000.0,164.42,0.75,0.0
RCL0000000381,RCV00000210,POL0000000820,SKU0000306,375.0,2.0,Temperature breach,True,PO00000322,WH0023,,Rejected,Passed,500.0,154.34,0.75,0.005333333333333333
RCL0000000382,RCV00000211,POL0000001047,SKU0000572,250.0,0.0,,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,500.0,284.13,0.5,0.0
RCL0000000383,RCV00000211,POL0000001046,SKU0000094,250.0,5.0,Incorrect item,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,500.0,1.93,0.5,0.02
RCL0000000385,RCV00000211,POL0000001044,SKU0000206,75.0,0.0,,True,PO00000409,WH0004,2026-01-15,Rejected,Pending,100.0,51.47,0.75,0.0
RCL0000000394,RCV00000215,POL0000001802,SKU0000290,375.0,5.0,Incorrect item,True,PO00000712,WH0025,,Rejected,Pending,500.0,229.99,0.75,0.013333333333333334
RCL0000000397,RCV00000216,POL0000000461,SKU0000317,187.0,1.0,,True,PO00000182,WH0007,,Partial,Pending,250.0,220.93,0.748,0.0053475935828877
RCL0000000401,RCV00000217,POL0000000580,SKU0000403,500.0,1.0,,True,PO00000231,WH0002,2026-05-11,Partial,Passed,1000.0,218.14,0.5,0.002
RCL0000000403,RCV00000218,POL0000001583,SKU0000678,50.0,0.0,Damaged packaging,True,PO00000621,WH0025,2026-01-31,Rejected,Passed,100.0,120.32,0.5,0.0
RCL0000000404,RCV00000218,POL0000001582,SKU0000614,50.0,0.0,Incorrect item,True,PO00000621,WH0025,2026-01-31,Rejected,Passed,100.0,25.52,0.5,0.0
RCL0000000405,RCV00000219,POL0000000693,SKU0000463,375.0,0.0,,True,PO00000271,WH0025,2026-02-15,Partial,Pending,500.0,239.54,0.75,0.0
RCL0000000411,RCV00000224,POL0000001607,SKU0000039,500.0,0.0,Temperature breach,True,PO00000631,WH0002,,Received,Passed,1000.0,186.43,0.5,0.0
RCL0000000418,RCV00000228,POL0000000409,SKU0000066,25.0,1.0,Incorrect item,True,PO00000162,WH0012,2026-04-08,Received,Passed,50.0,295.43,0.5,0.04
RCL0000000420,RCV00000229,POL0000001094,SKU0000360,75.0,0.0,Temperature breach,True,PO00000431,WH0013,2025-12-12,Received,Failed,100.0,184.99,0.75,0.0
RCL0000000423,RCV00000231,POL0000001801,SKU0000071,75.0,2.0,Damaged packaging,True,PO00000711,WH0022,2026-02-22,Received,Failed,100.0,92.75,0.75,0.02666666666666667
RCL0000000424,RCV00000232,POL0000001008,SKU0000308,50.0,0.0,,True,PO00000394,WH0008,2026-01-18,Received,Pending,100.0,56.0,0.5,0.0
RCL0000000425,RCV00000232,POL0000001007,SKU0000665,37.0,1.0,Damaged packaging,True,PO00000394,WH0008,2026-01-18,Received,Pending,50.0,100.23,0.74,0.02702702702702703
RCL0000000429,RCV00000235,POL0000001890,SKU0000629,375.0,1.0,Damaged packaging,True,PO00000752,WH0020,2026-04-22,Received,Failed,500.0,42.15,0.75,0.0026666666666666666
RCL0000000431,RCV00000236,POL0000000207,SKU0000295,25.0,0.0,Temperature breach,True,PO00000075,WH0002,2025-12-31,Partial,Failed,50.0,132.32,0.5,0.0
RCL0000000436,RCV00000238,POL0000000259,SKU0000632,187.0,0.0,Damaged packaging,True,PO00000096,WH0004,2026-06-03,Received,Passed,250.0,135.05,0.748,0.0
RCL0000000442,RCV00000242,POL0000001751,SKU0000228,187.0,0.0,Incorrect item,True,PO00000691,WH0022,2026-06-13,Received,Passed,250.0,290.95,0.748,0.0
RCL0000000444,RCV00000244,POL0000000293,SKU0000473,25.0,1.0,Damaged packaging,True,PO00000116,WH0006,2026-02-05,Received,Pending,50.0,141.91,0.5,0.04
RCL0000000449,RCV00000246,POL0000001618,SKU0000137,375.0,0.0,,True,PO00000636,WH0020,,Rejected,Passed,500.0,115.65,0.75,0.0
RCL0000000451,RCV00000246,POL0000001620,SKU0000020,37.0,5.0,Incorrect item,True,PO00000636,WH0020,,Rejected,Passed,50.0,92.34,0.74,0.13513513513513514
RCL0000000457,RCV00000250,POL0000000525,SKU0000678,500.0,5.0,Incorrect item,True,PO00000208,WH0015,2026-02-28,Received,Passed,1000.0,120.32,0.5,0.01
RCL0000000460,RCV00000252,POL0000001102,SKU0000452,37.0,0.0,Temperature breach,True,PO00000433,WH0018,2026-03-15,Received,Passed,50.0,47.74,0.74,0.0
RCL0000000466,RCV00000254,POL0000000568,SKU0000170,500.0,2.0,Temperature breach,True,PO00000226,WH0005,,Received,Passed,1000.0,201.29,0.5,0.004
RCL0000000470,RCV00000256,POL0000001091,SKU0000247,500.0,5.0,Damaged packaging,True,PO00000429,WH0020,,Partial,Passed,1000.0,217.13,0.5,0.01
RCL0000000473,RCV00000257,POL0000000378,SKU0000112,375.0,0.0,Incorrect item,True,PO00000149,WH0015,,Rejected,Passed,500.0,268.19,0.75,0.0
RCL0000000474,RCV00000257,POL0000000377,SKU0000042,37.0,0.0,Damaged packaging,True,PO00000149,WH0015,,Rejected,Passed,50.0,55.38,0.74,0.0
RCL0000000477,RCV00000259,POL0000000631,SKU0000224,50.0,0.0,Incorrect item,True,PO00000250,WH0012,2026-05-27,Partial,Failed,100.0,164.88,0.5,0.0
RCL0000000479,RCV00000261,POL0000000430,SKU0000367,187.0,0.0,Incorrect item,True,PO00000169,WH0013,,Rejected,Passed,250.0,36.58,0.748,0.0
RCL0000000486,RCV00000266,POL0000000314,SKU0000505,375.0,1.0,Incorrect item,True,PO00000123,WH0005,,Received,Passed,500.0,147.45,0.75,0.0026666666666666666
RCL0000000487,RCV00000267,POL0000001512,SKU0000659,375.0,1.0,Damaged packaging,True,PO00000593,WH0020,2026-03-07,Received,Passed,500.0,217.93,0.75,0.0026666666666666666
RCL0000000491,RCV00000269,POL0000000801,SKU0000568,250.0,0.0,Incorrect item,True,PO00000314,WH0015,2026-06-16,Received,Passed,500.0,4.53,0.5,0.0
RCL0000000494,RCV00000270,POL0000000046,SKU0000545,37.0,0.0,Damaged packaging,True,PO00000017,WH0008,,Received,Pending,50.0,192.63,0.74,0.0
RCL0000000499,RCV00000272,POL0000001379,SKU0000606,187.0,0.0,Temperature breach,True,PO00000543,WH0002,,Partial,Pending,250.0,100.02,0.748,0.0
RCL0000000502,RCV00000273,POL0000000222,SKU0000535,375.0,0.0,,True,PO00000082,WH0023,,Received,Failed,500.0,241.29,0.75,0.0
RCL0000000503,RCV00000273,POL0000000224,SKU0000558,250.0,2.0,Temperature breach,True,PO00000082,WH0023,,Received,Failed,500.0,68.72,0.5,0.008
RCL0000000507,RCV00000275,POL0000001025,SKU0000392,500.0,0.0,Damaged packaging,True,PO00000401,WH0002,2026-02-02,Partial,Pending,1000.0,57.28,0.5,0.0
RCL0000000514,RCV00000282,POL0000000277,SKU0000232,50.0,0.0,Incorrect item,True,PO00000107,WH0005,,Received,Passed,100.0,45.32,0.5,0.0
RCL0000000516,RCV00000283,POL0000001257,SKU0000303,500.0,0.0,Incorrect item,True,PO00000497,WH0007,2026-04-05,Partial,Failed,1000.0,25.44,0.5,0.0
RCL0000000519,RCV00000283,POL0000001258,SKU0000270,187.0,1.0,Damaged packaging,True,PO00000497,WH0007,2026-04-05,Partial,Failed,250.0,30.68,0.748,0.0053475935828877
RCL0000000523,RCV00000284,POL0000001700,SKU0000032,25.0,1.0,Incorrect item,True,PO00000670,WH0024,,Rejected,Passed,50.0,111.82,0.5,0.04
RCL0000000525,RCV00000285,POL0000001615,SKU0000456,50.0,0.0,Damaged packaging,True,PO00000635,WH0019,2026-03-15,Received,Passed,100.0,294.63,0.5,0.0
RCL0000000526,RCV00000285,POL0000001617,SKU0000587,37.0,1.0,Damaged packaging,True,PO00000635,WH0019,2026-03-15,Received,Passed,50.0,175.49,0.74,0.02702702702702703
RCL0000000528,RCV00000287,POL0000000271,SKU0000332,37.0,5.0,Incorrect item,True,PO00000102,WH0020,,Received,Failed,50.0,261.39,0.74,0.13513513513513514
RCL0000000531,RCV00000287,POL0000000269,SKU0000164,500.0,0.0,Damaged packaging,True,PO00000102,WH0020,,Received,Failed,1000.0,148.94,0.5,0.0
RCL0000000538,RCV00000290,POL0000001114,SKU0000224,500.0,1.0,Damaged packaging,True,PO00000437,WH0012,,Received,Passed,1000.0,164.88,0.5,0.002
RCL0000000539,RCV00000290,POL0000001113,SKU0000558,37.0,0.0,Damaged packaging,True,PO00000437,WH0012,,Received,Passed,50.0,68.72,0.74,0.0
RCL0000000541,RCV00000292,POL0000001483,SKU0000488,50.0,1.0,Damaged packaging,True,PO00000583,WH0015,,Received,Passed,100.0,159.38,0.5,0.02
RCL0000000542,RCV00000292,POL0000001482,SKU0000615,375.0,0.0,Temperature breach,True,PO00000583,WH0015,,Received,Passed,500.0,282.28,0.75,0.0
RCL0000000547,RCV00000294,POL0000001893,SKU0000621,187.0,0.0,Damaged packaging,True,PO00000753,WH0007,2026-03-08,Received,Passed,250.0,165.88,0.748,0.0
RCL0000000550,RCV00000295,POL0000000127,SKU0000027,37.0,2.0,,True,PO00000045,WH0011,2026-03-09,Received,Failed,50.0,144.08,0.74,0.05405405405405406
RCL0000000555,RCV00000298,POL0000000604,SKU0000095,37.0,5.0,Incorrect item,True,PO00000240,WH0013,2026-05-19,Received,Passed,50.0,129.07,0.74,0.13513513513513514
RCL0000000563,RCV00000304,POL0000001600,SKU0000417,25.0,1.0,Incorrect item,True,PO00000629,WH0012,2026-04-21,Received,Pending,50.0,107.86,0.5,0.04
RCL0000000566,RCV00000306,POL0000000936,SKU0000195,75.0,0.0,Temperature breach,True,PO00000368,WH0016,,Received,Passed,100.0,140.49,0.75,0.0
RCL0000000569,RCV00000308,POL0000000132,SKU0000675,125.0,5.0,Temperature breach,True,PO00000048,WH0017,2026-01-30,Rejected,Passed,250.0,38.43,0.5,0.04
RCL0000000573,RCV00000310,POL0000000864,SKU0000526,50.0,5.0,,True,PO00000337,WH0004,2026-05-19,Rejected,Passed,100.0,49.91,0.5,0.1
RCL0000000575,RCV00000312,POL0000001717,SKU0000614,500.0,1.0,Damaged packaging,True,PO00000677,WH0022,2026-04-14,Rejected,Passed,1000.0,25.52,0.5,0.002
RCL0000000579,RCV00000313,POL0000001158,SKU0000199,375.0,0.0,Damaged packaging,True,PO00000457,WH0004,,Partial,Failed,500.0,237.35,0.75,0.0
RCL0000000585,RCV00000316,POL0000000989,SKU0000619,25.0,2.0,,True,PO00000389,WH0022,,Received,Pending,50.0,285.44,0.5,0.08
RCL0000000586,RCV00000316,POL0000000992,SKU0000297,750.0,0.0,Damaged packaging,True,PO00000389,WH0022,,Received,Pending,1000.0,211.04,0.75,0.0
RCL0000000587,RCV00000317,POL0000001961,SKU0000164,187.0,0.0,Temperature breach,True,PO00000784,WH0001,2026-03-09,Received,Pending,250.0,148.94,0.748,0.0
RCL0000000591,RCV00000319,POL0000001877,SKU0000363,25.0,0.0,Temperature breach,True,PO00000746,WH0023,2026-05-07,Rejected,Failed,50.0,52.31,0.5,0.0
RCL0000000596,RCV00000323,POL0000001362,SKU0000330,125.0,0.0,Temperature breach,True,PO00000535,WH0005,,Partial,Failed,250.0,238.69,0.5,0.0
RCL0000000597,RCV00000323,POL0000001364,SKU0000220,75.0,0.0,,True,PO00000535,WH0005,,Partial,Failed,100.0,259.0,0.75,0.0
RCL0000000603,RCV00000327,POL0000001196,SKU0000609,25.0,0.0,,True,PO00000471,WH0016,2026-03-16,Rejected,Passed,50.0,212.09,0.5,0.0
RCL0000000605,RCV00000328,POL0000001599,SKU0000030,37.0,0.0,Temperature breach,True,PO00000628,WH0001,2026-02-10,Received,Pending,50.0,167.95,0.74,0.0
RCL0000000607,RCV00000329,POL0000000982,SKU0000311,250.0,0.0,Incorrect item,True,PO00000385,WH0006,,Partial,Passed,500.0,6.88,0.5,0.0
RCL0000000609,RCV00000330,POL0000001417,SKU0000225,125.0,2.0,Incorrect item,True,PO00000560,WH0002,,Received,Failed,250.0,181.19,0.5,0.016
