session_id,subscriber_id,cell_id,session_start_ts,session_end_ts,data_mb,avg_downlink_mbps,avg_uplink_mbps,latency_ms,packet_loss_pct,roaming_flag,source_system,session_date,customer_id,plan_id,device_id,home_region,site_id,technology,data_gb,poor_qoe_flag
DATA0000000017,SUB00003464,CELL000110,2026-05-18 03:09:20,2026-05-18 04:00:20,584.944,0.1,1.232,34.624,0.8034,False,pgw,2026-05-18,CUST00000258,PLN010,DEV0001592,Southwest,SITE00026,5G NR,0.571234375,False
DATA0000000018,SUB00004627,CELL000200,2026-04-08 11:36:19,2026-04-08 12:15:19,135.9,196.179,14.142,55.728,1.4102,True,pgw,2026-04-08,CUST00003893,PLN009,DEV0001116,Midwest,SITE00047,4G LTE,0.13271484375,False
DATA0000000019,SUB00000487,CELL000123,2026-05-06 12:00:47,2026-05-06 14:44:47,697.087,97.703,26.012,27.613,0.2742,False,pgw,2026-05-06,CUST00003432,PLN015,DEV0001077,Northeast,SITE00029,5G NR,0.6807490234375,False
DATA0000000020,SUB00004914,CELL000215,2026-04-05 17:22:30,2026-04-05 18:28:30,128.382,136.964,29.892,24.082,0.0,False,pgw,2026-04-05,CUST00001476,PLN012,DEV0001360,Southeast,SITE00050,4G LTE,0.125373046875,False
DATA0000000021,SUB00004399,CELL000014,2026-04-30 13:18:47,2026-04-30 14:32:47,1310.497,109.479,38.132,42.278,1.7521,True,pgw,2026-04-30,CUST00004079,PLN014,DEV0001954,Southeast,SITE00003,4G LTE,1.2797822265625,False
DATA0000000022,SUB00004797,CELL000066,2026-05-17 16:23:31,2026-05-17 16:52:31,345.377,116.598,26.283,53.041,1.3487,False,pgw,2026-05-17,CUST00003097,PLN011,DEV0001186,Southeast,SITE00015,5G NR,0.3372822265625,False
DATA0000000023,SUB00001154,CELL000184,2026-05-13 02:50:51,2026-05-13 04:30:51,986.019,121.087,16.889,51.639,0.0,False,pgw,2026-05-13,CUST00003703,PLN004,DEV0001893,Northeast,SITE00043,5G NR,0.9629091796875,False
DATA0000000024,SUB00003356,CELL000217,2026-04-03 15:31:03,2026-04-03 17:36:03,754.939,232.412,18.939,30.457,1.0138,False,pgw,2026-04-03,CUST00000983,PLN005,DEV0001869,Southeast,SITE00051,4G LTE,0.7372451171875,False
DATA0000000025,SUB00004339,CELL000245,2026-05-19 09:09:04,2026-05-19 09:43:04,359.148,105.066,47.799,15.75,0.0,False,pgw,2026-05-19,CUST00001643,PLN011,DEV0001392,West,SITE00057,4G LTE,0.35073046875,False
DATA0000000026,SUB00002919,CELL000085,2026-05-24 11:38:55,2026-05-24 14:16:55,160.545,61.664,43.862,45.054,0.0,False,pgw,2026-05-24,CUST00002029,PLN013,DEV0001336,Southwest,SITE00020,5G NR,0.1567822265625,False
DATA0000000027,SUB00001372,CELL000020,2026-05-23 01:06:25,2026-05-23 03:53:25,243.592,133.886,14.378,37.292,0.0,False,pgw,2026-05-23,CUST00002789,PLN010,DEV0001982,West,SITE00004,4G LTE,0.2378828125,False
DATA0000000028,SUB00004899,CELL000009,2026-05-10 01:12:27,2026-05-10 02:57:27,327.688,101.069,28.81,47.272,0.3101,False,pgw,2026-05-10,CUST00004186,PLN010,DEV0002318,West,SITE00002,4G LTE,0.3200078125,False
DATA0000000029,SUB00003818,CELL000143,2026-05-21 02:29:37,2026-05-21 04:10:37,330.057,155.405,48.505,55.186,0.6369,False,pgw,2026-05-21,CUST00004093,PLN003,DEV0001984,Northeast,SITE00034,5G NR,0.3223212890625,False
DATA0000000030,SUB00001131,CELL000033,2026-05-01 21:25:31,2026-05-01 23:52:31,602.581,115.299,18.307,48.914,0.5309,False,pgw,2026-05-01,CUST00004207,PLN007,DEV0000015,Midwest,SITE00007,5G NR,0.5884580078125,False
DATA0000000031,SUB00004473,CELL000109,2026-05-28 22:02:19,2026-05-28 22:15:19,118.335,129.504,41.368,57.81,1.0431,False,pgw,2026-05-28,CUST00003255,PLN010,DEV0000162,Southeast,SITE00025,5G NR,0.1155615234375,False
DATA0000000032,SUB00003519,CELL000075,2026-04-11 14:16:17,2026-04-11 16:19:17,437.188,95.113,42.005,49.75,0.1333,False,pgw,2026-04-11,CUST00000269,PLN020,DEV0000482,Midwest,SITE00017,5G NR,0.42694140625,False
DATA0000000033,SUB00002960,CELL000107,2026-04-21 20:08:48,2026-04-21 20:42:48,95.569,195.162,23.582,65.007,0.0,False,pgw,2026-04-21,CUST00003935,PLN009,DEV0000492,West,SITE00025,5G NR,0.0933291015625,False
DATA0000000034,SUB00000064,CELL000144,2026-05-11 21:23:23,2026-05-11 21:50:23,649.756,71.004,22.524,38.749,1.3123,False,pgw,2026-05-11,CUST00001515,PLN001,DEV0001667,Southeast,SITE00034,5G NR,0.63452734375,False
DATA0000000035,SUB00000112,CELL000080,2026-04-15 19:24:53,2026-04-15 20:56:53,144.472,194.54,17.133,32.564,1.7416,False,pgw,2026-04-15,CUST00001341,PLN005,DEV0002177,Northeast,SITE00018,5G NR,0.1410859375,False
DATA0000000036,SUB00002857,CELL000152,2026-04-02 04:24:42,2026-04-02 06:01:42,52.147,149.265,0.1,15.019,0.0,False,pgw,2026-04-02,CUST00003359,PLN013,DEV0001036,Midwest,SITE00036,5G NR,0.0509248046875,False
DATA0000000037,SUB00004987,CELL000237,2026-05-07 23:45:51,2026-05-08 02:05:51,88.234,117.117,31.625,39.125,1.3441,False,pgw,2026-05-07,CUST00002839,PLN009,DEV0000988,Midwest,SITE00055,4G LTE,0.086166015625,False
DATA0000000038,SUB00003809,CELL000066,2026-04-11 18:11:54,2026-04-11 20:22:54,563.437,167.866,30.164,26.918,0.0,False,pgw,2026-04-11,CUST00004368,PLN008,DEV0002082,Southwest,SITE00015,5G NR,0.5502314453125,False
DATA0000000039,SUB00004514,CELL000050,2026-05-28 12:07:20,2026-05-28 13:11:20,337.535,149.821,19.229,35.485,1.5097,False,pgw,2026-05-28,CUST00003959,PLN014,DEV0001207,Northeast,SITE00011,4G LTE,0.3296240234375,False
DATA0000000040,SUB00003264,CELL000031,2026-04-03 07:34:46,2026-04-03 07:50:46,171.198,143.111,62.024,18.603,1.4873,False,pgw,2026-04-03,CUST00003493,PLN009,DEV0000402,Southeast,SITE00007,4G LTE,0.167185546875,False
DATA0000000041,SUB00004418,CELL000210,2026-05-23 05:55:52,2026-05-23 06:39:52,1307.069,109.669,43.974,23.634,1.4006,False,pgw,2026-05-23,CUST00003683,PLN015,DEV0001034,West,SITE00049,4G LTE,1.2764345703125,False
DATA0000000042,SUB00004805,CELL000073,2026-05-26 09:26:55,2026-05-26 12:22:55,1925.338,244.412,21.74,21.201,1.4849,False,pgw,2026-05-26,CUST00001340,PLN004,DEV0001823,Midwest,SITE00017,4G LTE,1.880212890625,False
DATA0000000043,SUB00001651,CELL000129,2026-05-27 18:07:29,2026-05-27 20:40:29,194.496,117.381,25.58,13.471,0.0,False,pgw,2026-05-27,CUST00001413,PLN017,DEV0001286,Midwest,SITE00030,4G LTE,0.1899375,False
DATA0000000044,SUB00001804,CELL000057,2026-05-07 02:34:57,2026-05-07 04:48:57,584.916,137.122,15.327,45.824,0.0,False,pgw,2026-05-07,CUST00003161,PLN006,DEV0001199,Midwest,SITE00012,5G NR,0.57120703125,False
DATA0000000045,SUB00001006,CELL000214,2026-04-28 09:10:59,2026-04-28 10:37:59,471.047,86.517,30.432,59.312,1.1379,False,pgw,2026-04-28,CUST00002710,PLN017,DEV0000024,Midwest,SITE00050,4G LTE,0.4600068359375,False
DATA0000000046,SUB00003004,CELL000197,2026-05-09 13:45:34,2026-05-09 15:32:34,403.921,7.441,41.677,22.283,0.0,False,pgw,2026-05-09,CUST00004068,PLN003,DEV0002324,Southwest,SITE00046,4G LTE,0.3944541015625,False
DATA0000000047,SUB00001026,CELL000159,2026-05-26 05:27:58,2026-05-26 06:36:58,290.512,102.731,0.1,48.88,1.5923,True,pgw,2026-05-26,CUST00000897,PLN008,DEV0002070,Northeast,SITE00037,5G NR,0.283703125,False
DATA0000000048,SUB00001027,CELL000163,2026-04-28 21:01:00,2026-04-28 21:04:00,761.885,61.617,36.95,55.406,0.6046,True,pgw,2026-04-28,CUST00004414,PLN008,DEV0000304,Southwest,SITE00038,5G NR,0.7440283203125,False
DATA0000000049,SUB00001019,CELL000074,2026-04-28 17:46:05,2026-04-28 18:54:05,792.147,1.391,30.747,52.854,0.0,False,pgw,2026-04-28,CUST00003246,PLN004,DEV0000343,Southwest,SITE00017,5G NR,0.7735810546875,False
DATA0000000050,SUB00001847,CELL000248,2026-05-30 11:05:39,2026-05-30 11:26:39,270.345,235.617,35.348,53.9,1.1796,False,pgw,2026-05-30,CUST00002247,PLN013,DEV0000516,Northeast,SITE00058,5G NR,0.2640087890625,False
DATA0000000051,SUB00003469,CELL000239,2026-04-04 02:28:47,2026-04-04 05:09:47,194.279,134.085,8.219,13.194,2.7042,False,pgw,2026-04-04,CUST00004033,PLN016,DEV0000232,Midwest,SITE00056,4G LTE,0.1897255859375,True
DATA0000000052,SUB00004938,CELL000177,2026-04-27 16:18:20,2026-04-27 17:14:20,267.199,131.91,11.854,16.386,0.3251,True,pgw,2026-04-27,CUST00000008,PLN004,DEV0001227,Midwest,SITE00042,5G NR,0.2609365234375,False
DATA0000000053,SUB00002040,CELL000151,2026-04-26 10:51:49,2026-04-26 13:30:49,274.493,52.794,31.329,33.167,1.0694,False,pgw,2026-04-26,CUST00004001,PLN012,DEV0001937,Southeast,SITE00036,4G LTE,0.2680595703125,False
DATA0000000054,SUB00001994,CELL000019,2026-04-27 03:39:27,2026-04-27 05:23:27,62.167,73.975,31.898,63.421,0.8022,False,pgw,2026-04-27,CUST00001140,PLN016,DEV0002160,Southwest,SITE00004,4G LTE,0.0607099609375,False
DATA0000000055,SUB00003248,CELL000231,2026-05-06 20:37:13,2026-05-06 21:29:13,1141.383,159.484,13.524,20.96,0.0,False,pgw,2026-05-06,CUST00001767,PLN018,DEV0001893,Southwest,SITE00054,5G NR,1.1146318359375,False
DATA0000000056,SUB00004260,CELL000154,2026-05-24 22:10:16,2026-05-24 23:53:16,67.577,132.674,30.021,14.035,1.2802,True,pgw,2026-05-24,CUST00004317,PLN003,DEV0000881,Southwest,SITE00036,5G NR,0.0659931640625,False
DATA0000000057,SUB00004077,CELL000059,2026-05-01 05:41:38,2026-05-01 06:55:38,840.364,206.349,35.383,66.159,1.8642,False,pgw,2026-05-01,CUST00000065,PLN014,DEV0000653,West,SITE00013,4G LTE,0.82066796875,False
DATA0000000058,SUB00003119,CELL000212,2026-04-27 22:34:01,2026-04-28 01:13:01,66.311,120.415,16.23,26.103,0.0619,False,pgw,2026-04-27,CUST00004384,PLN018,DEV0002394,West,SITE00050,5G NR,0.0647568359375,False
DATA0000000059,SUB00004804,CELL000179,2026-04-22 03:20:00,2026-04-22 05:56:00,735.152,201.428,26.507,33.963,1.4869,False,pgw,2026-04-22,CUST00003461,PLN013,DEV0000703,Southwest,SITE00042,5G NR,0.717921875,False
DATA0000000060,SUB00002926,CELL000097,2026-04-18 18:16:41,2026-04-18 21:06:41,1078.983,68.258,22.313,51.1,0.5481,False,pgw,2026-04-18,CUST00000402,PLN013,DEV0001816,Midwest,SITE00022,4G LTE,1.0536943359375,False
DATA0000000061,SUB00002458,CELL000113,2026-05-09 16:26:16,2026-05-09 17:22:16,40.384,165.747,23.871,8.532,1.4146,True,pgw,2026-05-09,CUST00002847,PLN012,DEV0000059,Southeast,SITE00026,5G NR,0.0394375,False
DATA0000000062,SUB00003861,CELL000090,2026-05-30 21:03:01,2026-05-30 23:03:01,324.632,113.381,23.789,23.619,0.9459,False,pgw,2026-05-30,CUST00002073,PLN011,DEV0000356,Southeast,SITE00020,4G LTE,0.3170234375,False
DATA0000000063,SUB00000748,CELL000145,2026-05-03 04:31:20,2026-05-03 07:04:20,2139.377,203.806,40.726,26.949,1.6759,False,pgw,2026-05-03,CUST00004357,PLN005,DEV0002138,Midwest,SITE00035,4G LTE,2.0892353515625,False
DATA0000000064,SUB00004919,CELL000089,2026-05-22 10:26:23,2026-05-22 13:08:23,494.668,53.218,27.509,59.437,0.4895,True,pgw,2026-05-22,CUST00004176,PLN008,DEV0000284,Southwest,SITE00020,5G NR,0.48307421875,False
DATA0000000065,SUB00004560,CELL000071,2026-05-06 22:56:33,2026-05-06 23:27:33,537.634,145.507,35.792,18.78,0.0,False,pgw,2026-05-06,CUST00001090,PLN006,DEV0000686,Northeast,SITE00016,4G LTE,0.525033203125,False
DATA0000000066,SUB00001555,CELL000027,2026-05-03 01:05:03,2026-05-03 02:24:03,184.186,131.626,29.675,34.222,1.8769,False,pgw,2026-05-03,CUST00003685,PLN009,DEV0002106,Southeast,SITE00006,4G LTE,0.179869140625,False
DATA0000000067,SUB00001285,CELL000227,2026-04-22 13:19:32,2026-04-22 16:05:32,642.326,165.739,20.953,2.0,0.3444,True,pgw,2026-04-22,CUST00003803,PLN010,DEV0001148,Southwest,SITE00053,4G LTE,0.627271484375,False
DATA0000000068,SUB00004766,CELL000164,2026-04-28 08:01:49,2026-04-28 09:35:49,1011.545,34.665,34.12,16.302,0.8865,False,pgw,2026-04-28,CUST00001768,PLN018,DEV0000061,Midwest,SITE00038,5G NR,0.9878369140625,False
DATA0000000069,SUB00004346,CELL000199,2026-05-01 18:45:01,2026-05-01 20:53:01,256.112,111.122,21.778,55.151,1.0242,True,pgw,2026-05-01,CUST00003288,PLN014,DEV0002137,Southeast,SITE00047,5G NR,0.250109375,False
DATA0000000070,SUB00002402,CELL000068,2026-04-26 15:24:37,2026-04-26 16:19:37,12.704,44.366,26.564,79.189,0.0,False,pgw,2026-04-26,CUST00004396,PLN009,DEV0002489,Midwest,SITE00015,4G LTE,0.01240625,False
DATA0000000071,SUB00002628,CELL000063,2026-04-29 21:18:00,2026-04-29 22:11:00,516.846,133.375,31.844,21.194,0.8245,False,pgw,2026-04-29,CUST00003807,PLN018,DEV0001754,Southwest,SITE00014,5G NR,0.504732421875,False
DATA0000000072,SUB00002790,CELL000122,2026-05-29 23:17:37,2026-05-29 23:49:37,191.399,48.77,31.149,29.935,2.5419,False,pgw,2026-05-29,CUST00003622,PLN007,DEV0001754,Northeast,SITE00029,5G NR,0.1869130859375,True
DATA0000000073,SUB00001016,CELL000056,2026-05-11 03:44:06,2026-05-11 04:03:06,115.106,74.519,23.269,14.4,1.5209,False,pgw,2026-05-11,CUST00003060,PLN018,DEV0002353,Northeast,SITE00012,5G NR,0.112408203125,False
DATA0000000074,SUB00004183,CELL000133,2026-04-29 17:13:44,2026-04-29 19:34:44,170.909,98.908,31.095,44.999,1.7921,False,pgw,2026-04-29,CUST00004274,PLN004,DEV0000200,Southeast,SITE00031,4G LTE,0.1669033203125,False
DATA0000000075,SUB00001895,CELL000215,2026-04-06 08:51:36,2026-04-06 10:35:36,361.342,143.393,26.151,35.425,1.2302,False,pgw,2026-04-06,CUST00004325,PLN012,DEV0000992,West,SITE00050,4G LTE,0.352873046875,False
DATA0000000076,SUB00000651,CELL000061,2026-04-06 22:43:11,2026-04-06 23:57:11,2079.055,63.178,44.102,42.167,1.0316,False,pgw,2026-04-06,CUST00003712,PLN008,DEV0000377,Northeast,SITE00014,5G NR,2.0303271484375,False
DATA0000000077,SUB00004572,CELL000156,2026-05-11 15:56:08,2026-05-11 18:24:08,1093.585,214.053,42.986,27.609,1.2476,True,pgw,2026-05-11,CUST00001794,PLN009,DEV0002097,West,SITE00037,4G LTE,1.0679541015625,False
DATA0000000078,SUB00003877,CELL000183,2026-04-26 22:36:41,2026-04-27 01:15:41,456.931,117.538,14.282,48.972,0.2605,False,pgw,2026-04-26,CUST00001012,PLN017,DEV0001632,Midwest,SITE00043,4G LTE,0.4462216796875,False
DATA0000000079,SUB00004708,CELL000134,2026-05-15 22:19:24,2026-05-16 00:09:24,1269.774,76.083,22.969,56.562,1.9635,False,pgw,2026-05-15,CUST00000209,PLN014,DEV0001306,Midwest,SITE00031,4G LTE,1.240013671875,False
DATA0000000080,SUB00002230,CELL000254,2026-04-15 16:29:22,2026-04-15 18:58:22,329.104,139.013,27.542,30.023,0.0,False,pgw,2026-04-15,CUST00000478,PLN008,DEV0000990,Southeast,SITE00060,4G LTE,0.321390625,False
DATA0000000081,SUB00000893,CELL000013,2026-04-23 14:50:51,2026-04-23 17:25:51,45.339,153.176,34.72,54.651,0.1113,False,pgw,2026-04-23,CUST00002490,PLN018,DEV0002194,Southeast,SITE00003,4G LTE,0.0442763671875,False
DATA0000000082,SUB00004336,CELL000026,2026-04-26 14:31:31,2026-04-26 15:51:31,308.295,80.466,17.034,22.287,0.754,True,pgw,2026-04-26,CUST00002776,PLN014,DEV0001879,Southwest,SITE00006,5G NR,0.3010693359375,False
DATA0000000083,SUB00001476,CELL000110,2026-05-11 14:58:20,2026-05-11 16:20:20,20.769,0.1,27.427,16.07,1.2863,False,pgw,2026-05-11,CUST00002782,PLN003,DEV0000869,Southeast,SITE00026,5G NR,0.0202822265625,False
DATA0000000084,SUB00003940,CELL000056,2026-05-31 20:45:11,2026-05-31 22:01:11,1039.93,79.3,28.939,49.459,0.9656,False,pgw,2026-05-31,CUST00000115,PLN004,DEV0001490,Southeast,SITE00012,5G NR,1.015556640625,False
DATA0000000085,SUB00000964,CELL000233,2026-05-03 23:28:59,2026-05-03 23:50:59,332.75,73.678,41.96,11.38,1.1752,True,pgw,2026-05-03,CUST00002581,PLN001,DEV0000958,Northeast,SITE00054,4G LTE,0.324951171875,False
DATA0000000086,SUB00000588,CELL000193,2026-05-22 12:10:07,2026-05-22 14:00:07,1053.935,94.587,24.155,27.249,0.3405,False,pgw,2026-05-22,CUST00002614,PLN015,DEV0001715,Southeast,SITE00046,4G LTE,1.0292333984375,False
DATA0000000087,SUB00004947,CELL000195,2026-04-08 00:38:11,2026-04-08 00:50:11,141.965,39.784,33.533,48.409,0.0,False,pgw,2026-04-08,CUST00000742,PLN001,DEV0002394,Northeast,SITE00046,4G LTE,0.1386376953125,False
DATA0000000088,SUB00003911,CELL000159,2026-04-15 08:21:49,2026-04-15 09:10:49,174.074,143.688,44.64,30.103,0.0,False,pgw,2026-04-15,CUST00000671,PLN019,DEV0001928,Southeast,SITE00037,5G NR,0.169994140625,False
DATA0000000089,SUB00002315,CELL000105,2026-05-02 20:07:40,2026-05-02 21:22:40,1677.843,167.219,59.333,10.201,0.4739,False,pgw,2026-05-02,CUST00003747,PLN013,DEV0000501,West,SITE00024,4G LTE,1.6385185546875,False
DATA0000000090,SUB00002843,CELL000060,2026-05-28 03:37:30,2026-05-28 06:13:30,2770.034,69.851,20.139,25.139,0.0,False,pgw,2026-05-28,CUST00000423,PLN006,DEV0002357,Southwest,SITE00013,4G LTE,2.705111328125,False
DATA0000000091,SUB00004596,CELL000094,2026-04-01 22:01:59,2026-04-02 00:16:59,265.586,181.687,41.506,32.902,2.3489,False,pgw,2026-04-01,CUST00002096,PLN012,DEV0000761,West,SITE00022,5G NR,0.259361328125,True
DATA0000000092,SUB00004210,CELL000098,2026-05-04 21:01:02,2026-05-04 23:33:02,125.681,126.613,47.541,55.585,0.0,False,pgw,2026-05-04,CUST00003866,PLN016,DEV0000971,Northeast,SITE00023,5G NR,0.1227353515625,False
DATA0000000093,SUB00003416,CELL000099,2026-04-28 03:19:29,2026-04-28 06:06:29,848.413,147.584,32.758,66.511,0.1784,False,pgw,2026-04-28,CUST00004358,PLN005,DEV0002118,Northeast,SITE00023,4G LTE,0.8285283203125,False
DATA0000000094,SUB00003223,CELL000069,2026-05-06 21:30:16,2026-05-06 22:35:16,100.927,203.185,40.426,43.08,0.0,False,pgw,2026-05-06,CUST00003540,PLN020,DEV0000839,Southwest,SITE00016,5G NR,0.0985615234375,False
DATA0000000095,SUB00000779,CELL000140,2026-05-24 19:30:15,2026-05-24 19:46:15,186.611,155.315,26.735,40.999,1.0646,False,pgw,2026-05-24,CUST00004342,PLN020,DEV0000511,West,SITE00033,4G LTE,0.1822373046875,False
DATA0000000096,SUB00002349,CELL000087,2026-05-13 17:37:00,2026-05-13 19:07:00,654.573,169.811,0.1,37.04,1.1974,False,pgw,2026-05-13,CUST00000672,PLN018,DEV0000468,Southwest,SITE00020,4G LTE,0.6392314453125,False
DATA0000000097,SUB00001318,CELL000113,2026-04-17 00:56:01,2026-04-17 03:22:01,211.373,265.517,22.195,47.623,0.8846,False,pgw,2026-04-17,CUST00004415,PLN004,DEV0000409,West,SITE00026,5G NR,0.2064189453125,False
DATA0000000098,SUB00002821,CELL000232,2026-05-03 14:52:43,2026-05-03 17:04:43,374.23,117.747,42.022,20.791,0.6031,False,pgw,2026-05-03,CUST00003682,PLN002,DEV0001846,Southeast,SITE00054,4G LTE,0.365458984375,False
DATA0000000099,SUB00003818,CELL000062,2026-04-26 23:36:09,2026-04-27 02:19:09,2456.243,60.845,14.68,41.029,0.0,False,pgw,2026-04-26,CUST00004093,PLN003,DEV0001984,Northeast,SITE00014,5G NR,2.3986748046875,False
DATA0000000100,SUB00000986,CELL000246,2026-04-05 17:39:19,2026-04-05 20:37:19,48.698,146.277,52.347,59.978,0.1746,True,pgw,2026-04-05,CUST00002527,PLN006,DEV0000646,Northeast,SITE00057,4G LTE,0.047556640625,False
DATA0000000101,SUB00001882,CELL000125,2026-05-10 23:34:48,2026-05-11 02:34:48,454.619,130.524,31.764,32.238,0.9971,True,pgw,2026-05-10,CUST00002428,PLN008,DEV0000697,Northeast,SITE00030,5G NR,0.4439638671875,False
DATA0000000102,SUB00001727,CELL000081,2026-05-15 06:43:09,2026-05-15 07:30:09,43.259,127.051,31.337,23.808,0.8184,False,pgw,2026-05-15,CUST00002612,PLN008,DEV0001968,Southeast,SITE00018,4G LTE,0.0422451171875,False
DATA0000000103,SUB00001493,CELL000117,2026-05-01 12:22:42,2026-05-01 13:56:42,240.403,85.501,38.835,39.075,0.0,False,pgw,2026-05-01,CUST00001514,PLN019,DEV0000716,Northeast,SITE00027,4G LTE,0.2347685546875,False
DATA0000000104,SUB00004392,CELL000210,2026-05-03 04:00:57,2026-05-03 05:19:57,809.246,132.554,50.05,55.263,0.7351,False,pgw,2026-05-03,CUST00001793,PLN012,DEV0001094,Southwest,SITE00049,4G LTE,0.790279296875,False
DATA0000000105,SUB00001352,CELL000192,2026-05-15 23:45:57,2026-05-15 23:52:57,49.447,93.194,29.588,50.843,0.0,False,pgw,2026-05-15,CUST00002305,PLN002,DEV0000881,Southwest,SITE00046,4G LTE,0.0482880859375,False
DATA0000000106,SUB00001957,CELL000230,2026-04-03 12:06:36,2026-04-03 14:35:36,999.783,43.216,41.114,43.941,0.7744,True,pgw,2026-04-03,CUST00004497,PLN015,DEV0000102,Northeast,SITE00054,5G NR,0.9763505859375,False
DATA0000000107,SUB00002072,CELL000100,2026-04-30 23:08:43,2026-04-30 23:10:43,141.465,139.694,32.537,59.457,0.0,False,pgw,2026-04-30,CUST00003153,PLN006,DEV0001311,Southeast,SITE00023,4G LTE,0.1381494140625,False
DATA0000000108,SUB00003640,CELL000133,2026-04-22 08:27:39,2026-04-22 09:24:39,6.876,80.735,10.824,30.636,0.6151,False,pgw,2026-04-22,CUST00004053,PLN007,DEV0001269,Midwest,SITE00031,4G LTE,0.00671484375,False
DATA0000000109,SUB00002414,CELL000061,2026-05-18 14:08:57,2026-05-18 14:56:57,176.252,141.196,26.063,53.54,2.2387,False,pgw,2026-05-18,CUST00000892,PLN017,DEV0001238,Northeast,SITE00014,5G NR,0.17212109375,True
