subscriber_id,customer_id,plan_id,device_id,home_region,month,voice_minutes,call_count,dropped_calls,roaming_calls,data_gb,data_sessions,poor_qoe_sessions,avg_latency_ms,avg_downlink_mbps,sms_count,failed_sms,monthly_fee,included_voice_minutes,included_sms,included_data_gb,overage_per_gb,data_overage_gb,estimated_data_overage_charge,high_usage_flag
SUB00000012,CUST00003920,PLN009,DEV0002031,Midwest,2026-05,3.183333333333333,1.0,0.0,False,3.9393671875,6.0,0.0,35.44833333333333,116.32216666666666,2.0,1.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000013,CUST00001105,PLN010,DEV0001540,Southwest,2026-04,0.6666666666666666,1.0,0.0,False,2.4027705078125,5.0,0.0,34.0394,133.113,3.0,1.0,35.0,1000.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000013,CUST00001105,PLN010,DEV0001540,Southwest,2026-05,7.866666666666667,2.0,1.0,0,2.351859375,3.0,0.0,32.13633333333333,112.0,3.0,3.0,35.0,1000.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000014,CUST00001210,PLN020,DEV0000285,Southeast,2026-04,10.433333333333334,3.0,1.0,0,0.1468544921875,2.0,1.0,25.9,103.667,1.0,1.0,45.0,500.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000014,,,,,2026-05,0.0,0.0,0.0,0,2.479701171875,5.0,0.0,27.621199999999998,123.07339999999999,0.0,0.0,,,,,,,,False
SUB00000015,CUST00001240,PLN004,DEV0000289,Northeast,2026-04,0.9333333333333333,1.0,0.0,False,1.2299091796875001,3.0,0.0,45.41233333333334,122.91199999999999,2.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000015,CUST00001240,PLN004,DEV0000289,Northeast,2026-05,2.783333333333333,4.0,1.0,0,1.8279794921875,5.0,0.0,37.3446,134.78,2.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000016,CUST00000797,PLN010,DEV0000934,West,2026-04,1.35,1.0,0.0,False,2.4959121093750003,4.0,0.0,32.669,88.86425,1.0,0.0,35.0,1000.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000016,CUST00000797,PLN010,DEV0000934,West,2026-05,2.8,2.0,1.0,0,8.0340146484375,7.0,0.0,37.93257142857143,112.97171428571428,0.0,0.0,35.0,1000.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000017,CUST00000856,PLN004,DEV0000036,West,2026-04,16.7,4.0,0.0,2,1.051265625,2.0,0.0,31.829,102.697,3.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000017,,,,,2026-05,0.0,0.0,0.0,0,4.4278916015625,7.0,0.0,38.907,140.89071428571427,1.0,0.0,,,,,,,,False
SUB00000018,,,,,2026-04,0.0,0.0,0.0,0,4.261640625,9.0,0.0,31.04011111111111,126.88833333333332,3.0,2.0,,,,,,,,False
SUB00000018,CUST00000276,PLN013,DEV0000805,Southwest,2026-05,4.916666666666667,2.0,0.0,0,1.4024511718750001,2.0,2.0,31.81,93.15599999999999,1.0,0.0,45.0,500.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000019,CUST00004220,PLN001,DEV0000528,Northeast,2026-04,4.183333333333334,2.0,1.0,0,0.9553662109375,1.0,0.0,18.194,22.834,1.0,1.0,25.0,500.0,500.0,10.0,15.0,0.0,0.0,False
SUB00000019,CUST00004220,PLN001,DEV0000528,Northeast,2026-05,15.033333333333333,4.0,1.0,0,2.03984375,5.0,0.0,38.105399999999996,131.6798,1.0,0.0,25.0,500.0,500.0,10.0,15.0,0.0,0.0,False
SUB00000020,,,,,2026-04,0.0,0.0,0.0,0,6.2731533203125,4.0,1.0,47.142,140.0645,4.0,1.0,,,,,,,,False
SUB00000020,CUST00001876,PLN004,DEV0001900,Southeast,2026-05,3.1166666666666667,2.0,1.0,1,2.4747519531249997,6.0,0.0,41.481500000000004,103.221,2.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000021,CUST00004461,PLN005,DEV0001059,Northeast,2026-04,1.0833333333333333,1.0,0.0,True,6.0580703125,6.0,0.0,30.895,91.76666666666667,5.0,4.0,35.0,99999.0,99999.0,100.0,10.0,0.0,0.0,False
SUB00000021,CUST00004461,PLN005,DEV0001059,Northeast,2026-05,10.816666666666666,1.0,0.0,False,2.952337890625,7.0,0.0,31.093857142857143,131.28785714285715,1.0,0.0,35.0,99999.0,99999.0,100.0,10.0,0.0,0.0,False
SUB00000022,CUST00000160,PLN014,DEV0000848,Southwest,2026-04,3.4333333333333336,2.0,0.0,0,0.5856533203125,2.0,0.0,31.151,117.90549999999999,2.0,1.0,35.0,99999.0,99999.0,100.0,15.0,0.0,0.0,False
SUB00000022,CUST00000160,PLN014,DEV0000848,Southwest,2026-05,3.1333333333333333,1.0,1.0,False,2.6202353515625,3.0,0.0,33.115,117.034,2.0,0.0,35.0,99999.0,99999.0,100.0,15.0,0.0,0.0,False
SUB00000023,CUST00004117,PLN002,DEV0001259,Midwest,2026-04,6.5,2.0,0.0,0,6.2205888671875,9.0,0.0,39.04966666666667,139.8132222222222,3.0,3.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000023,,,,,2026-05,0.0,0.0,0.0,0,2.07567578125,4.0,0.0,38.28925,172.0215,1.0,1.0,,,,,,,,False
SUB00000024,,,,,2026-04,0.0,0.0,0.0,0,3.90184765625,4.0,1.0,32.15125,123.78025,3.0,1.0,,,,,,,,False
SUB00000024,CUST00002178,PLN018,DEV0001698,West,2026-05,3.95,3.0,0.0,1,0.4900146484375,3.0,0.0,24.603666666666665,105.00033333333333,2.0,0.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000025,,,,,2026-04,0.0,0.0,0.0,0,2.6706767578125,7.0,0.0,34.62342857142857,163.14185714285713,3.0,3.0,,,,,,,,False
SUB00000025,,,,,2026-05,0.0,0.0,0.0,0,6.1972978515624995,5.0,0.0,45.3628,133.401,5.0,3.0,,,,,,,,False
SUB00000025,CUST00000188,PLN018,DEV0002224,West,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000026,CUST00000981,PLN018,DEV0001236,Southeast,2026-04,7.366666666666667,2.0,0.0,0,3.7377412109375,5.0,1.0,30.320800000000002,186.1146,1.0,1.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000026,CUST00000981,PLN018,DEV0001236,Southeast,2026-05,2.4,2.0,0.0,0,2.450916015625,4.0,0.0,31.843,110.30349999999999,2.0,2.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000027,CUST00003723,PLN017,DEV0002105,West,2026-04,1.15,1.0,0.0,False,0.627630859375,2.0,0.0,33.001,111.1005,2.0,1.0,85.0,99999.0,99999.0,10.0,10.0,0.0,0.0,False
SUB00000027,CUST00003723,PLN017,DEV0002105,West,2026-05,11.116666666666667,3.0,0.0,1,4.294900390625,5.0,0.0,45.1614,119.20360000000001,1.0,0.0,85.0,99999.0,99999.0,10.0,10.0,0.0,0.0,False
SUB00000028,,,,,2026-04,0.0,0.0,0.0,0,2.2392470703125,3.0,0.0,56.50333333333333,101.976,2.0,0.0,,,,,,,,False
SUB00000028,,,,,2026-05,0.0,0.0,0.0,0,3.0153427734375002,5.0,0.0,30.0794,149.1634,3.0,1.0,,,,,,,,False
SUB00000028,CUST00004118,PLN010,DEV0001677,Midwest,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,35.0,1000.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000029,CUST00002275,PLN013,DEV0000290,Southwest,2026-04,11.583333333333334,3.0,0.0,0,2.421244140625,3.0,0.0,44.75900000000001,138.63233333333332,1.0,1.0,45.0,500.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000029,CUST00002275,PLN013,DEV0000290,Southwest,2026-05,13.133333333333333,3.0,0.0,0,3.257841796875,6.0,1.0,27.114833333333333,118.42783333333334,4.0,2.0,45.0,500.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000030,,,,,2026-04,0.0,0.0,0.0,0,8.4480234375,8.0,0.0,37.227125,94.5775,2.0,0.0,,,,,,,,False
SUB00000030,CUST00002007,PLN018,DEV0000763,West,2026-05,0.6833333333333333,1.0,0.0,False,1.7786962890625,4.0,2.0,25.6815,105.1445,0.0,0.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000031,CUST00003448,PLN004,DEV0000813,Southeast,2026-04,0.11666666666666667,1.0,0.0,False,0.04184375,1.0,0.0,27.35,145.579,0.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000031,CUST00003448,PLN004,DEV0000813,Southeast,2026-05,7.7666666666666675,3.0,0.0,0,2.622466796875,5.0,0.0,29.776999999999997,140.314,1.0,1.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000032,CUST00002960,PLN004,DEV0002239,Southeast,2026-04,6.65,2.0,1.0,0,2.1329775390625,5.0,0.0,32.1642,155.8466,2.0,2.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000032,CUST00002960,PLN004,DEV0002239,Southeast,2026-05,15.166666666666668,6.0,0.0,1,3.1214736328125,4.0,1.0,51.38925,114.0825,3.0,1.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000033,CUST00003900,PLN005,DEV0001686,West,2026-04,16.4,4.0,1.0,0,4.66912109375,5.0,0.0,26.810399999999998,114.6212,1.0,1.0,35.0,99999.0,99999.0,100.0,10.0,0.0,0.0,False
SUB00000033,CUST00003900,PLN005,DEV0001686,West,2026-05,7.6,1.0,0.0,False,4.48916796875,6.0,0.0,47.39366666666666,102.35516666666666,3.0,2.0,35.0,99999.0,99999.0,100.0,10.0,0.0,0.0,False
SUB00000034,,,,,2026-04,0.0,0.0,0.0,0,2.919546875,4.0,0.0,41.512,124.12799999999999,3.0,2.0,,,,,,,,False
SUB00000034,CUST00002051,PLN009,DEV0001010,Midwest,2026-05,3.1666666666666665,2.0,0.0,0,2.73112890625,4.0,0.0,33.82475,86.78675000000001,0.0,0.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000035,CUST00004152,PLN002,DEV0001655,Northeast,2026-04,2.566666666666667,1.0,0.0,True,2.072900390625,3.0,0.0,37.027,76.72533333333332,1.0,1.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000035,,,,,2026-05,0.0,0.0,0.0,0,0.54400390625,2.0,0.0,59.391,59.352999999999994,5.0,3.0,,,,,,,,False
SUB00000036,CUST00002076,PLN013,DEV0001393,Southeast,2026-04,0.15,1.0,0.0,True,3.751916015625,4.0,0.0,29.5835,118.37899999999999,0.0,0.0,45.0,500.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000036,CUST00002076,PLN013,DEV0001393,Southeast,2026-05,0.7333333333333333,1.0,0.0,False,1.910568359375,5.0,0.0,15.4936,122.396,1.0,0.0,45.0,500.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000037,CUST00002733,PLN009,DEV0001654,Northeast,2026-04,0.8833333333333333,2.0,0.0,0,2.2253125000000002,4.0,0.0,30.82725,132.13075,1.0,0.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000037,,,,,2026-05,0.0,0.0,0.0,0,1.6087041015625,4.0,0.0,28.14675,97.67775,1.0,1.0,,,,,,,,False
SUB00000038,,,,,2026-04,0.0,0.0,0.0,0,2.1554853515625,4.0,1.0,45.164249999999996,124.2305,4.0,3.0,,,,,,,,False
SUB00000038,CUST00003939,PLN004,DEV0002421,Northeast,2026-05,0.8166666666666667,2.0,2.0,0,3.79562890625,6.0,1.0,30.55366666666667,113.29433333333334,1.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000039,CUST00000775,PLN002,DEV0001716,West,2026-04,8.0,2.0,0.0,1,2.3617265625,2.0,0.0,21.5715,153.27100000000002,2.0,2.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000039,CUST00000775,PLN002,DEV0001716,West,2026-05,19.5,3.0,2.0,0,0.9070322265625,2.0,0.0,43.969,102.5035,2.0,0.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000040,CUST00000709,PLN016,DEV0001825,Midwest,2026-04,2.3333333333333335,2.0,0.0,1,5.9601494140625,9.0,1.0,25.954555555555558,126.30377777777777,0.0,0.0,85.0,2000.0,500.0,20.0,10.0,0.0,0.0,False
SUB00000040,CUST00000709,PLN016,DEV0001825,Midwest,2026-05,2.966666666666667,1.0,0.0,False,3.509978515625,6.0,0.0,34.76083333333333,145.74683333333334,4.0,3.0,85.0,2000.0,500.0,20.0,10.0,0.0,0.0,False
SUB00000041,CUST00000077,PLN005,DEV0002425,Southeast,2026-04,1.4833333333333334,1.0,0.0,False,4.8006005859375,5.0,0.0,36.38,102.52159999999999,1.0,1.0,35.0,99999.0,99999.0,100.0,10.0,0.0,0.0,False
SUB00000041,,,,,2026-05,0.0,0.0,0.0,0,1.2656787109375,4.0,1.0,35.69925,87.74125,2.0,1.0,,,,,,,,False
SUB00000042,CUST00001741,PLN008,DEV0000202,West,2026-04,4.55,4.0,0.0,2,3.7957431640625,6.0,0.0,37.57583333333333,130.7075,2.0,1.0,25.0,1000.0,500.0,5.0,5.0,0.0,0.0,False
SUB00000042,CUST00001741,PLN008,DEV0000202,West,2026-05,17.45,4.0,1.0,0,4.215259765625,7.0,0.0,35.49957142857143,96.60357142857143,1.0,0.0,25.0,1000.0,500.0,5.0,5.0,0.0,0.0,False
SUB00000043,,,,,2026-04,0.0,0.0,0.0,0,2.6527333984375,3.0,0.0,23.59166666666667,137.31566666666666,1.0,0.0,,,,,,,,False
SUB00000043,CUST00002418,PLN011,DEV0000669,Midwest,2026-05,7.416666666666667,1.0,0.0,False,4.3755634765625,5.0,0.0,33.6278,113.13879999999999,1.0,0.0,85.0,99999.0,99999.0,20.0,10.0,0.0,0.0,False
SUB00000044,CUST00002993,PLN009,DEV0001548,Midwest,2026-04,3.833333333333333,2.0,2.0,0,4.0853671875,6.0,0.0,34.30883333333333,117.2855,0.0,0.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000044,CUST00002993,PLN009,DEV0001548,Midwest,2026-05,3.783333333333333,2.0,0.0,0,1.8765849609375,4.0,0.0,48.9255,150.8295,2.0,1.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000045,CUST00004451,PLN015,DEV0001608,West,2026-04,1.8166666666666667,1.0,0.0,False,2.9576318359375002,4.0,0.0,44.45775,142.4995,4.0,2.0,25.0,99999.0,99999.0,20.0,10.0,0.0,0.0,False
SUB00000045,,,,,2026-05,0.0,0.0,0.0,0,0.23619335937500002,2.0,0.0,33.873999999999995,111.95850000000002,1.0,0.0,,,,,,,,False
SUB00000046,CUST00003232,PLN003,DEV0001027,Southwest,2026-04,2.4833333333333334,1.0,0.0,False,0.35745703125,2.0,1.0,29.524,118.5025,1.0,0.0,150.0,1000.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000046,CUST00003232,PLN003,DEV0001027,Southwest,2026-05,8.616666666666667,1.0,0.0,False,1.9210068359375,2.0,0.0,33.807,115.40350000000001,1.0,0.0,150.0,1000.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000047,CUST00000514,PLN008,DEV0001587,Southwest,2026-04,3.066666666666667,1.0,0.0,False,1.3527255859375,4.0,0.0,27.0565,79.2505,0.0,0.0,25.0,1000.0,500.0,5.0,5.0,0.0,0.0,False
SUB00000047,,,,,2026-05,0.0,0.0,0.0,0,2.137654296875,2.0,0.0,48.176500000000004,88.1585,3.0,2.0,,,,,,,,False
SUB00000048,,,,,2026-04,0.0,0.0,0.0,0,1.5637265625,5.0,0.0,40.4074,127.8018,1.0,0.0,,,,,,,,False
SUB00000048,CUST00002328,PLN014,DEV0000905,Southwest,2026-05,3.3,1.0,0.0,True,2.3215869140625,4.0,0.0,39.59075,151.056,5.0,3.0,35.0,99999.0,99999.0,100.0,15.0,0.0,0.0,False
SUB00000049,,,,,2026-04,0.0,0.0,0.0,0,2.52309765625,3.0,0.0,26.666,135.69366666666667,0.0,0.0,,,,,,,,False
SUB00000049,CUST00003193,PLN010,DEV0001773,West,2026-05,5.35,1.0,0.0,True,0.1823994140625,1.0,0.0,33.428,127.48,3.0,2.0,35.0,1000.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000050,,,,,2026-04,0.0,0.0,0.0,0,4.161427734375,4.0,0.0,45.06275,127.2945,4.0,1.0,,,,,,,,False
SUB00000050,CUST00001528,PLN011,DEV0000293,Midwest,2026-05,7.133333333333334,3.0,0.0,1,1.8142900390624999,5.0,0.0,43.870799999999996,127.72439999999999,0.0,0.0,85.0,99999.0,99999.0,20.0,10.0,0.0,0.0,False
SUB00000051,CUST00001126,PLN002,DEV0000310,Southwest,2026-04,4.8,1.0,0.0,False,3.86527734375,6.0,0.0,36.65266666666667,105.31483333333334,2.0,2.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000051,CUST00001126,PLN002,DEV0000310,Southwest,2026-05,4.233333333333333,2.0,2.0,0,1.3185712890625,2.0,0.0,33.8085,115.539,4.0,0.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000052,,,,,2026-04,0.0,0.0,0.0,0,2.9750205078125,8.0,1.0,40.685375,122.570875,4.0,2.0,,,,,,,,False
SUB00000052,CUST00000414,PLN004,DEV0000568,West,2026-05,1.9333333333333333,1.0,0.0,True,0.1168515625,1.0,0.0,12.695,111.659,1.0,0.0,25.0,1000.0,1000.0,5.0,5.0,0.0,0.0,False
SUB00000053,CUST00004473,PLN003,DEV0001085,Northeast,2026-04,4.533333333333334,2.0,1.0,1,4.4761015625,6.0,0.0,42.99133333333333,146.10333333333332,0.0,0.0,150.0,1000.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000053,CUST00004473,PLN003,DEV0001085,Northeast,2026-05,0.26666666666666666,1.0,0.0,True,2.96974609375,4.0,1.0,38.91425,119.1355,0.0,0.0,150.0,1000.0,500.0,5.0,10.0,0.0,0.0,False
SUB00000054,CUST00004105,PLN009,DEV0002213,Midwest,2026-04,11.783333333333333,1.0,1.0,False,0.5285947265625,2.0,0.0,29.6425,102.701,1.0,0.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000054,CUST00004105,PLN009,DEV0002213,Midwest,2026-05,2.0833333333333335,1.0,0.0,True,1.09341015625,1.0,0.0,16.525,95.433,4.0,2.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
SUB00000055,,,,,2026-04,0.0,0.0,0.0,0,1.7427236328125,4.0,1.0,37.08675,86.40424999999999,1.0,0.0,,,,,,,,False
SUB00000055,CUST00001514,PLN013,DEV0002121,Northeast,2026-05,3.95,3.0,0.0,0,5.003330078125,5.0,0.0,38.5326,116.6662,1.0,0.0,45.0,500.0,500.0,5.0,10.0,0.003330078124999858,0.03330078124999858,False
SUB00000056,,,,,2026-04,0.0,0.0,0.0,0,3.9376953125,4.0,1.0,46.133250000000004,104.33024999999999,0.0,0.0,,,,,,,,False
SUB00000056,CUST00002839,PLN016,DEV0002320,Midwest,2026-05,7.666666666666667,1.0,1.0,False,2.3276025390625,5.0,0.0,44.288799999999995,123.0068,0.0,0.0,85.0,2000.0,500.0,20.0,10.0,0.0,0.0,False
SUB00000057,CUST00000480,PLN018,DEV0001812,Midwest,2026-04,1.4333333333333333,1.0,1.0,False,1.3187119140625,5.0,0.0,23.042399999999997,126.8774,3.0,1.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000057,CUST00000480,PLN018,DEV0001812,Midwest,2026-05,1.4,1.0,0.0,True,3.168923828125,5.0,0.0,28.273200000000003,118.85119999999999,0.0,0.0,35.0,2000.0,1000.0,999.0,10.0,0.0,0.0,False
SUB00000058,,,,,2026-04,0.0,0.0,0.0,0,0.385642578125,2.0,0.0,41.6285,88.583,4.0,3.0,,,,,,,,False
SUB00000058,,,,,2026-05,0.0,0.0,0.0,0,2.733658203125,9.0,0.0,39.08722222222222,126.13277777777778,0.0,0.0,,,,,,,,False
SUB00000058,CUST00000152,PLN011,DEV0000844,Southeast,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,85.0,99999.0,99999.0,20.0,10.0,0.0,0.0,False
SUB00000059,CUST00001545,PLN002,DEV0002150,West,2026-04,7.133333333333334,1.0,0.0,False,3.1015751953125,6.0,1.0,30.522333333333336,128.6411666666667,2.0,1.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000059,CUST00001545,PLN002,DEV0002150,West,2026-05,14.483333333333334,6.0,1.0,0,1.3398994140625,7.0,0.0,40.772285714285715,122.00585714285715,2.0,0.0,110.0,2000.0,500.0,20.0,5.0,0.0,0.0,False
SUB00000060,CUST00004078,PLN020,DEV0000375,Midwest,2026-04,8.233333333333334,2.0,0.0,0,1.231828125,3.0,0.0,34.88633333333333,91.24466666666667,2.0,0.0,45.0,500.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000060,CUST00004078,PLN020,DEV0000375,Midwest,2026-05,3.6,1.0,0.0,True,1.9374296875,4.0,0.0,22.347,142.377,2.0,1.0,45.0,500.0,500.0,10.0,5.0,0.0,0.0,False
SUB00000061,,,,,2026-04,0.0,0.0,0.0,0,2.9098642578125,4.0,0.0,31.3955,123.3595,2.0,1.0,,,,,,,,False
SUB00000061,CUST00001311,PLN011,DEV0001090,Southwest,2026-05,0.15,1.0,0.0,False,3.6727480468750002,4.0,0.0,38.25125,170.6045,0.0,0.0,85.0,99999.0,99999.0,20.0,10.0,0.0,0.0,False
SUB00000062,CUST00000197,PLN009,DEV0001422,Midwest,2026-04,0.95,1.0,1.0,True,9.066806640625,9.0,2.0,35.300111111111114,111.12899999999999,0.0,0.0,35.0,1000.0,1000.0,100.0,10.0,0.0,0.0,False
