account_id,balance_date,ledger_balance,available_balance,currency
A000003,2026-04-28,24413.15,24273.27,EUR
A000003,2026-05-01,24637.50,24619.96,EUR
A000003,2026-05-04,24431.03,24337.72,EUR
A000003,2026-05-07,24397.92,24384.72,EUR
A000003,2026-05-10,24468.92,24365.74,EUR
A000003,2026-05-13,24297.57,24226.87,EUR
A000003,2026-05-16,24397.59,24371.27,EUR
A000003,2026-05-19,24475.81,24350.73,EUR
A000003,2026-05-22,24232.60,24100.65,EUR
A000003,2026-05-25,23971.32,23896.47,EUR
A000003,2026-05-28,23904.04,23776.58,EUR
A000003,2026-05-31,23964.69,23930.80,EUR
A000004,2026-01-01,20298.33,20216.76,USD
A000004,2026-01-04,20252.20,20186.99,USD
A000004,2026-01-07,19983.26,19863.30,USD
A000004,2026-01-10,20262.18,20137.06,USD
A000004,2026-01-13,20539.45,20511.42,USD
A000004,2026-01-16,20701.62,20592.17,USD
A000004,2026-01-19,20525.14,20465.44,USD
A000004,2026-01-22,20591.11,20567.73,USD
A000004,2026-01-25,20477.02,20407.50,USD
A000004,2026-01-28,20331.02,20185.89,USD
A000004,2026-01-31,20402.35,20258.80,USD
A000004,2026-02-03,20494.65,20469.17,USD
A000004,2026-02-06,20287.40,20281.21,USD
A000004,2026-02-09,20436.93,20425.67,USD
A000004,2026-02-12,20360.54,20350.49,USD
A000004,2026-02-15,20617.08,20519.11,USD
A000004,2026-02-18,20603.31,20576.07,USD
A000004,2026-02-21,20385.43,20341.62,USD
A000004,2026-02-24,20139.59,20043.23,USD
A000004,2026-02-27,20022.69,19923.15,USD
A000004,2026-03-02,19887.30,19868.80,USD
A000004,2026-03-05,20124.17,20017.81,USD
A000004,2026-03-08,20333.99,20298.83,USD
A000004,2026-03-11,20327.93,20243.07,USD
A000004,2026-03-14,20500.67,20392.10,USD
A000004,2026-03-17,20286.27,20157.36,USD
A000004,2026-03-20,20154.88,20081.76,USD
A000004,2026-03-23,20115.54,20109.30,USD
A000004,2026-03-26,20346.31,20238.43,USD
A000004,2026-03-29,20070.31,20038.42,USD
A000004,2026-04-01,19838.85,19699.95,USD
A000004,2026-04-04,19570.32,19528.53,USD
A000004,2026-04-07,19498.58,19472.94,USD
A000004,2026-04-10,19393.48,19392.48,USD
A000004,2026-04-13,19382.04,19275.20,USD
A000004,2026-04-16,19600.12,19557.48,USD
A000004,2026-04-19,19314.28,19290.94,USD
A000004,2026-04-22,19501.26,19414.56,USD
A000004,2026-04-25,19555.46,19443.90,USD
A000004,2026-04-28,19649.89,19649.56,USD
A000004,2026-05-01,19874.67,19814.27,USD
A000004,2026-05-04,20155.61,20154.24,USD
A000004,2026-05-07,20113.38,20048.73,USD
A000004,2026-05-10,19952.63,19942.40,USD
A000004,2026-05-13,19949.37,19933.52,USD
A000004,2026-05-16,19821.19,19692.38,USD
A000004,2026-05-19,20039.88,19903.71,USD
A000004,2026-05-22,19929.05,19872.64,USD
A000004,2026-05-25,19857.81,19819.82,USD
A000004,2026-05-28,19926.54,19782.98,USD
A000004,2026-05-31,19920.58,19789.92,USD
A000005,2026-01-01,6355.03,6286.10,USD
A000005,2026-01-04,6456.07,6331.57,USD
A000005,2026-01-07,6727.38,6706.73,USD
A000005,2026-01-10,6875.20,6780.45,USD
A000005,2026-01-13,6800.73,6714.92,USD
A000005,2026-01-16,6862.70,6756.58,USD
A000005,2026-01-19,7151.38,7087.86,USD
A000005,2026-01-22,7448.05,7391.74,USD
A000005,2026-01-25,7595.73,7475.85,USD
A000005,2026-01-28,7527.92,7502.92,USD
A000005,2026-01-31,7466.14,7381.05,USD
A000005,2026-02-03,7537.79,7458.01,USD
A000005,2026-02-06,7267.81,7171.80,USD
A000005,2026-02-09,7172.16,7164.76,USD
A000005,2026-02-12,7054.02,7024.62,USD
A000005,2026-02-15,7231.39,7113.50,USD
A000005,2026-02-18,7189.58,7166.05,USD
A000005,2026-02-21,7394.49,7257.69,USD
A000005,2026-02-24,7317.78,7207.09,USD
A000005,2026-02-27,7243.52,7173.10,USD
A000005,2026-03-02,7489.77,7398.26,USD
A000005,2026-03-05,7538.24,7389.90,USD
A000005,2026-03-08,7531.63,7481.25,USD
A000005,2026-03-11,7536.44,7462.71,USD
A000005,2026-03-14,7237.87,7178.62,USD
A000005,2026-03-17,7292.52,7206.30,USD
A000005,2026-03-20,7372.11,7307.17,USD
A000005,2026-03-23,7319.19,7308.30,USD
A000005,2026-03-26,7254.94,7194.65,USD
A000005,2026-03-29,7139.17,7102.72,USD
A000005,2026-04-01,7202.87,7176.72,USD
A000005,2026-04-04,7115.18,7030.41,USD
A000005,2026-04-07,6976.80,6893.93,USD
A000005,2026-04-10,6941.75,6853.74,USD
A000005,2026-04-13,7215.22,7174.60,USD
A000005,2026-04-16,7291.88,7252.51,USD
A000005,2026-04-19,7242.57,7138.80,USD
A000005,2026-04-22,7347.48,7334.08,USD
A000005,2026-04-25,7237.67,7121.79,USD
A000005,2026-04-28,7098.69,7035.75,USD
A000005,2026-05-01,7122.27,7085.09,USD
A000005,2026-05-04,7294.47,7260.15,USD
A000005,2026-05-07,7465.52,7337.61,USD
A000005,2026-05-10,7368.43,7351.37,USD
A000005,2026-05-13,7597.10,7478.46,USD
A000005,2026-05-16,7844.89,7700.89,USD
A000005,2026-05-19,8048.18,7989.52,USD
A000005,2026-05-22,8084.22,7956.41,USD
A000005,2026-05-25,8082.31,7947.30,USD
A000005,2026-05-28,8190.20,8143.29,USD
A000005,2026-05-31,8374.75,8274.80,USD
A000006,2026-01-01,15304.42,15268.45,EUR
A000006,2026-01-04,15282.01,15240.02,EUR
A000006,2026-01-07,15179.88,15045.19,EUR
A000006,2026-01-10,15172.17,15031.24,EUR
A000006,2026-01-13,14897.92,14895.05,EUR
A000006,2026-01-16,14792.08,14720.59,EUR
A000006,2026-01-19,14519.08,14475.94,EUR
A000006,2026-01-22,14592.11,14570.06,EUR
A000006,2026-01-25,14345.71,14221.57,EUR
A000006,2026-01-28,14327.58,14221.94,EUR
A000006,2026-01-31,14436.69,14405.03,EUR
A000006,2026-02-03,14485.46,14473.68,EUR
A000006,2026-02-06,14345.03,14308.59,EUR
A000006,2026-02-09,14327.68,14316.09,EUR
A000006,2026-02-12,14241.89,14223.51,EUR
A000006,2026-02-15,14325.65,14280.20,EUR
A000006,2026-02-18,14285.03,14189.38,EUR
A000006,2026-02-21,14353.84,14318.69,EUR
A000006,2026-02-24,14497.18,14468.80,EUR
A000006,2026-02-27,14785.76,14764.78,EUR
A000006,2026-03-02,14916.65,14784.95,EUR
A000006,2026-03-05,14761.22,14639.41,EUR
A000006,2026-03-08,15054.57,15049.71,EUR
A000006,2026-03-11,15052.72,14926.02,EUR
A000006,2026-03-14,14808.51,14690.68,EUR
A000006,2026-03-17,14700.50,14632.53,EUR
A000006,2026-03-20,14494.70,14364.30,EUR
A000006,2026-03-23,14542.34,14422.89,EUR
A000006,2026-03-26,14532.85,14384.56,EUR
A000006,2026-03-29,14592.09,14495.25,EUR
A000006,2026-04-01,14856.49,14755.57,EUR
A000006,2026-04-04,15133.10,15017.82,EUR
A000006,2026-04-07,15062.95,14931.08,EUR
A000006,2026-04-10,15097.33,15060.37,EUR
A000006,2026-04-13,15281.57,15135.77,EUR
A000006,2026-04-16,15233.91,15167.06,EUR
A000006,2026-04-19,15498.92,15446.36,EUR
A000006,2026-04-22,15747.14,15663.55,EUR
A000006,2026-04-25,15505.05,15423.60,EUR
A000006,2026-04-28,15602.42,15546.86,EUR
A000006,2026-05-01,15698.79,15614.40,EUR
A000006,2026-05-04,15899.42,15838.63,EUR
A000006,2026-05-07,16190.75,16127.72,EUR
A000006,2026-05-10,16394.39,16300.43,EUR
A000006,2026-05-13,16619.22,16577.96,EUR
A000006,2026-05-16,16434.55,16431.48,EUR
A000006,2026-05-19,16439.06,16329.37,EUR
A000006,2026-05-22,16624.37,16527.63,EUR
A000006,2026-05-25,16396.01,16323.02,EUR
A000006,2026-05-28,16290.80,16258.97,EUR
A000006,2026-05-31,16409.93,16318.87,EUR
A000007,2026-01-01,23366.72,23278.21,USD
A000007,2026-01-04,23299.25,23250.46,USD
A000007,2026-01-07,23219.48,23214.52,USD
A000007,2026-01-10,23481.48,23396.17,USD
A000007,2026-01-13,23284.80,23143.57,USD
A000007,2026-01-16,23335.83,23246.34,USD
A000007,2026-01-19,23602.99,23538.51,USD
A000007,2026-01-22,23350.16,23317.37,USD
A000007,2026-01-25,23302.71,23302.57,USD
A000007,2026-01-28,23032.21,22994.24,USD
A000007,2026-01-31,22808.78,22695.52,USD
A000007,2026-02-03,22817.23,22725.83,USD
A000007,2026-02-06,22942.67,22834.08,USD
A000007,2026-02-09,23166.48,23108.64,USD
A000007,2026-02-12,23063.27,23039.82,USD
A000007,2026-02-15,23117.06,23054.20,USD
A000007,2026-02-18,23393.29,23259.29,USD
A000007,2026-02-21,23216.81,23094.15,USD
A000007,2026-02-24,23456.00,23442.40,USD
A000007,2026-02-27,23355.15,23314.15,USD
A000007,2026-03-02,23144.23,23024.46,USD
A000007,2026-03-05,23420.79,23411.09,USD
A000007,2026-03-08,23499.90,23374.51,USD
A000007,2026-03-11,23571.27,23569.92,USD
A000007,2026-03-14,23509.05,23432.36,USD
A000007,2026-03-17,23484.09,23445.85,USD
A000007,2026-03-20,23184.63,23146.74,USD
A000007,2026-03-23,23470.14,23375.63,USD
A000007,2026-03-26,23759.38,23638.34,USD
A000007,2026-03-29,23466.20,23405.45,USD
A000007,2026-04-01,23551.84,23490.51,USD
A000007,2026-04-04,23826.96,23759.19,USD
A000007,2026-04-07,23601.05,23487.42,USD
A000007,2026-04-10,23575.05,23503.33,USD
A000007,2026-04-13,23436.21,23400.16,USD
A000007,2026-04-16,23233.52,23202.25,USD
A000007,2026-04-19,23444.15,23370.38,USD
A000007,2026-04-22,23633.28,23528.52,USD
A000007,2026-04-25,23679.56,23587.34,USD
A000007,2026-04-28,23966.47,23833.32,USD
A000007,2026-05-01,24002.17,23978.71,USD
A000007,2026-05-04,24044.80,23970.87,USD
A000007,2026-05-07,24341.56,24298.76,USD
A000007,2026-05-10,24160.77,24054.90,USD
A000007,2026-05-13,24260.60,24229.67,USD
A000007,2026-05-16,24299.77,24203.61,USD
A000007,2026-05-19,24245.22,24122.00,USD
A000007,2026-05-22,24099.09,24040.54,USD
A000007,2026-05-25,24105.01,24080.73,USD
A000007,2026-05-28,23851.76,23738.54,USD
A000007,2026-05-31,23996.35,23983.58,USD
A000008,2026-01-01,23881.26,23777.30,EUR
A000008,2026-01-04,24058.98,23933.01,EUR
A000008,2026-01-07,23880.59,23762.39,EUR
A000008,2026-01-10,23807.22,23750.10,EUR
A000008,2026-01-13,23844.63,23770.67,EUR
A000008,2026-01-16,23766.63,23739.74,EUR
A000008,2026-01-19,23596.64,23589.96,EUR
A000008,2026-01-22,23370.90,23353.71,EUR
A000008,2026-01-25,23623.20,23621.48,EUR
A000008,2026-01-28,23622.66,23489.89,EUR
A000008,2026-01-31,23698.82,23570.51,EUR
A000008,2026-02-03,23554.29,23509.49,EUR
A000008,2026-02-06,23687.45,23590.47,EUR
A000008,2026-02-09,23980.61,23893.86,EUR
A000008,2026-02-12,24137.24,24082.69,EUR
A000008,2026-02-15,24229.91,24219.00,EUR
A000008,2026-02-18,24202.37,24062.11,EUR
A000008,2026-02-21,23970.64,23871.71,EUR
A000008,2026-02-24,23919.38,23900.36,EUR
A000008,2026-02-27,23792.43,23733.17,EUR
A000008,2026-03-02,24054.84,24044.47,EUR
A000008,2026-03-05,24071.58,24068.80,EUR
A000008,2026-03-08,24081.40,24016.33,EUR
A000008,2026-03-11,24030.63,23983.19,EUR
A000008,2026-03-14,24089.41,24061.28,EUR
A000008,2026-03-17,24307.50,24221.96,EUR
A000008,2026-03-20,24412.71,24277.41,EUR
A000008,2026-03-23,24353.54,24305.51,EUR
A000008,2026-03-26,24342.67,24240.63,EUR
A000008,2026-03-29,24184.25,24124.32,EUR
A000008,2026-04-01,24363.89,24332.94,EUR
A000008,2026-04-04,24297.02,24244.32,EUR
A000008,2026-04-07,24298.57,24248.39,EUR
A000008,2026-04-10,24509.72,24427.53,EUR
A000008,2026-04-13,24454.00,24391.62,EUR
A000008,2026-04-16,24487.84,24453.97,EUR
A000008,2026-04-19,24312.75,24290.62,EUR
A000008,2026-04-22,24227.68,24173.23,EUR
A000008,2026-04-25,23999.33,23954.86,EUR
A000008,2026-04-28,23918.11,23882.70,EUR
A000008,2026-05-01,24116.47,24030.72,EUR
A000008,2026-05-04,24080.84,23936.56,EUR
A000008,2026-05-07,23936.78,23903.17,EUR
A000008,2026-05-10,24088.44,23975.46,EUR
A000008,2026-05-13,23995.11,23880.85,EUR
A000008,2026-05-16,23902.50,23880.82,EUR
A000008,2026-05-19,24105.29,24005.22,EUR
A000008,2026-05-22,24064.38,23970.24,EUR
A000008,2026-05-25,24127.57,24086.45,EUR
A000008,2026-05-28,24194.56,24145.91,EUR
A000008,2026-05-31,24436.70,24325.10,EUR
A000009,2026-01-01,19453.53,19345.23,USD
A000009,2026-01-04,19626.19,19562.80,USD
A000009,2026-01-07,19520.78,19374.74,USD
A000009,2026-01-10,19648.13,19531.27,USD
A000009,2026-01-13,19544.03,19493.00,USD
A000009,2026-01-16,19723.93,19615.42,USD
A000009,2026-01-19,19834.13,19741.28,USD
A000009,2026-01-22,19864.03,19832.06,USD
A000009,2026-01-25,19941.97,19807.83,USD
A000009,2026-01-28,19754.57,19673.77,USD
A000009,2026-01-31,19491.29,19370.57,USD
A000009,2026-02-03,19398.23,19308.31,USD
A000009,2026-02-06,19308.50,19182.41,USD
A000009,2026-02-09,19124.88,19076.26,USD
A000009,2026-02-12,18842.47,18756.93,USD
A000009,2026-02-15,18830.75,18808.83,USD
A000009,2026-02-18,18911.52,18789.93,USD
A000009,2026-02-21,19141.13,19077.70,USD
A000009,2026-02-24,19335.11,19204.59,USD
A000009,2026-02-27,19549.88,19414.35,USD
A000009,2026-03-02,19415.98,19391.24,USD
A000009,2026-03-05,19427.03,19360.95,USD
A000009,2026-03-08,19133.86,18991.00,USD
A000009,2026-03-11,19270.71,19204.03,USD
A000009,2026-03-14,19188.26,19106.05,USD
A000009,2026-03-17,19194.81,19179.93,USD
A000009,2026-03-20,19376.80,19319.01,USD
A000009,2026-03-23,19396.72,19332.38,USD
A000009,2026-03-26,19546.29,19477.45,USD
A000009,2026-03-29,19649.25,19513.32,USD
A000009,2026-04-01,19643.05,19622.74,USD
A000009,2026-04-04,19462.00,19414.15,USD
A000009,2026-04-07,19373.48,19338.19,USD
A000009,2026-04-10,19216.78,19190.86,USD
A000009,2026-04-13,19228.41,19168.72,USD
A000009,2026-04-16,19305.04,19247.53,USD
A000009,2026-04-19,19396.38,19290.52,USD
A000009,2026-04-22,19556.76,19511.40,USD
A000009,2026-04-25,19709.41,19686.81,USD
A000009,2026-04-28,19474.42,19325.75,USD
A000009,2026-05-01,19313.66,19306.15,USD
A000009,2026-05-04,19227.59,19133.24,USD
A000009,2026-05-07,19475.78,19362.63,USD
A000009,2026-05-10,19557.01,19458.68,USD
A000009,2026-05-13,19372.20,19326.34,USD
A000009,2026-05-16,19641.16,19626.68,USD
A000009,2026-05-19,19683.54,19549.43,USD
A000009,2026-05-22,19940.80,19910.92,USD
A000009,2026-05-25,19852.40,19765.56,USD
A000009,2026-05-28,19701.85,19565.70,USD
A000009,2026-05-31,19730.77,19666.56,USD
A000010,2026-01-01,9399.29,9367.51,USD
A000010,2026-01-04,9349.20,9246.25,USD
A000010,2026-01-07,9319.96,9207.08,USD
A000010,2026-01-10,9512.84,9449.14,USD
A000010,2026-01-13,9526.88,9409.64,USD
A000010,2026-01-16,9667.60,9655.95,USD
A000010,2026-01-19,9757.78,9743.70,USD
A000010,2026-01-22,9731.88,9650.44,USD
A000010,2026-01-25,9977.28,9948.35,USD
A000010,2026-01-28,9871.87,9814.81,USD
A000010,2026-01-31,10042.67,10034.98,USD
A000010,2026-02-03,9957.54,9835.29,USD
A000010,2026-02-06,10143.88,10142.53,USD
A000010,2026-02-09,9996.84,9931.82,USD
A000010,2026-02-12,9926.79,9858.04,USD
A000010,2026-02-15,9698.16,9697.57,USD
A000010,2026-02-18,9548.01,9457.59,USD
A000010,2026-02-21,9413.01,9400.97,USD
A000010,2026-02-24,9299.93,9259.48,USD
A000010,2026-02-27,9580.62,9462.89,USD
A000010,2026-03-02,9863.67,9810.21,USD
A000010,2026-03-05,9986.75,9856.04,USD
A000010,2026-03-08,9750.34,9736.47,USD
A000010,2026-03-11,9901.57,9875.96,USD
A000010,2026-03-14,9791.64,9747.14,USD
A000010,2026-03-17,9529.23,9429.32,USD
A000010,2026-03-20,9567.61,9452.57,USD
A000010,2026-03-23,9440.31,9302.62,USD
A000010,2026-03-26,9545.42,9468.28,USD
A000010,2026-03-29,9710.96,9578.76,USD
A000010,2026-04-01,9531.46,9386.23,USD
A000010,2026-04-04,9784.85,9645.35,USD
A000010,2026-04-07,9657.09,9606.87,USD
A000010,2026-04-10,9735.49,9697.76,USD
A000010,2026-04-13,9958.38,9883.36,USD
A000010,2026-04-16,10081.52,10018.41,USD
A000010,2026-04-19,9830.69,9734.12,USD
A000010,2026-04-22,9745.87,9680.65,USD
A000010,2026-04-25,9679.24,9535.08,USD
A000010,2026-04-28,9483.66,9462.00,USD
A000010,2026-05-01,9281.41,9141.80,USD
A000010,2026-05-04,9198.98,9159.95,USD
A000010,2026-05-07,9441.33,9386.22,USD
A000010,2026-05-10,9502.19,9454.36,USD
A000010,2026-05-13,9741.18,9592.78,USD
A000010,2026-05-16,9989.04,9905.51,USD
A000010,2026-05-19,9716.95,9614.26,USD
A000010,2026-05-22,9956.56,9914.55,USD
A000010,2026-05-25,9942.00,9797.08,USD
A000010,2026-05-28,9665.53,9577.43,USD
A000010,2026-05-31,9945.27,9927.42,USD
A000011,2026-01-01,354.72,292.25,EUR
A000011,2026-01-04,83.92,-29.54,EUR
A000011,2026-01-07,-169.06,-171.77,EUR
A000011,2026-01-10,-435.43,-497.10,EUR
A000011,2026-01-13,-494.71,-511.01,EUR
A000011,2026-01-16,-681.01,-688.16,EUR
A000011,2026-01-19,-424.90,-428.19,EUR
A000011,2026-01-22,-158.41,-245.96,EUR
A000011,2026-01-25,80.21,-36.30,EUR
A000011,2026-01-28,-111.59,-246.99,EUR
A000011,2026-01-31,-335.37,-455.36,EUR
A000011,2026-02-03,-619.65,-699.86,EUR
A000011,2026-02-06,-854.48,-961.28,EUR
A000011,2026-02-09,-1000.00,-1004.86,EUR
A000011,2026-02-12,-932.07,-1029.95,EUR
A000011,2026-02-15,-1000.00,-1102.01,EUR
A000011,2026-02-18,-770.67,-825.19,EUR
A000011,2026-02-21,-708.05,-759.08,EUR
A000011,2026-02-24,-562.69,-675.84,EUR
A000011,2026-02-27,-514.07,-536.56,EUR
A000011,2026-03-02,-468.79,-474.93,EUR
A000011,2026-03-05,-562.95,-674.33,EUR
A000011,2026-03-08,-695.65,-702.84,EUR
A000011,2026-03-11,-826.97,-930.01,EUR
A000011,2026-03-14,-706.14,-822.79,EUR
A000011,2026-03-17,-757.84,-887.64,EUR
A000011,2026-03-20,-943.65,-1038.59,EUR
A000011,2026-03-23,-1000.00,-1143.28,EUR
A000011,2026-03-26,-1000.00,-1032.72,EUR
A000011,2026-03-29,-902.13,-908.13,EUR
A000011,2026-04-01,-1000.00,-1006.47,EUR
A000011,2026-04-04,-866.75,-952.88,EUR
A000011,2026-04-07,-757.99,-806.36,EUR
A000011,2026-04-10,-467.98,-596.09,EUR
A000011,2026-04-13,-196.50,-292.27,EUR
A000011,2026-04-16,4.98,-58.15,EUR
A000011,2026-04-19,-239.05,-369.33,EUR
A000011,2026-04-22,-193.49,-202.93,EUR
A000011,2026-04-25,-447.43,-488.84,EUR
A000011,2026-04-28,-541.70,-672.99,EUR
A000011,2026-05-01,-524.81,-592.29,EUR
A000011,2026-05-04,-319.20,-332.51,EUR
A000011,2026-05-07,-410.23,-414.21,EUR
A000011,2026-05-10,-174.36,-257.85,EUR
A000011,2026-05-13,-12.57,-21.80,EUR
A000011,2026-05-16,-24.28,-90.47,EUR
A000011,2026-05-19,-192.30,-229.32,EUR
A000011,2026-05-22,-239.91,-288.00,EUR
A000011,2026-05-25,-206.87,-249.41,EUR
A000011,2026-05-28,-117.86,-231.96,EUR
A000011,2026-05-31,75.98,23.50,EUR
A000012,2026-01-01,13621.19,13529.46,EUR
A000012,2026-01-04,13768.56,13732.57,EUR
A000012,2026-01-07,13809.00,13740.00,EUR
A000012,2026-01-10,14060.35,13963.83,EUR
A000012,2026-01-13,14155.46,14148.51,EUR
A000012,2026-01-16,14401.19,14294.02,EUR
A000012,2026-01-19,14421.71,14386.65,EUR
