customer_id,score_date,credit_score,bureau
C00072,2026-04-01,574,TransUnion
C00072,2026-05-28,620,Equifax
C00073,2026-01-15,740,TransUnion
C00073,2026-02-01,761,Experian
C00073,2026-03-28,782,Equifax
C00073,2026-04-15,757,Equifax
C00073,2026-05-28,760,Equifax
C00074,2026-01-15,648,TransUnion
C00074,2026-02-01,649,TransUnion
C00074,2026-03-28,622,Equifax
C00074,2026-04-28,662,TransUnion
C00074,2026-05-28,621,Experian
C00075,2026-01-15,714,Experian
C00075,2026-02-28,726,Experian
C00075,2026-03-01,691,TransUnion
C00075,2026-04-01,744,Experian
C00075,2026-05-01,703,Experian
C00076,2026-01-28,717,Experian
C00076,2026-02-28,700,Experian
C00076,2026-03-15,733,Equifax
C00076,2026-04-28,713,TransUnion
C00076,2026-05-28,745,TransUnion
C00077,2026-01-28,808,Equifax
C00077,2026-02-15,767,Experian
C00077,2026-03-28,791,Experian
C00077,2026-04-15,813,Experian
C00077,2026-05-28,790,TransUnion
C00078,2026-01-28,718,Equifax
C00078,2026-02-28,683,Experian
C00078,2026-03-15,712,Experian
C00078,2026-04-28,712,Equifax
C00078,2026-05-28,704,Experian
C00079,2026-01-28,612,Experian
C00079,2026-02-01,596,Equifax
C00079,2026-03-15,609,Experian
C00079,2026-04-28,566,Experian
C00079,2026-05-28,558,Equifax
C00080,2026-01-15,605,Experian
C00080,2026-02-15,611,Experian
C00080,2026-03-28,642,Equifax
C00080,2026-04-01,612,Equifax
C00080,2026-05-15,637,Experian
C00081,2026-01-01,762,Experian
C00081,2026-02-28,767,Equifax
C00081,2026-03-15,746,TransUnion
C00081,2026-04-28,775,TransUnion
C00081,2026-05-15,776,TransUnion
C00082,2026-01-28,709,Equifax
C00082,2026-02-28,713,Equifax
C00082,2026-03-15,745,Experian
C00082,2026-04-15,768,Equifax
C00082,2026-05-01,741,Experian
C00083,2026-01-01,590,TransUnion
C00083,2026-02-28,588,Experian
C00083,2026-03-28,581,TransUnion
C00083,2026-04-15,586,Equifax
C00083,2026-05-28,620,Experian
C00084,2026-01-15,602,TransUnion
C00084,2026-02-28,629,Experian
C00084,2026-03-15,645,Experian
C00084,2026-04-28,639,TransUnion
C00084,2026-05-15,649,Experian
C00085,2026-01-15,819,Experian
C00085,2026-02-15,812,TransUnion
C00085,2026-03-15,784,TransUnion
C00085,2026-04-28,763,Equifax
C00085,2026-05-01,792,Equifax
C00086,2026-01-01,770,Experian
C00086,2026-02-28,751,TransUnion
C00086,2026-03-28,816,Equifax
C00086,2026-04-28,805,Experian
C00086,2026-05-01,805,TransUnion
C00087,2026-01-01,667,TransUnion
C00087,2026-02-28,721,Equifax
C00087,2026-03-01,722,Experian
C00087,2026-04-28,716,TransUnion
C00087,2026-05-01,700,Experian
C00088,2026-01-28,558,Experian
C00088,2026-02-15,578,Experian
C00088,2026-03-01,579,Equifax
C00088,2026-04-01,611,TransUnion
C00088,2026-05-28,603,Experian
C00089,2026-01-01,702,Equifax
C00089,2026-02-15,681,Equifax
C00089,2026-03-28,731,Equifax
C00089,2026-04-01,720,Equifax
C00089,2026-05-28,705,Experian
C00090,2026-01-28,705,Experian
C00090,2026-02-01,699,Equifax
C00090,2026-03-28,654,Equifax
C00090,2026-04-01,657,Experian
C00090,2026-05-15,705,Equifax
C00091,2026-01-15,723,Equifax
C00091,2026-02-15,758,Equifax
C00091,2026-03-15,748,Equifax
C00091,2026-04-28,729,Experian
C00091,2026-05-15,727,TransUnion
C00092,2026-01-15,615,Equifax
C00092,2026-02-28,598,Equifax
C00092,2026-03-01,634,TransUnion
C00092,2026-04-01,605,TransUnion
C00092,2026-05-01,604,Equifax
C00093,2026-01-28,663,Equifax
C00093,2026-02-01,677,Experian
C00093,2026-03-15,678,Equifax
C00093,2026-04-01,653,Experian
C00093,2026-05-01,677,TransUnion
C00094,2026-01-28,612,Equifax
C00094,2026-02-15,616,TransUnion
C00094,2026-03-28,637,Equifax
C00094,2026-04-15,644,TransUnion
C00094,2026-05-15,596,TransUnion
C00095,2026-01-15,782,Experian
C00095,2026-02-28,768,Equifax
C00095,2026-03-01,757,TransUnion
C00095,2026-04-15,724,Experian
C00095,2026-05-28,736,Experian
C00096,2026-01-01,663,TransUnion
C00096,2026-02-15,667,Equifax
C00096,2026-03-15,708,Experian
C00096,2026-04-01,681,Equifax
C00096,2026-05-28,706,Experian
C00097,2026-01-28,719,TransUnion
C00097,2026-02-28,730,Experian
C00097,2026-03-15,718,Experian
C00097,2026-04-28,695,TransUnion
C00097,2026-05-28,693,TransUnion
C00098,2026-01-28,726,Equifax
C00098,2026-02-01,755,TransUnion
C00098,2026-03-01,740,Equifax
C00098,2026-04-01,722,Experian
C00098,2026-05-15,698,Equifax
C00099,2026-01-28,607,Experian
C00099,2026-02-01,595,Equifax
C00099,2026-03-28,582,Equifax
C00099,2026-04-01,629,TransUnion
C00099,2026-05-15,568,Experian
C00100,2026-01-28,656,TransUnion
C00100,2026-02-15,660,Equifax
C00100,2026-03-28,689,TransUnion
C00100,2026-04-28,667,Equifax
C00100,2026-05-01,690,Equifax
C00101,2026-01-15,694,Equifax
C00101,2026-02-28,655,Equifax
C00101,2026-03-01,684,TransUnion
C00101,2026-04-01,667,Equifax
C00101,2026-05-28,635,Experian
C00102,2026-01-15,701,Equifax
C00102,2026-02-15,653,Experian
C00102,2026-03-28,719,Equifax
C00102,2026-04-15,659,Equifax
C00102,2026-05-28,661,Equifax
C00103,2026-01-28,749,Experian
C00103,2026-02-01,717,Experian
C00103,2026-03-15,713,Experian
C00103,2026-04-01,691,Experian
C00103,2026-05-15,,Experian
C00104,2026-01-28,595,Equifax
C00104,2026-02-15,649,Experian
C00104,2026-03-28,617,Experian
C00104,2026-04-28,645,TransUnion
C00104,2026-05-15,620,TransUnion
C00105,2026-01-15,699,Experian
C00105,2026-02-15,696,Equifax
C00105,2026-03-01,719,Experian
C00105,2026-04-01,687,TransUnion
C00105,2026-05-15,723,Experian
C00106,2026-01-28,683,Equifax
C00106,2026-02-01,683,Equifax
C00106,2026-03-01,712,TransUnion
C00106,2026-04-01,708,TransUnion
C00106,2026-05-15,706,Equifax
C00107,2026-01-15,739,Experian
C00107,2026-02-15,723,TransUnion
C00107,2026-03-15,778,Equifax
C00107,2026-04-01,729,Equifax
C00107,2026-05-01,768,Equifax
C00108,2026-01-28,657,Equifax
C00108,2026-02-01,604,Experian
C00108,2026-03-01,635,Experian
C00108,2026-04-15,596,Equifax
C00108,2026-05-28,612,Experian
C00109,2026-01-15,702,TransUnion
C00109,2026-02-01,747,TransUnion
C00109,2026-03-28,708,Equifax
C00109,2026-04-15,761,TransUnion
C00109,2026-05-28,759,Equifax
C00110,2026-01-01,734,Experian
C00110,2026-02-28,748,Experian
C00110,2026-03-15,745,Experian
C00110,2026-04-15,735,Experian
C00110,2026-05-01,751,TransUnion
C00111,2026-01-01,793,TransUnion
C00111,2026-02-28,746,Experian
C00111,2026-03-28,813,TransUnion
C00111,2026-04-15,766,Equifax
C00111,2026-05-28,766,Equifax
C00112,2026-01-01,619,Experian
C00112,2026-02-28,564,TransUnion
C00112,2026-03-15,592,Experian
C00112,2026-04-01,624,Equifax
C00112,2026-05-28,568,Experian
C00113,2026-01-15,569,Equifax
C00113,2026-02-15,594,TransUnion
C00113,2026-03-01,599,TransUnion
C00113,2026-04-15,556,Equifax
C00113,2026-05-01,597,Equifax
C00114,2026-01-01,656,Equifax
C00114,2026-02-15,718,Experian
C00114,2026-03-01,657,Experian
C00114,2026-04-28,697,TransUnion
C00114,2026-05-15,701,Experian
C00115,2026-01-15,664,Experian
C00115,2026-02-15,717,Experian
C00115,2026-03-15,656,TransUnion
C00115,2026-04-28,675,Equifax
C00115,2026-05-15,705,Equifax
C00116,2026-01-15,800,Equifax
C00116,2026-02-15,785,TransUnion
C00116,2026-03-15,814,TransUnion
C00116,2026-04-15,754,TransUnion
C00116,2026-05-28,756,Equifax
C00117,2026-01-15,675,TransUnion
C00117,2026-02-28,699,TransUnion
C00117,2026-03-28,700,Experian
C00117,2026-04-01,636,TransUnion
C00117,2026-05-15,671,Experian
C00118,2026-01-01,811,Equifax
C00118,2026-02-28,772,Equifax
C00118,2026-03-15,815,Experian
C00118,2026-04-15,802,TransUnion
C00118,2026-05-15,765,TransUnion
C00119,2026-01-28,780,Equifax
C00119,2026-02-15,763,TransUnion
C00119,2026-03-28,791,Equifax
C00119,2026-04-15,733,TransUnion
C00119,2026-05-15,766,TransUnion
C00120,2026-01-01,710,Experian
C00120,2026-02-01,697,Experian
C00120,2026-03-28,754,TransUnion
C00120,2026-04-15,751,Equifax
C00120,2026-05-01,742,Experian
C00121,2026-01-15,718,TransUnion
C00121,2026-02-01,721,Experian
C00121,2026-03-28,740,TransUnion
C00121,2026-04-15,756,TransUnion
C00121,2026-05-15,728,TransUnion
C00122,2026-01-15,626,Equifax
C00122,2026-02-01,618,Experian
C00122,2026-03-01,661,Equifax
C00122,2026-04-01,640,Experian
C00122,2026-05-28,675,TransUnion
C00123,2026-01-28,653,TransUnion
C00123,2026-02-01,696,TransUnion
C00123,2026-03-15,654,Equifax
C00123,2026-04-28,692,Equifax
C00123,2026-05-28,673,Equifax
C00124,2026-01-28,708,Experian
C00124,2026-02-28,706,TransUnion
C00124,2026-03-01,691,TransUnion
C00124,2026-04-28,714,Experian
C00124,2026-05-15,724,Equifax
C00125,2026-01-15,577,TransUnion
C00125,2026-02-15,622,Equifax
C00125,2026-03-28,627,Experian
C00125,2026-04-28,609,TransUnion
C00125,2026-05-28,612,TransUnion
C00126,2026-01-01,599,TransUnion
C00126,2026-02-01,560,Experian
C00126,2026-03-28,607,TransUnion
C00126,2026-04-15,602,Equifax
C00126,2026-05-15,562,Experian
C00127,2026-01-01,580,TransUnion
C00127,2026-02-15,571,TransUnion
C00127,2026-03-28,607,TransUnion
C00127,2026-04-15,593,Equifax
C00127,2026-05-28,573,Experian
C00128,2026-01-28,728,Experian
C00128,2026-02-15,697,Equifax
C00128,2026-03-01,688,Equifax
C00128,2026-04-15,663,Experian
C00128,2026-05-28,730,TransUnion
C00129,2026-01-28,768,Equifax
C00129,2026-02-01,790,Equifax
C00129,2026-03-28,795,Equifax
C00129,2026-04-15,769,Equifax
C00129,2026-05-28,770,Experian
C00130,2026-01-15,719,Experian
C00130,2026-02-01,731,Experian
C00130,2026-03-28,726,Experian
C00130,2026-04-28,697,Equifax
C00130,2026-05-15,701,Experian
C00131,2026-01-01,795,TransUnion
C00131,2026-02-28,754,TransUnion
C00131,2026-03-01,760,TransUnion
C00131,2026-04-01,790,Experian
C00131,2026-05-15,753,TransUnion
C00132,2026-01-01,662,Experian
C00132,2026-02-01,618,Experian
C00132,2026-03-01,652,Equifax
C00132,2026-04-28,612,Equifax
C00132,2026-05-15,639,TransUnion
C00133,2026-01-01,578,Experian
C00133,2026-02-28,629,Equifax
C00133,2026-03-15,592,Experian
C00133,2026-04-01,645,Experian
C00133,2026-05-15,594,TransUnion
C00134,2026-01-28,740,Experian
C00134,2026-02-28,751,Experian
C00134,2026-03-15,744,Equifax
C00134,2026-04-28,747,Experian
C00134,2026-05-01,735,TransUnion
C00135,2026-01-28,623,Experian
C00135,2026-02-28,573,Experian
C00135,2026-03-15,598,Experian
C00135,2026-04-15,585,Equifax
C00135,2026-05-01,,Experian
C00136,2026-01-28,688,Equifax
C00136,2026-02-01,737,Equifax
C00136,2026-03-01,680,Experian
C00136,2026-04-15,726,Experian
C00136,2026-05-15,710,Equifax
C00137,2026-01-01,567,TransUnion
C00137,2026-02-15,620,Experian
C00137,2026-03-01,597,TransUnion
C00137,2026-04-28,597,TransUnion
C00137,2026-05-15,614,Equifax
C00138,2026-01-15,723,TransUnion
C00138,2026-02-15,738,Experian
C00138,2026-03-01,741,Equifax
C00138,2026-04-28,686,Equifax
C00138,2026-05-28,694,TransUnion
C00139,2026-01-15,761,Experian
C00139,2026-02-15,718,Equifax
C00139,2026-03-28,748,Experian
C00139,2026-04-28,700,Experian
C00139,2026-05-01,701,Experian
C00140,2026-01-15,711,Equifax
C00140,2026-02-28,738,Experian
C00140,2026-03-15,685,Experian
C00140,2026-04-28,743,Experian
C00140,2026-05-15,736,Experian
C00141,2026-01-28,,TransUnion
C00141,2026-02-28,629,Equifax
C00141,2026-03-15,573,Equifax
C00141,2026-04-01,579,TransUnion
C00141,2026-05-01,630,Equifax
C00142,2026-01-28,571,TransUnion
C00142,2026-02-15,559,Equifax
C00142,2026-03-01,611,TransUnion
C00142,2026-04-15,617,Experian
C00142,2026-05-01,602,Equifax
C00143,2026-01-01,711,TransUnion
C00143,2026-02-28,758,TransUnion
C00143,2026-03-15,760,Experian
C00143,2026-04-28,741,Experian
C00143,2026-05-15,765,TransUnion
C00144,2026-01-28,721,Experian
C00144,2026-02-01,711,Experian
C00144,2026-03-15,667,Equifax
C00144,2026-04-28,712,TransUnion
C00144,2026-05-15,659,TransUnion
C00145,2026-01-15,654,TransUnion
C00145,2026-02-15,706,Equifax
C00145,2026-03-28,668,TransUnion
C00145,2026-04-15,649,Equifax
C00145,2026-05-28,646,TransUnion
C00146,2026-01-28,707,Experian
C00146,2026-02-15,705,TransUnion
C00146,2026-03-15,672,Experian
C00146,2026-04-28,684,Experian
C00146,2026-05-01,695,Equifax
C00147,2026-01-15,597,TransUnion
C00147,2026-02-28,589,Equifax
C00147,2026-03-15,637,Equifax
C00147,2026-04-01,619,Experian
C00147,2026-05-28,602,TransUnion
C00148,2026-01-15,694,Experian
C00148,2026-02-15,651,Experian
C00148,2026-03-15,684,Experian
C00148,2026-04-28,709,TransUnion
C00148,2026-05-28,665,Equifax
C00149,2026-01-15,732,Equifax
C00149,2026-02-28,757,Experian
C00149,2026-03-28,741,Equifax
C00149,2026-04-01,746,TransUnion
C00149,2026-05-01,703,Experian
C00150,2026-01-01,806,Equifax
C00150,2026-02-01,757,Experian
C00150,2026-03-15,775,TransUnion
C00150,2026-04-01,745,TransUnion
C00150,2026-05-01,791,TransUnion
