forecast_id,site_id,forecast_ts,forecast_generation_mw,model_version,created_ts,reading_ts,generation_mw,absolute_error_mw,absolute_percentage_error,forecast_alert
FC0000000336,SITE0001,2026-04-14 23:00:00,6.3966,gen-v4.0,2026-04-13 23:00:00,2026-04-14 23:00:00,5.114,1.2826000000000004,0.25080172076652335,True
FC0000000408,SITE0001,2026-04-17 23:00:00,1.3681,gen-v3.1,2026-04-16 23:00:00,2026-04-17 23:00:00,0.7349,0.6332000000000001,0.8616138250102056,True
FC0000000430,SITE0001,2026-04-18 21:00:00,3.0151,gen-v3.1,2026-04-18 09:00:00,2026-04-18 21:00:00,4.3221,1.307,0.3023992966382083,True
FC0000000437,SITE0001,2026-04-19 04:00:00,0.8042,gen-v4.0,2026-04-18 16:00:00,2026-04-19 04:00:00,0.2239,0.5803,2.591782045556052,True
FC0000000459,SITE0001,2026-04-20 02:00:00,2.4206,gen-v4.0,2026-04-19 02:00:00,2026-04-20 02:00:00,3.4613,1.0407000000000002,0.3006673793083524,True
FC0000000505,SITE0001,2026-04-22 00:00:00,0.8581,gen-v4.0,2026-04-21 18:00:00,2026-04-22 00:00:00,1.1599,0.30179999999999996,0.26019484438313645,True
FC0000000509,SITE0001,2026-04-22 04:00:00,0.9064,gen-v4.0,2026-04-21 04:00:00,2026-04-22 04:00:00,1.3077,0.4013000000000001,0.3068746654431445,True
FC0000000511,SITE0001,2026-04-22 06:00:00,2.0945,gen-v4.0,2026-04-22 00:00:00,2026-04-22 06:00:00,2.8942,0.7997000000000001,0.2763112431760072,True
FC0000000527,SITE0001,2026-04-22 22:00:00,0.1878,gen-v4.0,2026-04-22 10:00:00,2026-04-22 22:00:00,0.8531,0.6653,0.7798616809283789,True
FC0000000549,SITE0001,2026-04-23 20:00:00,8.2951,gen-v3.2,2026-04-22 20:00:00,2026-04-23 20:00:00,6.3761,1.9189999999999996,0.30096767616568115,True
FC0000000554,SITE0001,2026-04-24 01:00:00,1.7629,gen-v3.2,2026-04-23 19:00:00,2026-04-24 01:00:00,1.2166,0.5463,0.44903830346868323,True
FC0000000582,SITE0001,2026-04-25 05:00:00,3.9418,gen-v3.1,2026-04-24 17:00:00,2026-04-25 05:00:00,2.9077,1.0341,0.3556419162912267,True
FC0000000596,SITE0001,2026-04-25 19:00:00,2.8057,gen-v4.0,2026-04-24 19:00:00,2026-04-25 19:00:00,1.6825,1.1231999999999998,0.6675780089153044,True
FC0000000602,SITE0001,2026-04-26 01:00:00,1.6174,gen-v4.0,2026-04-25 19:00:00,2026-04-26 01:00:00,2.5565,0.9391000000000003,0.36733815763739497,True
FC0000000626,SITE0001,2026-04-27 01:00:00,6.1106,gen-v4.0,2026-04-26 19:00:00,2026-04-27 01:00:00,4.6684,1.4421999999999997,0.3089281124153885,True
FC0000000630,SITE0001,2026-04-27 05:00:00,0.0614,gen-v3.2,2026-04-26 17:00:00,2026-04-27 05:00:00,0.5445,0.4831,0.8872359963269054,True
FC0000000672,SITE0001,2026-04-28 23:00:00,0.9378,gen-v3.1,2026-04-27 23:00:00,2026-04-28 23:00:00,1.7534,0.8156000000000001,0.4651534162199156,True
FC0000000679,SITE0001,2026-04-29 06:00:00,6.5857,gen-v3.1,2026-04-29 00:00:00,2026-04-29 06:00:00,5.2673,1.3184000000000005,0.2502990146754505,True
FC0000000693,SITE0001,2026-04-29 20:00:00,0.8856,gen-v4.0,2026-04-28 20:00:00,2026-04-29 20:00:00,0.04,0.8456,21.14,True
FC0000000719,SITE0001,2026-04-30 22:00:00,1.7122,gen-v3.2,2026-04-30 10:00:00,2026-04-30 22:00:00,1.3314,0.3808,0.2860147213459517,True
FC0000000727,SITE0001,2026-05-01 06:00:00,-0.3722,gen-v4.0,2026-05-01 00:00:00,2026-05-01 06:00:00,0.5725,0.9447,1.6501310043668123,True
FC0000000744,SITE0001,2026-05-01 23:00:00,0.6656,gen-v3.2,2026-04-30 23:00:00,2026-05-01 23:00:00,0.1789,0.48669999999999997,2.7205142537730573,True
FC0000000771,SITE0001,2026-05-03 02:00:00,1.0763,gen-v4.0,2026-05-02 02:00:00,2026-05-03 02:00:00,1.8059,0.7296,0.404009081344482,True
FC0000000775,SITE0001,2026-05-03 06:00:00,2.3953,gen-v3.2,2026-05-02 06:00:00,2026-05-03 06:00:00,1.4767,0.9186000000000003,0.6220627073880953,True
FC0000000790,SITE0001,2026-05-03 21:00:00,-0.733,gen-v3.2,2026-05-03 09:00:00,2026-05-03 21:00:00,0.1461,0.8791,6.017111567419575,True
FC0000000793,SITE0001,2026-05-04 00:00:00,4.9878,gen-v3.2,2026-05-03 18:00:00,2026-05-04 00:00:00,3.7918,1.1960000000000002,0.3154174798248853,True
FC0000000823,SITE0001,2026-05-05 06:00:00,1.3843,gen-v4.0,2026-05-05 00:00:00,2026-05-05 06:00:00,1.9055,0.5211999999999999,0.2735240094463395,True
FC0000000836,SITE0001,2026-05-05 19:00:00,6.9496,gen-v3.1,2026-05-05 13:00:00,2026-05-05 19:00:00,5.2158,1.7338000000000005,0.3324130526477243,True
FC0000000840,SITE0001,2026-05-05 23:00:00,0.9404,gen-v3.2,2026-05-04 23:00:00,2026-05-05 23:00:00,1.9161,0.9756999999999999,0.5092114190282344,True
FC0000000841,SITE0001,2026-05-06 00:00:00,0.2982,gen-v4.0,2026-05-05 00:00:00,2026-05-06 00:00:00,0.894,0.5958,0.6664429530201342,True
FC0000000871,SITE0001,2026-05-07 06:00:00,5.6044,gen-v3.1,2026-05-07 00:00:00,2026-05-07 06:00:00,3.9845,1.6199,0.4065503827330907,True
FC0000000910,SITE0001,2026-05-08 21:00:00,1.1765,gen-v3.2,2026-05-08 15:00:00,2026-05-08 21:00:00,0.2894,0.8871000000000001,3.0653075328265382,True
FC0000000912,SITE0001,2026-05-08 23:00:00,1.416,gen-v3.2,2026-05-08 17:00:00,2026-05-08 23:00:00,2.1707,0.7547000000000001,0.34767586492836416,True
FC0000000917,SITE0001,2026-05-09 04:00:00,6.3596,gen-v3.2,2026-05-08 22:00:00,2026-05-09 04:00:00,4.7712,1.5884,0.3329141515761234,True
FC0000000936,SITE0001,2026-05-09 23:00:00,-0.188,gen-v4.0,2026-05-08 23:00:00,2026-05-09 23:00:00,0.3337,0.5217,1.563380281690141,True
FC0000000961,SITE0001,2026-05-11 00:00:00,1.8274,gen-v4.0,2026-05-10 18:00:00,2026-05-11 00:00:00,1.2047,0.6226999999999998,0.51689217232506,True
FC0000000962,SITE0001,2026-05-11 01:00:00,6.9701,gen-v4.0,2026-05-10 13:00:00,2026-05-11 01:00:00,5.5097,1.4604000000000008,0.265059803619072,True
FC0000000965,SITE0001,2026-05-11 04:00:00,4.1098,gen-v4.0,2026-05-10 22:00:00,2026-05-11 04:00:00,5.9257,1.8159,0.30644480820831294,True
FC0000000980,SITE0001,2026-05-11 19:00:00,-0.7152,gen-v4.0,2026-05-10 19:00:00,2026-05-11 19:00:00,0.144,0.8592,5.966666666666667,True
FC0000000982,SITE0001,2026-05-11 21:00:00,0.6861,gen-v4.0,2026-05-11 09:00:00,2026-05-11 21:00:00,1.3559,0.6698000000000001,0.49398923224426583,True
FC0000000984,SITE0001,2026-05-11 23:00:00,3.1543,gen-v3.1,2026-05-10 23:00:00,2026-05-11 23:00:00,2.3123,0.8420000000000001,0.364139601262812,True
FC0000000986,SITE0001,2026-05-12 01:00:00,0.4295,gen-v4.0,2026-05-11 13:00:00,2026-05-12 01:00:00,1.081,0.6515,0.6026827012025902,True
FC0000001009,SITE0001,2026-05-13 00:00:00,1.3051,gen-v3.2,2026-05-12 00:00:00,2026-05-13 00:00:00,0.7605,0.5446,0.7161078238001315,True
FC0000001011,SITE0001,2026-05-13 02:00:00,17.9128,gen-v3.1,2026-05-12 02:00:00,2026-05-13 02:00:00,14.1994,3.7134,0.2615180923137597,True
FC0000001037,SITE0001,2026-05-14 04:00:00,1.5525,gen-v3.1,2026-05-13 04:00:00,2026-05-14 04:00:00,0.6277,0.9248,1.473315277999044,True
FC0000001078,SITE0001,2026-05-15 21:00:00,0.5701,gen-v3.1,2026-05-14 21:00:00,2026-05-15 21:00:00,0.4419,0.12820000000000004,0.2901108848155692,True
FC0000001086,SITE0001,2026-05-16 05:00:00,8.0916,gen-v3.1,2026-05-15 23:00:00,2026-05-16 05:00:00,6.1093,1.9822999999999995,0.32447252549391903,True
FC0000001102,SITE0001,2026-05-16 21:00:00,1.2768,gen-v3.2,2026-05-16 09:00:00,2026-05-16 21:00:00,2.3506,1.0738,0.4568195354377606,True
FC0000001108,SITE0001,2026-05-17 03:00:00,1.2288,gen-v3.1,2026-05-16 03:00:00,2026-05-17 03:00:00,0.3425,0.8862999999999999,2.5877372262773717,True
FC0000001124,SITE0001,2026-05-17 19:00:00,1.0067,gen-v3.1,2026-05-16 19:00:00,2026-05-17 19:00:00,0.4615,0.5451999999999999,1.1813651137594796,True
FC0000001154,SITE0001,2026-05-19 01:00:00,0.8341,gen-v3.1,2026-05-18 01:00:00,2026-05-19 01:00:00,0.0499,0.7842,15.715430861723448,True
FC0000001157,SITE0001,2026-05-19 04:00:00,10.2543,gen-v4.0,2026-05-18 22:00:00,2026-05-19 04:00:00,13.7422,3.4879,0.25380943371512565,True
FC0000001172,SITE0001,2026-05-19 19:00:00,3.7682,gen-v4.0,2026-05-19 07:00:00,2026-05-19 19:00:00,2.7471,1.0211000000000001,0.37170106657930185,True
FC0000001178,SITE0001,2026-05-20 01:00:00,1.784,gen-v4.0,2026-05-19 01:00:00,2026-05-20 01:00:00,1.0713,0.7127000000000001,0.6652664986465044,True
FC0000001182,SITE0001,2026-05-20 05:00:00,0.0122,gen-v4.0,2026-05-19 23:00:00,2026-05-20 05:00:00,0.6318,0.6196,0.9806900918012029,True
FC0000001196,SITE0001,2026-05-20 19:00:00,3.0313,gen-v3.1,2026-05-20 07:00:00,2026-05-20 19:00:00,4.3564,1.3251,0.3041731705077587,True
FC0000001224,SITE0001,2026-05-21 23:00:00,0.5595,gen-v3.1,2026-05-20 23:00:00,2026-05-21 23:00:00,1.002,0.4425,0.4416167664670659,True
FC0000001225,SITE0001,2026-05-22 00:00:00,1.4884,gen-v4.0,2026-05-21 12:00:00,2026-05-22 00:00:00,0.8939,0.5944999999999999,0.6650632061751872,True
FC0000001268,SITE0001,2026-05-23 19:00:00,1.3451,gen-v3.2,2026-05-22 19:00:00,2026-05-23 19:00:00,2.9803,1.6352000000000002,0.5486695970204343,True
FC0000001292,SITE0001,2026-05-24 19:00:00,2.3298,gen-v4.0,2026-05-24 07:00:00,2026-05-24 19:00:00,3.1919,0.8620999999999999,0.2700899150975907,True
FC0000001299,SITE0001,2026-05-25 02:00:00,0.6823,gen-v3.1,2026-05-24 20:00:00,2026-05-25 02:00:00,0.5382,0.1441,0.2677443329617243,True
FC0000001316,SITE0001,2026-05-25 19:00:00,-0.3574,gen-v3.2,2026-05-24 19:00:00,2026-05-25 19:00:00,0.0768,0.4342,5.653645833333334,True
FC0000001319,SITE0001,2026-05-25 22:00:00,4.3004,gen-v4.0,2026-05-25 10:00:00,2026-05-25 22:00:00,5.7547,1.4543,0.252715171946409,True
FC0000001326,SITE0001,2026-05-26 05:00:00,2.073,gen-v3.2,2026-05-25 05:00:00,2026-05-26 05:00:00,1.2707,0.8023,0.631384276383096,True
FC0000001345,SITE0001,2026-05-27 00:00:00,0.4325,gen-v3.2,2026-05-26 18:00:00,2026-05-27 00:00:00,1.3724,0.9399000000000001,0.6848586417953949,True
FC0000001349,SITE0001,2026-05-27 04:00:00,4.2663,gen-v4.0,2026-05-26 04:00:00,2026-05-27 04:00:00,3.3008,0.9655,0.2925048473097431,True
FC0000001365,SITE0001,2026-05-27 20:00:00,12.4776,gen-v4.0,2026-05-26 20:00:00,2026-05-27 20:00:00,9.8494,2.6282000000000014,0.2668385891526389,True
FC0000001390,SITE0001,2026-05-28 21:00:00,2.4298,gen-v4.0,2026-05-28 15:00:00,2026-05-28 21:00:00,3.6848,1.255,0.34058836300477635,True
FC0000001397,SITE0001,2026-05-29 04:00:00,2.8966,gen-v3.2,2026-05-28 16:00:00,2026-05-29 04:00:00,1.7461,1.1504999999999999,0.6588969703911574,True
FC0000001436,SITE0001,2026-05-30 19:00:00,0.2658,gen-v3.1,2026-05-30 13:00:00,2026-05-30 19:00:00,0.1386,0.12719999999999998,0.9177489177489176,True
FC0000001460,SITE0001,2026-05-31 19:00:00,1.1116,gen-v4.0,2026-05-30 19:00:00,2026-05-31 19:00:00,0.6226,0.4889999999999999,0.7854159974301315,True
FC0000001462,SITE0001,2026-05-31 21:00:00,1.3513,gen-v3.2,2026-05-31 09:00:00,2026-05-31 21:00:00,2.0398,0.6885000000000001,0.33753309147955685,True
FC0000001476,SITE0002,2026-04-01 11:00:00,-1.4928,gen-v4.0,2026-03-31 23:00:00,2026-04-01 11:00:00,-0.7676,0.7252,0.9447628973423658,True
FC0000001481,SITE0002,2026-04-01 16:00:00,9.3184,gen-v3.2,2026-03-31 16:00:00,2026-04-01 16:00:00,7.2997,2.018700000000001,0.27654561146348494,True
FC0000001496,SITE0002,2026-04-02 07:00:00,11.7263,gen-v3.1,2026-04-01 07:00:00,2026-04-02 07:00:00,15.6353,3.9090000000000007,0.2500111926218237,True
FC0000001503,SITE0002,2026-04-02 14:00:00,-0.0558,gen-v4.0,2026-04-02 02:00:00,2026-04-02 14:00:00,0.3982,0.454,1.1401305876444,True
FC0000001510,SITE0002,2026-04-02 21:00:00,-4.5993,gen-v3.2,2026-04-02 15:00:00,2026-04-02 21:00:00,-3.6432,0.9561000000000002,0.26243412384716736,True
FC0000001523,SITE0002,2026-04-03 10:00:00,-4.9371,gen-v4.0,2026-04-02 10:00:00,2026-04-03 10:00:00,-3.9467,0.9904000000000002,0.250943826487952,True
FC0000001528,SITE0002,2026-04-03 15:00:00,0.7371,gen-v4.0,2026-04-03 09:00:00,2026-04-03 15:00:00,0.2291,0.508,2.2173723264949805,True
FC0000001535,SITE0002,2026-04-03 22:00:00,-2.1083,gen-v3.1,2026-04-03 16:00:00,2026-04-03 22:00:00,-2.9463,0.8380000000000001,0.284424532464447,True
FC0000001536,SITE0002,2026-04-03 23:00:00,1.0776,gen-v3.2,2026-04-03 17:00:00,2026-04-03 23:00:00,2.2117,1.1341,0.5127729800605869,True
FC0000001559,SITE0002,2026-04-04 22:00:00,-6.404,gen-v3.2,2026-04-03 22:00:00,2026-04-04 22:00:00,-4.788,1.6159999999999997,0.3375104427736006,True
FC0000001566,SITE0002,2026-04-05 05:00:00,-0.599,gen-v3.1,2026-04-04 05:00:00,2026-04-05 05:00:00,-0.8665,0.26750000000000007,0.30871321407963076,True
FC0000001567,SITE0002,2026-04-05 06:00:00,0.5479,gen-v3.1,2026-04-05 00:00:00,2026-04-05 06:00:00,-0.0619,0.6098,9.851373182552505,True
FC0000001568,SITE0002,2026-04-05 07:00:00,-0.4478,gen-v4.0,2026-04-04 07:00:00,2026-04-05 07:00:00,0.4507,0.8985,1.9935655646771688,True
FC0000001572,SITE0002,2026-04-05 11:00:00,7.4934,gen-v3.1,2026-04-04 23:00:00,2026-04-05 11:00:00,5.9123,1.5811000000000002,0.267425536593204,True
FC0000001574,SITE0002,2026-04-05 13:00:00,8.5432,gen-v3.1,2026-04-05 07:00:00,2026-04-05 13:00:00,6.3242,2.2190000000000003,0.3508744188988331,True
FC0000001578,SITE0002,2026-04-05 17:00:00,2.1863,gen-v3.2,2026-04-05 05:00:00,2026-04-05 17:00:00,3.2944,1.1080999999999999,0.3363586692569208,True
FC0000001582,SITE0002,2026-04-05 21:00:00,1.5511,gen-v3.2,2026-04-05 09:00:00,2026-04-05 21:00:00,2.7748,1.2237,0.4410047570996108,True
FC0000001585,SITE0002,2026-04-06 00:00:00,1.6983,gen-v3.2,2026-04-05 00:00:00,2026-04-06 00:00:00,3.2434,1.5451,0.47638280816427203,True
FC0000001612,SITE0002,2026-04-07 03:00:00,7.4486,gen-v3.1,2026-04-06 03:00:00,2026-04-07 03:00:00,5.5968,1.8518,0.3308676386506575,True
FC0000001616,SITE0002,2026-04-07 07:00:00,0.5438,gen-v3.2,2026-04-06 19:00:00,2026-04-07 07:00:00,0.7341,0.19030000000000002,0.25922898787631116,True
FC0000001626,SITE0002,2026-04-07 17:00:00,-1.5597,gen-v4.0,2026-04-06 17:00:00,2026-04-07 17:00:00,-2.3571,0.7973999999999999,0.33829705994654446,True
FC0000001628,SITE0002,2026-04-07 19:00:00,1.8001,gen-v3.2,2026-04-07 07:00:00,2026-04-07 19:00:00,2.5479,0.7477999999999998,0.2934966050472938,True
FC0000001640,SITE0002,2026-04-08 07:00:00,-0.3963,gen-v3.1,2026-04-08 01:00:00,2026-04-08 07:00:00,-1.0422,0.6459,0.6197466896948762,True
FC0000001642,SITE0002,2026-04-08 09:00:00,-0.2926,gen-v3.2,2026-04-08 03:00:00,2026-04-08 09:00:00,0.1942,0.4868,2.506694129763131,True
FC0000001647,SITE0002,2026-04-08 14:00:00,-2.2839,gen-v3.1,2026-04-07 14:00:00,2026-04-08 14:00:00,-1.7479,0.536,0.3066536987241833,True
FC0000001693,SITE0002,2026-04-10 12:00:00,-0.219,gen-v3.2,2026-04-09 12:00:00,2026-04-10 12:00:00,-0.739,0.52,0.7036535859269283,True
FC0000001695,SITE0002,2026-04-10 14:00:00,-0.3407,gen-v4.0,2026-04-10 08:00:00,2026-04-10 14:00:00,-0.9796,0.6389,0.6522049816251532,True
FC0000001696,SITE0002,2026-04-10 15:00:00,-0.7777,gen-v4.0,2026-04-10 09:00:00,2026-04-10 15:00:00,-0.4041,0.37359999999999993,0.924523632764167,True
FC0000001731,SITE0002,2026-04-12 02:00:00,2.3046,gen-v3.2,2026-04-11 20:00:00,2026-04-12 02:00:00,1.2992,1.0054000000000003,0.7738608374384239,True
FC0000001742,SITE0002,2026-04-12 13:00:00,-2.0064,gen-v3.1,2026-04-12 01:00:00,2026-04-12 13:00:00,-3.0007,0.9943,0.3313560169293831,True
FC0000001753,SITE0002,2026-04-13 00:00:00,-0.1966,gen-v3.2,2026-04-12 12:00:00,2026-04-13 00:00:00,-0.8639,0.6673,0.772427364278273,True
FC0000001756,SITE0002,2026-04-13 03:00:00,-0.5827,gen-v4.0,2026-04-12 21:00:00,2026-04-13 03:00:00,-0.9613,0.37860000000000005,0.3938416727348383,True
FC0000001762,SITE0002,2026-04-13 09:00:00,-6.729,gen-v4.0,2026-04-12 09:00:00,2026-04-13 09:00:00,-5.2606,1.4684,0.27913165798578105,True
FC0000001773,SITE0002,2026-04-13 20:00:00,4.9136,gen-v3.2,2026-04-13 08:00:00,2026-04-13 20:00:00,3.5087,1.4048999999999996,0.4004047082965199,True
FC0000001775,SITE0002,2026-04-13 22:00:00,-1.6402,gen-v3.1,2026-04-12 22:00:00,2026-04-13 22:00:00,-3.0994,1.4592,0.4708008001548687,True
FC0000001780,SITE0002,2026-04-14 03:00:00,-1.1596,gen-v3.2,2026-04-13 03:00:00,2026-04-14 03:00:00,-2.3333,1.1737,0.5030214717353105,True
FC0000001809,SITE0002,2026-04-15 08:00:00,-1.6039,gen-v4.0,2026-04-15 02:00:00,2026-04-15 08:00:00,-2.1705,0.5666,0.26104584197189584,True
FC0000001810,SITE0002,2026-04-15 09:00:00,-8.1845,gen-v3.2,2026-04-14 21:00:00,2026-04-15 09:00:00,-6.1936,1.9909,0.3214447171273573,True
FC0000001816,SITE0002,2026-04-15 15:00:00,2.1477,gen-v4.0,2026-04-15 09:00:00,2026-04-15 15:00:00,2.962,0.8143000000000002,0.2749155975692101,True
FC0000001822,SITE0002,2026-04-15 21:00:00,0.2631,gen-v3.1,2026-04-15 15:00:00,2026-04-15 21:00:00,0.7494,0.48629999999999995,0.6489191353082466,True
FC0000001828,SITE0002,2026-04-16 03:00:00,-3.8991,gen-v3.2,2026-04-15 03:00:00,2026-04-16 03:00:00,-5.2865,1.3874000000000004,0.262442069422113,True
FC0000001830,SITE0002,2026-04-16 05:00:00,-0.376,gen-v3.2,2026-04-15 05:00:00,2026-04-16 05:00:00,0.3399,0.7159,2.106207708149456,True
FC0000001850,SITE0002,2026-04-17 01:00:00,2.1698,gen-v3.1,2026-04-16 19:00:00,2026-04-17 01:00:00,1.1968,0.9729999999999999,0.8130013368983956,True
FC0000001851,SITE0002,2026-04-17 02:00:00,8.1626,gen-v4.0,2026-04-16 02:00:00,2026-04-17 02:00:00,10.964,2.801400000000001,0.2555089383436703,True
FC0000001855,SITE0002,2026-04-17 06:00:00,-1.7123,gen-v4.0,2026-04-16 06:00:00,2026-04-17 06:00:00,-2.8332,1.1209000000000002,0.39563038260624034,True
FC0000001864,SITE0002,2026-04-17 15:00:00,0.9366,gen-v3.1,2026-04-17 03:00:00,2026-04-17 15:00:00,0.5594,0.3772,0.6742938863067572,True
FC0000001866,SITE0002,2026-04-17 17:00:00,6.9671,gen-v4.0,2026-04-16 17:00:00,2026-04-17 17:00:00,5.4342,1.5329000000000006,0.28208383938758247,True
FC0000001868,SITE0002,2026-04-17 19:00:00,7.1938,gen-v4.0,2026-04-17 13:00:00,2026-04-17 19:00:00,5.7222,1.4716000000000005,0.25717381426723995,True
FC0000001880,SITE0002,2026-04-18 07:00:00,-2.3986,gen-v3.2,2026-04-17 07:00:00,2026-04-18 07:00:00,-1.4323,0.9663000000000002,0.6746491656775817,True
FC0000001889,SITE0002,2026-04-18 16:00:00,0.724,gen-v3.2,2026-04-17 16:00:00,2026-04-18 16:00:00,-0.1743,0.8983,5.153757888697648,True
FC0000001901,SITE0002,2026-04-19 04:00:00,5.0584,gen-v4.0,2026-04-18 22:00:00,2026-04-19 04:00:00,3.6513,1.4070999999999998,0.38536959439103874,True
FC0000001925,SITE0002,2026-04-20 04:00:00,1.3365,gen-v4.0,2026-04-19 22:00:00,2026-04-20 04:00:00,2.2834,0.9468999999999999,0.41468862223000785,True
FC0000001944,SITE0002,2026-04-20 23:00:00,-9.2546,gen-v4.0,2026-04-20 17:00:00,2026-04-20 23:00:00,-7.2768,1.9778000000000002,0.27179529463500446,True
FC0000001945,SITE0002,2026-04-21 00:00:00,-8.7394,gen-v3.1,2026-04-20 12:00:00,2026-04-21 00:00:00,-12.1088,3.3694000000000006,0.2782604386892178,True
FC0000001948,SITE0002,2026-04-21 03:00:00,-1.6052,gen-v4.0,2026-04-20 15:00:00,2026-04-21 03:00:00,-1.2722,0.33299999999999996,0.26175129696588584,True
FC0000001963,SITE0002,2026-04-21 18:00:00,1.9296,gen-v4.0,2026-04-20 18:00:00,2026-04-21 18:00:00,1.4083,0.5212999999999999,0.3701626073989916,True
FC0000001981,SITE0002,2026-04-22 12:00:00,-0.0888,gen-v3.2,2026-04-21 12:00:00,2026-04-22 12:00:00,-0.6982,0.6094,0.8728158120882269,True
FC0000001985,SITE0002,2026-04-22 16:00:00,6.2778,gen-v3.2,2026-04-22 10:00:00,2026-04-22 16:00:00,8.5013,2.2235000000000005,0.26154823379953657,True
FC0000002018,SITE0002,2026-04-24 01:00:00,11.2995,gen-v4.0,2026-04-23 13:00:00,2026-04-24 01:00:00,15.5653,4.2658000000000005,0.2740583220368384,True
FC0000002020,SITE0002,2026-04-24 03:00:00,-7.8515,gen-v3.1,2026-04-23 21:00:00,2026-04-24 03:00:00,-10.7038,2.8522999999999996,0.26647545731422484,True
