reading_date,grid_zone,load_mwh,generation_mwh,net_supply_gap_mwh
2026-05-28,PJM,357.6800036,3979.3325,3621.6524964
2026-05-28,SPP,565.9002117,94.79169999999999,-471.1085117
2026-05-29,CAISO,348.7610543,2755.5496,2406.7885456999998
2026-05-29,ERCOT,1183.2979047000001,2190.3851,1007.0871952999998
2026-05-29,MISO,756.6333799999999,3026.0828,2269.4494200000004
2026-05-29,PJM,368.49127419999996,3805.3463,3436.8550258
2026-05-29,SPP,559.4161007,279.8484,-279.5677007
2026-05-30,CAISO,271.7329826,2878.0575,2606.3245174
2026-05-30,ERCOT,940.9832556,2325.4113,1384.4280444
2026-05-30,MISO,641.7392566,2884.9453,2243.2060434
2026-05-30,PJM,293.49279729999995,3801.7664999999997,3508.2737027
2026-05-30,SPP,480.1543865,314.5024,-165.65198649999996
2026-05-31,CAISO,271.1348188,2760.5783,2489.4434812
2026-05-31,ERCOT,950.7146567000001,2244.998,1294.2833433
2026-05-31,MISO,607.9331442,2902.9839,2295.0507558
2026-05-31,PJM,291.6602172,3835.7116,3544.0513828000003
2026-05-31,SPP,467.35707920000004,343.5091,-123.84797920000005
