customer_id,customer_name,segment,city,state,region,signup_date,credit_class,autopay_flag,active_flag,effective_start_date,record_source,effective_end_date,is_current,customer_sk
CUST0000078,Green Schools 78,Unknown,Seattle,WA,West,2019-05-31,A,True,True,2019-05-31,customer_master,9999-12-31,True,7bb8f6f8eda6d61762ae
CUST0000079,Prime Schools 79,Residential,Dallas,TX,South,2021-03-11,C,True,True,2021-03-11,customer_master,9999-12-31,True,080d6ed3adb3a07753d7
CUST0000080,Ever Labs 80,Unknown,Seattle,WA,West,2019-02-28,B,False,True,2019-02-28,customer_master,2026-02-09,False,20558315c3c542076180
CUST0000080,Ever Labs 80,Industrial,Seattle,WA,West,2019-02-28,C,True,True,2026-02-09,credit_review,9999-12-31,True,1ffb112d777d76e1dcef
CUST0000081,Ever Properties 81,Commercial,Springfield,IL,Midwest,,D,False,True,2026-03-07,annual_review,9999-12-31,True,94c48cb988282d7fcb41
CUST0000081,Ever Properties 81,Municipal,Springfield,IL,Midwest,,B,False,True,,customer_master,9999-12-31,True,bda78e74cc162b369f79
CUST0000082,Sunrise Manufacturing 82,Municipal,Albany,NY,Northeast,,A,True,True,,customer_master,9999-12-31,True,e1de0808b81a859e357b
CUST0000083,Urban Services 83,Industrial,Springfield,IL,Midwest,,A,False,True,,customer_master,9999-12-31,True,9669a5cf229b6042a268
CUST0000084,Metro Schools 84,Commercial,Phoenix,AZ,West,,C,False,True,2026-05-24,annual_review,9999-12-31,True,e1413932fa4b926170d5
CUST0000084,Metro Schools 84,Residential,Phoenix,AZ,West,,B,True,True,,customer_master,9999-12-31,True,a22da87e028e64df8b05
CUST0000085,Blue Foods 85,Industrial,Boston,MA,Northeast,,C,False,True,2026-05-09,credit_review,9999-12-31,True,b536e486e2eb0efd9f66
CUST0000085,Blue Foods 85,Commercial,Boston,MA,Northeast,,A,False,True,,customer_master,9999-12-31,True,f0c6ac7897725ad8ce53
CUST0000086,Sunrise Services 86,Industrial,Dallas,TX,South,,B,True,True,2026-05-17,credit_review,9999-12-31,True,b05f6de0c6c48dcc11fb
CUST0000086,Sunrise Services 86,Residential,Dallas,TX,South,,C,True,True,,customer_master,9999-12-31,True,349e72d741e8251144f4
CUST0000087,Green Labs 87,Commercial,Denver,CO,West,,A,True,True,,customer_master,9999-12-31,True,9cb176355c9d8d2773a4
CUST0000088,North Labs 88,Residential,Boston,MA,Northeast,,A,True,True,,customer_master,9999-12-31,True,d82e812df39466c43cd7
CUST0000089,Blue Homes 89,Unknown,Denver,CO,West,2021-06-30,A,False,True,2021-06-30,customer_master,9999-12-31,True,5f069f4ed8a5de549bd1
CUST0000090,Sunrise Retail 90,Residential,Atlanta,GA,South,,B,False,True,2026-04-16,credit_review,9999-12-31,True,c54722eae1d6a45d8691
CUST0000090,Sunrise Retail 90,Unknown,Atlanta,GA,South,,C,False,True,,customer_master,9999-12-31,True,0c2a5c886b81d34b3c93
CUST0000091,Green Retail 91,Residential,Seattle,WA,West,,D,True,True,,customer_master,9999-12-31,True,0ade948cf16033151fa0
CUST0000092,Green Schools 92,Municipal,Seattle,WA,West,,B,False,True,,customer_master,9999-12-31,True,08172f710dd6c00701c2
CUST0000093,Metro Properties 93,Industrial,Boston,MA,Northeast,2025-10-27,D,True,True,2025-10-27,customer_master,9999-12-31,True,a6454f568575bcffadfb
CUST0000094,Prime Labs 94,Industrial,Atlanta,GA,South,,B,False,True,2026-04-25,annual_review,9999-12-31,True,a31caa514a014927defd
CUST0000094,Prime Labs 94,Unknown,Atlanta,GA,South,,A,False,True,,customer_master,9999-12-31,True,63561c90c96336899afd
CUST0000095,Metro Homes 95,Unknown,Denver,CO,West,,B,False,True,,customer_master,9999-12-31,True,646ee0ea53f3adb6949c
CUST0000096,Blue Foods 96,Municipal,Boston,MA,Northeast,,D,False,True,,customer_master,9999-12-31,True,88001d40c31de36072a1
CUST0000097,North Services 97,Residential,Seattle,WA,West,,A,False,True,,customer_master,9999-12-31,True,8d51149ad8455d5d7f9d
CUST0000098,Ever Properties 98,Unknown,Austin,TX,South,2023-01-26,A,True,False,2023-01-26,customer_master,9999-12-31,True,09af48381602b3a82fe8
CUST0000099,Blue Schools 99,Industrial,Phoenix,AZ,West,,A,True,True,,customer_master,9999-12-31,True,f6d94d78219f0b31d868
CUST0000100,Blue Schools 100,Residential,Chicago,IL,Midwest,,D,True,False,,customer_master,9999-12-31,True,bbcc042eeb65f56c8f06
CUST0000101,Green Properties 101,Residential,Seattle,WA,West,,C,False,True,2026-04-02,usage_change,9999-12-31,True,494b8125608b6f26fdbe
CUST0000101,Green Properties 101,Commercial,Seattle,WA,West,,A,True,True,,customer_master,9999-12-31,True,ea3d572dc133845a45b1
CUST0000102,Prime Properties 102,Commercial,Atlanta,GA,South,,B,True,False,2026-03-18,credit_review,9999-12-31,True,b33703e7ffd1ee7d53d9
CUST0000102,Prime Properties 102,Commercial,Atlanta,GA,South,,C,True,False,,customer_master,9999-12-31,True,1351c5bdc314a0368830
CUST0000103,North Services 103,Residential,Atlanta,GA,South,,D,True,True,2026-02-22,annual_review,9999-12-31,True,3c87103327ff1520779f
CUST0000103,North Services 103,Industrial,Atlanta,GA,South,,B,False,True,,customer_master,9999-12-31,True,d128d96f0aece4f68f43
CUST0000104,Urban Schools 104,Unknown,Atlanta,GA,South,,B,False,True,,customer_master,9999-12-31,True,c82132d937f3532c0693
CUST0000105,Ever Properties 105,Industrial,Dallas,TX,South,2022-06-18,D,True,True,2022-06-18,customer_master,9999-12-31,True,cb019189ec068e5ba213
CUST0000106,Prime Services 106,Commercial,Albany,NY,Northeast,2023-08-22,C,True,True,2023-08-22,customer_master,9999-12-31,True,6f6cef1662c5a6a4192f
CUST0000107,Prime Services 107,Unknown,Chicago,IL,Midwest,,C,True,True,,customer_master,9999-12-31,True,4cdad230b1ee1feec028
CUST0000108,Green Properties 108,Commercial,Atlanta,GA,South,,C,False,True,,customer_master,9999-12-31,True,2a62932f9b57ff42fb08
CUST0000109,Prime Manufacturing 109,Residential,Denver,CO,West,,D,False,True,,customer_master,9999-12-31,True,42b94f79f0f46f434e74
CUST0000110,North Manufacturing 110,Residential,Denver,CO,West,,B,True,True,2026-05-31,usage_change,9999-12-31,True,cadde48d13574eaa0aa6
CUST0000110,North Manufacturing 110,Industrial,Denver,CO,West,,D,True,True,,customer_master,9999-12-31,True,0a998703f74995f11a82
CUST0000111,Prime Schools 111,Residential,Albany,NY,Northeast,,A,True,True,,customer_master,9999-12-31,True,ebf4626fb1a896e17123
CUST0000112,North Properties 112,Unknown,Austin,TX,South,2024-08-19,C,True,True,2024-08-19,customer_master,2026-03-26,False,028aaeaecca50513700b
CUST0000112,North Properties 112,Residential,Austin,TX,South,2024-08-19,B,False,True,2026-03-26,usage_change,9999-12-31,True,26391c4da398e23a6cf2
CUST0000113,Metro Manufacturing 113,Unknown,Dallas,TX,South,,C,False,True,,customer_master,9999-12-31,True,2426a0571427c54039e5
CUST0000114,Sunrise Homes 114,Industrial,Springfield,IL,Midwest,2021-01-03,D,False,False,2021-01-03,customer_master,9999-12-31,True,0835394ec4fccc8abbf9
CUST0000115,Metro Homes 115,Unknown,Dallas,TX,South,2022-03-30,A,False,True,2022-03-30,customer_master,9999-12-31,True,fa7400643bc98bfc188a
CUST0000116,Sunrise Retail 116,Municipal,Springfield,IL,Midwest,2018-06-12,D,False,True,2018-06-12,customer_master,2026-03-10,False,cb9deb24be625e10d8ff
CUST0000116,Sunrise Retail 116,Residential,Springfield,IL,Midwest,2018-06-12,A,False,True,2026-03-10,usage_change,9999-12-31,True,f9307eba67ea52798cb5
CUST0000117,Blue Services 117,Residential,Albany,NY,Northeast,,A,False,True,,customer_master,9999-12-31,True,6aef2740e1d806cc8419
CUST0000118,Blue Labs 118,Industrial,Boston,MA,Northeast,2023-02-14,C,False,False,2023-02-14,customer_master,9999-12-31,True,c79c4f783b5463928612
CUST0000119,North Properties 119,Commercial,Phoenix,AZ,West,,A,True,True,2026-04-17,credit_review,9999-12-31,True,2f4fda450e45f4442e33
CUST0000119,North Properties 119,Industrial,Phoenix,AZ,West,,D,False,True,,customer_master,9999-12-31,True,29a83a5e0c76a8c1a647
CUST0000120,Ever Homes 120,Commercial,Denver,CO,West,2018-10-11,A,True,False,2018-10-11,customer_master,2026-05-16,False,7a717e39f8b733af0154
CUST0000120,Ever Homes 120,Municipal,Denver,CO,West,2018-10-11,B,True,False,2026-05-16,customer_request,9999-12-31,True,c4ea56126ad3c4e3d850
CUST0000121,Blue Schools 121,Residential,Springfield,IL,Midwest,,D,False,True,,customer_master,9999-12-31,True,e506423fe3e1e95d3905
CUST0000122,Metro Schools 122,Commercial,Seattle,WA,West,2023-06-08,D,False,True,2023-06-08,customer_master,9999-12-31,True,bdbbe4c655524b83042d
CUST0000123,North Services 123,Residential,Dallas,TX,South,,C,False,True,,customer_master,9999-12-31,True,2c39fe68c9e4d2d03436
CUST0000124,Blue Retail 124,Commercial,Atlanta,GA,South,,A,True,True,2026-04-27,usage_change,9999-12-31,True,1d290c15a21794a7a82b
CUST0000124,Blue Retail 124,Industrial,Atlanta,GA,South,,A,True,True,,customer_master,9999-12-31,True,cfc91e8492e87c1d0112
CUST0000125,Prime Schools 125,Residential,Seattle,WA,West,2024-01-02,A,False,True,2024-01-02,customer_master,9999-12-31,True,4aaa475016b36b5c6724
CUST0000126,Blue Homes 126,Unknown,Albany,NY,Northeast,2019-11-01,A,True,True,2019-11-01,customer_master,9999-12-31,True,9bbd9399dc0aab3d7e9d
CUST0000127,Prime Labs 127,Unknown,Atlanta,GA,South,,C,True,True,,customer_master,9999-12-31,True,63ba8700dfd85a3399ff
CUST0000128,North Retail 128,Industrial,Springfield,IL,Midwest,,A,False,True,,customer_master,9999-12-31,True,486c897052ba51ec1e45
CUST0000129,Blue Manufacturing 129,Commercial,Austin,TX,South,2022-01-03,A,True,True,2022-01-03,customer_master,9999-12-31,True,8c5109ae8e2d9e783c9f
CUST0000130,Green Retail 130,Unknown,Atlanta,GA,South,,B,True,True,,customer_master,9999-12-31,True,04ca321dd0b5c56d5f80
CUST0000131,North Foods 131,Residential,Albany,NY,Northeast,,A,False,True,,customer_master,9999-12-31,True,f5efeebd7f83d0ac77d5
CUST0000132,Blue Retail 132,Municipal,Denver,CO,West,,A,True,True,,customer_master,9999-12-31,True,f8c1ba43bbc11acb9774
CUST0000133,Green Manufacturing 133,Industrial,Springfield,IL,Midwest,,D,False,False,2026-04-04,customer_request,9999-12-31,True,bed8d0869844d20e4d6a
CUST0000133,Green Manufacturing 133,Commercial,Springfield,IL,Midwest,,A,False,False,,customer_master,9999-12-31,True,c5776f1504a53c35a33f
CUST0000134,Prime Schools 134,Commercial,Denver,CO,West,2022-04-19,B,False,True,2022-04-19,customer_master,9999-12-31,True,ca746c636273bcd50cf3
CUST0000135,Prime Homes 135,Residential,Dallas,TX,South,,D,True,True,,customer_master,9999-12-31,True,4bf1e5b8ca240fc75d0d
CUST0000136,North Schools 136,Commercial,Denver,CO,West,2019-10-23,D,False,True,2019-10-23,customer_master,9999-12-31,True,a685f824f0cf735a279d
CUST0000137,Ever Retail 137,Industrial,Springfield,IL,Midwest,2025-08-29,A,True,True,2025-08-29,customer_master,9999-12-31,True,921e505a2c7673cb2b0b
CUST0000138,Prime Labs 138,Unknown,Chicago,IL,Midwest,,D,True,True,,customer_master,9999-12-31,True,ce3dde15af2666be4e87
CUST0000139,Ever Properties 139,Residential,Springfield,IL,Midwest,,B,False,True,2026-05-27,usage_change,9999-12-31,True,16ae26946fcab42f12d5
CUST0000139,Ever Properties 139,Residential,Springfield,IL,Midwest,,A,False,True,,customer_master,9999-12-31,True,6c2e8d46ce03af5a3117
CUST0000140,Ever Labs 140,Commercial,Springfield,IL,Midwest,2019-12-26,A,False,False,2019-12-26,customer_master,9999-12-31,True,6a8e06a8994d5bd260db
CUST0000141,Sunrise Foods 141,Residential,Seattle,WA,West,,A,False,True,,customer_master,9999-12-31,True,ad42f77695d4a25c4db1
CUST0000142,Metro Schools 142,Unknown,Springfield,IL,Midwest,,D,False,True,,customer_master,9999-12-31,True,057ecb4d10241440cf01
CUST0000143,Urban Properties 143,Residential,Phoenix,AZ,West,,B,False,True,2026-03-17,customer_request,9999-12-31,True,d07459d418c85e490747
CUST0000143,Urban Properties 143,Commercial,Phoenix,AZ,West,,B,False,True,,customer_master,9999-12-31,True,9dfcbe0aee9f29e98010
CUST0000144,Prime Retail 144,Residential,Denver,CO,West,,C,True,True,,customer_master,9999-12-31,True,88f5f2bcea81fa7e19d7
CUST0000145,Metro Homes 145,Industrial,Chicago,IL,Midwest,,B,False,True,,customer_master,9999-12-31,True,e223a3797f61dd44a32d
