invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status,amount_paid,last_payment_date,open_amount,days_past_due,past_due_flag
INV400000027,SUB00000027,2026-04-01,2026-04-28,2026-05-16,141.65,37.5,18.75,10.42,208.31,Paid,104.15,2026-05-20,104.16,30,True
INV400000028,SUB00000028,2026-04-01,2026-04-28,2026-05-16,147.43,39.03,19.51,10.84,216.81,Past Due,0.0,,216.81,30,True
INV400000031,SUB00000031,2026-04-01,2026-04-28,2026-05-16,118.07,31.25,15.63,8.68,173.63,Open,0.0,,173.63,30,True
INV400000033,SUB00000033,2026-04-01,2026-04-28,2026-05-16,43.79,11.59,5.8,3.22,64.4,Paid,0.0,,64.4,30,True
INV400000034,SUB00000034,2026-04-01,2026-04-28,2026-05-16,86.15,22.8,11.4,6.33,126.69,Open,0.0,,126.69,30,True
INV400000036,SUB00000036,2026-04-01,2026-04-28,2026-05-16,14.4,3.81,1.91,1.06,21.18,Open,0.0,,21.18,30,True
INV400000037,SUB00000037,2026-04-01,2026-04-28,2026-05-16,62.16,16.45,8.23,4.57,91.41,Past Due,0.0,,91.41,30,True
INV400000038,SUB00000038,2026-04-01,2026-04-28,2026-05-16,37.21,9.85,4.93,2.74,54.73,Past Due,0.0,,54.73,30,True
INV400000039,SUB00000039,2026-04-01,2026-04-28,2026-05-16,79.83,21.13,10.57,5.87,117.4,Paid,0.0,,117.4,30,True
INV400000040,SUB00000040,2026-04-01,2026-04-28,2026-05-16,160.54,42.5,21.25,11.8,236.09,Open,0.0,,236.09,30,True
INV400000041,SUB00000041,2026-04-01,2026-04-28,2026-05-16,32.88,8.7,4.35,2.42,48.35,Open,0.0,,48.35,30,True
INV400000042,SUB00000042,2026-04-01,2026-04-28,2026-05-16,146.47,38.77,19.39,10.77,215.4,Open,0.0,,215.4,30,True
INV400000043,SUB00000043,2026-04-01,2026-04-28,2026-05-16,141.88,37.56,18.78,10.43,208.65,Open,0.0,,208.65,30,True
INV400000045,SUB00000045,2026-04-01,2026-04-28,2026-05-16,82.5,21.84,10.92,6.07,121.32,Past Due,90.99,2026-05-16,30.33,30,True
INV400000046,SUB00000046,2026-04-01,2026-04-28,2026-05-16,100.11,26.5,13.25,7.36,147.22,Cancelled,0.0,,147.22,30,True
INV400000047,SUB00000047,2026-04-01,2026-04-28,2026-05-16,40.8,10.8,5.4,3.0,60.0,Paid,0.0,,60.0,30,True
INV400000048,SUB00000048,2026-04-01,2026-04-28,2026-05-16,16.64,4.41,2.2,1.22,24.48,Past Due,0.0,,24.48,30,True
INV400000049,SUB00000049,2026-04-01,2026-04-28,2026-05-16,170.04,45.01,22.51,12.5,250.06,Cancelled,125.03,2026-05-16,125.03,30,True
INV400000050,SUB00000050,2026-04-01,2026-04-28,2026-05-16,115.33,30.53,15.26,8.48,169.6,Open,0.0,,169.6,30,True
INV400000051,SUB00000051,2026-04-01,2026-04-28,2026-05-16,15.55,4.12,2.06,1.14,22.86,Open,0.0,,22.86,30,True
INV400000052,SUB00000052,2026-04-01,2026-04-28,2026-05-16,31.6,8.36,4.18,2.32,46.47,Open,0.0,,46.47,30,True
INV400000056,SUB00000056,2026-04-01,2026-04-28,2026-05-16,160.62,42.52,21.26,11.81,236.21,Cancelled,0.0,,236.21,30,True
INV400000062,SUB00000062,2026-04-01,2026-04-28,2026-05-16,106.29,28.14,14.07,7.82,156.31,Open,78.15,2026-05-16,78.16,30,True
INV400000064,SUB00000064,2026-04-01,2026-04-28,2026-05-16,33.55,8.88,4.44,2.47,49.34,Open,0.0,,49.34,30,True
INV400000070,SUB00000070,2026-04-01,2026-04-28,2026-05-16,174.02,46.07,23.03,12.8,255.92,Paid,0.0,,255.92,30,True
INV400000071,SUB00000071,2026-04-01,2026-04-28,2026-05-16,124.05,32.84,16.42,9.12,182.42,Paid,0.0,,182.42,30,True
INV400000072,SUB00000072,2026-04-01,2026-04-28,2026-05-16,121.33,32.12,16.06,8.92,178.43,Cancelled,0.0,,178.43,30,True
INV400000073,SUB00000073,2026-04-01,2026-04-28,2026-05-16,102.17,27.04,13.52,7.51,150.25,Cancelled,0.0,,150.25,30,True
INV400000076,SUB00000076,2026-04-01,2026-04-28,2026-05-16,147.08,38.93,19.47,10.81,216.29,Open,0.0,,216.29,30,True
INV400000079,SUB00000079,2026-04-01,2026-04-28,2026-05-16,62.11,16.44,8.22,4.57,91.34,Open,0.0,,91.34,30,True
INV400000081,SUB00000081,2026-04-01,2026-04-28,2026-05-16,30.33,8.03,4.01,2.23,44.61,Cancelled,22.3,2026-06-02,22.31,30,True
INV400000082,SUB00000082,2026-04-01,2026-04-28,2026-05-16,57.6,15.25,7.62,4.24,84.7,Past Due,0.0,,84.7,30,True
INV400000083,SUB00000083,2026-04-01,2026-04-28,2026-05-16,145.73,38.57,19.29,10.72,214.3,Open,0.0,,214.3,30,True
INV400000084,SUB00000084,2026-04-01,2026-04-28,2026-05-16,71.54,18.94,9.47,5.26,105.21,Open,0.0,,105.21,30,True
INV400000086,SUB00000086,2026-04-01,2026-04-28,2026-05-16,76.76,20.32,10.16,5.64,112.89,Cancelled,0.0,,112.89,30,True
INV400000087,SUB00000087,2026-04-01,2026-04-28,2026-05-16,18.06,4.78,2.39,1.33,26.56,Paid,0.0,,26.56,30,True
INV400000088,SUB00000088,2026-04-01,2026-04-28,2026-05-16,132.54,35.08,17.54,9.75,194.91,Open,0.0,,194.91,30,True
INV400000089,SUB00000089,2026-04-01,2026-04-28,2026-05-16,85.32,22.58,11.29,6.27,125.46,Past Due,0.0,,125.46,30,True
INV400000090,SUB00000090,2026-04-01,2026-04-28,2026-05-16,19.08,5.05,2.53,1.4,28.06,Cancelled,0.0,,28.06,30,True
INV400000093,SUB00000093,2026-04-01,2026-04-28,2026-05-16,142.33,37.67,18.84,10.47,209.3,Cancelled,0.0,,209.3,30,True
INV400000094,SUB00000094,2026-04-01,2026-04-28,2026-05-16,151.73,40.16,20.08,11.16,223.14,Cancelled,0.0,,223.14,30,True
INV400000095,SUB00000095,2026-04-01,2026-04-28,2026-05-16,85.73,22.69,11.35,6.3,126.07,Past Due,0.0,,126.07,30,True
INV400000097,SUB00000097,2026-04-01,2026-04-28,2026-05-16,57.63,15.26,7.63,4.24,84.75,Cancelled,0.0,,84.75,30,True
INV400000098,SUB00000098,2026-04-01,2026-04-28,2026-05-16,70.0,18.53,9.27,5.15,102.95,Paid,0.0,,102.95,30,True
INV400000099,SUB00000099,2026-04-01,2026-04-28,2026-05-16,117.05,30.98,15.49,8.61,172.14,Cancelled,0.0,,172.14,30,True
INV400000100,SUB00000100,2026-04-01,2026-04-28,2026-05-16,168.88,44.7,22.35,12.42,248.35,Cancelled,0.0,,248.35,30,True
INV400000101,SUB00000101,2026-04-01,2026-04-28,2026-05-16,174.12,46.09,23.05,12.8,256.07,Cancelled,0.0,,256.07,30,True
INV400000102,SUB00000102,2026-04-01,2026-04-28,2026-05-16,120.69,31.95,15.97,8.87,177.49,Open,0.0,,177.49,30,True
INV400000103,SUB00000103,2026-04-01,2026-04-28,2026-05-16,26.48,7.01,3.5,1.95,38.94,Cancelled,0.0,,38.94,30,True
INV400000104,SUB00000104,2026-04-01,2026-04-28,2026-05-16,155.24,41.09,20.55,11.42,228.3,Open,0.0,,228.3,30,True
INV400000105,SUB00000105,2026-04-01,2026-04-28,2026-05-16,119.92,31.74,15.87,8.82,176.36,Paid,0.0,,176.36,30,True
INV400000106,SUB00000106,2026-04-01,2026-04-28,2026-05-16,100.41,26.58,13.29,7.38,147.66,Paid,0.0,,147.66,30,True
INV400000107,SUB00000107,2026-04-01,2026-04-28,2026-05-16,174.64,46.23,23.11,12.84,256.83,Open,0.0,,256.83,30,True
INV400000108,SUB00000108,2026-04-01,2026-04-28,2026-05-16,42.87,11.35,5.67,3.15,63.05,Open,0.0,,63.05,30,True
INV400000109,SUB00000109,2026-04-01,2026-04-28,2026-05-16,93.57,24.77,12.38,6.88,137.61,Cancelled,103.21,2026-05-08,34.40000000000002,30,True
INV400000110,SUB00000110,2026-04-01,2026-04-28,2026-05-16,148.04,39.19,19.59,10.89,217.71,Open,0.0,,217.71,30,True
INV400000112,SUB00000112,2026-04-01,2026-04-28,2026-05-16,94.72,25.07,12.54,6.96,139.29,Paid,0.0,,139.29,30,True
INV400000113,SUB00000113,2026-04-01,2026-04-28,2026-05-16,124.32,32.91,16.45,9.14,182.82,Open,0.0,,182.82,30,True
INV400000114,SUB00000114,2026-04-01,2026-04-28,2026-05-16,171.2,45.32,22.66,12.59,251.77,Cancelled,0.0,,251.77,30,True
INV400000115,SUB00000115,2026-04-01,2026-04-28,2026-05-16,86.84,22.99,11.49,6.39,127.71,Open,0.0,,127.71,30,True
INV400000116,SUB00000116,2026-04-01,2026-04-28,2026-05-16,91.39,24.19,12.1,6.72,134.4,Paid,0.0,,134.4,30,True
INV400000117,SUB00000117,2026-04-01,2026-04-28,2026-05-16,131.09,34.7,17.35,9.64,192.78,Paid,144.59,2026-05-08,48.19,30,True
INV400000118,SUB00000118,2026-04-01,2026-04-28,2026-05-16,28.25,7.48,3.74,2.08,41.55,Cancelled,0.0,,41.55,30,True
INV400000119,SUB00000119,2026-04-01,2026-04-28,2026-05-16,76.37,20.21,10.11,5.62,112.3,Past Due,0.0,,112.3,30,True
INV400000121,SUB00000121,2026-04-01,2026-04-28,2026-05-16,25.12,6.65,3.33,1.85,36.95,Cancelled,0.0,,36.95,30,True
INV400000122,SUB00000122,2026-04-01,2026-04-28,2026-05-16,21.57,5.71,2.85,1.59,31.72,Open,0.0,,31.72,30,True
INV400000123,SUB00000123,2026-04-01,2026-04-28,2026-05-16,144.31,38.2,19.1,10.61,212.22,Paid,0.0,,212.22,30,True
INV400000125,SUB00000125,2026-04-01,2026-04-28,2026-05-16,86.28,22.84,11.42,6.34,126.88,Paid,0.0,,126.88,30,True
INV400000126,SUB00000126,2026-04-01,2026-04-28,2026-05-16,80.08,21.2,10.6,5.89,117.76,Open,0.0,,117.76,30,True
INV400000128,SUB00000128,2026-04-01,2026-04-28,2026-05-16,102.05,27.01,13.51,7.5,150.08,Cancelled,75.04,2026-06-02,75.04,30,True
INV400000129,SUB00000129,2026-04-01,2026-04-28,2026-05-16,87.82,23.25,11.62,6.46,129.14,Paid,0.0,,129.14,30,True
INV400000130,SUB00000130,2026-04-01,2026-04-28,2026-05-16,71.39,18.9,9.45,5.25,104.99,Paid,0.0,,104.99,30,True
INV400000131,SUB00000131,2026-04-01,2026-04-28,2026-05-16,40.05,10.6,5.3,2.94,58.9,Paid,0.0,,58.9,30,True
INV400000134,SUB00000134,2026-04-01,2026-04-28,2026-05-16,111.6,29.54,14.77,8.21,164.11,Cancelled,0.0,,164.11,30,True
INV400000135,SUB00000135,2026-04-01,2026-04-28,2026-05-16,28.92,7.66,3.83,2.13,42.54,Paid,0.0,,42.54,30,True
INV400000137,SUB00000137,2026-04-01,2026-04-28,2026-05-16,22.09,5.85,2.92,1.62,32.49,Cancelled,0.0,,32.49,30,True
INV400000139,SUB00000139,2026-04-01,2026-04-28,2026-05-16,159.64,42.26,21.13,11.74,234.76,Cancelled,176.07,2026-05-03,58.69,30,True
INV400000140,SUB00000140,2026-04-01,2026-04-28,2026-05-16,103.52,27.4,13.7,7.61,152.24,Paid,0.0,,152.24,30,True
INV400000142,SUB00000142,2026-04-01,2026-04-28,2026-05-16,30.01,7.94,3.97,2.21,44.13,Cancelled,0.0,,44.13,30,True
INV400000143,SUB00000143,2026-04-01,2026-04-28,2026-05-16,117.52,31.11,15.55,8.64,172.82,Open,0.0,,172.82,30,True
INV400000144,SUB00000144,2026-04-01,2026-04-28,2026-05-16,145.11,38.41,19.21,10.67,213.4,Past Due,0.0,,213.4,30,True
INV400000145,SUB00000145,2026-04-01,2026-04-28,2026-05-16,156.3,41.37,20.69,11.49,229.85,Paid,172.39,2026-05-08,57.46000000000001,30,True
INV400000146,SUB00000146,2026-04-01,2026-04-28,2026-05-16,109.41,28.96,14.48,8.04,160.9,Cancelled,0.0,,160.9,30,True
INV400000148,SUB00000148,2026-04-01,2026-04-28,2026-05-16,115.33,30.53,15.26,8.48,169.61,Open,0.0,,169.61,30,True
INV400000150,SUB00000150,2026-04-01,2026-04-28,2026-05-16,46.2,12.23,6.11,3.4,67.93,Cancelled,0.0,,67.93,30,True
INV400000151,SUB00000151,2026-04-01,2026-04-28,2026-05-16,34.33,9.09,4.54,2.52,50.49,Paid,25.24,2026-05-16,25.250000000000004,30,True
INV400000152,SUB00000152,2026-04-01,2026-04-28,2026-05-16,81.01,21.44,10.72,5.96,119.14,Cancelled,0.0,,119.14,30,True
INV400000154,SUB00000154,2026-04-01,2026-04-28,2026-05-16,21.08,5.58,2.79,1.55,31.0,Open,23.25,2026-05-03,7.75,30,True
INV400000155,SUB00000155,2026-04-01,2026-04-28,2026-05-16,35.87,9.5,4.75,2.64,52.75,Open,0.0,,52.75,30,True
INV400000156,SUB00000156,2026-04-01,2026-04-28,2026-05-16,117.13,31.0,15.5,8.61,172.24,Open,0.0,,172.24,30,True
INV400000157,SUB00000157,2026-04-01,2026-04-28,2026-05-16,47.98,12.7,6.35,3.53,70.55,Paid,0.0,,70.55,30,True
INV400000158,SUB00000158,2026-04-01,2026-04-28,2026-05-16,116.49,30.84,15.42,8.57,171.31,Past Due,85.66,2026-05-08,85.65,30,True
INV400000159,SUB00000159,2026-04-01,2026-04-28,2026-05-16,71.45,18.91,9.46,5.25,105.08,Cancelled,0.0,,105.08,30,True
INV400000160,SUB00000160,2026-04-01,2026-04-28,2026-05-16,103.95,27.52,13.76,7.64,152.87,Open,0.0,,152.87,30,True
INV400000161,SUB00000161,2026-04-01,2026-04-28,2026-05-16,110.51,29.25,14.63,8.13,162.51,Past Due,0.0,,162.51,30,True
INV400000163,SUB00000163,2026-04-01,2026-04-28,2026-05-16,63.93,16.92,8.46,4.7,94.01,Cancelled,0.0,,94.01,30,True
INV400000164,SUB00000164,2026-04-01,2026-04-28,2026-05-16,19.54,5.17,2.59,1.44,28.74,Open,0.0,,28.74,30,True
INV400000165,SUB00000165,2026-04-01,2026-04-28,2026-05-16,14.8,3.92,1.96,1.09,21.77,Cancelled,0.0,,21.77,30,True
INV400000166,SUB00000166,2026-04-01,2026-04-28,2026-05-16,155.08,41.05,20.53,11.4,228.06,Past Due,0.0,,228.06,30,True
INV400000167,SUB00000167,2026-04-01,2026-04-28,2026-05-16,174.71,46.25,23.12,12.85,256.93,Open,0.0,,256.93,30,True
INV400000168,SUB00000168,2026-04-01,2026-04-28,2026-05-16,145.66,38.56,19.28,10.71,214.21,Open,0.0,,214.21,30,True
INV400000169,SUB00000169,2026-04-01,2026-04-28,2026-05-16,105.11,27.82,13.91,7.73,154.58,Cancelled,0.0,,154.58,30,True
INV400000171,SUB00000171,2026-04-01,2026-04-28,2026-05-16,62.06,16.43,8.21,4.56,91.26,Cancelled,0.0,,91.26,30,True
INV400000172,SUB00000172,2026-04-01,2026-04-28,2026-05-16,113.7,30.1,15.05,8.36,167.21,Paid,0.0,,167.21,30,True
INV400000173,SUB00000173,2026-04-01,2026-04-28,2026-05-16,22.65,5.99,3.0,1.67,33.3,Paid,0.0,,33.3,30,True
INV400000175,SUB00000175,2026-04-01,2026-04-28,2026-05-16,65.82,17.42,8.71,4.84,96.79,Past Due,72.59,2026-05-20,24.200000000000003,30,True
INV400000176,SUB00000176,2026-04-01,2026-04-28,2026-05-16,140.21,37.11,18.56,10.31,206.19,Open,103.09,2026-05-03,103.1,30,True
INV400000177,SUB00000177,2026-04-01,2026-04-28,2026-05-16,37.04,9.8,4.9,2.72,54.47,Past Due,27.24,2026-05-20,27.23,30,True
INV400000179,SUB00000179,2026-04-01,2026-04-28,2026-05-16,37.26,9.86,4.93,2.74,54.79,Cancelled,0.0,,54.79,30,True
INV400000180,SUB00000180,2026-04-01,2026-04-28,2026-05-16,132.08,34.96,17.48,9.71,194.24,Open,0.0,,194.24,30,True
INV400000183,SUB00000183,2026-04-01,2026-04-28,2026-05-16,33.12,8.77,4.38,2.44,48.7,Open,36.53,2026-05-16,12.170000000000002,30,True
INV400000184,SUB00000184,2026-04-01,2026-04-28,2026-05-16,108.04,28.6,14.3,7.94,158.88,Paid,0.0,,158.88,30,True
INV400000185,SUB00000185,2026-04-01,2026-04-28,2026-05-16,162.64,43.05,21.53,11.96,239.17,Open,0.0,,239.17,30,True
INV400000186,SUB00000186,2026-04-01,2026-04-28,2026-05-16,140.73,37.25,18.63,10.35,206.95,Past Due,0.0,,206.95,30,True
INV400000187,SUB00000187,2026-04-01,2026-04-28,2026-05-16,170.52,45.14,22.57,12.54,250.76,Open,0.0,,250.76,30,True
INV400000188,SUB00000188,2026-04-01,2026-04-28,2026-05-16,106.9,28.3,14.15,7.86,157.21,Past Due,0.0,,157.21,30,True
INV400000189,SUB00000189,2026-04-01,2026-04-28,2026-05-16,173.8,46.01,23.0,12.78,255.59,Cancelled,0.0,,255.59,30,True
INV400000190,SUB00000190,2026-04-01,2026-04-28,2026-05-16,109.54,29.0,14.5,8.05,161.09,Cancelled,0.0,,161.09,30,True
INV400000191,SUB00000191,2026-04-01,2026-04-28,2026-05-16,30.99,8.2,4.1,2.28,45.58,Open,0.0,,45.58,30,True
INV400000192,SUB00000192,2026-04-01,2026-04-28,2026-05-16,119.5,31.63,15.82,8.79,175.73,Open,0.0,,175.73,30,True
INV400000193,SUB00000193,2026-04-01,2026-04-28,2026-05-16,118.73,31.43,15.71,8.73,174.6,Past Due,0.0,,174.6,30,True
INV400000194,SUB00000194,2026-04-01,2026-04-28,2026-05-16,35.73,9.46,4.73,2.63,52.54,Past Due,39.41,2026-06-02,13.130000000000003,30,True
INV400000195,SUB00000195,2026-04-01,2026-04-28,2026-05-16,51.67,13.68,6.84,3.8,75.99,Cancelled,37.99,2026-05-08,37.99999999999999,30,True
INV400000196,SUB00000196,2026-04-01,2026-04-28,2026-05-16,25.8,6.83,3.42,1.9,37.94,Open,0.0,,37.94,30,True
INV400000198,SUB00000198,2026-04-01,2026-04-28,2026-05-16,123.63,32.72,16.36,9.09,181.81,Cancelled,0.0,,181.81,30,True
INV400000199,SUB00000199,2026-04-01,2026-04-28,2026-05-16,149.16,39.48,19.74,10.97,219.36,Past Due,0.0,,219.36,30,True
INV400000200,SUB00000200,2026-04-01,2026-04-28,2026-05-16,50.3,13.31,6.66,3.7,73.97,Open,0.0,,73.97,30,True
INV400000202,SUB00000202,2026-04-01,2026-04-28,2026-05-16,120.79,31.97,15.99,8.88,177.63,Cancelled,0.0,,177.63,30,True
INV400000203,SUB00000203,2026-04-01,2026-04-28,2026-05-16,16.17,4.28,2.14,1.19,23.79,Paid,17.84,2026-05-03,5.949999999999999,30,True
INV400000206,SUB00000206,2026-04-01,2026-04-28,2026-05-16,154.12,40.8,20.4,11.33,226.64,Open,113.32,2026-05-16,113.32,30,True
INV400000208,SUB00000208,2026-04-01,2026-04-28,2026-05-16,16.53,4.38,2.19,1.22,24.31,Open,0.0,,24.31,30,True
INV400000211,SUB00000211,2026-04-01,2026-04-28,2026-05-16,163.86,43.37,21.69,12.05,240.97,Cancelled,180.73,2026-05-16,60.24000000000001,30,True
INV400000212,SUB00000212,2026-04-01,2026-04-28,2026-05-16,149.02,39.45,19.72,10.96,219.15,Open,0.0,,219.15,30,True
INV400000213,SUB00000213,2026-04-01,2026-04-28,2026-05-16,74.22,19.65,9.82,5.46,109.15,Cancelled,0.0,,109.15,30,True
INV400000214,SUB00000214,2026-04-01,2026-04-28,2026-05-16,173.55,45.94,22.97,12.76,255.22,Past Due,0.0,,255.22,30,True
INV400000215,SUB00000215,2026-04-01,2026-04-28,2026-05-16,85.45,22.62,11.31,6.28,125.66,Open,0.0,,125.66,30,True
INV400000216,SUB00000216,2026-04-01,2026-04-28,2026-05-16,143.51,37.99,18.99,10.55,211.04,Past Due,0.0,,211.04,30,True
INV400000217,SUB00000217,2026-04-01,2026-04-28,2026-05-16,51.26,13.57,6.78,3.77,75.38,Past Due,0.0,,75.38,30,True
INV400000218,SUB00000218,2026-04-01,2026-04-28,2026-05-16,104.55,27.67,13.84,7.69,153.75,Paid,0.0,,153.75,30,True
INV400000220,SUB00000220,2026-04-01,2026-04-28,2026-05-16,70.11,18.56,9.28,5.16,103.11,Paid,0.0,,103.11,30,True
INV400000221,SUB00000221,2026-04-01,2026-04-28,2026-05-16,150.91,39.95,19.97,11.1,221.93,Open,0.0,,221.93,30,True
INV400000222,SUB00000222,2026-04-01,2026-04-28,2026-05-16,30.61,8.1,4.05,2.25,45.02,Open,0.0,,45.02,30,True
INV400000223,SUB00000223,2026-04-01,2026-04-28,2026-05-16,29.41,7.78,3.89,2.16,43.25,Paid,21.62,2026-05-03,21.63,30,True
INV400000224,SUB00000224,2026-04-01,2026-04-28,2026-05-16,90.76,24.02,12.01,6.67,133.47,Past Due,0.0,,133.47,30,True
INV400000227,SUB00000227,2026-04-01,2026-04-28,2026-05-16,19.6,5.19,2.59,1.44,28.83,Open,0.0,,28.83,30,True
INV400000228,SUB00000228,2026-04-01,2026-04-28,2026-05-16,69.15,18.31,9.15,5.08,101.7,Cancelled,0.0,,101.7,30,True
INV400000229,SUB00000229,2026-04-01,2026-04-28,2026-05-16,116.46,30.83,15.41,8.56,171.26,Cancelled,0.0,,171.26,30,True
INV400000230,SUB00000230,2026-04-01,2026-04-28,2026-05-16,147.91,39.15,19.58,10.88,217.51,Cancelled,0.0,,217.51,30,True
INV400000231,SUB00000231,2026-04-01,2026-04-28,2026-05-16,96.09,25.44,12.72,7.07,141.31,Past Due,0.0,,141.31,30,True
INV400000232,SUB00000232,2026-04-01,2026-04-28,2026-05-16,118.82,31.45,15.73,8.74,174.74,Open,0.0,,174.74,30,True
INV400000233,SUB00000233,2026-04-01,2026-04-28,2026-05-16,141.56,37.47,18.74,10.41,208.18,Cancelled,0.0,,208.18,30,True
INV400000234,SUB00000234,2026-04-01,2026-04-28,2026-05-16,88.41,23.4,11.7,6.5,130.01,Open,0.0,,130.01,30,True
INV400000235,SUB00000235,2026-04-01,2026-04-28,2026-05-16,140.96,37.31,18.66,10.36,207.29,Cancelled,103.65,2026-05-08,103.63999999999999,30,True
INV400000236,SUB00000236,2026-04-01,2026-04-28,2026-05-16,24.16,6.39,3.2,1.78,35.52,Open,0.0,,35.52,30,True
INV400000238,SUB00000238,2026-04-01,2026-04-28,2026-05-16,22.39,5.93,2.96,1.65,32.92,Past Due,16.46,2026-05-16,16.46,30,True
INV400000239,SUB00000239,2026-04-01,2026-04-28,2026-05-16,95.34,25.24,12.62,7.01,140.21,Past Due,0.0,,140.21,30,True
INV400000240,SUB00000240,2026-04-01,2026-04-28,2026-05-16,59.27,15.69,7.85,4.36,87.17,Cancelled,0.0,,87.17,30,True
INV400000241,SUB00000241,2026-04-01,2026-04-28,2026-05-16,74.06,19.6,9.8,5.45,108.91,Cancelled,0.0,,108.91,30,True
INV400000243,SUB00000243,2026-04-01,2026-04-28,2026-05-16,148.01,39.18,19.59,10.88,217.66,Paid,0.0,,217.66,30,True
INV400000244,SUB00000244,2026-04-01,2026-04-28,2026-05-16,123.44,32.67,16.34,9.08,181.53,Paid,0.0,,181.53,30,True
INV400000245,SUB00000245,2026-04-01,2026-04-28,2026-05-16,106.55,28.2,14.1,7.83,156.69,Past Due,0.0,,156.69,30,True
INV400000247,SUB00000247,2026-04-01,2026-04-28,2026-05-16,59.28,15.69,7.85,4.36,87.18,Cancelled,0.0,,87.18,30,True
INV400000248,SUB00000248,2026-04-01,2026-04-28,2026-05-16,51.83,13.72,6.86,3.81,76.22,Open,0.0,,76.22,30,True
INV400000250,SUB00000250,2026-04-01,2026-04-28,2026-05-16,132.74,35.14,17.57,9.76,195.2,Past Due,0.0,,195.2,30,True
INV400000251,SUB00000251,2026-04-01,2026-04-28,2026-05-16,139.41,36.9,18.45,10.25,205.01,Open,102.5,2026-05-16,102.50999999999999,30,True
INV400000252,SUB00000252,2026-04-01,2026-04-28,2026-05-16,54.8,14.51,7.25,4.03,80.59,Open,0.0,,80.59,30,True
INV400000253,SUB00000253,2026-04-01,2026-04-28,2026-05-16,102.49,27.13,13.57,7.54,150.73,Open,0.0,,150.73,30,True
INV400000255,SUB00000255,2026-04-01,2026-04-28,2026-05-16,130.69,34.59,17.3,9.61,192.19,Open,0.0,,192.19,30,True
INV400000256,SUB00000256,2026-04-01,2026-04-28,2026-05-16,145.73,38.58,19.29,10.72,214.31,Past Due,0.0,,214.31,30,True
INV400000257,SUB00000257,2026-04-01,2026-04-28,2026-05-16,58.19,15.4,7.7,4.28,85.58,Past Due,0.0,,85.58,30,True
INV400000258,SUB00000258,2026-04-01,2026-04-28,2026-05-16,81.69,21.62,10.81,6.01,120.13,Cancelled,0.0,,120.13,30,True
INV400000259,SUB00000259,2026-04-01,2026-04-28,2026-05-16,35.42,9.38,4.69,2.6,52.09,Paid,0.0,,52.09,30,True
INV400000260,SUB00000260,2026-04-01,2026-04-28,2026-05-16,97.6,25.83,12.92,7.18,143.52,Cancelled,0.0,,143.52,30,True
INV400000262,SUB00000262,2026-04-01,2026-04-28,2026-05-16,64.38,17.04,8.52,4.73,94.67,Cancelled,71.0,2026-05-08,23.67,30,True
