cell_id,kpi_ts,connected_users,throughput_mbps,prb_utilization_pct,drop_call_rate_pct,handover_success_pct,availability_pct,kpi_date,site_id,technology,max_capacity_mbps,high_utilization_flag,high_drop_rate_flag,poor_availability_flag
CELL000001,2026-05-14 11:00:00,82,370.406,87.863,2.0655,94.9648,99.5384,2026-05-14,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-14 19:00:00,203,305.091,91.575,1.9101,93.9087,99.8115,2026-05-14,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-15 05:00:00,182,550.118,100.0,1.1675,96.9532,99.9638,2026-05-15,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-16 00:00:00,164,246.827,86.368,2.4835,96.5726,99.728,2026-05-16,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-17 10:00:00,233,201.006,87.543,2.0532,97.8422,99.4411,2026-05-17,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-18 00:00:00,173,587.167,89.487,1.7314,93.7813,99.6262,2026-05-18,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-18 17:00:00,202,329.185,93.493,1.4739,98.5961,99.5443,2026-05-18,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-18 22:00:00,167,719.885,100.0,0.0,91.3611,99.7701,2026-05-18,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-19 03:00:00,282,207.256,90.971,3.1656,96.5899,99.616,2026-05-19,SITE00001,4G LTE,601.45,True,True,False
CELL000001,2026-05-19 05:00:00,205,215.769,100.0,2.9456,99.0044,99.7024,2026-05-19,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-19 11:00:00,95,439.793,87.956,0.0,99.2193,99.6092,2026-05-19,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-20 05:00:00,194,573.686,100.0,2.2132,91.3592,99.5624,2026-05-20,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-20 20:00:00,65,491.893,88.519,0.379,100.0,99.6505,2026-05-20,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-20 21:00:00,203,657.713,100.0,1.334,91.9388,99.6314,2026-05-20,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-21 08:00:00,142,345.264,86.317,0.1071,99.5652,99.944,2026-05-21,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-21 19:00:00,96,590.934,100.0,2.051,93.5721,100.0,2026-05-21,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-21 22:00:00,356,414.518,100.0,0.0,96.9266,99.6909,2026-05-21,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-22 08:00:00,267,386.683,98.754,2.5143,97.4277,100.0,2026-05-22,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-23 12:00:00,206,366.417,100.0,0.3572,93.9753,99.3781,2026-05-23,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-23 17:00:00,207,342.006,92.978,0.0286,92.5458,99.6526,2026-05-23,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-23 20:00:00,185,0.0,93.3,0.5173,96.0407,99.3366,2026-05-23,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-23 21:00:00,160,397.7,85.111,0.5259,92.6302,99.9131,2026-05-23,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-24 07:00:00,238,343.48,100.0,1.8182,96.7161,99.6989,2026-05-24,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-24 10:00:00,163,840.899,100.0,2.6104,99.88,99.8732,2026-05-24,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-24 20:00:00,232,666.139,100.0,3.188,94.3797,99.6661,2026-05-24,SITE00001,4G LTE,601.45,True,True,False
CELL000001,2026-05-26 03:00:00,176,640.968,100.0,2.021,96.9233,99.775,2026-05-26,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-26 05:00:00,205,330.312,86.724,1.7664,93.8825,0.0,2026-05-26,SITE00001,4G LTE,601.45,True,False,True
CELL000001,2026-05-26 10:00:00,177,0.0,85.259,2.1133,97.165,99.8916,2026-05-26,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-26 19:00:00,159,443.942,87.951,3.209,94.2376,99.5995,2026-05-26,SITE00001,4G LTE,601.45,True,True,False
CELL000001,2026-05-26 22:00:00,142,613.361,100.0,0.0,96.0449,99.7091,2026-05-26,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-27 08:00:00,222,439.389,97.87,2.1004,93.3024,99.6133,2026-05-27,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-27 10:00:00,152,412.548,100.0,1.0711,93.4901,99.5837,2026-05-27,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-27 15:00:00,125,417.795,85.74,0.76,95.9982,99.8976,2026-05-27,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-27 22:00:00,168,124.079,92.293,1.1011,100.0,99.7136,2026-05-27,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-28 03:00:00,210,631.846,88.564,2.1058,98.489,99.6561,2026-05-28,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-28 06:00:00,268,464.11,100.0,2.4179,99.7666,99.7279,2026-05-28,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-28 09:00:00,173,461.528,86.213,1.6093,98.5052,99.3751,2026-05-28,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-28 13:00:00,271,290.089,100.0,2.2168,92.9671,99.6176,2026-05-28,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-28 15:00:00,182,137.596,93.35,1.6176,97.0367,99.4272,2026-05-28,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-29 01:00:00,155,187.46,98.183,0.4234,94.5095,99.6825,2026-05-29,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-29 09:00:00,224,617.717,91.326,2.6021,93.0813,99.4999,2026-05-29,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-29 18:00:00,212,633.801,89.493,2.0891,98.1746,99.726,2026-05-29,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-29 21:00:00,46,683.985,90.638,2.3396,96.377,99.8297,2026-05-29,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-30 01:00:00,160,300.636,88.079,1.3402,97.8478,99.7266,2026-05-30,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-30 11:00:00,129,351.503,86.811,1.6574,92.8922,99.7821,2026-05-30,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-30 19:00:00,96,502.068,89.228,1.2784,91.9291,99.9307,2026-05-30,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-31 02:00:00,52,227.088,100.0,0.728,94.5193,99.8597,2026-05-31,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-31 09:00:00,122,189.94,93.793,0.2207,95.8906,100.0,2026-05-31,SITE00001,4G LTE,601.45,True,False,False
CELL000001,2026-05-31 14:00:00,93,409.32,94.539,0.0,97.5285,99.6444,2026-05-31,SITE00001,4G LTE,601.45,True,False,False
CELL000002,2026-05-01 08:00:00,156,743.585,87.998,3.7956,96.2293,99.5343,2026-05-01,SITE00001,5G NR,598.19,True,True,False
CELL000002,2026-05-01 13:00:00,337,356.192,91.595,0.0,96.3051,99.5304,2026-05-01,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-01 16:00:00,230,268.224,94.906,1.1743,92.4034,99.7205,2026-05-01,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-01 18:00:00,232,503.735,100.0,1.3896,98.6903,99.9654,2026-05-01,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-01 19:00:00,270,309.178,86.591,2.0602,100.0,99.4409,2026-05-01,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-01 23:00:00,150,610.855,91.667,2.1526,94.3413,99.8322,2026-05-01,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-02 12:00:00,126,286.15,86.234,0.3331,92.7585,99.176,2026-05-02,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-03 02:00:00,248,311.507,89.825,2.92,97.3216,99.7858,2026-05-03,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-03 07:00:00,202,431.58,86.606,0.8,92.808,99.9632,2026-05-03,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-03 08:00:00,212,342.824,92.769,0.5951,92.3276,99.5027,2026-05-03,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-03 09:00:00,132,212.86,100.0,1.3049,96.3506,99.9496,2026-05-03,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-03 13:00:00,217,316.83,85.213,0.8898,94.1077,99.4906,2026-05-03,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-03 23:00:00,30,742.891,86.808,0.0,97.0583,99.6871,2026-05-03,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-04 06:00:00,231,535.035,92.162,0.3008,97.3974,100.0,2026-05-04,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-04 14:00:00,256,565.876,86.808,0.0,100.0,99.3823,2026-05-04,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-04 19:00:00,260,759.538,85.905,0.7977,92.3165,99.7849,2026-05-04,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-04 22:00:00,158,375.845,88.268,1.8576,98.5872,99.5547,2026-05-04,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-05 13:00:00,184,248.776,90.651,1.1083,95.9128,99.0823,2026-05-05,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-05 16:00:00,166,472.528,93.643,1.217,97.1107,99.4048,2026-05-05,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-05 20:00:00,230,361.614,100.0,1.0078,92.4685,99.7932,2026-05-05,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-06 03:00:00,264,311.489,86.489,1.3515,98.3069,99.8832,2026-05-06,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-06 07:00:00,246,299.57,86.532,0.9476,95.1708,99.2619,2026-05-06,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-07 03:00:00,239,204.155,85.29,3.29,95.1392,100.0,2026-05-07,SITE00001,5G NR,598.19,True,True,False
CELL000002,2026-05-07 06:00:00,314,671.18,85.927,2.7341,99.5012,99.7931,2026-05-07,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-07 08:00:00,194,846.17,100.0,2.3752,94.3631,99.826,2026-05-07,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-07 09:00:00,246,227.764,100.0,0.6104,96.3095,99.0036,2026-05-07,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-08 00:00:00,271,359.035,86.368,0.5683,93.4497,99.4305,2026-05-08,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-08 07:00:00,288,492.438,88.276,1.2317,99.0116,100.0,2026-05-08,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-08 16:00:00,199,416.845,100.0,0.9009,94.3601,99.7417,2026-05-08,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-09 08:00:00,69,379.609,89.969,0.4036,96.9335,99.5744,2026-05-09,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-09 15:00:00,270,478.968,90.07,1.1001,89.9867,100.0,2026-05-09,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-09 16:00:00,185,530.299,100.0,0.0,99.7782,99.3996,2026-05-09,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-09 18:00:00,311,476.165,96.347,2.1701,95.8754,99.5051,2026-05-09,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-10 01:00:00,179,610.458,86.466,0.3605,98.9654,99.5741,2026-05-10,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-10 10:00:00,229,547.264,100.0,0.0,95.7907,100.0,2026-05-10,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-10 15:00:00,167,659.364,90.511,1.1213,94.2312,99.4946,2026-05-10,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-11 01:00:00,149,110.084,100.0,1.4162,95.2966,99.9105,2026-05-11,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-11 08:00:00,219,450.668,100.0,0.0,93.9239,100.0,2026-05-11,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-11 17:00:00,42,366.498,90.153,0.4143,97.9784,100.0,2026-05-11,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-12 08:00:00,302,424.22,100.0,2.714,97.9002,99.4023,2026-05-12,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-12 20:00:00,212,407.316,88.197,0.1333,98.046,99.5984,2026-05-12,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-12 21:00:00,219,613.339,86.403,0.8628,92.9258,99.5265,2026-05-12,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-13 06:00:00,165,83.152,92.382,1.4354,96.935,99.5358,2026-05-13,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-13 16:00:00,270,455.005,100.0,3.2824,92.7691,99.638,2026-05-13,SITE00001,5G NR,598.19,True,True,False
CELL000002,2026-05-13 17:00:00,240,493.915,99.729,1.1583,92.9412,99.8405,2026-05-13,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-14 01:00:00,147,634.08,95.461,2.1722,96.7271,99.8565,2026-05-14,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-15 10:00:00,168,219.996,86.672,0.0,98.2706,100.0,2026-05-15,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-15 15:00:00,198,519.969,95.58,1.6674,93.2158,99.5559,2026-05-15,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-15 16:00:00,186,383.721,85.316,2.8212,89.9247,99.5258,2026-05-15,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-16 01:00:00,163,465.78,98.677,0.0367,95.9702,99.4312,2026-05-16,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-16 04:00:00,113,265.303,92.69,1.4417,92.0314,99.5524,2026-05-16,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-16 10:00:00,32,161.5,96.923,0.5328,96.6437,99.643,2026-05-16,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-16 20:00:00,169,376.09,87.773,1.9771,100.0,99.6787,2026-05-16,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-17 04:00:00,279,507.154,87.263,1.6373,95.4081,99.7268,2026-05-17,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-17 07:00:00,10,465.919,91.551,1.5546,92.8981,99.923,2026-05-17,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-17 16:00:00,53,171.662,90.223,1.2986,100.0,99.758,2026-05-17,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-17 19:00:00,139,487.287,96.322,0.6288,98.8119,99.4837,2026-05-17,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-17 20:00:00,122,635.097,96.217,0.8879,95.9604,99.8231,2026-05-17,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-17 22:00:00,213,357.747,88.792,1.5718,91.7118,99.6526,2026-05-17,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-18 07:00:00,147,713.604,100.0,1.5408,98.0759,99.8273,2026-05-18,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-18 08:00:00,179,440.204,99.747,1.6314,96.3198,99.5801,2026-05-18,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-18 13:00:00,136,327.717,96.253,1.2947,96.4886,100.0,2026-05-18,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-19 04:00:00,207,20.174,99.831,0.0459,96.4844,99.6904,2026-05-19,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-19 07:00:00,312,96.043,100.0,0.0871,93.5337,100.0,2026-05-19,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-20 10:00:00,148,174.409,90.353,1.6115,97.2358,100.0,2026-05-20,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-20 11:00:00,235,434.563,100.0,2.9886,94.0553,99.8913,2026-05-20,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-20 16:00:00,21,877.4,100.0,0.4599,92.2681,99.5917,2026-05-20,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-21 03:00:00,137,331.91,92.56,1.6308,98.1403,99.8488,2026-05-21,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-21 08:00:00,167,680.539,88.435,2.2183,94.9441,99.9788,2026-05-21,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-21 10:00:00,62,63.796,92.257,2.2912,93.3039,99.6052,2026-05-21,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-22 01:00:00,300,454.703,94.307,0.2532,96.863,99.551,2026-05-22,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-22 16:00:00,147,453.373,99.268,2.441,97.6283,99.8376,2026-05-22,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-22 18:00:00,220,350.752,89.454,0.3087,96.784,99.5379,2026-05-22,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-22 19:00:00,188,173.793,94.135,1.9965,91.4961,99.4986,2026-05-22,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-23 08:00:00,202,330.078,100.0,1.1171,94.3812,99.726,2026-05-23,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-24 06:00:00,353,225.688,91.96,2.7995,98.0737,99.7204,2026-05-24,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-24 09:00:00,246,591.704,96.041,0.4325,98.7704,100.0,2026-05-24,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-24 15:00:00,263,244.47,89.72,0.4354,93.7056,99.4781,2026-05-24,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-25 19:00:00,251,168.179,100.0,2.4023,90.1656,99.8183,2026-05-25,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-26 00:00:00,207,416.56,89.144,2.6241,95.6982,99.331,2026-05-26,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-26 04:00:00,87,591.33,89.264,0.6716,94.7553,99.7264,2026-05-26,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-26 18:00:00,187,225.536,91.342,0.1,98.043,99.5024,2026-05-26,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-26 23:00:00,183,516.147,100.0,0.0,95.4805,99.8808,2026-05-26,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-28 05:00:00,164,352.169,89.451,0.8218,97.5053,99.0764,2026-05-28,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-28 09:00:00,109,241.228,98.969,1.7619,96.2185,100.0,2026-05-28,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-28 10:00:00,271,621.606,93.78,0.6238,100.0,99.6023,2026-05-28,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-29 12:00:00,245,538.045,85.053,1.4631,92.4065,99.772,2026-05-29,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-30 05:00:00,64,103.616,88.387,1.0379,93.1101,99.7579,2026-05-30,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-30 08:00:00,235,477.358,88.096,1.6562,98.9453,99.3889,2026-05-30,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-30 11:00:00,163,433.685,93.133,1.0238,94.4344,100.0,2026-05-30,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-31 03:00:00,237,276.614,86.519,2.0117,93.2775,99.7269,2026-05-31,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-31 05:00:00,110,499.207,94.551,0.4168,91.2554,99.7713,2026-05-31,SITE00001,5G NR,598.19,True,False,False
CELL000002,2026-05-31 12:00:00,170,508.362,100.0,2.3823,100.0,99.8996,2026-05-31,SITE00001,5G NR,598.19,True,False,False
CELL000003,2026-05-01 06:00:00,298,591.614,85.792,0.1572,96.874,99.0239,2026-05-01,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-01 08:00:00,265,570.571,88.99,2.0016,90.9293,99.8975,2026-05-01,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-01 20:00:00,172,407.49,85.15,2.293,91.2521,99.9461,2026-05-01,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-01 23:00:00,106,666.755,86.949,1.0211,95.1727,99.8103,2026-05-01,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-02 00:00:00,270,265.245,86.089,0.0,92.5155,99.3961,2026-05-02,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-03 03:00:00,123,337.665,88.949,1.3541,95.5589,99.1895,2026-05-03,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-03 07:00:00,189,304.586,85.208,0.6841,95.0181,99.9207,2026-05-03,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-03 13:00:00,256,377.563,94.05,0.7814,92.8613,99.7751,2026-05-03,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-03 15:00:00,240,549.416,85.611,2.6498,94.5215,99.27,2026-05-03,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-04 02:00:00,115,303.384,100.0,1.226,94.3022,99.5593,2026-05-04,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-04 21:00:00,228,514.978,100.0,1.2321,92.8945,99.9712,2026-05-04,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-05 20:00:00,317,306.946,96.113,0.7554,100.0,99.6297,2026-05-05,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-05 21:00:00,136,725.852,95.759,1.7346,93.665,99.6412,2026-05-05,SITE00001,4G LTE,1253.23,True,False,False
CELL000003,2026-05-06 13:00:00,318,172.232,100.0,0.7809,100.0,99.57,2026-05-06,SITE00001,4G LTE,1253.23,True,False,False
