facility_id,department_id,appointment_type,appointment_count,completed,no_shows,cancelled,no_show_rate,completion_rate
FAC002,DEP0019,New Patient,27,18,5,3,0.18518518518518517,0.6666666666666666
FAC002,DEP0019,Procedure,22,16,2,3,0.09090909090909091,0.7272727272727273
FAC002,DEP0019,Telehealth,19,16,0,2,0.0,0.8421052631578947
FAC002,DEP0020,Follow-Up,5,1,1,2,0.2,0.2
FAC002,DEP0020,New Patient,4,2,1,0,0.25,0.5
FAC002,DEP0020,Procedure,4,2,0,1,0.0,0.5
FAC002,DEP0020,Telehealth,4,3,0,0,0.0,0.75
FAC002,DEP0021,Follow-Up,21,11,4,1,0.19047619047619047,0.5238095238095238
FAC002,DEP0021,Imaging,15,5,5,2,0.3333333333333333,0.3333333333333333
FAC002,DEP0021,New Patient,12,5,4,1,0.3333333333333333,0.4166666666666667
FAC002,DEP0021,Procedure,11,7,1,0,0.09090909090909091,0.6363636363636364
FAC002,DEP0021,Telehealth,7,1,3,0,0.42857142857142855,0.14285714285714285
FAC002,DEP0022,Follow-Up,8,3,3,1,0.375,0.375
FAC002,DEP0022,Imaging,16,9,2,2,0.125,0.5625
FAC002,DEP0022,New Patient,8,5,1,2,0.125,0.625
FAC002,DEP0022,Procedure,13,8,0,0,0.0,0.6153846153846154
FAC002,DEP0022,Telehealth,9,4,1,1,0.1111111111111111,0.4444444444444444
FAC002,DEP0023,Follow-Up,2,2,0,0,0.0,1.0
FAC002,DEP0023,Imaging,7,5,0,0,0.0,0.7142857142857143
FAC002,DEP0023,New Patient,7,4,0,1,0.0,0.5714285714285714
FAC002,DEP0023,Procedure,7,5,1,0,0.14285714285714285,0.7142857142857143
FAC002,DEP0023,Telehealth,7,2,2,2,0.2857142857142857,0.2857142857142857
FAC002,DEP0024,Follow-Up,8,4,0,1,0.0,0.5
FAC002,DEP0024,Imaging,4,2,1,1,0.25,0.5
FAC002,DEP0024,New Patient,4,1,1,1,0.25,0.25
FAC002,DEP0024,Procedure,6,1,2,3,0.3333333333333333,0.16666666666666666
FAC002,DEP0024,Telehealth,4,1,1,1,0.25,0.25
FAC003,DEP0025,Follow-Up,10,1,1,4,0.1,0.1
FAC003,DEP0025,Imaging,16,4,3,6,0.1875,0.25
FAC003,DEP0025,New Patient,9,6,2,0,0.2222222222222222,0.6666666666666666
FAC003,DEP0025,Procedure,15,6,2,3,0.13333333333333333,0.4
FAC003,DEP0025,Telehealth,15,6,2,4,0.13333333333333333,0.4
FAC003,DEP0026,Follow-Up,16,10,1,3,0.0625,0.625
FAC003,DEP0026,Imaging,11,6,3,1,0.2727272727272727,0.5454545454545454
FAC003,DEP0026,New Patient,12,9,0,2,0.0,0.75
FAC003,DEP0026,Procedure,17,8,3,4,0.17647058823529413,0.47058823529411764
FAC003,DEP0026,Telehealth,10,2,1,3,0.1,0.2
FAC003,DEP0027,Follow-Up,23,14,5,2,0.21739130434782608,0.6086956521739131
FAC003,DEP0027,Imaging,16,11,1,1,0.0625,0.6875
FAC003,DEP0027,New Patient,22,7,6,4,0.2727272727272727,0.3181818181818182
FAC003,DEP0027,Procedure,24,8,6,6,0.25,0.3333333333333333
FAC003,DEP0027,Telehealth,14,8,3,2,0.21428571428571427,0.5714285714285714
FAC003,DEP0028,Follow-Up,7,4,3,0,0.42857142857142855,0.5714285714285714
FAC003,DEP0028,Imaging,5,2,1,1,0.2,0.4
FAC003,DEP0028,New Patient,10,2,4,2,0.4,0.2
FAC003,DEP0028,Procedure,12,5,3,2,0.25,0.4166666666666667
FAC003,DEP0028,Telehealth,9,4,1,3,0.1111111111111111,0.4444444444444444
FAC003,DEP0029,Follow-Up,7,6,0,1,0.0,0.8571428571428571
FAC003,DEP0029,Imaging,4,2,0,1,0.0,0.5
FAC003,DEP0029,New Patient,8,2,3,2,0.375,0.25
FAC003,DEP0029,Procedure,10,4,0,5,0.0,0.4
FAC003,DEP0029,Telehealth,10,5,2,3,0.2,0.5
FAC003,DEP0030,Follow-Up,10,3,1,3,0.1,0.3
FAC003,DEP0030,Imaging,6,4,0,1,0.0,0.6666666666666666
FAC003,DEP0030,New Patient,7,5,1,1,0.14285714285714285,0.7142857142857143
FAC003,DEP0030,Procedure,6,3,0,3,0.0,0.5
FAC003,DEP0030,Telehealth,9,5,1,2,0.1111111111111111,0.5555555555555556
FAC003,DEP0031,Follow-Up,11,4,3,2,0.2727272727272727,0.36363636363636365
FAC003,DEP0031,Imaging,10,5,2,2,0.2,0.5
FAC003,DEP0031,New Patient,9,3,2,3,0.2222222222222222,0.3333333333333333
FAC003,DEP0031,Procedure,11,4,3,3,0.2727272727272727,0.36363636363636365
FAC003,DEP0031,Telehealth,10,5,2,3,0.2,0.5
FAC003,DEP0032,Follow-Up,4,3,0,1,0.0,0.75
FAC003,DEP0032,Imaging,14,10,1,2,0.07142857142857142,0.7142857142857143
FAC003,DEP0032,New Patient,13,6,1,3,0.07692307692307693,0.46153846153846156
FAC003,DEP0032,Procedure,14,8,2,2,0.14285714285714285,0.5714285714285714
FAC003,DEP0032,Telehealth,13,7,2,0,0.15384615384615385,0.5384615384615384
FAC003,DEP0033,Follow-Up,8,5,2,0,0.25,0.625
FAC003,DEP0033,Imaging,5,0,2,2,0.4,0.0
FAC003,DEP0033,New Patient,3,1,0,2,0.0,0.3333333333333333
FAC003,DEP0033,Procedure,4,2,0,1,0.0,0.5
FAC003,DEP0033,Telehealth,8,6,0,1,0.0,0.75
FAC003,DEP0034,Follow-Up,14,5,3,1,0.21428571428571427,0.35714285714285715
FAC003,DEP0034,Imaging,10,6,2,1,0.2,0.6
FAC003,DEP0034,New Patient,6,4,1,0,0.16666666666666666,0.6666666666666666
FAC003,DEP0034,Procedure,10,6,3,0,0.3,0.6
FAC003,DEP0034,Telehealth,7,6,0,1,0.0,0.8571428571428571
FAC003,DEP0035,Follow-Up,1,1,0,0,0.0,1.0
FAC003,DEP0035,Imaging,4,2,0,0,0.0,0.5
FAC003,DEP0035,New Patient,9,3,3,1,0.3333333333333333,0.3333333333333333
FAC003,DEP0035,Procedure,8,7,1,0,0.125,0.875
FAC003,DEP0035,Telehealth,10,6,2,1,0.2,0.6
FAC003,DEP0036,Follow-Up,15,7,0,4,0.0,0.4666666666666667
FAC003,DEP0036,Imaging,10,6,0,2,0.0,0.6
FAC003,DEP0036,New Patient,11,3,2,5,0.18181818181818182,0.2727272727272727
FAC003,DEP0036,Procedure,14,9,4,0,0.2857142857142857,0.6428571428571429
FAC003,DEP0036,Telehealth,6,3,1,1,0.16666666666666666,0.5
FAC004,DEP0037,Follow-Up,9,4,2,1,0.2222222222222222,0.4444444444444444
FAC004,DEP0037,Imaging,6,3,0,0,0.0,0.5
FAC004,DEP0037,New Patient,16,9,4,1,0.25,0.5625
FAC004,DEP0037,Procedure,18,8,5,2,0.2777777777777778,0.4444444444444444
FAC004,DEP0037,Telehealth,14,9,0,3,0.0,0.6428571428571429
FAC004,DEP0038,Follow-Up,5,4,1,0,0.2,0.8
FAC004,DEP0038,Imaging,5,3,0,1,0.0,0.6
FAC004,DEP0038,New Patient,6,2,2,0,0.3333333333333333,0.3333333333333333
FAC004,DEP0038,Procedure,3,0,1,2,0.3333333333333333,0.0
FAC004,DEP0038,Telehealth,4,1,1,1,0.25,0.25
FAC004,DEP0039,Follow-Up,15,8,1,2,0.06666666666666667,0.5333333333333333
FAC004,DEP0039,Imaging,15,6,3,2,0.2,0.4
FAC004,DEP0039,New Patient,4,2,1,0,0.25,0.5
FAC004,DEP0039,Procedure,13,7,1,1,0.07692307692307693,0.5384615384615384
FAC004,DEP0039,Telehealth,20,6,6,6,0.3,0.3
FAC004,DEP0040,Follow-Up,18,8,4,2,0.2222222222222222,0.4444444444444444
FAC004,DEP0040,Imaging,5,4,0,1,0.0,0.8
FAC004,DEP0040,New Patient,16,8,0,4,0.0,0.5
FAC004,DEP0040,Procedure,12,8,1,2,0.08333333333333333,0.6666666666666666
FAC004,DEP0040,Telehealth,12,5,3,0,0.25,0.4166666666666667
FAC004,DEP0041,Follow-Up,11,8,0,1,0.0,0.7272727272727273
FAC004,DEP0041,Imaging,7,4,0,1,0.0,0.5714285714285714
FAC004,DEP0041,New Patient,18,11,3,2,0.16666666666666666,0.6111111111111112
FAC004,DEP0041,Procedure,20,10,3,4,0.15,0.5
FAC004,DEP0041,Telehealth,15,6,2,2,0.13333333333333333,0.4
FAC004,DEP0042,Follow-Up,15,6,0,3,0.0,0.4
FAC004,DEP0042,Imaging,17,10,2,1,0.11764705882352941,0.5882352941176471
FAC004,DEP0042,New Patient,16,10,2,1,0.125,0.625
FAC004,DEP0042,Procedure,15,8,4,2,0.26666666666666666,0.5333333333333333
FAC004,DEP0042,Telehealth,13,9,1,0,0.07692307692307693,0.6923076923076923
FAC004,DEP0043,Follow-Up,12,8,1,2,0.08333333333333333,0.6666666666666666
FAC004,DEP0043,Imaging,1,1,0,0,0.0,1.0
FAC004,DEP0043,New Patient,8,5,0,3,0.0,0.625
FAC004,DEP0043,Procedure,4,4,0,0,0.0,1.0
FAC004,DEP0043,Telehealth,5,1,2,1,0.4,0.2
FAC004,DEP0044,Follow-Up,19,10,3,3,0.15789473684210525,0.5263157894736842
FAC004,DEP0044,Imaging,14,4,3,2,0.21428571428571427,0.2857142857142857
FAC004,DEP0044,New Patient,13,6,3,1,0.23076923076923078,0.46153846153846156
FAC004,DEP0044,Procedure,17,8,1,5,0.058823529411764705,0.47058823529411764
FAC004,DEP0044,Telehealth,13,8,0,1,0.0,0.6153846153846154
FAC004,DEP0045,Follow-Up,2,1,0,0,0.0,0.5
FAC004,DEP0045,Imaging,10,3,1,1,0.1,0.3
FAC004,DEP0045,New Patient,4,2,0,2,0.0,0.5
FAC004,DEP0045,Procedure,8,3,2,2,0.25,0.375
FAC004,DEP0045,Telehealth,7,6,1,0,0.14285714285714285,0.8571428571428571
FAC004,DEP0046,Follow-Up,5,4,1,0,0.2,0.8
FAC004,DEP0046,Imaging,11,5,1,3,0.09090909090909091,0.45454545454545453
FAC004,DEP0046,New Patient,15,10,2,0,0.13333333333333333,0.6666666666666666
FAC004,DEP0046,Procedure,10,5,2,1,0.2,0.5
FAC004,DEP0046,Telehealth,12,3,3,4,0.25,0.25
FAC004,DEP0047,Follow-Up,10,5,4,0,0.4,0.5
FAC004,DEP0047,Imaging,12,5,0,4,0.0,0.4166666666666667
FAC004,DEP0047,New Patient,9,5,2,0,0.2222222222222222,0.5555555555555556
FAC004,DEP0047,Procedure,7,2,2,2,0.2857142857142857,0.2857142857142857
FAC004,DEP0047,Telehealth,6,1,3,2,0.5,0.16666666666666666
FAC004,DEP0048,Follow-Up,10,3,2,3,0.2,0.3
FAC004,DEP0048,Imaging,8,1,3,1,0.375,0.125
FAC004,DEP0048,New Patient,6,3,1,1,0.16666666666666666,0.5
FAC004,DEP0048,Procedure,9,6,2,1,0.2222222222222222,0.6666666666666666
FAC004,DEP0048,Telehealth,12,5,4,2,0.3333333333333333,0.4166666666666667
FAC005,DEP0049,Follow-Up,6,5,1,0,0.16666666666666666,0.8333333333333334
FAC005,DEP0049,Imaging,11,6,2,0,0.18181818181818182,0.5454545454545454
FAC005,DEP0049,New Patient,15,6,4,3,0.26666666666666666,0.4
FAC005,DEP0049,Procedure,7,4,0,2,0.0,0.5714285714285714
FAC005,DEP0049,Telehealth,12,4,3,3,0.25,0.3333333333333333
FAC005,DEP0050,Follow-Up,4,2,0,1,0.0,0.5
FAC005,DEP0050,Imaging,7,3,2,1,0.2857142857142857,0.42857142857142855
FAC005,DEP0050,New Patient,7,2,1,4,0.14285714285714285,0.2857142857142857
FAC005,DEP0050,Procedure,3,1,1,0,0.3333333333333333,0.3333333333333333
FAC005,DEP0050,Telehealth,2,1,0,0,0.0,0.5
FAC005,DEP0051,Follow-Up,10,6,2,1,0.2,0.6
FAC005,DEP0051,Imaging,2,2,0,0,0.0,1.0
FAC005,DEP0051,New Patient,7,4,1,2,0.14285714285714285,0.5714285714285714
FAC005,DEP0051,Procedure,3,2,1,0,0.3333333333333333,0.6666666666666666
FAC005,DEP0051,Telehealth,10,3,4,2,0.4,0.3
FAC005,DEP0052,Follow-Up,11,3,4,2,0.36363636363636365,0.2727272727272727
FAC005,DEP0052,Imaging,15,7,5,1,0.3333333333333333,0.4666666666666667
FAC005,DEP0052,New Patient,10,4,2,1,0.2,0.4
FAC005,DEP0052,Procedure,10,3,3,3,0.3,0.3
FAC005,DEP0052,Telehealth,14,5,3,3,0.21428571428571427,0.35714285714285715
FAC005,DEP0053,Follow-Up,9,4,2,1,0.2222222222222222,0.4444444444444444
FAC005,DEP0053,Imaging,6,4,1,0,0.16666666666666666,0.6666666666666666
FAC005,DEP0053,New Patient,18,9,5,4,0.2777777777777778,0.5
FAC005,DEP0053,Procedure,14,5,1,4,0.07142857142857142,0.35714285714285715
FAC005,DEP0053,Telehealth,10,4,3,0,0.3,0.4
FAC005,DEP0054,Follow-Up,9,3,1,3,0.1111111111111111,0.3333333333333333
FAC005,DEP0054,Imaging,14,8,2,1,0.14285714285714285,0.5714285714285714
FAC005,DEP0054,New Patient,11,2,2,4,0.18181818181818182,0.18181818181818182
FAC005,DEP0054,Procedure,6,4,2,0,0.3333333333333333,0.6666666666666666
FAC005,DEP0054,Telehealth,3,0,0,0,0.0,0.0
FAC005,DEP0055,Follow-Up,8,5,0,2,0.0,0.625
FAC005,DEP0055,Imaging,10,6,3,0,0.3,0.6
FAC005,DEP0055,New Patient,9,4,2,1,0.2222222222222222,0.4444444444444444
FAC005,DEP0055,Procedure,14,6,1,4,0.07142857142857142,0.42857142857142855
FAC005,DEP0055,Telehealth,13,7,1,5,0.07692307692307693,0.5384615384615384
FAC005,DEP0056,Follow-Up,22,14,2,2,0.09090909090909091,0.6363636363636364
FAC005,DEP0056,Imaging,19,10,1,4,0.05263157894736842,0.5263157894736842
FAC005,DEP0056,New Patient,14,7,1,2,0.07142857142857142,0.5
FAC005,DEP0056,Procedure,22,11,4,3,0.18181818181818182,0.5
FAC005,DEP0056,Telehealth,24,7,4,3,0.16666666666666666,0.2916666666666667
FAC005,DEP0057,Follow-Up,10,3,2,3,0.2,0.3
FAC005,DEP0057,Imaging,11,6,2,1,0.18181818181818182,0.5454545454545454
FAC005,DEP0057,New Patient,15,8,2,3,0.13333333333333333,0.5333333333333333
FAC005,DEP0057,Procedure,10,5,1,0,0.1,0.5
FAC005,DEP0057,Telehealth,6,2,1,2,0.16666666666666666,0.3333333333333333
FAC005,DEP0058,Follow-Up,18,10,2,1,0.1111111111111111,0.5555555555555556
FAC005,DEP0058,Imaging,15,7,1,3,0.06666666666666667,0.4666666666666667
FAC005,DEP0058,New Patient,22,10,4,5,0.18181818181818182,0.45454545454545453
FAC005,DEP0058,Procedure,17,8,5,2,0.29411764705882354,0.47058823529411764
FAC005,DEP0058,Telehealth,15,11,2,1,0.13333333333333333,0.7333333333333333
FAC005,DEP0059,Follow-Up,24,12,7,2,0.2916666666666667,0.5
FAC005,DEP0059,Imaging,25,13,2,6,0.08,0.52
FAC005,DEP0059,New Patient,21,6,4,4,0.19047619047619047,0.2857142857142857
FAC005,DEP0059,Procedure,21,13,3,3,0.14285714285714285,0.6190476190476191
FAC005,DEP0059,Telehealth,15,9,1,1,0.06666666666666667,0.6
FAC005,DEP0060,Follow-Up,11,4,1,1,0.09090909090909091,0.36363636363636365
FAC005,DEP0060,Imaging,13,6,4,2,0.3076923076923077,0.46153846153846156
FAC005,DEP0060,New Patient,10,2,3,3,0.3,0.2
FAC005,DEP0060,Procedure,10,2,3,3,0.3,0.2
FAC005,DEP0060,Telehealth,9,3,1,0,0.1111111111111111,0.3333333333333333
FAC006,DEP0061,Follow-Up,2,1,1,0,0.5,0.5
FAC006,DEP0061,Imaging,8,5,0,1,0.0,0.625
FAC006,DEP0061,New Patient,6,3,1,1,0.16666666666666666,0.5
FAC006,DEP0061,Procedure,5,3,1,1,0.2,0.6
FAC006,DEP0061,Telehealth,8,2,3,2,0.375,0.25
FAC006,DEP0062,Follow-Up,8,3,3,1,0.375,0.375
FAC006,DEP0062,Imaging,9,3,3,3,0.3333333333333333,0.3333333333333333
FAC006,DEP0062,New Patient,6,4,0,1,0.0,0.6666666666666666
FAC006,DEP0062,Procedure,8,2,1,4,0.125,0.25
FAC006,DEP0062,Telehealth,12,8,0,2,0.0,0.6666666666666666
FAC006,DEP0063,Follow-Up,11,7,2,0,0.18181818181818182,0.6363636363636364
FAC006,DEP0063,Imaging,15,8,7,0,0.4666666666666667,0.5333333333333333
FAC006,DEP0063,New Patient,15,5,4,3,0.26666666666666666,0.3333333333333333
FAC006,DEP0063,Procedure,17,9,2,2,0.11764705882352941,0.5294117647058824
FAC006,DEP0063,Telehealth,12,4,3,3,0.25,0.3333333333333333
FAC006,DEP0064,Follow-Up,10,6,2,0,0.2,0.6
FAC006,DEP0064,Imaging,9,6,1,1,0.1111111111111111,0.6666666666666666
FAC006,DEP0064,New Patient,10,10,0,0,0.0,1.0
FAC006,DEP0064,Procedure,4,2,0,1,0.0,0.5
FAC006,DEP0064,Telehealth,8,6,1,1,0.125,0.75
FAC006,DEP0065,Follow-Up,15,10,3,1,0.2,0.6666666666666666
FAC006,DEP0065,Imaging,12,9,1,1,0.08333333333333333,0.75
FAC006,DEP0065,New Patient,19,8,4,3,0.21052631578947367,0.42105263157894735
FAC006,DEP0065,Procedure,17,9,3,3,0.17647058823529413,0.5294117647058824
FAC006,DEP0065,Telehealth,24,19,1,1,0.041666666666666664,0.7916666666666666
FAC006,DEP0066,Follow-Up,22,15,3,2,0.13636363636363635,0.6818181818181818
FAC006,DEP0066,Imaging,15,6,2,4,0.13333333333333333,0.4
FAC006,DEP0066,New Patient,20,8,7,3,0.35,0.4
FAC006,DEP0066,Procedure,13,7,0,3,0.0,0.5384615384615384
FAC006,DEP0066,Telehealth,17,8,3,2,0.17647058823529413,0.47058823529411764
FAC006,DEP0067,Follow-Up,12,6,0,2,0.0,0.5
FAC006,DEP0067,Imaging,13,6,1,2,0.07692307692307693,0.46153846153846156
FAC006,DEP0067,New Patient,10,6,2,2,0.2,0.6
FAC006,DEP0067,Procedure,3,0,2,0,0.6666666666666666,0.0
FAC006,DEP0067,Telehealth,8,3,2,2,0.25,0.375
FAC006,DEP0068,Follow-Up,8,4,1,1,0.125,0.5
FAC006,DEP0068,Imaging,9,7,2,0,0.2222222222222222,0.7777777777777778
FAC006,DEP0068,New Patient,8,4,2,2,0.25,0.5
FAC006,DEP0068,Procedure,8,1,1,4,0.125,0.125
FAC006,DEP0068,Telehealth,12,6,1,3,0.08333333333333333,0.5
FAC006,DEP0069,Follow-Up,15,12,1,0,0.06666666666666667,0.8
FAC006,DEP0069,Imaging,14,11,3,0,0.21428571428571427,0.7857142857142857
FAC006,DEP0069,New Patient,8,2,1,3,0.125,0.25
FAC006,DEP0069,Procedure,14,6,4,4,0.2857142857142857,0.42857142857142855
FAC006,DEP0069,Telehealth,8,4,1,1,0.125,0.5
FAC006,DEP0070,Follow-Up,11,8,1,1,0.09090909090909091,0.7272727272727273
FAC006,DEP0070,Imaging,12,8,2,1,0.16666666666666666,0.6666666666666666
FAC006,DEP0070,New Patient,11,4,2,0,0.18181818181818182,0.36363636363636365
FAC006,DEP0070,Procedure,15,8,1,0,0.06666666666666667,0.5333333333333333
FAC006,DEP0070,Telehealth,4,1,0,1,0.0,0.25
FAC006,DEP0071,Follow-Up,16,9,4,1,0.25,0.5625
FAC006,DEP0071,Imaging,14,6,3,3,0.21428571428571427,0.42857142857142855
FAC006,DEP0071,New Patient,16,9,1,2,0.0625,0.5625
FAC006,DEP0071,Procedure,21,8,3,5,0.14285714285714285,0.38095238095238093
FAC006,DEP0071,Telehealth,11,6,0,4,0.0,0.5454545454545454
FAC006,DEP0072,Follow-Up,17,11,2,0,0.11764705882352941,0.6470588235294118
FAC006,DEP0072,Imaging,10,2,1,5,0.1,0.2
FAC006,DEP0072,New Patient,10,5,2,1,0.2,0.5
FAC006,DEP0072,Procedure,3,2,1,0,0.3333333333333333,0.6666666666666666
FAC006,DEP0072,Telehealth,13,7,1,4,0.07692307692307693,0.5384615384615384
