transaction_id,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id,transaction_date,quarantine_reason
TXN000000075,STR0005,REG015,ASC000343,CUST00001454,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000076,STR0024,REG011,ASC000340,CUST00000202,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000077,STR0025,REG022,ASC000464,CUST00000158,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000078,STR0013,REG016,ASC000437,CUST00000896,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000082,STR0010,REG026,ASC000439,CUST00001440,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000083,STR0010,REG002,ASC000426,CUST00000321,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000084,STR0008,REG002,ASC000458,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000085,STR0018,REG012,ASC000297,CUST00000529,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000086,STR0002,REG009,ASC000304,CUST00001395,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000088,STR0013,REG004,ASC000091,CUST00001399,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000090,STR0005,REG021,ASC000480,CUST00000685,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000094,STR0015,REG012,ASC000431,CUST00000161,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000100,STR0023,REG025,ASC000339,,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000101,STR0023,REG017,ASC000181,CUST00000297,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000105,STR0003,REG022,ASC000481,CUST00000791,,VOID,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000109,STR0015,REG004,ASC000412,CUST00001283,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000110,STR0020,REG022,ASC000282,CUST00001176,,SALE,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000000113,STR0022,REG017,ASC000278,CUST00000474,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000116,STR0016,REG024,ASC000077,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000119,STR0022,REG008,ASC000131,CUST00000759,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000122,STR0015,REG027,ASC000078,CUST00000163,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000125,STR0023,REG016,ASC000407,CUST00001123,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000128,STR0012,REG026,ASC000359,CUST00000715,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000130,STR0001,REG025,ASC000299,CUST00001518,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000000131,STR0004,REG004,ASC000154,CUST00000780,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000133,STR0025,REG006,ASC000416,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000134,STR0012,REG016,ASC000005,CUST00001751,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000135,STR0006,REG007,ASC000050,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000136,STR0004,REG008,ASC000287,CUST00000211,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000137,STR0004,REG005,ASC000102,CUST00000953,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000140,STR0008,REG010,ASC000366,CUST00000705,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000143,STR0024,REG026,ASC000418,CUST00001318,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000144,STR0012,REG019,ASC000043,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000145,STR0014,REG023,ASC000187,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000146,STR0025,REG011,ASC000230,CUST00000045,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000150,STR0022,REG018,ASC000443,CUST00000076,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000153,STR0011,REG007,ASC000399,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000155,STR0023,REG012,ASC000061,CUST00000366,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000160,STR0014,REG007,ASC000247,CUST00001282,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000161,STR0023,REG021,ASC000312,,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000162,STR0022,REG024,ASC000248,CUST00001127,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000163,STR0010,REG007,ASC000408,CUST00000104,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000164,STR0016,REG011,ASC000283,,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000168,STR0001,REG028,ASC000472,CUST00001037,,SALE,Pickup,Voided,POS_A,,Bad transaction timestamp
TXN000000169,STR0007,REG006,ASC000022,,,VOID,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000171,STR0001,REG024,ASC000475,CUST00000086,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000174,STR0003,REG010,ASC000084,,,VOID,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000178,STR0004,REG005,ASC000062,CUST00001343,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000182,STR0014,REG004,ASC000187,CUST00001621,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000184,STR0010,REG028,ASC000150,CUST00001368,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000185,STR0020,REG016,ASC000195,CUST00001790,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000186,STR0003,REG028,ASC000261,CUST00000762,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000187,STR0001,REG017,ASC000306,CUST00001173,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000188,STR0014,REG019,ASC000202,,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000191,STR0007,REG008,ASC000322,CUST00001771,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000192,STR0013,REG021,ASC000128,CUST00001371,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000193,STR0023,REG010,ASC000060,,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000000194,STR0016,REG002,ASC000047,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000204,STR0014,REG007,ASC000241,,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000210,STR0015,REG025,ASC000415,CUST00001770,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000211,STR0002,REG010,ASC000483,CUST00001559,,VOID,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000213,STR0021,REG028,ASC000347,CUST00000896,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000214,STR0024,REG018,ASC000139,CUST00001023,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000216,STR0021,REG013,ASC000424,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000217,STR0001,REG010,ASC000413,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000218,STR0017,REG004,ASC000031,,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000220,STR0007,REG016,ASC000148,CUST00001067,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000221,STR0023,REG008,ASC000171,CUST00001377,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000225,STR0025,REG028,ASC000180,CUST00001198,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000227,STR0010,REG017,ASC000408,CUST00000159,,SALE,Pickup,Voided,POS_B,,Bad transaction timestamp
TXN000000228,STR0002,REG028,ASC000290,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000229,STR0020,REG004,ASC000189,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000234,STR0015,REG016,ASC000014,CUST00000919,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000235,STR0008,REG005,ASC000303,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000236,STR0001,REG017,ASC000094,CUST00001340,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000240,STR0005,REG023,ASC000473,CUST00000396,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000242,STR0022,REG023,ASC000081,,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000000243,STR0008,REG023,ASC000366,CUST00000305,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000244,STR0007,REG024,ASC000322,CUST00000518,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000249,STR0004,REG005,ASC000280,CUST00001507,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000256,STR0017,REG001,ASC000130,CUST00000373,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000257,STR0015,REG009,ASC000415,CUST00001427,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000258,STR_UNKNOWN,REG005,ASC000423,CUST00000841,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000260,STR0010,REG004,ASC000335,CUST00000738,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000262,STR0009,REG008,ASC000125,CUST00000071,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000263,STR0023,REG026,ASC000162,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000267,STR0003,REG007,ASC000344,,,VOID,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000269,STR0021,REG016,ASC000113,CUST00001545,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000271,STR0001,REG021,ASC000307,CUST00000630,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000274,STR0014,REG007,ASC000293,,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000277,STR0002,REG011,ASC000011,CUST00000020,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000279,STR0008,REG007,ASC000428,CUST00000176,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000280,STR0011,REG017,ASC000447,CUST00000949,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000281,STR0012,REG005,ASC000145,,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000283,STR0009,REG007,ASC000258,CUST00001141,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000284,STR0018,REG014,ASC000379,CUST00000150,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000285,STR0018,REG004,ASC000451,CUST00000020,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000287,STR0011,REG013,ASC000033,CUST00000422,,VOID,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000288,STR0007,REG023,ASC000353,CUST00001393,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000290,STR0002,REG002,ASC000434,CUST00000857,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000291,STR0002,REG021,ASC000188,CUST00001290,,VOID,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000000295,STR0015,REG008,ASC000412,,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000296,STR0003,REG011,ASC000173,,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000298,STR0004,REG005,ASC000275,CUST00001595,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000299,STR0001,REG007,ASC000425,CUST00001570,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000300,STR0015,REG025,ASC000003,CUST00001309,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000304,STR0024,REG007,ASC000337,,,VOID,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000000307,STR0007,REG019,ASC000318,,,SALE,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000308,STR0003,REG010,ASC000481,CUST00000058,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000309,STR0021,REG023,ASC000450,CUST00000766,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000310,STR0022,REG024,ASC000081,CUST00000064,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000311,STR0004,REG013,ASC000009,CUST00000099,,SALE,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000000313,STR0018,REG028,ASC000451,,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000314,STR0018,REG021,ASC000127,CUST00000649,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000315,STR0010,REG023,ASC000070,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000319,STR0005,REG001,ASC000442,CUST00001599,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000322,STR0007,REG004,ASC000364,CUST00001227,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000326,STR0018,REG027,ASC000430,CUST00000755,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000327,STR0018,REG027,ASC000451,,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000329,STR0018,REG011,ASC000341,CUST00000698,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000331,STR0021,REG025,ASC000336,CUST00000224,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000332,STR0014,REG017,ASC000241,CUST00000755,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000337,STR0011,REG017,ASC000325,CUST00000812,,SALE,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000338,STR0012,REG011,ASC000345,CUST00000816,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000339,STR0024,REG018,ASC000144,CUST00001095,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000340,STR0001,REG002,ASC000231,CUST00001049,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000342,STR0001,REG015,ASC000456,,,VOID,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000344,STR0017,REG026,ASC000133,CUST00000328,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000346,STR0003,REG020,ASC000067,CUST00000951,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000347,STR0004,REG008,ASC000074,CUST00000032,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000348,STR0001,REG009,ASC000231,,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000350,STR0024,REG009,ASC000289,,,VOID,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000352,STR0010,REG013,ASC000335,,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000000355,STR0018,REG014,ASC000093,CUST00001472,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000356,STR0025,REG015,ASC000083,CUST00001055,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000358,STR0012,REG026,ASC000201,CUST00001245,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000359,STR0024,REG011,ASC000373,CUST00000144,,VOID,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000361,STR0003,REG016,ASC000374,CUST00001204,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000364,STR0001,REG002,ASC000094,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000365,STR0009,REG005,ASC000362,CUST00000247,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000368,STR0022,REG006,ASC000406,CUST00000312,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000370,STR0009,REG024,ASC000178,CUST00000821,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000371,STR0020,REG015,ASC000382,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000372,STR0024,REG005,ASC000337,,,VOID,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000374,STR0003,REG001,ASC000028,CUST00000743,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000377,STR0010,REG023,ASC000150,CUST00001765,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000379,STR0005,REG001,ASC000063,CUST00000657,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000380,STR0019,REG023,ASC000142,,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000382,STR0020,REG026,ASC000382,CUST00000153,,SALE,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000000383,STR0016,REG012,ASC000273,CUST00000712,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000384,STR0006,REG023,ASC000050,CUST00001176,,VOID,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000388,STR0013,REG011,ASC000327,CUST00000495,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000389,STR0024,REG004,ASC000323,CUST00001052,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000391,STR0016,REG003,ASC000218,CUST00000056,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000392,STR0004,REG011,ASC000275,CUST00001422,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000393,STR0017,REG021,ASC000235,CUST00000769,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000394,STR0023,REG012,ASC000236,CUST00001611,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000395,STR0007,REG003,ASC000148,CUST00000414,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000396,STR0022,REG027,ASC000131,CUST00001374,,VOID,Store,Voided,POS_A,,Bad transaction timestamp
TXN000000397,STR0018,REG004,ASC000093,CUST00000716,,SALE,Pickup,Suspended,POS_B,,Bad transaction timestamp
TXN000000399,STR0023,REG002,ASC000162,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000400,STR0012,REG023,ASC000345,CUST00000921,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000401,STR0003,REG005,ASC000500,CUST00001098,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000404,STR0001,REG016,ASC000035,CUST00001778,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000406,STR0012,REG013,ASC000209,CUST00000703,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000409,STR0008,REG002,ASC000298,CUST00001535,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000411,STR0018,REG009,ASC000379,CUST00000636,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000412,STR0024,REG024,ASC000169,CUST00001491,,VOID,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000415,STR0006,REG012,ASC000409,,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000419,STR0011,REG008,ASC000177,CUST00000976,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000420,STR0010,REG004,ASC000150,CUST00001388,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000421,STR0020,REG016,ASC000195,CUST00001037,,SALE,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000423,STR0008,REG023,ASC000166,,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000425,STR0024,REG003,ASC000323,CUST00001094,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000426,STR0017,REG009,ASC000429,,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000427,STR0021,REG020,ASC000184,,,VOID,Store,Completed,POS_B,,Bad transaction timestamp
TXN000000429,STR0024,REG015,ASC000441,CUST00001159,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000430,STR0022,REG010,ASC000081,CUST00000144,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000431,STR0013,REG024,ASC000053,CUST00000256,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000432,STR0011,REG022,ASC000399,CUST00001133,,SALE,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000433,STR0010,REG022,ASC000335,,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000434,STR0004,REG003,ASC000009,,,SALE,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000435,STR0004,REG021,ASC000471,CUST00001027,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000436,STR0016,REG018,ASC000182,,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000438,STR0016,REG007,ASC000100,CUST00000621,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000439,STR0003,REG015,ASC000346,CUST00001117,,SALE,Store,Voided,POS_B,,Bad transaction timestamp
TXN000000440,STR0008,REG015,ASC000361,CUST00001610,,VOID,Pickup,Completed,POS_C,,Bad transaction timestamp
TXN000000442,STR0006,REG024,ASC000310,CUST00000318,,SALE,Pickup,Completed,POS_A,,Bad transaction timestamp
TXN000000444,STR0014,REG019,ASC000494,CUST00000760,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000446,STR0011,REG001,ASC000033,CUST00000294,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
TXN000000447,STR0024,REG026,ASC000108,CUST00001317,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000449,STR0010,REG006,ASC000396,CUST00001420,,SALE,Store,Completed,POS_A,,Bad transaction timestamp
TXN000000453,STR0010,REG015,ASC000122,CUST00001498,,SALE,Pickup,Voided,POS_C,,Bad transaction timestamp
TXN000000457,STR0015,REG024,ASC000014,,,SALE,Store,Completed,POS_C,,Bad transaction timestamp
TXN000000459,STR0005,REG020,ASC000086,CUST00001681,,SALE,Store,Voided,POS_C,,Bad transaction timestamp
TXN000000460,STR0012,REG014,ASC000095,,,SALE,Pickup,Suspended,POS_C,,Bad transaction timestamp
TXN000000461,STR0003,REG006,ASC000264,CUST00001074,,SALE,Store,Suspended,POS_B,,Bad transaction timestamp
TXN000000462,STR0013,REG004,ASC000149,CUST00000714,,VOID,Store,Suspended,POS_C,,Bad transaction timestamp
TXN000000467,STR0002,REG025,ASC000259,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000469,STR0004,REG001,ASC000153,CUST00001687,,VOID,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000472,STR0019,REG012,ASC000026,CUST00001555,,VOID,Pickup,Suspended,POS_A,,Bad transaction timestamp
TXN000000476,STR0023,REG021,ASC000363,,,SALE,Pickup,Completed,POS_B,,Bad transaction timestamp
TXN000000477,STR0010,REG026,ASC000335,CUST00000242,,SALE,Store,Suspended,POS_A,,Bad transaction timestamp
