online_order_line_id,online_order_id,line_number,product_id,quantity,unit_price,discount_amount,line_status,valid_values,quarantine_reason
OL0000000137,WEB00000045,1,SKU0000319,-1.0,547.3,0.0,Cancelled,False,Bad online line quantity or price
OL0000000138,WEB00000045,2,SKU0000329,-1.0,869.2,5.0,Cancelled,False,Bad online line quantity or price
OL0000000142,WEB00000046,2,SKU0000196,-1.0,442.02,0.0,Shipped,False,Bad online line quantity or price
OL0000000150,WEB00000049,2,SKU0000438,-1.0,643.97,0.0,Picked,False,Bad online line quantity or price
OL0000000151,WEB00000050,1,SKU0000397,,975.3,0.0,Picked,False,Bad online line quantity or price
OL0000000156,WEB00000054,1,SKU0000573,-1.0,446.39,1.0,Open,False,Bad online line quantity or price
OL0000000157,WEB00000054,2,SKU0000539,,415.73,0.0,Shipped,False,Bad online line quantity or price
OL0000000160,WEB00000054,5,SKU0000574,-1.0,482.52,0.0,Shipped,False,Bad online line quantity or price
OL0000000162,WEB00000055,2,SKU0000027,-1.0,684.34,2.0,Cancelled,False,Bad online line quantity or price
OL0000000164,WEB00000055,4,SKU0000175,,980.41,0.0,Cancelled,False,Bad online line quantity or price
OL0000000165,WEB00000056,1,SKU0000542,-1.0,494.12,0.0,Picked,False,Bad online line quantity or price
OL0000000168,WEB00000057,3,SKU0000268,,431.07,0.0,Picked,False,Bad online line quantity or price
OL0000000169,WEB00000058,1,SKU0000254,,285.81,0.0,Open,False,Bad online line quantity or price
OL0000000171,WEB00000059,2,SKU0000344,-1.0,43.43,0.0,Allocated,False,Bad online line quantity or price
OL0000000176,WEB00000062,1,SKU0000562,-1.0,1143.66,0.0,Cancelled,False,Bad online line quantity or price
OL0000000177,WEB00000062,2,SKU0000174,,498.93,2.0,Picked,False,Bad online line quantity or price
OL0000000186,WEB00000065,1,SKU0000132,,72.62,2.0,Shipped,False,Bad online line quantity or price
OL0000000190,WEB00000066,4,SKU0000424,-1.0,300.6,2.0,Cancelled,False,Bad online line quantity or price
OL0000000191,WEB00000066,5,SKU0000275,,964.64,1.0,Shipped,False,Bad online line quantity or price
OL0000000197,WEB00000069,1,SKU0000027,-1.0,684.34,5.0,Allocated,False,Bad online line quantity or price
OL0000000199,WEB00000070,1,SKU0000440,,510.18,2.0,Cancelled,False,Bad online line quantity or price
OL0000000200,WEB00000071,1,SKU0000351,,11.23,0.0,Shipped,False,Bad online line quantity or price
OL0000000201,WEB00000071,2,SKU0000349,-1.0,87.84,0.0,Allocated,False,Bad online line quantity or price
OL0000000205,WEB00000072,2,SKU0000133,,591.5,0.0,Picked,False,Bad online line quantity or price
OL0000000207,WEB00000072,4,SKU0000156,,464.17,1.0,Allocated,False,Bad online line quantity or price
OL0000000208,WEB00000072,5,SKU0000216,-1.0,601.59,0.0,Cancelled,False,Bad online line quantity or price
OL0000000216,WEB00000075,3,SKU0000228,,374.33,1.0,Open,False,Bad online line quantity or price
OL0000000223,WEB00000078,2,SKU0000422,-1.0,539.36,5.0,Shipped,False,Bad online line quantity or price
OL0000000225,WEB00000079,1,SKU0000529,,295.09,0.0,Shipped,False,Bad online line quantity or price
OL0000000227,WEB00000080,1,SKU0000174,,498.93,2.0,Picked,False,Bad online line quantity or price
OL0000000228,WEB00000080,2,SKU0000154,-1.0,111.76,0.0,Allocated,False,Bad online line quantity or price
OL0000000235,WEB00000082,4,SKU0000090,,710.58,0.0,Cancelled,False,Bad online line quantity or price
OL0000000236,WEB00000083,1,SKU0000431,,134.11,5.0,Picked,False,Bad online line quantity or price
OL0000000250,WEB00000087,2,SKU0000047,,21.74,0.0,Allocated,False,Bad online line quantity or price
OL0000000252,WEB00000088,2,SKU0000455,,465.12,0.0,Open,False,Bad online line quantity or price
OL0000000254,WEB00000089,2,SKU0000412,,177.1,0.0,Picked,False,Bad online line quantity or price
OL0000000256,WEB00000090,1,SKU0000023,-1.0,264.07,0.0,Allocated,False,Bad online line quantity or price
OL0000000257,WEB00000090,2,SKU0000514,,325.92,0.0,Cancelled,False,Bad online line quantity or price
OL0000000264,WEB00000092,3,SKU0000234,-1.0,534.08,0.0,Cancelled,False,Bad online line quantity or price
OL0000000265,WEB00000092,4,SKU0000118,-1.0,545.0,5.0,Open,False,Bad online line quantity or price
OL0000000267,WEB00000093,2,SKU0000194,,281.87,1.0,Open,False,Bad online line quantity or price
OL0000000270,WEB00000094,1,SKU0000200,-1.0,631.21,5.0,Picked,False,Bad online line quantity or price
OL0000000271,WEB00000094,2,SKU0000536,-1.0,162.65,0.0,Open,False,Bad online line quantity or price
OL0000000273,WEB00000094,4,SKU0000200,-1.0,631.21,0.0,Allocated,False,Bad online line quantity or price
OL0000000275,WEB00000095,2,SKU0000093,,881.36,1.0,Cancelled,False,Bad online line quantity or price
OL0000000277,WEB00000096,2,SKU0000252,,64.86,5.0,Allocated,False,Bad online line quantity or price
OL0000000284,WEB00000097,4,SKU0000376,-1.0,438.3,5.0,Shipped,False,Bad online line quantity or price
OL0000000285,WEB00000097,5,SKU0000522,-1.0,130.1,2.0,Open,False,Bad online line quantity or price
OL0000000296,WEB00000104,1,SKU0000174,,498.93,0.0,Cancelled,False,Bad online line quantity or price
OL0000000297,WEB00000104,2,SKU0000575,-1.0,795.41,0.0,Picked,False,Bad online line quantity or price
OL0000000300,WEB00000104,5,SKU0000036,-1.0,110.17,5.0,Cancelled,False,Bad online line quantity or price
OL0000000306,WEB00000106,2,SKU0000166,,155.22,0.0,Picked,False,Bad online line quantity or price
OL0000000308,WEB00000106,4,SKU0000536,,162.65,0.0,Picked,False,Bad online line quantity or price
OL0000000309,WEB00000107,1,SKU0000456,-1.0,224.21,2.0,Cancelled,False,Bad online line quantity or price
OL0000000310,WEB00000108,1,SKU0000125,,482.59,5.0,Shipped,False,Bad online line quantity or price
OL0000000311,WEB00000108,2,SKU0000533,-1.0,286.14,0.0,Allocated,False,Bad online line quantity or price
OL0000000312,WEB00000108,3,SKU0000047,,21.74,5.0,Picked,False,Bad online line quantity or price
OL0000000313,WEB00000109,1,SKU0000284,,389.78,0.0,Open,False,Bad online line quantity or price
OL0000000314,WEB00000110,1,SKU0000364,,60.14,1.0,Open,False,Bad online line quantity or price
OL0000000316,WEB00000111,2,SKU0000081,-1.0,528.22,2.0,Allocated,False,Bad online line quantity or price
OL0000000320,WEB00000112,1,SKU0000448,-1.0,530.06,0.0,Allocated,False,Bad online line quantity or price
OL0000000325,WEB00000113,3,SKU0000534,,238.07,2.0,Picked,False,Bad online line quantity or price
OL0000000335,WEB00000117,1,SKU0000538,-1.0,1009.74,0.0,Cancelled,False,Bad online line quantity or price
OL0000000338,WEB00000117,4,SKU0000527,,156.1,0.0,Cancelled,False,Bad online line quantity or price
OL0000000341,WEB00000118,3,SKU0000018,-1.0,685.31,0.0,Cancelled,False,Bad online line quantity or price
OL0000000342,WEB00000118,4,SKU0000049,-1.0,761.14,0.0,Shipped,False,Bad online line quantity or price
OL0000000346,WEB00000119,3,SKU0000038,,914.63,0.0,Cancelled,False,Bad online line quantity or price
OL0000000349,WEB00000120,1,SKU0000084,1.0,,0.0,Picked,False,Bad online line quantity or price
OL0000000354,WEB00000122,1,SKU0000428,,46.72,2.0,Picked,False,Bad online line quantity or price
OL0000000357,WEB00000123,2,SKU0000394,,889.1,5.0,Picked,False,Bad online line quantity or price
OL0000000369,WEB00000125,5,SKU0000526,-1.0,317.64,0.0,Open,False,Bad online line quantity or price
OL0000000372,WEB00000127,2,SKU0000533,-1.0,286.14,0.0,Cancelled,False,Bad online line quantity or price
OL0000000373,WEB00000127,3,SKU0000361,,227.24,1.0,Picked,False,Bad online line quantity or price
OL0000000374,WEB00000128,1,SKU0000357,,808.29,0.0,Shipped,False,Bad online line quantity or price
OL0000000384,WEB00000131,3,SKU0000336,-1.0,505.2,2.0,Open,False,Bad online line quantity or price
OL0000000386,WEB00000132,2,SKU0000138,,394.84,0.0,Cancelled,False,Bad online line quantity or price
OL0000000387,WEB00000132,3,SKU0000166,,155.22,0.0,Open,False,Bad online line quantity or price
OL0000000388,WEB00000132,4,SKU0000436,-1.0,115.02,0.0,Shipped,False,Bad online line quantity or price
OL0000000391,WEB00000133,3,SKU0000156,,464.17,2.0,Open,False,Bad online line quantity or price
OL0000000395,WEB00000136,2,SKU0000012,,895.36,0.0,Picked,False,Bad online line quantity or price
OL0000000399,WEB00000138,2,SKU0000293,,786.6,2.0,Open,False,Bad online line quantity or price
OL0000000404,WEB00000140,2,SKU0000403,-1.0,354.83,0.0,Shipped,False,Bad online line quantity or price
OL0000000406,WEB00000140,4,SKU0000145,-1.0,450.89,0.0,Picked,False,Bad online line quantity or price
OL0000000408,WEB00000141,2,SKU0000243,-1.0,136.35,0.0,Allocated,False,Bad online line quantity or price
OL0000000409,WEB00000141,3,SKU0000237,-1.0,892.35,1.0,Allocated,False,Bad online line quantity or price
OL0000000416,WEB00000144,1,SKU0000066,,651.9,0.0,Shipped,False,Bad online line quantity or price
OL0000000420,WEB00000146,3,SKU0000016,-1.0,579.13,0.0,Shipped,False,Bad online line quantity or price
OL0000000425,WEB00000147,4,SKU0000451,,109.95,0.0,Open,False,Bad online line quantity or price
OL0000000426,WEB00000148,1,SKU0000178,,924.12,0.0,Picked,False,Bad online line quantity or price
OL0000000427,WEB00000149,1,SKU0000100,-1.0,151.55,0.0,Picked,False,Bad online line quantity or price
OL0000000428,WEB00000149,2,SKU0000180,-1.0,408.4,0.0,Shipped,False,Bad online line quantity or price
OL0000000429,WEB00000149,3,SKU0000175,-1.0,980.41,0.0,Shipped,False,Bad online line quantity or price
OL0000000431,WEB00000150,1,SKU0000356,,327.8,1.0,Open,False,Bad online line quantity or price
OL0000000432,WEB00000151,1,SKU0000495,,308.03,5.0,Cancelled,False,Bad online line quantity or price
OL0000000436,WEB00000152,1,SKU0000001,-1.0,332.22,1.0,Picked,False,Bad online line quantity or price
OL0000000449,WEB00000160,1,SKU0000144,,552.42,1.0,Picked,False,Bad online line quantity or price
OL0000000450,WEB00000160,2,SKU0000444,-1.0,199.58,2.0,Picked,False,Bad online line quantity or price
OL0000000451,WEB00000161,1,SKU0000536,,162.65,0.0,Allocated,False,Bad online line quantity or price
OL0000000461,WEB00000164,1,SKU0000076,,376.92,1.0,Open,False,Bad online line quantity or price
OL0000000463,WEB00000165,2,SKU0000539,-1.0,415.73,0.0,Picked,False,Bad online line quantity or price
OL0000000465,WEB00000165,4,SKU0000213,,1021.27,1.0,Open,False,Bad online line quantity or price
OL0000000466,WEB00000165,5,SKU0000291,,370.09,1.0,Allocated,False,Bad online line quantity or price
OL0000000467,WEB00000166,1,SKU0000234,,534.08,5.0,Picked,False,Bad online line quantity or price
OL0000000473,WEB00000168,3,SKU0000365,,256.04,0.0,Picked,False,Bad online line quantity or price
OL0000000476,WEB00000169,2,SKU0000524,-1.0,959.9,0.0,Shipped,False,Bad online line quantity or price
OL0000000478,WEB00000169,4,SKU0000200,-1.0,631.21,0.0,Open,False,Bad online line quantity or price
OL0000000487,WEB00000172,2,SKU0000004,-1.0,411.62,0.0,Allocated,False,Bad online line quantity or price
OL0000000491,WEB00000173,3,SKU0000330,,19.0,0.0,Cancelled,False,Bad online line quantity or price
OL0000000496,WEB00000174,5,SKU0000386,,722.33,2.0,Picked,False,Bad online line quantity or price
OL0000000497,WEB00000175,1,SKU0000220,,383.12,0.0,Shipped,False,Bad online line quantity or price
OL0000000499,WEB00000175,3,SKU0000039,,132.22,0.0,Open,False,Bad online line quantity or price
OL0000000503,WEB00000176,2,SKU0000227,,226.59,0.0,Picked,False,Bad online line quantity or price
OL0000000507,WEB00000177,3,SKU0000502,-1.0,391.2,0.0,Shipped,False,Bad online line quantity or price
OL0000000510,WEB00000178,3,SKU0000107,-1.0,486.66,0.0,Cancelled,False,Bad online line quantity or price
OL0000000511,WEB00000179,1,SKU0000270,,302.32,5.0,Shipped,False,Bad online line quantity or price
OL0000000512,WEB00000179,2,SKU0000301,,143.85,2.0,Cancelled,False,Bad online line quantity or price
OL0000000513,WEB00000179,3,SKU0000358,1.0,,0.0,Shipped,False,Bad online line quantity or price
OL0000000518,WEB00000181,1,SKU0000452,,325.0,0.0,Shipped,False,Bad online line quantity or price
OL0000000523,WEB00000183,1,SKU0000197,-1.0,718.88,0.0,Picked,False,Bad online line quantity or price
OL0000000529,WEB00000184,3,SKU0000288,-1.0,292.4,1.0,Open,False,Bad online line quantity or price
OL0000000534,WEB00000185,3,SKU0000198,-1.0,60.77,2.0,Picked,False,Bad online line quantity or price
OL0000000535,WEB00000185,4,SKU0000532,,18.58,0.0,Cancelled,False,Bad online line quantity or price
OL0000000542,WEB00000188,1,SKU0000083,-1.0,501.55,2.0,Open,False,Bad online line quantity or price
OL0000000543,WEB00000188,2,SKU0000293,,786.6,1.0,Allocated,False,Bad online line quantity or price
OL0000000552,WEB00000194,1,SKU0000126,,465.6,0.0,Open,False,Bad online line quantity or price
OL0000000559,WEB00000195,4,SKU0000387,,99.52,0.0,Cancelled,False,Bad online line quantity or price
OL0000000560,WEB00000195,5,SKU0000091,,190.56,0.0,Cancelled,False,Bad online line quantity or price
OL0000000566,WEB00000198,2,SKU0000498,,628.07,0.0,Cancelled,False,Bad online line quantity or price
OL0000000567,WEB00000198,3,SKU0000519,,268.9,1.0,Open,False,Bad online line quantity or price
OL0000000571,WEB00000199,4,SKU0000106,,43.63,0.0,Cancelled,False,Bad online line quantity or price
OL0000000573,WEB00000200,2,SKU0000317,,95.59,5.0,Open,False,Bad online line quantity or price
OL0000000586,WEB00000203,4,SKU0000494,-1.0,878.63,5.0,Shipped,False,Bad online line quantity or price
OL0000000593,WEB00000207,1,SKU0000254,-1.0,285.81,0.0,Picked,False,Bad online line quantity or price
OL0000000595,WEB00000207,3,SKU0000353,-1.0,41.39,0.0,Shipped,False,Bad online line quantity or price
OL0000000602,WEB00000209,2,SKU0000277,,244.44,0.0,Cancelled,False,Bad online line quantity or price
OL0000000607,WEB00000211,1,SKU0000455,,465.12,0.0,Picked,False,Bad online line quantity or price
OL0000000608,WEB00000211,2,SKU0000346,,254.59,2.0,Shipped,False,Bad online line quantity or price
OL0000000609,WEB00000212,1,SKU0000486,,850.29,0.0,Open,False,Bad online line quantity or price
OL0000000613,WEB00000213,1,SKU0000485,,370.73,1.0,Shipped,False,Bad online line quantity or price
OL0000000617,WEB00000214,1,SKU0000440,,510.18,0.0,Open,False,Bad online line quantity or price
OL0000000622,WEB00000216,1,SKU0000242,,12.72,0.0,Open,False,Bad online line quantity or price
OL0000000625,WEB00000217,3,SKU0000482,,751.13,1.0,Cancelled,False,Bad online line quantity or price
OL0000000626,WEB00000217,4,SKU0000488,-1.0,96.15,0.0,Cancelled,False,Bad online line quantity or price
OL0000000628,WEB00000218,2,SKU0000357,,808.29,0.0,Open,False,Bad online line quantity or price
OL0000000632,WEB00000220,2,SKU0000439,-1.0,75.5,0.0,Cancelled,False,Bad online line quantity or price
OL0000000636,WEB00000222,1,SKU0000411,-1.0,551.97,1.0,Open,False,Bad online line quantity or price
OL0000000645,WEB00000225,1,SKU0000381,,958.36,0.0,Picked,False,Bad online line quantity or price
OL0000000649,WEB00000226,2,SKU0000326,,255.75,5.0,Cancelled,False,Bad online line quantity or price
OL0000000650,WEB00000226,3,SKU0000550,-1.0,915.46,5.0,Allocated,False,Bad online line quantity or price
OL0000000652,WEB00000226,5,SKU0000025,-1.0,564.6,0.0,Shipped,False,Bad online line quantity or price
OL0000000654,WEB00000227,2,SKU0000156,-1.0,464.17,0.0,Picked,False,Bad online line quantity or price
OL0000000657,WEB00000227,5,SKU0000534,-1.0,238.07,0.0,Picked,False,Bad online line quantity or price
OL0000000661,WEB00000230,1,SKU0000093,,881.36,0.0,Shipped,False,Bad online line quantity or price
OL0000000662,WEB00000230,2,SKU0000318,-1.0,93.25,1.0,Shipped,False,Bad online line quantity or price
OL0000000663,WEB00000230,3,SKU0000412,,177.1,2.0,Cancelled,False,Bad online line quantity or price
OL0000000667,WEB00000232,2,SKU0000522,-1.0,130.1,1.0,Open,False,Bad online line quantity or price
OL0000000672,WEB00000234,4,SKU0000286,,579.21,0.0,Picked,False,Bad online line quantity or price
OL0000000675,WEB00000235,2,SKU0000324,-1.0,268.84,5.0,Allocated,False,Bad online line quantity or price
OL0000000678,WEB00000236,2,SKU0000055,,63.35,2.0,Cancelled,False,Bad online line quantity or price
OL0000000679,WEB00000237,1,SKU0000065,-1.0,174.66,1.0,Picked,False,Bad online line quantity or price
OL0000000682,WEB00000237,4,SKU0000184,,757.42,0.0,Cancelled,False,Bad online line quantity or price
OL0000000688,WEB00000238,5,SKU0000412,-1.0,177.1,2.0,Cancelled,False,Bad online line quantity or price
OL0000000693,WEB00000240,4,SKU0000528,,65.18,0.0,Open,False,Bad online line quantity or price
OL0000000698,WEB00000242,4,SKU0000532,,18.58,0.0,Picked,False,Bad online line quantity or price
OL0000000699,WEB00000242,5,SKU0000341,,208.79,0.0,Shipped,False,Bad online line quantity or price
OL0000000700,WEB00000243,1,SKU0000372,,184.18,0.0,Allocated,False,Bad online line quantity or price
OL0000000702,WEB00000243,3,SKU0000084,-1.0,444.18,5.0,Cancelled,False,Bad online line quantity or price
OL0000000706,WEB00000245,2,SKU0000306,,555.51,0.0,Picked,False,Bad online line quantity or price
OL0000000707,WEB00000245,3,SKU0000096,,83.21,0.0,Cancelled,False,Bad online line quantity or price
OL0000000709,WEB00000247,1,SKU0000479,,238.05,1.0,Open,False,Bad online line quantity or price
OL0000000715,WEB00000248,4,SKU0000389,,811.46,0.0,Shipped,False,Bad online line quantity or price
OL0000000716,WEB00000248,5,SKU0000198,,60.77,0.0,Shipped,False,Bad online line quantity or price
OL0000000721,WEB00000251,3,SKU0000139,,768.63,5.0,Cancelled,False,Bad online line quantity or price
OL0000000724,WEB00000252,2,SKU0000111,,557.52,0.0,Allocated,False,Bad online line quantity or price
OL0000000725,WEB00000252,3,SKU0000570,,11.57,1.0,Picked,False,Bad online line quantity or price
OL0000000726,WEB00000252,4,SKU0000465,,434.43,0.0,Cancelled,False,Bad online line quantity or price
OL0000000734,WEB00000255,2,SKU0000562,-1.0,1143.66,5.0,Shipped,False,Bad online line quantity or price
OL0000000735,WEB00000256,1,SKU0000391,,144.03,2.0,Cancelled,False,Bad online line quantity or price
OL0000000741,WEB00000257,2,SKU0000094,-1.0,90.52,5.0,Cancelled,False,Bad online line quantity or price
OL0000000742,WEB00000257,3,SKU0000395,,291.63,0.0,Cancelled,False,Bad online line quantity or price
OL0000000743,WEB00000258,1,SKU0000435,-1.0,525.74,0.0,Shipped,False,Bad online line quantity or price
OL0000000748,WEB00000259,2,SKU0000220,,383.12,2.0,Open,False,Bad online line quantity or price
OL0000000755,WEB00000261,3,SKU0000546,-1.0,17.95,0.0,Cancelled,False,Bad online line quantity or price
OL0000000756,WEB00000261,4,SKU0000372,3.0,,1.0,Open,False,Bad online line quantity or price
OL0000000757,WEB00000261,5,SKU0000531,-1.0,331.03,0.0,Open,False,Bad online line quantity or price
OL0000000758,WEB00000262,1,SKU0000385,,61.66,1.0,Allocated,False,Bad online line quantity or price
OL0000000761,WEB00000263,1,SKU0000402,-1.0,369.82,2.0,Open,False,Bad online line quantity or price
OL0000000762,WEB00000263,2,SKU0000462,,46.74,0.0,Cancelled,False,Bad online line quantity or price
OL0000000768,WEB00000266,1,SKU0000240,4.0,,0.0,Open,False,Bad online line quantity or price
OL0000000773,WEB00000267,3,SKU0000006,,732.82,1.0,Allocated,False,Bad online line quantity or price
OL0000000774,WEB00000267,4,SKU0000542,-1.0,494.12,5.0,Open,False,Bad online line quantity or price
OL0000000775,WEB00000267,5,SKU0000337,-1.0,678.01,2.0,Allocated,False,Bad online line quantity or price
OL0000000777,WEB00000268,2,SKU0000193,,674.8,5.0,Shipped,False,Bad online line quantity or price
OL0000000778,WEB00000268,3,SKU0000425,-1.0,294.46,0.0,Cancelled,False,Bad online line quantity or price
OL0000000781,WEB00000270,2,SKU0000333,-1.0,205.47,2.0,Open,False,Bad online line quantity or price
OL0000000785,WEB00000271,3,SKU0000296,-1.0,377.31,1.0,Picked,False,Bad online line quantity or price
OL0000000787,WEB00000271,5,SKU0000276,-1.0,418.45,5.0,Open,False,Bad online line quantity or price
OL0000000791,WEB00000272,4,SKU0000286,,579.21,0.0,Picked,False,Bad online line quantity or price
OL0000000793,WEB00000273,2,SKU0000324,-1.0,268.84,2.0,Picked,False,Bad online line quantity or price
OL0000000794,WEB00000273,3,SKU0000224,,281.48,0.0,Cancelled,False,Bad online line quantity or price
OL0000000800,WEB00000275,1,SKU0000083,-1.0,501.55,2.0,Cancelled,False,Bad online line quantity or price
OL0000000801,WEB00000275,2,SKU0000333,-1.0,205.47,2.0,Open,False,Bad online line quantity or price
OL0000000803,WEB00000275,4,SKU0000057,-1.0,208.4,1.0,Picked,False,Bad online line quantity or price
OL0000000805,WEB00000276,2,SKU0000463,,66.59,1.0,Open,False,Bad online line quantity or price
OL0000000806,WEB00000276,3,SKU0000143,-1.0,661.18,0.0,Allocated,False,Bad online line quantity or price
OL0000000807,WEB00000276,4,SKU0000457,-1.0,363.55,1.0,Allocated,False,Bad online line quantity or price
OL0000000808,WEB00000277,1,SKU0000318,-1.0,93.25,1.0,Picked,False,Bad online line quantity or price
OL0000000809,WEB00000277,2,SKU0000087,-1.0,640.94,0.0,Shipped,False,Bad online line quantity or price
OL0000000812,WEB00000277,5,SKU0000072,-1.0,697.8,0.0,Shipped,False,Bad online line quantity or price
OL0000000818,WEB00000279,4,SKU0000104,,843.04,1.0,Cancelled,False,Bad online line quantity or price
OL0000000821,WEB00000280,2,SKU0000549,,158.94,0.0,Open,False,Bad online line quantity or price
OL0000000839,WEB00000286,2,SKU0000159,,563.01,2.0,Cancelled,False,Bad online line quantity or price
OL0000000844,WEB00000288,1,SKU0000505,-1.0,181.23,0.0,Allocated,False,Bad online line quantity or price
OL0000000846,WEB00000288,3,SKU0000201,-1.0,345.72,0.0,Shipped,False,Bad online line quantity or price
OL0000000855,WEB00000293,1,SKU0000032,,308.29,0.0,Open,False,Bad online line quantity or price
OL0000000859,WEB00000293,5,SKU0000134,-1.0,512.89,0.0,Allocated,False,Bad online line quantity or price
OL0000000866,WEB00000295,3,SKU0000248,-1.0,411.14,0.0,Cancelled,False,Bad online line quantity or price
OL0000000869,WEB00000296,3,SKU0000570,,11.57,0.0,Picked,False,Bad online line quantity or price
OL0000000873,WEB00000299,1,SKU0000413,-1.0,126.83,0.0,Picked,False,Bad online line quantity or price
OL0000000879,WEB00000300,2,SKU0000493,,209.83,5.0,Open,False,Bad online line quantity or price
OL0000000881,WEB00000300,4,SKU0000224,-1.0,281.48,0.0,Open,False,Bad online line quantity or price
OL0000000884,WEB00000301,2,SKU0000556,-1.0,717.91,0.0,Open,False,Bad online line quantity or price
OL0000000886,WEB00000302,1,SKU_BAD,,61.66,0.0,Open,False,Bad online line quantity or price
OL0000000889,WEB00000304,1,SKU0000106,,43.63,5.0,Allocated,False,Bad online line quantity or price
OL0000000891,WEB00000306,1,SKU0000463,,66.59,0.0,Picked,False,Bad online line quantity or price
OL0000000899,WEB00000309,2,SKU0000479,-1.0,238.05,0.0,Cancelled,False,Bad online line quantity or price
OL0000000900,WEB00000310,1,SKU0000163,,462.78,1.0,Allocated,False,Bad online line quantity or price
OL0000000904,WEB00000311,1,SKU0000424,,300.6,0.0,Shipped,False,Bad online line quantity or price
OL0000000905,WEB00000311,2,SKU0000388,,600.62,0.0,Open,False,Bad online line quantity or price
