transaction_line_id,transaction_id,line_number,product_id,quantity,unit_price,regular_price,promotion_id,coupon_amount,tax_amount,line_status,valid_values,quarantine_reason
TL0000003751,TXN000001073,2,SKU_UNKNOWN,2.0,394.94,415.73,,0.0,0.0,Sold,True,Missing product
TL0000003950,TXN000001135,2,SKU_UNKNOWN,3.0,103.54,115.04,,0.0,15.53,Sold,True,Missing product
TL0000003959,TXN000001138,1,SKU_UNKNOWN,1.0,401.24,501.55,,0.0,28.09,Sold,True,Missing product
TL0000004219,TXN000001218,3,SKU_UNKNOWN,4.0,76.94,90.52,,0.0,27.7,Voided,True,Missing product
TL0000004563,TXN000001312,1,SKU_UNKNOWN,1.0,610.69,678.55,PRM00047,1.0,0.0,Sold,True,Missing product
TL0000004964,TXN000001421,1,SKU_UNKNOWN,4.0,152.87,152.87,,2.0,30.57,Sold,True,Missing product
TL0000004971,TXN000001424,2,SKU_UNKNOWN,3.0,586.29,586.29,,2.0,123.12,Sold,True,Missing product
TL0000006669,TXN000001913,1,SKU_UNKNOWN,1.0,86.03,95.59,,2.0,7.74,Sold,True,Missing product
TL0000007967,TXN000002295,2,SKU_UNKNOWN,2.0,676.02,751.13,,1.0,121.68,Voided,True,Missing product
TL0000008609,TXN000002486,1,SKU_UNKNOWN,,434.33,482.59,PRM00050,0.0,39.09,Sold,False,Missing product
TL0000008730,TXN000002519,2,SKU_UNKNOWN,2.0,513.6,642.0,,0.0,51.36,Sold,True,Missing product
TL0000009875,TXN000002859,1,SKU_UNKNOWN,2.0,22.87,26.91,,1.0,0.0,Sold,True,Missing product
TL0000010113,TXN000002925,2,SKU_UNKNOWN,1.0,83.97,104.96,,0.0,4.2,Sold,True,Missing product
TL0000010315,TXN000002980,1,SKU_UNKNOWN,1.0,377.55,444.18,,1.0,26.43,Voided,True,Missing product
TL0000010445,TXN000003014,2,SKU_UNKNOWN,1.0,256.04,256.04,,5.0,0.0,Sold,True,Missing product
TL0000010885,TXN000003147,5,SKU_UNKNOWN,5.0,,418.37,,0.0,104.59,Sold,False,Missing product
TL0000010901,TXN000003152,3,SKU_UNKNOWN,1.0,39.52,39.52,,1.0,0.0,Voided,True,Missing product
TL0000011356,TXN000003282,1,SKU_UNKNOWN,5.0,750.79,750.79,,0.0,262.78,Sold,True,Missing product
TL0000011713,TXN000003374,2,SKU_UNKNOWN,5.0,323.95,359.94,,2.0,145.78,Sold,True,Missing product
TL0000011762,TXN000003388,4,SKU_UNKNOWN,1.0,298.79,351.52,,2.0,14.94,Sold,True,Missing product
TL0000011871,TXN000003414,6,SKU_UNKNOWN,1.0,443.22,521.44,,1.0,31.03,Voided,True,Missing product
TL0000012069,TXN000003471,5,SKU_UNKNOWN,1.0,150.96,167.73,,0.0,7.55,Sold,True,Missing product
TL0000012247,TXN000003521,3,SKU_UNKNOWN,,171.5,214.37,,5.0,12.0,Sold,False,Missing product
TL0000012663,TXN000003636,1,SKU_UNKNOWN,1.0,408.93,481.09,PRM00011,0.0,28.62,Sold,True,Missing product
TL0000013293,TXN000003815,4,SKU_UNKNOWN,5.0,174.66,174.66,,0.0,43.66,Sold,True,Missing product
TL0000013730,TXN000003939,1,SKU_UNKNOWN,3.0,532.2,532.2,,0.0,0.0,Sold,True,Missing product
TL0000014866,TXN000004263,6,SKU_UNKNOWN,-1.0,801.41,843.59,,0.0,0.0,Sold,False,Missing product
TL0000014920,TXN000004277,1,SKU_UNKNOWN,,58.67,58.67,,0.0,0.0,Sold,False,Missing product
TL0000014961,TXN000004289,1,SKU_UNKNOWN,1.0,533.86,628.07,,1.0,26.69,Voided,True,Missing product
TL0000015025,TXN000004306,1,SKU_UNKNOWN,5.0,84.02,93.35,,0.0,29.41,Sold,True,Missing product
TL0000016035,TXN000004584,1,SKU_UNKNOWN,2.0,321.57,321.57,,0.0,0.0,Sold,True,Missing product
TL0000016907,TXN000004828,1,SKU_UNKNOWN,1.0,508.68,508.68,,0.0,35.61,Sold,True,Missing product
TL0000017095,TXN000004874,1,SKU_UNKNOWN,4.0,109.95,109.95,PRM00027,0.0,0.0,Sold,True,Missing product
TL0000017284,TXN000004924,5,SKU_UNKNOWN,-1.0,212.98,236.64,,0.0,0.0,Sold,False,Missing product
TL0000017454,TXN000004971,1,SKU_UNKNOWN,,492.33,579.21,,5.0,44.31,Sold,False,Missing product
TL0000017457,TXN000004971,4,SKU_UNKNOWN,1.0,395.42,439.36,,0.0,0.0,Sold,True,Missing product
TL0000018419,TXN000005244,4,SKU_UNKNOWN,3.0,642.31,802.89,,2.0,96.35,Sold,True,Missing product
TL0000019210,TXN000005467,2,SKU_UNKNOWN,3.0,563.66,563.66,,5.0,0.0,Voided,True,Missing product
TL0000019619,TXN000005592,3,SKU_UNKNOWN,1.0,292.4,292.4,,0.0,14.62,Sold,True,Missing product
TL0000019766,TXN000005632,1,SKU_UNKNOWN,2.0,85.45,94.95,,0.0,0.0,Sold,True,Missing product
TL0000020034,TXN000005702,1,SKU_UNKNOWN,3.0,586.29,586.29,,2.0,0.0,Sold,True,Missing product
TL0000020151,TXN000005732,4,SKU_UNKNOWN,1.0,712.44,749.94,,1.0,35.62,Sold,True,Missing product
TL0000020841,TXN000005932,4,SKU_UNKNOWN,,561.92,591.5,PRM00028,1.0,0.0,Sold,False,Missing product
TL0000021373,TXN000006077,4,SKU_UNKNOWN,5.0,395.34,465.11,PRM00054,0.0,138.37,Sold,True,Missing product
TL0000021604,TXN000006141,2,SKU_UNKNOWN,4.0,541.24,541.24,PRM00013,0.0,0.0,Voided,True,Missing product
TL0000021800,TXN000006197,3,SKU_UNKNOWN,5.0,447.76,497.51,,0.0,0.0,Voided,True,Missing product
TL0000022090,TXN000006284,1,SKU_UNKNOWN,1.0,524.37,551.97,,1.0,0.0,Voided,True,Missing product
TL0000023532,TXN000006709,1,SKU_UNKNOWN,2.0,119.51,125.8,,1.0,21.51,Sold,True,Missing product
TL0000023624,TXN000006736,4,SKU_UNKNOWN,1.0,195.55,244.44,,0.0,13.69,Sold,True,Missing product
TL0000023731,TXN000006770,2,SKU_UNKNOWN,2.0,741.88,872.8,,0.0,0.0,Sold,True,Missing product
TL0000023864,TXN000006812,4,SKU_UNKNOWN,3.0,281.48,281.48,,0.0,76.0,Voided,True,Missing product
TL0000023939,TXN000006834,1,SKU_UNKNOWN,,811.46,811.46,,0.0,40.57,Sold,False,Missing product
TL0000023945,TXN000006835,5,SKU_UNKNOWN,1.0,814.73,814.73,,1.0,0.0,Sold,True,Missing product
TL0000024186,TXN000006903,1,SKU_UNKNOWN,4.0,249.43,249.43,,0.0,0.0,Sold,True,Missing product
TL0000024445,TXN000006981,6,SKU_UNKNOWN,1.0,897.42,897.42,PRM00059,0.0,44.87,Sold,True,Missing product
TL0000025859,TXN000007388,3,SKU_UNKNOWN,1.0,143.97,151.55,,0.0,0.0,Sold,True,Missing product
TL0000026228,TXN000007492,3,SKU_UNKNOWN,5.0,129.56,129.56,,0.0,0.0,Sold,True,Missing product
TL0000026728,TXN000007626,1,SKU_UNKNOWN,1.0,486.34,486.34,,5.0,34.04,Sold,True,Missing product
TL0000027809,TXN000007927,2,SKU_UNKNOWN,1.0,649.84,812.3,,5.0,45.49,Sold,True,Missing product
TL0000028100,TXN000008008,4,SKU_UNKNOWN,1.0,931.39,980.41,,2.0,83.83,Sold,True,Missing product
TL0000028461,TXN000008111,1,SKU_UNKNOWN,,97.77,115.02,,1.0,4.89,Sold,False,Missing product
TL0000028470,TXN000008113,1,SKU_UNKNOWN,-1.0,438.3,438.3,,0.0,0.0,Sold,False,Missing product
TL0000028804,TXN000008212,1,SKU_UNKNOWN,1.0,370.09,370.09,,0.0,33.31,Sold,True,Missing product
TL0000028820,TXN000008216,1,SKU_UNKNOWN,5.0,869.2,869.2,,2.0,304.22,Sold,True,Missing product
TL0000029184,TXN000008324,2,SKU_UNKNOWN,2.0,129.94,152.87,,0.0,12.99,Sold,True,Missing product
TL0000029533,TXN000008415,1,SKU_UNKNOWN,,171.87,180.92,,0.0,15.47,Voided,False,Missing product
TL0000031107,TXN000008862,3,SKU_UNKNOWN,2.0,42.67,53.34,,0.0,5.97,Sold,True,Missing product
TL0000031130,TXN000008869,1,SKU_UNKNOWN,1.0,731.07,812.3,,0.0,36.55,Sold,True,Missing product
TL0000031137,TXN000008870,4,SKU_UNKNOWN,3.0,593.87,593.87,,0.0,89.08,Sold,True,Missing product
TL0000031286,TXN000008915,2,SKU_UNKNOWN,2.0,72.62,72.62,,0.0,10.17,Sold,True,Missing product
TL0000031463,TXN000008969,1,SKU_UNKNOWN,1.0,184.38,230.48,,1.0,12.91,Voided,True,Missing product
TL0000031539,TXN000008993,2,SKU_UNKNOWN,1.0,914.63,914.63,,0.0,82.32,Sold,True,Missing product
