reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date,quarantine_reason
MR0000056289,MTR_BAD,2026-04-28 08:00:00,4.8917,4.1836,239.56,0.9071,GOOD,ami_headend,AMI_20260601_A,2026-04-28,Reading references missing meter
MR0000057774,MTR_BAD,2026-04-29 05:00:00,1.5864,2.1277,241.97,0.9234,GOOD,ami_headend,AMI_20260601_A,2026-04-29,Reading references missing meter
MR0000058069,MTR_BAD,2026-05-11 12:00:00,6.2479,5.0637,239.08,0.9118,GOOD,ami_headend,AMI_20260601_B,2026-05-11,Reading references missing meter
MR0000058271,MTR_BAD,2026-05-19 22:00:00,3.5278,4.19,240.78,0.9274,GOOD,ami_headend,AMI_20260601_A,2026-05-19,Reading references missing meter
MR0000058444,MTR_BAD,2026-05-27 03:00:00,3.9547,5.5129,243.77,0.9101,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-27,Reading references missing meter
MR0000058510,MTR_BAD,2026-05-29 21:00:00,4.1112,5.4223,239.29,0.9609,GOOD,ami_headend,AMI_20260601_A,2026-05-29,Reading references missing meter
MR0000058645,MTR_BAD,2026-04-04 12:00:00,111.067,111.2914,244.06,0.9384,MISSING,ami_headend,AMI_20260601_A,2026-04-04,Reading references missing meter
MR0000059458,MTR_BAD,2026-05-08 09:00:00,219.8218,293.7873,236.33,0.8724,GOOD,ami_headend,AMI_20260601_A,2026-05-08,Reading references missing meter
MR0000059540,MTR_BAD,2026-05-11 19:00:00,276.918,251.768,239.35,0.9801,GOOD,ami_headend,AMI_20260601_A,2026-05-11,Reading references missing meter
MR0000061515,MTR_BAD,2026-04-02 02:00:00,0.3627,0.4303,236.79,0.9929,MISSING,ami_headend,AMI_20260602_A,2026-04-02,Reading references missing meter
MR0000063208,MTR_BAD,2026-04-11 15:00:00,9.2252,9.4383,240.77,0.9067,GOOD,ami_headend,AMI_20260602_A,2026-04-11,Reading references missing meter
MR0000063894,MTR_BAD,2026-05-10 05:00:00,7.1216,9.5189,234.5,0.9539,GOOD,ami_headend,AMI_20260601_A,2026-05-10,Reading references missing meter
MR0000063920,MTR_BAD,2026-05-11 07:00:00,3.1708,3.1843,239.44,0.929,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11,Reading references missing meter
MR0000064859,MTR_BAD,2026-04-19 10:00:00,3.0279,2.8343,237.75,0.9955,GOOD,ami_headend,AMI_20260601_A,2026-04-19,Reading references missing meter
MR0000068999,MTR_BAD,2026-04-08 22:00:00,8.7954,8.1959,248.17,0.9391,GOOD,ami_headend,AMI_20260601_A,2026-04-08,Reading references missing meter
MR0000070323,MTR_BAD,2026-04-03 02:00:00,89.6938,90.5773,235.95,0.9713,GOOD,ami_headend,AMI_20260602_A,2026-04-03,Reading references missing meter
MR0000070665,MTR_BAD,2026-04-17 08:00:00,185.5867,206.8303,247.82,0.9459,GOOD,ami_headend,AMI_20260601_A,2026-04-17,Reading references missing meter
MR0000071672,MTR_BAD,2026-05-29 07:00:00,96.5807,96.5513,243.66,0.9405,MISSING,ami_headend,AMI_20260601_A,2026-05-29,Reading references missing meter
MR0000073634,MTR_BAD,2026-04-19 01:00:00,3.838,4.7356,248.87,0.9507,MISSING,ami_headend,AMI_20260602_A,2026-04-19,Reading references missing meter
MR0000075283,MTR_BAD,2026-04-26 18:00:00,28.8648,26.4127,240.11,0.9348,MISSING,ami_headend,AMI_20260601_A,2026-04-26,Reading references missing meter
MR0000076533,MTR_BAD,2026-04-17 20:00:00,75.3191,73.5162,240.52,0.9623,MISSING,ami_headend,AMI_20260601_B,2026-04-17,Reading references missing meter
MR0000077067,MTR_BAD,2026-05-10 02:00:00,19.7382,27.5297,241.56,0.9325,GOOD,ami_headend,AMI_20260601_B,2026-05-10,Reading references missing meter
MR0000077998,MTR_BAD,2026-04-17 21:00:00,139.9051,186.5522,244.9,0.9785,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-17,Reading references missing meter
MR0000078553,MTR_BAD,2026-05-11 00:00:00,129.6144,167.0133,234.19,0.9445,GOOD,ami_headend,AMI_20260601_A,2026-05-11,Reading references missing meter
MR0000078621,MTR_BAD,2026-05-13 20:00:00,294.3665,257.8468,241.96,0.8972,GOOD,ami_headend,AMI_20260601_A,2026-05-13,Reading references missing meter
MR0000080754,MTR_BAD,2026-04-10 17:00:00,309.0331,340.9106,236.3,1.0,GOOD,ami_headend,AMI_20260601_A,2026-04-10,Reading references missing meter
MR0000081143,MTR_BAD,2026-04-26 22:00:00,34.6578,36.2131,240.09,0.8966,GOOD,ami_headend,AMI_20260601_A,2026-04-26,Reading references missing meter
MR0000081915,MTR_BAD,2026-05-29 02:00:00,85.6541,117.0314,241.99,0.9626,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-29,Reading references missing meter
MR0000081971,MTR_BAD,2026-05-31 10:00:00,375.6406,404.6915,237.74,0.9219,GOOD,ami_headend,AMI_20260602_A,2026-05-31,Reading references missing meter
MR0000085692,MTR_BAD,2026-05-03 11:00:00,45.1553,42.5105,239.57,0.9378,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03,Reading references missing meter
MR0000086267,MTR_BAD,2026-05-27 10:00:00,48.8559,47.3752,240.11,0.9407,GOOD,ami_headend,AMI_20260602_A,2026-05-27,Reading references missing meter
MR0000088627,MTR_BAD,2026-05-03 18:00:00,5.7673,5.4983,237.67,0.943,GOOD,ami_headend,AMI_20260601_B,2026-05-03,Reading references missing meter
MR0000089398,MTR_BAD,2026-04-04 21:00:00,0.9745,0.9808,240.48,0.9583,GOOD,ami_headend,AMI_20260601_A,2026-04-04,Reading references missing meter
MR0000089511,MTR_BAD,2026-04-09 14:00:00,1.406,1.6041,246.23,0.9553,GOOD,ami_headend,AMI_20260602_A,2026-04-09,Reading references missing meter
MR0000092572,MTR_BAD,2026-04-15 03:00:00,2.4827,2.0892,250.17,0.9673,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-15,Reading references missing meter
MR0000094109,MTR_BAD,2026-04-18 04:00:00,17.7263,23.8158,237.2,0.9544,GOOD,ami_headend,AMI_20260602_A,2026-04-18,Reading references missing meter
MR0000094296,MTR_BAD,2026-04-25 23:00:00,31.2107,39.4394,237.78,0.9179,GOOD,ami_headend,AMI_20260601_B,2026-04-25,Reading references missing meter
MR0000094744,MTR_BAD,2026-05-14 15:00:00,75.6934,83.0522,236.6,0.8946,GOOD,ami_headend,AMI_20260601_A,2026-05-14,Reading references missing meter
MR0000096238,MTR_BAD,2026-05-15 21:00:00,2.4799,2.1646,235.82,0.9666,GOOD,ami_headend,AMI_20260602_A,2026-05-15,Reading references missing meter
MR0000097555,MTR_BAD,2026-05-09 18:00:00,221.2906,280.5947,233.65,0.926,GOOD,ami_headend,AMI_20260602_A,2026-05-09,Reading references missing meter
MR0000100206,MTR_BAD,2026-04-28 05:00:00,56.4206,73.6211,238.24,0.9298,MISSING,ami_headend,AMI_20260601_B,2026-04-28,Reading references missing meter
MR0000100795,MTR_BAD,2026-05-22 18:00:00,205.5021,249.7176,235.86,0.9636,GOOD,ami_headend,AMI_20260601_B,2026-05-22,Reading references missing meter
MR0000101691,MTR_BAD,2026-04-29 02:00:00,1.3183,1.5051,244.94,0.8871,GOOD,ami_headend,AMI_20260601_A,2026-04-29,Reading references missing meter
MR0000101978,MTR_BAD,2026-05-11 01:00:00,0.5201,0.5506,241.84,1.0,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11,Reading references missing meter
MR0000103547,MTR_BAD,2026-05-15 10:00:00,15.2068,20.4327,232.46,0.9268,GOOD,ami_headend,AMI_20260601_B,2026-05-15,Reading references missing meter
MR0000104286,MTR_BAD,2026-04-15 05:00:00,25.4697,23.1219,241.28,0.9407,GOOD,ami_headend,AMI_20260601_B,2026-04-15,Reading references missing meter
MR0000104786,MTR_BAD,2026-05-06 01:00:00,36.6527,30.8093,239.38,0.9497,GOOD,ami_headend,AMI_20260601_A,2026-05-06,Reading references missing meter
MR0000104902,MTR_BAD,2026-05-10 21:00:00,41.1904,39.4989,241.94,0.9226,GOOD,ami_headend,AMI_20260601_A,2026-05-10,Reading references missing meter
MR0000105265,MTR_BAD,2026-05-26 00:00:00,88.9625,91.3846,237.33,0.9381,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-26,Reading references missing meter
MR0000106028,MTR_BAD,2026-04-26 19:00:00,10.7324,10.349,238.22,0.9396,GOOD,ami_headend,AMI_20260602_A,2026-04-26,Reading references missing meter
MR0000106443,MTR_BAD,2026-05-14 02:00:00,6.9303,8.562,239.61,0.8965,GOOD,ami_headend,AMI_20260601_B,2026-05-14,Reading references missing meter
MR0000107406,MTR_BAD,2026-04-23 05:00:00,32.4755,35.7664,236.95,0.9891,GOOD,ami_headend,AMI_20260602_A,2026-04-23,Reading references missing meter
MR0000107785,MTR_BAD,2026-05-09 00:00:00,0.0,0.0,235.72,0.934,GOOD,ami_headend,AMI_20260601_B,2026-05-09,Reading references missing meter
MR0000109579,MTR_BAD,2026-05-22 18:00:00,12.2155,16.397,244.23,0.9382,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-22,Reading references missing meter
MR0000110874,MTR_BAD,2026-05-15 17:00:00,0.6916,0.5684,238.18,0.9424,GOOD,ami_headend,AMI_20260601_A,2026-05-15,Reading references missing meter
MR0000114072,MTR_BAD,2026-05-26 23:00:00,51.8649,63.3206,240.33,0.9099,MISSING,ami_headend,AMI_20260601_A,2026-05-26,Reading references missing meter
MR0000117054,MTR_BAD,2026-05-29 05:00:00,2.1944,2.3657,245.23,0.926,GOOD,ami_headend,AMI_20260602_A,2026-05-29,Reading references missing meter
MR0000120181,MTR_BAD,2026-04-06 12:00:00,5.4066,6.5233,239.51,0.8955,GOOD,ami_headend,AMI_20260602_A,2026-04-06,Reading references missing meter
MR0000120633,MTR_BAD,2026-04-25 08:00:00,5.3371,6.5772,242.1,0.8913,GOOD,ami_headend,AMI_20260602_A,2026-04-25,Reading references missing meter
MR0000121205,MTR_BAD,2026-05-19 04:00:00,2.6844,2.7682,239.92,0.9615,GOOD,ami_headend,AMI_20260601_A,2026-05-19,Reading references missing meter
MR0000121429,MTR_BAD,2026-05-28 12:00:00,4.4657,6.21,233.62,0.9157,MISSING,ami_headend,AMI_20260601_B,2026-05-28,Reading references missing meter
MR0000122849,MTR_BAD,2026-05-26 16:00:00,2.3172,3.2393,242.18,0.907,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-26,Reading references missing meter
MR0000124669,MTR_BAD,2026-04-10 12:00:00,6.6145,6.8782,235.33,0.8877,GOOD,ami_headend,AMI_20260601_B,2026-04-10,Reading references missing meter
MR0000124896,MTR_BAD,2026-04-19 23:00:00,2.8002,3.0731,235.88,0.8987,GOOD,ami_headend,AMI_20260601_B,2026-04-19,Reading references missing meter
MR0000125399,MTR_BAD,2026-05-10 22:00:00,1.0002,1.3142,248.11,0.9066,MISSING,ami_headend,AMI_20260601_B,2026-05-10,Reading references missing meter
MR0000126842,MTR_BAD,2026-05-10 01:00:00,0.7224,0.7143,240.12,0.9364,GOOD,ami_headend,AMI_20260602_A,2026-05-10,Reading references missing meter
MR0000128731,MTR_BAD,2026-05-27 18:00:00,4.3903,3.8812,241.54,0.9503,GOOD,ami_headend,AMI_20260601_A,2026-05-27,Reading references missing meter
MR0000129310,MTR_BAD,2026-04-20 21:00:00,2.2698,2.3998,239.99,0.9197,MISSING,ami_headend,AMI_20260601_B,2026-04-20,Reading references missing meter
MR0000130402,MTR_BAD,2026-04-05 09:00:00,29.0116,31.0156,243.69,0.9415,GOOD,ami_headend,AMI_20260602_A,2026-04-05,Reading references missing meter
MR0000131560,MTR_BAD,2026-05-23 15:00:00,49.1915,39.7546,235.33,0.9472,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-23,Reading references missing meter
MR0000132037,MTR_BAD,2026-04-12 12:00:00,204.1855,244.5871,237.48,0.9143,MISSING,ami_headend,AMI_20260601_B,2026-04-12,Reading references missing meter
MR0000135108,MTR_BAD,2026-04-18 11:00:00,3.2009,4.2019,245.45,0.963,GOOD,ami_headend,AMI_20260601_A,2026-04-18,Reading references missing meter
MR0000135692,MTR_BAD,2026-05-12 19:00:00,5.6636,6.5159,243.1,0.957,MISSING,ami_headend,AMI_20260601_A,2026-05-12,Reading references missing meter
MR0000136726,MTR_BAD,2026-04-24 21:00:00,1.2539,1.748,236.14,0.9206,GOOD,ami_headend,AMI_20260602_A,2026-04-24,Reading references missing meter
MR0000137128,MTR_BAD,2026-05-11 15:00:00,5.2831,4.6615,241.24,0.9581,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11,Reading references missing meter
MR0000138745,MTR_BAD,2026-05-18 00:00:00,3.382,4.7203,241.89,0.9197,MISSING,ami_headend,AMI_20260601_A,2026-05-18,Reading references missing meter
MR0000139406,MTR_BAD,2026-04-14 13:00:00,7.9499,6.5186,243.73,0.9755,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-14,Reading references missing meter
MR0000139618,MTR_BAD,2026-04-23 09:00:00,6.0138,7.5216,226.64,0.9458,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-23,Reading references missing meter
MR0000139897,MTR_BAD,2026-05-05 00:00:00,2.2502,2.0748,233.87,0.9298,GOOD,ami_headend,AMI_20260601_B,2026-05-05,Reading references missing meter
MR0000141954,MTR_BAD,2026-05-29 17:00:00,5.3639,6.1242,238.67,0.9199,MISSING,ami_headend,AMI_20260601_B,2026-05-29,Reading references missing meter
MR0000141958,MTR_BAD,2026-05-29 21:00:00,2.9343,2.4657,233.81,0.9365,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-29,Reading references missing meter
MR0000142356,MTR_BAD,2026-04-15 11:00:00,8.8308,10.6512,237.19,0.9418,GOOD,ami_headend,AMI_20260601_A,2026-04-15,Reading references missing meter
MR0000143113,MTR_BAD,2026-05-17 00:00:00,1.9592,2.1457,238.23,0.9137,GOOD,ami_headend,AMI_20260601_B,2026-05-17,Reading references missing meter
MR0000143234,MTR_BAD,2026-05-22 01:00:00,7.5764,10.2737,237.19,0.951,GOOD,ami_headend,AMI_20260601_A,2026-05-22,Reading references missing meter
MR0000143276,MTR_BAD,2026-05-23 19:00:00,9.9599,12.118,241.51,0.958,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-23,Reading references missing meter
MR0000144478,MTR_BAD,2026-05-12 21:00:00,3.7613,4.0607,237.19,0.9725,GOOD,ami_headend,AMI_20260601_B,2026-05-12,Reading references missing meter
MR0000144525,MTR_BAD,2026-05-14 20:00:00,7.5443,7.5014,236.63,0.9178,GOOD,ami_headend,AMI_20260602_A,2026-05-14,Reading references missing meter
MR0000146439,MTR_BAD,2026-04-02 14:00:00,4.7602,4.1299,240.65,0.9461,GOOD,ami_headend,AMI_20260601_B,2026-04-02,Reading references missing meter
MR0000146599,MTR_BAD,2026-04-09 06:00:00,2.4637,2.9078,237.37,0.9256,GOOD,ami_headend,AMI_20260602_A,2026-04-09,Reading references missing meter
MR0000148648,MTR_BAD,2026-05-03 15:00:00,294.054,296.4142,244.15,0.9258,GOOD,ami_headend,AMI_20260601_B,2026-05-03,Reading references missing meter
MR0000148815,MTR_BAD,2026-05-10 14:00:00,206.0372,166.0557,239.24,0.9474,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-10,Reading references missing meter
MR0000150356,MTR_BAD,2026-05-13 19:00:00,1.188,1.3008,239.89,0.9333,MISSING,ami_headend,AMI_20260601_A,2026-05-13,Reading references missing meter
MR0000151003,MTR_BAD,2026-04-09 18:00:00,2.7564,3.0038,239.49,0.9503,GOOD,ami_headend,AMI_20260601_A,2026-04-09,Reading references missing meter
MR0000151155,MTR_BAD,2026-04-16 02:00:00,1.1058,1.085,235.51,0.9462,GOOD,ami_headend,AMI_20260601_A,2026-04-16,Reading references missing meter
MR0000151712,MTR_BAD,2026-05-09 07:00:00,1.4577,1.8786,242.53,0.9019,MISSING,ami_headend,AMI_20260601_A,2026-05-09,Reading references missing meter
MR0000152671,MTR_BAD,2026-04-18 06:00:00,61.2085,72.8028,238.08,0.8781,GOOD,ami_headend,AMI_20260601_B,2026-04-18,Reading references missing meter
MR0000153507,MTR_BAD,2026-05-23 02:00:00,33.6569,36.9959,240.07,0.9617,GOOD,ami_headend,AMI_20260601_B,2026-05-23,Reading references missing meter
MR0000155067,MTR_BAD,2026-05-27 02:00:00,10.7343,9.7061,236.06,0.9287,GOOD,ami_headend,AMI_20260602_A,2026-05-27,Reading references missing meter
MR0000156197,MTR_BAD,2026-05-13 04:00:00,44.1801,40.6985,233.69,0.9499,GOOD,ami_headend,AMI_20260601_A,2026-05-13,Reading references missing meter
MR0000157616,MTR_BAD,2026-05-11 07:00:00,4.021,4.1989,242.32,0.956,GOOD,ami_headend,AMI_20260602_A,2026-05-11,Reading references missing meter
MR0000157893,MTR_BAD,2026-05-22 20:00:00,10.766,9.2126,240.52,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-22,Reading references missing meter
MR0000158660,MTR_BAD,2026-04-23 19:00:00,292.7512,377.2923,239.44,0.96,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-23,Reading references missing meter
MR0000160761,MTR_BAD,2026-05-20 08:00:00,118.1159,158.544,239.6,0.9596,MISSING,ami_headend,AMI_20260602_A,2026-05-20,Reading references missing meter
MR0000162968,MTR_BAD,2026-04-20 07:00:00,18.7515,19.9832,244.05,0.9347,MISSING,ami_headend,AMI_20260601_B,2026-04-20,Reading references missing meter
MR0000163229,MTR_BAD,2026-05-01 04:00:00,20.5602,21.9102,241.96,0.9092,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-01,Reading references missing meter
MR0000163998,MTR_BAD,2026-04-02 05:00:00,1.6324,1.8818,239.79,0.9398,GOOD,ami_headend,AMI_20260601_A,2026-04-02,Reading references missing meter
MR0000166757,MTR_BAD,2026-05-26 04:00:00,167.7137,187.4554,243.08,0.9477,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-26,Reading references missing meter
MR0000167679,MTR_BAD,2026-05-03 14:00:00,39.5679,47.4507,240.48,0.9536,GOOD,ami_headend,AMI_20260602_A,2026-05-03,Reading references missing meter
MR0000168694,MTR_BAD,2026-04-14 21:00:00,82.2941,76.5378,243.61,0.9498,GOOD,ami_headend,AMI_20260601_B,2026-04-14,Reading references missing meter
MR0000168985,MTR_BAD,2026-04-27 00:00:00,76.2472,84.2865,237.97,1.0,GOOD,ami_headend,AMI_20260601_B,2026-04-27,Reading references missing meter
MR0000169463,MTR_BAD,2026-05-16 22:00:00,181.3236,244.4867,241.72,0.9087,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-16,Reading references missing meter
MR0000169604,MTR_BAD,2026-05-22 19:00:00,223.0752,204.0156,238.45,0.9153,GOOD,ami_headend,AMI_20260601_A,2026-05-22,Reading references missing meter
MR0000170100,MTR_BAD,2026-04-12 11:00:00,3.9436,5.4448,249.96,0.8934,GOOD,ami_headend,AMI_20260601_B,2026-04-12,Reading references missing meter
MR0000170116,MTR_BAD,2026-04-13 03:00:00,2.247,2.2355,242.5,0.9249,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-13,Reading references missing meter
