table_name,column_name,blank_count,distinct_count,sample_values
lab_results,result_ts,0,5713,2026-05-24 08:49:25 | 2026-05-16 08:06:28 | 2026-04-16 03:44:44 | 2026-04-16 05:44:44 | 2026-03-27 17:37:25
lab_results,result_value,0,5207,0.853 | 0.987 | 17.031 | 421.453 | 4.419
lab_results,unit,0,5,mg/dL | g/dL | 10^9/L | mmol/L | ng/L
lab_results,abnormal_flag,0,3,N | L | H
lab_results,result_status,0,2,Final | Preliminary
med_admin,med_admin_id,0,4779,MADM000000001 | MADM000000002 | MADM000000003 | MADM000000004 | MADM000000005
med_admin,med_order_id,0,4769,MORD000000004 | MORD000000005 | MORD000000006 | MORD000000007 | MORD000000008
med_admin,admin_ts,0,4728,2026-02-01 04:12:03 | 2026-03-25 11:27:33 | 2026-03-24 20:27:33 | 2026-02-26 16:42:28 | 2026-02-27 15:42:28
med_admin,administered_dose,0,8,5.00 | 1.00 | bad | 500.00 | 10.00
med_admin,admin_status,0,5,Given | Held | Missed | given | Refused
med_orders,med_order_id,0,5408,MORD000000001 | MORD000000002 | MORD000000003 | MORD000000004 | MORD000000005
med_orders,encounter_id,0,3600,ENC000004763 | ENC000003877 | ENC000000062 | ENC000003366 | ENC000004422
med_orders,patient_id,0,2214,PAT00003488 | PAT00002917 | PAT00001724 | PAT00000668 | PAT00000345
med_orders,medication_id,0,11,MED005 | MED009 | MED007 | MED002 | MED006
med_orders,order_ts,0,5324,2026-02-18 14:27:23 | 2026-01-19 13:31:46 | 2026-01-14 07:12:49 | 2026-01-31 13:12:03 | 2026-03-24 23:27:33
med_orders,dose,0,7,500.00 | 2.00 | 10.00 | 20.00 | 1.00
med_orders,dose_unit,0,4,mcg | units | mg | mL
med_orders,route,0,5,PO | IM | SC | Inhaled | IV
med_orders,order_status,0,3,Discontinued | Completed | Active
departments,department_id,0,72,DEP0001 | DEP0002 | DEP0003 | DEP0004 | DEP0005
departments,facility_id,0,6,FAC001 | FAC002 | FAC003 | FAC004 | FAC005
departments,department_name,0,12,Emergency | Internal Medicine | Cardiology | Oncology | Orthopedics
departments,cost_center,0,72,CC3873 | CC4497 | CC3343 | CC8977 | CC9781
departments,service_line,0,5,Medical | Surgical | Critical Care | Ancillary | Diagnostic
departments,active_flag,0,2,Y | N
diagnosis_codes,diagnosis_code,0,15,D001 | D002 | D003 | D004 | D005
diagnosis_codes,diagnosis_description,0,15,Essential hypertension | Type 2 diabetes mellitus | Pneumonia | Asthma | Chest pain
diagnosis_codes,diagnosis_group,0,9,Cardiovascular | Endocrine | Respiratory | Gastrointestinal | Musculoskeletal
facilities,facility_id,0,6,FAC001 | FAC002 | FAC003 | FAC004 | FAC005
facilities,facility_name,0,6,Northside Medical Center | Lakeshore Community Hospital | Metro Specialty Center | Sunrise Medical Pavilion | Harborview Health Center
facilities,facility_type,0,2,Hospital | Specialty Hospital
facilities,city,0,6,Chicago | Milwaukee | Dallas | Phoenix | Seattle
facilities,state,0,6,IL | WI | TX | AZ | WA
facilities,region,0,3,Midwest | South | West
facilities,licensed_beds,0,6,420 | 260 | 190 | 310 | 350
facilities,open_date,0,6,2016-04-13 | 1997-01-22 | 2008-11-20 | 2017-12-11 | 2000-09-09
facilities,active_flag,0,2,1 | Y
lab_test_reference,lab_test_id,0,8,LAB001 | LAB002 | LAB003 | LAB004 | LAB005
lab_test_reference,lab_test_name,0,8,Hemoglobin | WBC | Creatinine | Glucose | Sodium
lab_test_reference,unit,0,5,g/dL | 10^9/L | mg/dL | mmol/L | ng/L
lab_test_reference,ref_low,0,8,12.0 | 4.0 | 0.6 | 70 | 135
lab_test_reference,ref_high,0,8,17.5 | 11.0 | 1.3 | 140 | 145
medications,medication_id,0,10,MED001 | MED002 | MED003 | MED004 | MED005
medications,medication_name,0,10,Lisinopril | Metformin | Atorvastatin | Albuterol | Ceftriaxone
medications,medication_class,0,9,ACE inhibitor | Antidiabetic | Statin | Bronchodilator | Antibiotic
medications,active_flag,0,1,Y
patients,patient_id,0,3500,PAT00000001 | PAT00000002 | PAT00000003 | PAT00000004 | PAT00000005
patients,full_name,0,3500,Patient 1 | Patient 2 | Patient 3 | Patient 4 | Patient 5
patients,date_of_birth,0,3401,06/17/2010 | 02/16/1941 | 1994-06-13 | 02/22/1970 | 08/23/1951
patients,sex_at_birth,0,4,Male | M | F | Female
patients,email,37,3464,patient1@example.com | patient2@example.com | patient3@example.com | patient4@example.com | patient5@example.com
patients,phone,74,3427,206-555-2264 | 753-555-8728 | 875-555-2436 | 314-555-2006 | 518-555-5606
patients,city,0,6,Dallas | Milwaukee | Atlanta | Phoenix | Chicago
patients,state,0,6,GA | WA | TX | AZ | WI
patients,zip3,0,882,836 | 579 | 292 | 626 | 716
patients,primary_payer_id,0,6,PAY002 | PAY005 | PAY004 | PAY003 | PAY001
patients,registration_date,0,2068,2023-01-18 | 2018-12-27 | 2022-10-22 | 2024-03-25 | 2026-03-26
patients,active_flag,0,3,Y | Yes | N
payers,payer_id,0,5,PAY001 | PAY002 | PAY003 | PAY004 | PAY005
payers,payer_name,0,5,Blue Horizon Health | United Regional Plan | Federal Senior Health | State Community Health | Self Pay
payers,payer_type,0,4,Commercial | Medicare-like | Medicaid-like | Self Pay
payers,contract_group,0,5,COMM_A | COMM_B | GOV_A | GOV_B | SELF
procedure_codes,procedure_code,0,10,P001 | P002 | P003 | P004 | P005
procedure_codes,procedure_description,0,10,Chest X-ray | CT Abdomen | MRI Brain | Appendectomy | Knee Arthroplasty
procedure_codes,procedure_group,0,6,Imaging | Surgery | Cardiology | Oncology | GI
procedure_codes,standard_charge,0,10,220 | 1200 | 2400 | 18500 | 32000
providers,provider_id,0,350,PRV000001 | PRV000002 | PRV000003 | PRV000004 | PRV000005
providers,provider_name,0,350,Dr. Avery Lee 1 | Dr. Avery Kim 2 | Dr. Casey Patel 3 | Dr. Riley Brown 4 | Dr. Riley Smith 5
providers,facility_id,0,6,FAC005 | FAC001 | FAC003 | FAC006 | FAC002
providers,department_id,0,72,DEP0054 | DEP0007 | DEP0027 | DEP0033 | DEP0070
providers,specialty,0,10,Critical Care | Radiology | General Surgery | Neurology | Emergency Medicine
providers,npi_like_id,0,350,4386852862 | 5844183768 | 5608651305 | 1850282247 | 5531714194
providers,hire_date,0,337,2014-07-06 | 2018-05-15 | 2017-02-14 | 2013-07-11 | 2018-01-27
providers,employment_status,0,3,Leave | active | Active
bed_occupancy,snapshot_date,0,61,2026-04-01 | 2026-04-02 | 2026-04-03 | 2026-04-04 | 2026-04-05
bed_occupancy,facility_id,0,6,FAC001 | FAC002 | FAC003 | FAC004 | FAC005
bed_occupancy,department_id,0,36,DEP0002 | DEP0004 | DEP0005 | DEP0006 | DEP0008
bed_occupancy,staffed_beds,0,5,36 | 42 | 30 | 18 | 24
bed_occupancy,occupied_beds,0,37,26 | 42 | 39 | 24 | 10
bed_occupancy,blocked_beds,0,4,2 | 3 | 1 | 0
bed_occupancy,boarding_patients,0,9,8 | 3 | 7 | 4 | 2
patient_satisfaction,survey_id,0,3000,SURV00000001 | SURV00000002 | SURV00000003 | SURV00000004 | SURV00000005
patient_satisfaction,encounter_id,0,2357,ENC000002376 | ENC000002527 | ENC000001547 | ENC000003553 | ENC000001567
patient_satisfaction,survey_date,0,166,2026-03-30 | 2026-02-07 | 2026-01-28 | 2026-01-15 | 2026-02-18
patient_satisfaction,overall_rating,0,6,4 | 1 | bad | 2 | 5
patient_satisfaction,communication_rating,0,5,5 | 1 | 4 | 2 | 3
patient_satisfaction,cleanliness_rating,0,5,1 | 4 | 5 | 3 | 2
patient_satisfaction,would_recommend,0,4,Yes | N | No | Y
calendar,date_key,0,181,20260101 | 20260102 | 20260103 | 20260104 | 20260105
calendar,calendar_date,0,181,2026-01-01 | 2026-01-02 | 2026-01-03 | 2026-01-04 | 2026-01-05
calendar,year,0,1,2026
calendar,quarter,0,2,1 | 2
calendar,month,0,6,1 | 2 | 3 | 4 | 5
calendar,week_of_year,0,27,1 | 2 | 3 | 4 | 5
calendar,day_of_week,0,7,4 | 5 | 6 | 7 | 1
calendar,is_weekend,0,2,N | Y
claim_lines,claim_line_id,0,12386,CLL0000000001 | CLL0000000002 | CLL0000000003 | CLL0000000004 | CLL0000000005
claim_lines,claim_id,0,5000,CLM000000001 | CLM000000002 | CLM000000003 | CLM000000004 | CLM000000005
claim_lines,line_number,0,4,1 | 2 | 3 | 4
claim_lines,procedure_code,0,11,P001 | P010 | P008 | P009 | P007
claim_lines,units,0,4,2 | bad | 3 | 1
claim_lines,charge_amount,0,12333,2067.76 | 1209.38 | 9908.00 | 7840.59 | 2076.26
claim_lines,allowed_amount,0,12310,6271.38 | 751.20 | 7152.94 | 1240.49 | 6800.56
claim_lines,line_status,0,4,Paid | Denied | paid | Pending
claim_payments,claim_payment_id,0,3072,CPAY000000001 | CPAY000000002 | CPAY000000003 | CPAY000000004 | CPAY000000005
claim_payments,claim_id,0,3067,CLM000000003 | CLM000000007 | CLM000000008 | CLM000000009 | CLM000000011
claim_payments,payment_date,0,172,2026-03-24 | 2026-03-17 | 2026-04-11 | 2026-02-24 | 2026-03-30
claim_payments,payer_payment_amount,0,3066,16316.22 | 22411.44 | 21964.76 | 19645.98 | 12580.43
claim_payments,patient_payment_amount,0,3057,3279.56 | 1739.16 | 3793.26 | 1193.53 | 3679.08
claim_payments,payment_method,0,4,Portal | Card | Check | EFT
claim_payments,payment_status,0,4,posted | Posted | Pending | Reversed
claims,claim_id,0,5000,CLM000000001 | CLM000000002 | CLM000000003 | CLM000000004 | CLM000000005
claims,encounter_id,0,4992,ENC000005707 | ENC000005997 | ENC000002818 | ENC000002470 | ENC000004019
claims,patient_id,0,2640,PAT00000896 | PAT00002718 | PAT00000727 | PAT00000438 | PAT00003185
claims,payer_id,0,6,PAY003 | PAY001 | PAY005 | PAY002 | PAY004
claims,claim_submission_date,0,170,2026-05-31 | 2026-02-15 | 2026-03-28 | 2026-06-13 | 2026-03-15
claims,claim_status,0,5,Denied | Pending | Paid | paid | Partially Paid
claims,total_charge,0,4991,40351.89 | 24150.51 | 34585.18 | 33356.99 | 22528.92
claims,allowed_amount,0,4998,29687.39 | 11876.64 | 19400.14 | 24448.00 | 18716.84
claims,patient_responsibility,0,4976,6499.55 | 1660.04 | 4886.67 | 5321.04 | 1833.23
claims,denial_reason,961,5,Coding | Authorization |  | Medical Necessity | Duplicate
