cdc_id,customer_id,effective_ts,operation,new_segment,new_credit_class,new_autopay_flag,change_reason,_bronze_loaded_at_utc,_source_file
CCDC0000015,CUST0000031,2026-03-26 22:05:18,UPDATE,Residential,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000016,CUST0000347,2026-03-28 00:59:50,UPDATE,Commercial,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000017,CUST0000710,2026-04-01 05:51:41,UPDATE,Commercial,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000018,CUST0000664,2026-04-30 10:16:27,UPDATE,Commercial,A,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000019,CUST0000375,2026-04-30 23:42:09,UPDATE,Industrial,C,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000020,CUST0000737,2026-03-11 12:30:37,UPDATE,Residential,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000021,CUST0000480,2026-05-25 13:23:57,UPDATE,Residential,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000022,CUST0000623,2026-04-30 17:52:17,UPDATE,Industrial,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000023,CUST0000525,2026-04-30 05:19:31,UPDATE,Industrial,D,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000024,CUST0000110,2026-05-31 10:45:02,UPDATE,Residential,B,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000025,CUST0000687,2026-04-04 23:02:51,UPDATE,Municipal,C,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000026,CUST0000146,2026-03-18 06:16:35,UPDATE,Residential,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000027,CUST0000791,2026-04-15 08:47:17,UPDATE,Municipal,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000028,CUST0000770,2026-05-12 12:36:23,UPDATE,Municipal,C,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000029,CUST0000397,2026-04-21 00:55:32,UPDATE,Commercial,C,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000030,CUST0000049,2026-03-13 22:13:57,UPDATE,Commercial,B,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000031,CUST0000179,2026-03-08 20:48:41,UPDATE,Commercial,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000032,CUST0000434,2026-05-13 22:41:11,UPDATE,Municipal,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000033,CUST0000316,2026-03-14 17:25:00,UPDATE,Residential,B,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000034,CUST0000700,2026-04-22 16:23:22,UPDATE,Municipal,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000035,CUST0000221,2026-04-25 15:16:18,UPDATE,Residential,B,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000036,CUST0000214,2026-05-04 08:21:04,UPDATE,Industrial,A,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000037,CUST0000403,2026-05-12 16:51:36,UPDATE,Commercial,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000038,CUST0000677,2026-02-24 07:17:50,UPDATE,Municipal,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000039,CUST0000426,2026-02-09 13:16:43,UPDATE,Municipal,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000040,CUST0000431,2026-03-10 08:13:10,UPDATE,Industrial,C,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000041,CUST0000055,2026-05-24 13:05:25,UPDATE,Residential,D,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000042,CUST0000563,2026-04-27 07:17:34,UPDATE,Municipal,C,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000043,CUST0000236,2026-03-04 01:33:54,UPDATE,Commercial,B,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000044,CUST0000399,2026-04-03 17:14:55,UPDATE,Residential,A,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000045,CUST0000152,2026-05-26 12:12:45,UPDATE,Residential,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000046,CUST0000188,2026-05-09 20:47:02,UPDATE,Industrial,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000047,CUST0000248,2026-04-04 14:31:26,UPDATE,Residential,A,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000048,CUST0000069,2026-04-27 21:34:37,UPDATE,Municipal,C,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000049,CUST0000166,2026-02-15 23:50:37,UPDATE,Commercial,C,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000050,CUST0000366,2026-02-24 11:31:31,UPDATE,Municipal,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000051,CUST0000063,2026-05-16 15:33:43,UPDATE,Industrial,B,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000052,CUST0000542,2026-03-08 15:15:21,UPDATE,Residential,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000053,CUST0000420,2026-02-27 22:11:01,UPDATE,Residential,C,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000054,CUST0000761,2026-04-09 09:48:37,UPDATE,Residential,C,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000055,CUST0000701,2026-03-08 21:05:06,UPDATE,Industrial,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000056,CUST0000147,2026-02-17 03:04:12,UPDATE,Residential,C,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000057,CUST0000590,2026-05-04 23:59:36,UPDATE,Residential,A,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000058,CUST0000256,2026-04-12 00:10:23,UPDATE,Residential,C,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000059,CUST0000086,2026-05-17 22:51:40,UPDATE,Industrial,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000060,CUST0000021,2026-04-06 22:20:10,UPDATE,Industrial,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000061,CUST0000690,2026-04-10 19:21:54,UPDATE,Commercial,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000062,CUST0000220,2026-05-19 21:58:47,UPDATE,Residential,A,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000063,CUST0000101,2026-04-02 21:49:02,UPDATE,Residential,C,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000064,CUST0000675,2026-03-13 20:59:43,UPDATE,Residential,B,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000065,CUST0000365,2026-03-12 13:17:03,UPDATE,Residential,A,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000066,CUST0000064,2026-03-30 13:04:14,UPDATE,Commercial,B,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000067,CUST0000779,2026-04-27 00:42:32,UPDATE,Residential,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000068,CUST0000553,2026-04-20 02:21:24,UPDATE,Commercial,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000069,CUST0000786,2026-02-18 04:30:39,UPDATE,Commercial,D,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000070,CUST0000183,2026-04-01 20:05:05,UPDATE,Municipal,A,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000071,CUST0000139,2026-05-27 07:36:57,UPDATE,Residential,B,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000072,CUST0000258,2026-02-09 21:37:21,UPDATE,Municipal,B,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000073,CUST0000738,2026-05-12 21:35:10,UPDATE,Commercial,C,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000074,CUST0000765,2026-05-26 13:01:59,UPDATE,Residential,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000075,CUST0000794,2026-04-27 08:32:50,UPDATE,Industrial,D,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000076,CUST0000205,2026-03-16 10:31:27,UPDATE,Residential,D,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000077,CUST0000653,2026-04-16 20:10:47,UPDATE,Residential,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000078,CUST0000405,2026-05-08 03:36:40,UPDATE,Municipal,A,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000079,CUST0000171,2026-03-19 03:00:21,UPDATE,Residential,A,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000080,CUST0000481,2026-05-22 04:45:51,UPDATE,Commercial,C,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000081,CUST0000777,2026-02-23 15:01:23,UPDATE,Municipal,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000082,CUST0000788,2026-05-10 00:54:41,UPDATE,Commercial,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000083,CUST0000534,2026-05-01 06:43:11,UPDATE,Residential,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000084,CUST0000529,2026-04-29 03:39:04,UPDATE,Industrial,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000085,CUST0000543,2026-04-14 05:18:54,UPDATE,Residential,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000086,CUST0000084,2026-05-24 06:07:31,UPDATE,Commercial,C,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000087,CUST0000400,2026-03-08 13:03:31,UPDATE,Industrial,D,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000088,CUST0000454,2026-04-01 03:25:00,UPDATE,Residential,D,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000089,CUST0000289,2026-05-02 10:59:54,UPDATE,Industrial,A,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000090,CUST0000016,2026-04-23 12:55:45,UPDATE,Residential,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000091,CUST0000335,2026-04-28 21:30:12,UPDATE,Residential,C,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000092,CUST0000102,2026-03-18 06:22:19,UPDATE,Commercial,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000093,CUST0000149,2026-02-20 01:35:26,UPDATE,Industrial,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000094,CUST0000519,2026-03-21 13:36:14,UPDATE,Commercial,A,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000095,CUST0000120,2026-05-16 01:58:48,UPDATE,Municipal,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000096,CUST0000408,2026-05-10 11:03:36,UPDATE,Industrial,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000097,CUST0000561,2026-03-06 12:00:10,UPDATE,Municipal,A,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000098,CUST0000247,2026-04-14 22:53:42,UPDATE,Municipal,A,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000099,CUST0000515,2026-04-17 18:51:46,UPDATE,Commercial,C,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000100,CUST0000103,2026-02-22 20:55:29,UPDATE,Residential,D,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000101,CUST0000558,2026-03-04 13:40:49,UPDATE,Residential,B,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000102,CUST0000218,2026-04-27 01:53:39,UPDATE,Residential,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000103,CUST0000006,2026-03-28 04:35:53,UPDATE,Industrial,C,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000104,CUST0000040,2026-05-06 06:44:27,UPDATE,Residential,C,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000105,CUST0000116,2026-03-10 21:09:14,UPDATE,Residential,A,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000106,CUST0000725,2026-02-04 12:15:48,UPDATE,Municipal,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000107,CUST0000625,2026-03-06 12:41:53,UPDATE,Commercial,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000108,CUST0000039,2026-02-11 06:47:09,UPDATE,Residential,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000109,CUST0000073,2026-05-09 03:09:28,UPDATE,Industrial,B,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000110,CUST0000606,2026-03-20 20:02:32,UPDATE,Commercial,C,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000111,CUST0000768,2026-03-21 21:33:44,UPDATE,Residential,B,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000112,CUST0000143,2026-03-17 03:10:07,UPDATE,Residential,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000113,CUST0000672,2026-02-02 19:48:32,UPDATE,Commercial,C,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000114,CUST0000487,2026-05-25 11:34:31,UPDATE,Industrial,C,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000115,CUST0000453,2026-04-19 15:53:52,UPDATE,Commercial,C,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000116,CUST0000530,2026-02-24 15:37:53,UPDATE,Municipal,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000117,CUST0000053,2026-04-15 17:46:51,UPDATE,Municipal,A,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000118,CUST0000045,2026-05-06 05:19:56,UPDATE,Residential,B,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000119,CUST0000090,2026-04-16 11:19:28,UPDATE,Residential,B,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000120,CUST0000450,2026-03-08 10:22:33,UPDATE,Industrial,A,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000121,CUST0000533,2026-04-03 07:05:01,UPDATE,Industrial,D,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000122,CUST0000435,2026-03-04 08:41:29,UPDATE,Commercial,A,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000123,CUST0000463,2026-03-28 03:13:46,UPDATE,Commercial,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000124,CUST0000081,2026-03-07 06:21:48,UPDATE,Commercial,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000125,CUST0000325,2026-03-22 21:48:39,UPDATE,Commercial,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000126,CUST0000499,2026-02-12 03:13:47,UPDATE,Commercial,A,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000127,CUST0000298,2026-04-16 21:58:09,UPDATE,Industrial,D,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000128,CUST0000795,2026-05-09 05:41:50,UPDATE,Commercial,C,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000129,CUST0000318,2026-05-11 19:59:13,UPDATE,Industrial,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000130,CUST0000559,2026-04-13 12:23:08,UPDATE,Industrial,B,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000131,CUST0000517,2026-02-11 17:53:57,UPDATE,Residential,D,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000132,CUST0000014,2026-02-28 03:29:50,UPDATE,Residential,D,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000133,CUST0000015,2026-02-09 16:29:12,UPDATE,Residential,A,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000134,CUST0000751,2026-02-19 09:55:33,UPDATE,Industrial,D,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000135,CUST0000052,2026-05-05 03:07:43,UPDATE,Commercial,D,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000136,CUST0000035,2026-05-19 15:42:44,UPDATE,Residential,A,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000137,CUST0000607,2026-02-19 20:11:24,UPDATE,Municipal,A,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000138,CUST0000362,2026-03-13 06:51:27,UPDATE,Residential,B,Y,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000139,CUST0000646,2026-04-25 20:37:27,UPDATE,Industrial,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000140,CUST0000764,2026-02-26 04:54:49,UPDATE,Residential,A,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000141,CUST0000789,2026-05-02 14:07:14,UPDATE,Commercial,A,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000142,CUST0000180,2026-03-14 18:52:04,UPDATE,Commercial,C,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000143,CUST0000666,2026-05-11 19:44:03,UPDATE,Municipal,B,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000144,CUST0000202,2026-03-16 16:47:52,UPDATE,Industrial,D,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000145,CUST0000528,2026-03-15 15:28:55,UPDATE,Residential,B,Y,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000146,CUST0000048,2026-03-29 20:00:28,UPDATE,Residential,A,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000147,CUST0000292,2026-05-14 10:31:57,UPDATE,Commercial,C,Y,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000148,CUST0000574,2026-03-13 07:21:03,UPDATE,Commercial,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000149,CUST0000245,2026-02-15 20:02:51,UPDATE,Commercial,C,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000150,CUST0000112,2026-03-26 15:35:00,UPDATE,Residential,B,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000151,CUST0000726,2026-04-18 12:42:13,UPDATE,Municipal,B,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000152,CUST0000018,2026-02-13 16:53:10,UPDATE,Industrial,D,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000153,CUST0000370,2026-05-16 15:03:55,UPDATE,Residential,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000154,CUST0000153,2026-03-13 03:30:04,UPDATE,Municipal,C,N,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000155,CUST0000268,2026-02-08 14:11:25,UPDATE,Commercial,A,Y,customer_request,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000156,CUST0000754,2026-05-18 14:30:06,UPDATE,Commercial,D,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000157,CUST0000223,2026-05-22 04:22:20,UPDATE,Municipal,C,N,usage_change,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000158,CUST0000797,2026-04-13 07:32:18,UPDATE,Commercial,A,N,credit_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
CCDC0000159,CUST0000613,2026-04-03 01:08:49,UPDATE,Industrial,A,N,annual_review,2026-07-13T04:58:51.819719+00:00,data/raw/cdc/customer_cdc.csv
