market_ts,grid_zone,day_ahead_price_mwh,real_time_price_mwh,congestion_price_mwh
2026-04-01 22:00:00,ERCOT,58.822,146.128,86.665
2026-04-01 22:00:00,PJM,37.948,84.242,1.487
2026-04-01 22:00:00,CAISO,48.823,100.043,81.634
2026-04-01 22:00:00,SPP,105.021,207.271,80.533
2026-04-01 23:00:00,MISO,96.563,-1.716,37.582
2026-04-01 23:00:00,ERCOT,122.692,7.542,5.454
2026-04-01 23:00:00,PJM,140.726,123.945,36.400
2026-04-01 23:00:00,CAISO,94.965,45.852,76.001
2026-04-01 23:00:00,SPP,144.490,22.809,13.484
2026-04-02 00:00:00,MISO,62.773,206.289,35.045
2026-04-02 00:00:00,ERCOT,106.074,200.088,34.626
2026-04-02 00:00:00,PJM,32.478,44.380,-1.915
2026-04-02 00:00:00,CAISO,156.314,89.162,48.441
2026-04-02 00:00:00,SPP,121.366,115.914,87.029
2026-04-02 01:00:00,MISO,100.947,31.682,-5.578
2026-04-02 01:00:00,ERCOT,22.153,103.363,50.235
2026-04-02 01:00:00,PJM,85.232,48.091,70.131
2026-04-02 01:00:00,CAISO,71.799,104.935,27.974
2026-04-02 01:00:00,SPP,139.354,102.881,66.117
2026-04-02 02:00:00,MISO,59.566,63.163,86.502
2026-04-02 02:00:00,ERCOT,126.400,86.517,39.576
2026-04-02 02:00:00,PJM,159.427,14.941,55.457
2026-04-02 02:00:00,CAISO,126.324,172.294,20.757
2026-04-02 02:00:00,SPP,105.158,114.266,70.872
2026-04-02 03:00:00,MISO,107.971,224.793,81.396
2026-04-02 03:00:00,ERCOT,92.476,-17.571,42.690
2026-04-02 03:00:00,PJM,58.380,118.066,35.288
2026-04-02 03:00:00,CAISO,45.943,188.189,57.113
2026-04-02 03:00:00,SPP,89.064,141.629,13.252
2026-04-02 04:00:00,MISO,78.289,237.331,77.109
2026-04-02 04:00:00,ERCOT,39.611,13.794,33.703
2026-04-02 04:00:00,PJM,139.928,21.203,-4.739
2026-04-02 04:00:00,CAISO,42.843,81.504,-9.528
2026-04-02 04:00:00,SPP,36.197,132.873,57.904
2026-04-02 05:00:00,MISO,79.353,-2.768,73.113
2026-04-02 05:00:00,ERCOT,128.243,100.016,34.636
2026-04-02 05:00:00,PJM,21.041,161.028,21.268
2026-04-02 05:00:00,CAISO,131.145,63.486,45.352
2026-04-02 05:00:00,SPP,102.149,1.400,77.245
2026-04-02 06:00:00,MISO,30.828,108.667,9.999
2026-04-02 06:00:00,ERCOT,128.114,200.876,44.072
2026-04-02 06:00:00,PJM,148.916,6.240,65.800
2026-04-02 06:00:00,CAISO,59.030,236.671,66.976
2026-04-02 06:00:00,SPP,59.209,43.655,26.528
2026-04-02 07:00:00,MISO,66.579,50.124,40.327
2026-04-02 07:00:00,ERCOT,82.062,53.224,80.681
2026-04-02 07:00:00,PJM,143.437,45.384,80.986
2026-04-02 07:00:00,CAISO,55.712,28.175,-6.284
2026-04-02 07:00:00,SPP,37.848,37.481,34.484
2026-04-02 08:00:00,MISO,146.520,169.479,27.704
2026-04-02 08:00:00,ERCOT,123.733,124.682,35.870
2026-04-02 08:00:00,PJM,34.632,124.036,-9.702
2026-04-02 08:00:00,CAISO,32.637,10.672,51.706
2026-04-02 08:00:00,SPP,56.456,226.334,31.757
2026-04-02 09:00:00,MISO,20.303,225.503,73.914
2026-04-02 09:00:00,ERCOT,129.408,1.091,60.580
2026-04-02 09:00:00,PJM,46.703,224.451,9.628
2026-04-02 09:00:00,CAISO,96.629,200.854,51.397
2026-04-02 09:00:00,SPP,80.687,126.408,81.173
2026-04-02 10:00:00,MISO,95.324,-19.533,35.133
2026-04-02 10:00:00,ERCOT,21.367,149.272,77.574
2026-04-02 10:00:00,PJM,149.038,186.715,40.378
2026-04-02 10:00:00,CAISO,126.806,57.502,84.004
2026-04-02 10:00:00,SPP,135.438,237.690,20.636
2026-04-02 11:00:00,MISO,35.795,174.560,-2.346
2026-04-02 11:00:00,ERCOT,96.419,47.238,-7.875
2026-04-02 11:00:00,PJM,123.915,181.842,32.664
2026-04-02 11:00:00,CAISO,18.360,83.602,88.955
2026-04-02 11:00:00,SPP,98.884,238.722,-2.189
2026-04-02 12:00:00,MISO,91.038,129.971,80.129
2026-04-02 12:00:00,ERCOT,129.471,-17.132,64.915
2026-04-02 12:00:00,PJM,139.873,232.333,78.185
2026-04-02 12:00:00,CAISO,123.854,203.571,60.887
2026-04-02 12:00:00,SPP,76.434,18.164,20.673
2026-04-02 13:00:00,MISO,138.846,223.920,74.931
2026-04-02 13:00:00,ERCOT,157.123,204.706,50.635
2026-04-02 13:00:00,PJM,135.487,28.838,73.657
2026-04-02 13:00:00,CAISO,77.368,237.347,57.467
2026-04-02 13:00:00,SPP,142.868,28.922,41.938
2026-04-02 14:00:00,MISO,88.337,7.769,78.670
2026-04-02 14:00:00,ERCOT,77.390,42.600,74.533
2026-04-02 14:00:00,PJM,125.720,75.375,8.437
2026-04-02 14:00:00,CAISO,88.469,42.825,77.267
2026-04-02 14:00:00,SPP,19.313,96.983,23.487
2026-04-02 15:00:00,MISO,75.196,230.548,0.465
2026-04-02 15:00:00,ERCOT,129.951,82.182,10.308
2026-04-02 15:00:00,PJM,95.724,41.954,58.621
2026-04-02 15:00:00,CAISO,30.437,220.984,58.890
2026-04-02 15:00:00,SPP,86.746,113.848,73.532
2026-04-02 16:00:00,MISO,133.771,105.762,57.447
2026-04-02 16:00:00,ERCOT,44.712,111.203,6.048
2026-04-02 16:00:00,PJM,59.570,2.604,40.033
2026-04-02 16:00:00,CAISO,139.273,165.990,25.900
2026-04-02 16:00:00,SPP,155.932,228.970,-9.680
2026-04-02 17:00:00,MISO,146.165,237.096,39.119
2026-04-02 17:00:00,ERCOT,144.387,200.923,75.862
2026-04-02 17:00:00,PJM,130.499,57.724,-3.712
2026-04-02 17:00:00,CAISO,98.569,96.889,23.074
2026-04-02 17:00:00,SPP,122.698,131.887,43.856
2026-04-02 18:00:00,MISO,19.434,139.073,-2.754
2026-04-02 18:00:00,ERCOT,37.620,163.865,43.695
2026-04-02 18:00:00,PJM,55.976,186.023,7.715
2026-04-02 18:00:00,CAISO,138.204,101.743,40.780
2026-04-02 18:00:00,SPP,99.816,222.654,29.804
2026-04-02 19:00:00,MISO,119.949,0.242,88.373
2026-04-02 19:00:00,ERCOT,145.312,56.261,25.211
2026-04-02 19:00:00,PJM,119.211,239.165,-4.649
2026-04-02 19:00:00,CAISO,124.909,71.311,17.669
2026-04-02 19:00:00,SPP,107.502,131.910,75.449
2026-04-02 20:00:00,MISO,115.546,89.242,56.540
2026-04-02 20:00:00,ERCOT,113.220,84.266,35.963
2026-04-02 20:00:00,PJM,37.239,20.141,-7.243
2026-04-02 20:00:00,CAISO,154.937,99.403,30.790
2026-04-02 20:00:00,SPP,39.781,45.374,1.069
2026-04-02 21:00:00,MISO,47.726,50.263,21.653
2026-04-02 21:00:00,ERCOT,49.096,63.701,42.098
2026-04-02 21:00:00,PJM,79.953,162.928,15.699
2026-04-02 21:00:00,CAISO,63.509,6.729,54.872
2026-04-02 21:00:00,SPP,158.124,212.692,70.357
2026-04-02 22:00:00,MISO,151.945,159.490,34.553
2026-04-02 22:00:00,ERCOT,32.204,54.754,27.276
2026-04-02 22:00:00,PJM,117.638,34.147,83.821
2026-04-02 22:00:00,CAISO,91.175,190.805,68.485
2026-04-02 22:00:00,SPP,83.343,23.208,70.423
2026-04-02 23:00:00,MISO,74.805,189.136,32.058
2026-04-02 23:00:00,ERCOT,39.954,175.445,68.885
2026-04-02 23:00:00,PJM,115.813,3.884,38.107
2026-04-02 23:00:00,CAISO,37.862,179.693,4.200
2026-04-02 23:00:00,SPP,143.769,-11.530,-0.805
2026-04-03 00:00:00,MISO,131.702,101.198,77.318
2026-04-03 00:00:00,ERCOT,122.594,49.779,-1.129
2026-04-03 00:00:00,PJM,97.570,189.461,-0.816
2026-04-03 00:00:00,CAISO,75.580,77.238,80.897
2026-04-03 00:00:00,SPP,130.581,173.976,84.517
2026-04-03 01:00:00,MISO,31.880,152.912,54.280
2026-04-03 01:00:00,ERCOT,98.414,225.566,40.410
2026-04-03 01:00:00,PJM,90.862,102.513,43.206
2026-04-03 01:00:00,CAISO,123.204,81.111,39.837
2026-04-03 01:00:00,SPP,37.543,81.561,61.129
2026-04-03 02:00:00,MISO,33.479,128.460,-7.948
2026-04-03 02:00:00,ERCOT,89.298,225.898,16.961
2026-04-03 02:00:00,PJM,139.505,54.683,44.399
2026-04-03 02:00:00,CAISO,18.746,209.660,41.800
2026-04-03 02:00:00,SPP,145.082,29.115,54.928
2026-04-03 03:00:00,MISO,152.877,161.365,40.968
2026-04-03 03:00:00,ERCOT,47.656,15.830,67.673
2026-04-03 03:00:00,PJM,136.460,197.208,15.652
2026-04-03 03:00:00,CAISO,129.531,33.176,-5.510
2026-04-03 03:00:00,SPP,75.406,37.056,73.719
2026-04-03 04:00:00,MISO,150.651,175.760,43.640
2026-04-03 04:00:00,ERCOT,96.025,52.444,39.672
2026-04-03 04:00:00,PJM,91.588,15.589,62.851
2026-04-03 04:00:00,CAISO,50.903,67.761,14.219
2026-04-03 04:00:00,SPP,53.635,-19.834,49.708
2026-04-03 05:00:00,MISO,31.917,166.357,30.468
2026-04-03 05:00:00,ERCOT,93.847,145.505,-5.756
2026-04-03 05:00:00,PJM,63.993,152.705,0.638
2026-04-03 05:00:00,CAISO,113.502,13.373,44.345
2026-04-03 05:00:00,SPP,118.246,103.192,15.341
2026-04-03 06:00:00,MISO,149.915,49.991,6.971
2026-04-03 06:00:00,ERCOT,24.346,220.948,38.189
2026-04-03 06:00:00,PJM,72.271,195.718,84.827
2026-04-03 06:00:00,CAISO,30.481,222.906,-8.273
2026-04-03 06:00:00,SPP,149.558,110.104,52.529
2026-04-03 07:00:00,MISO,85.516,138.127,8.972
2026-04-03 07:00:00,ERCOT,151.291,7.259,9.187
2026-04-03 07:00:00,PJM,123.780,31.055,29.463
2026-04-03 07:00:00,CAISO,87.953,180.429,81.158
2026-04-03 07:00:00,SPP,84.289,82.794,-1.686
2026-04-03 08:00:00,MISO,74.838,42.147,86.932
2026-04-03 08:00:00,ERCOT,141.388,169.508,10.432
2026-04-03 08:00:00,PJM,85.337,45.482,-3.998
2026-04-03 08:00:00,CAISO,34.671,22.793,46.887
2026-04-03 08:00:00,SPP,119.371,11.028,87.025
2026-04-03 09:00:00,MISO,27.712,170.525,53.569
2026-04-03 09:00:00,ERCOT,61.323,-13.051,6.987
2026-04-03 09:00:00,PJM,121.456,226.963,9.320
2026-04-03 09:00:00,CAISO,34.331,126.286,40.941
2026-04-03 09:00:00,SPP,42.209,23.941,54.191
2026-04-03 10:00:00,MISO,28.954,208.085,69.812
2026-04-03 10:00:00,ERCOT,105.638,88.089,53.639
2026-04-03 10:00:00,PJM,137.229,130.464,28.596
2026-04-03 10:00:00,CAISO,61.895,236.917,18.275
2026-04-03 10:00:00,SPP,138.846,-9.782,51.793
2026-04-03 11:00:00,MISO,27.155,49.118,33.915
2026-04-03 11:00:00,ERCOT,54.256,3.155,53.973
2026-04-03 11:00:00,PJM,130.693,77.316,-6.510
2026-04-03 11:00:00,CAISO,52.027,170.730,68.501
2026-04-03 11:00:00,SPP,52.959,3.624,46.991
2026-04-03 12:00:00,MISO,101.263,110.487,30.859
2026-04-03 12:00:00,ERCOT,105.491,148.813,75.082
2026-04-03 12:00:00,PJM,152.332,109.716,40.963
2026-04-03 12:00:00,CAISO,152.474,83.399,51.461
2026-04-03 12:00:00,SPP,68.650,221.047,7.551
2026-04-03 13:00:00,MISO,67.452,226.565,61.462
2026-04-03 13:00:00,ERCOT,62.647,25.077,47.994
2026-04-03 13:00:00,PJM,24.732,90.188,2.942
2026-04-03 13:00:00,CAISO,114.164,194.554,41.585
2026-04-03 13:00:00,SPP,111.499,66.945,45.403
2026-04-03 14:00:00,MISO,72.423,115.284,-3.138
2026-04-03 14:00:00,ERCOT,50.705,-3.568,52.904
2026-04-03 14:00:00,PJM,35.467,84.894,86.409
2026-04-03 14:00:00,CAISO,134.433,76.302,25.691
2026-04-03 14:00:00,SPP,148.031,84.318,-3.080
2026-04-03 15:00:00,MISO,42.805,218.529,18.200
2026-04-03 15:00:00,ERCOT,141.116,151.457,23.640
2026-04-03 15:00:00,PJM,73.461,148.148,-6.471
2026-04-03 15:00:00,CAISO,28.533,133.336,88.420
2026-04-03 15:00:00,SPP,105.928,238.102,77.830
2026-04-03 16:00:00,MISO,87.431,76.146,52.046
2026-04-03 16:00:00,ERCOT,60.290,-10.478,20.340
2026-04-03 16:00:00,PJM,131.207,33.011,7.628
2026-04-03 16:00:00,CAISO,76.049,127.625,30.948
2026-04-03 16:00:00,SPP,94.538,149.079,-9.044
2026-04-03 17:00:00,MISO,106.229,164.522,46.912
2026-04-03 17:00:00,ERCOT,31.647,63.342,62.084
2026-04-03 17:00:00,PJM,146.161,170.448,25.991
2026-04-03 17:00:00,CAISO,150.873,86.889,27.641
2026-04-03 17:00:00,SPP,136.158,131.509,27.110
2026-04-03 18:00:00,MISO,126.539,16.556,71.491
2026-04-03 18:00:00,ERCOT,122.467,154.950,53.643
2026-04-03 18:00:00,PJM,73.609,222.353,24.204
2026-04-03 18:00:00,CAISO,126.452,88.612,51.406
2026-04-03 18:00:00,SPP,18.639,53.461,-8.041
2026-04-03 19:00:00,MISO,77.080,-17.006,41.046
2026-04-03 19:00:00,ERCOT,126.866,-15.740,65.519
2026-04-03 19:00:00,PJM,47.909,186.474,74.756
2026-04-03 19:00:00,CAISO,54.436,119.802,76.459
2026-04-03 19:00:00,SPP,124.953,8.562,35.557
2026-04-03 20:00:00,MISO,159.056,67.088,66.130
2026-04-03 20:00:00,ERCOT,148.271,210.018,39.448
2026-04-03 20:00:00,PJM,133.513,106.660,-5.685
2026-04-03 20:00:00,CAISO,84.611,-19.010,76.935
2026-04-03 20:00:00,SPP,118.251,144.056,50.703
2026-04-03 21:00:00,MISO,148.429,151.960,39.562
2026-04-03 21:00:00,ERCOT,28.410,4.664,53.537
2026-04-03 21:00:00,PJM,81.118,176.987,33.061
2026-04-03 21:00:00,CAISO,34.579,10.552,73.202
2026-04-03 21:00:00,SPP,114.969,13.124,39.521
2026-04-03 22:00:00,MISO,144.633,168.329,39.872
2026-04-03 22:00:00,ERCOT,97.421,63.745,-0.364
2026-04-03 22:00:00,PJM,87.998,52.262,52.075
2026-04-03 22:00:00,CAISO,131.615,-11.526,45.208
2026-04-03 22:00:00,SPP,138.887,127.712,40.743
2026-04-03 23:00:00,MISO,92.832,40.259,61.619
2026-04-03 23:00:00,ERCOT,22.703,193.407,29.273
2026-04-03 23:00:00,PJM,74.541,-0.417,1.927
2026-04-03 23:00:00,CAISO,47.077,103.932,48.544
2026-04-03 23:00:00,SPP,152.222,135.890,74.486
2026-04-04 00:00:00,MISO,148.103,237.745,-9.803
2026-04-04 00:00:00,ERCOT,53.607,202.595,8.860
2026-04-04 00:00:00,PJM,133.096,134.601,74.114
2026-04-04 00:00:00,CAISO,78.156,9.364,2.122
2026-04-04 00:00:00,SPP,140.348,220.326,67.171
2026-04-04 01:00:00,MISO,87.129,75.694,13.702
2026-04-04 01:00:00,ERCOT,97.456,10.939,63.018
2026-04-04 01:00:00,PJM,73.273,75.532,61.249
2026-04-04 01:00:00,CAISO,110.807,77.131,-9.695
2026-04-04 01:00:00,SPP,51.463,31.187,-5.950
2026-04-04 02:00:00,MISO,82.672,68.637,27.652
2026-04-04 02:00:00,ERCOT,30.917,12.902,-2.358
2026-04-04 02:00:00,PJM,45.365,-4.989,-7.531
2026-04-04 02:00:00,CAISO,144.929,227.034,50.919
2026-04-04 02:00:00,SPP,144.444,70.919,69.295
2026-04-04 03:00:00,MISO,34.599,63.518,33.674
2026-04-04 03:00:00,ERCOT,153.060,32.311,24.839
2026-04-04 03:00:00,PJM,65.743,74.274,53.198
2026-04-04 03:00:00,CAISO,89.490,1.005,10.662
2026-04-04 03:00:00,SPP,66.252,137.229,37.476
2026-04-04 04:00:00,MISO,158.516,39.597,75.466
2026-04-04 04:00:00,ERCOT,129.403,58.402,81.907
2026-04-04 04:00:00,PJM,106.232,-19.393,20.073
2026-04-04 04:00:00,CAISO,45.864,210.983,49.553
2026-04-04 04:00:00,SPP,51.749,182.930,6.244
2026-04-04 05:00:00,MISO,90.233,127.872,70.346
2026-04-04 05:00:00,ERCOT,24.077,120.634,15.061
2026-04-04 05:00:00,PJM,154.424,222.082,56.874
2026-04-04 05:00:00,CAISO,116.123,220.080,66.719
2026-04-04 05:00:00,SPP,105.898,121.207,0.370
2026-04-04 06:00:00,MISO,27.526,78.825,44.449
2026-04-04 06:00:00,ERCOT,109.261,27.902,28.524
2026-04-04 06:00:00,PJM,131.510,81.035,67.438
2026-04-04 06:00:00,CAISO,89.207,91.478,56.002
2026-04-04 06:00:00,SPP,22.736,108.598,47.949
2026-04-04 07:00:00,MISO,152.945,153.318,84.047
2026-04-04 07:00:00,ERCOT,26.953,213.827,20.478
2026-04-04 07:00:00,PJM,159.640,201.437,8.661
2026-04-04 07:00:00,CAISO,153.195,121.797,64.787
2026-04-04 07:00:00,SPP,34.215,121.515,26.913
2026-04-04 08:00:00,MISO,94.970,83.272,44.142
2026-04-04 08:00:00,ERCOT,143.833,238.022,71.139
2026-04-04 08:00:00,PJM,70.726,89.858,88.996
2026-04-04 08:00:00,CAISO,24.838,190.877,63.440
2026-04-04 08:00:00,SPP,140.387,112.089,77.945
2026-04-04 09:00:00,MISO,137.722,205.932,42.408
2026-04-04 09:00:00,ERCOT,65.663,63.846,14.435
2026-04-04 09:00:00,PJM,77.590,157.805,79.606
2026-04-04 09:00:00,CAISO,103.717,128.996,63.401
2026-04-04 09:00:00,SPP,28.553,-16.475,84.114
2026-04-04 10:00:00,MISO,51.665,152.384,67.963
2026-04-04 10:00:00,ERCOT,144.193,88.279,51.734
2026-04-04 10:00:00,PJM,98.048,135.563,66.156
2026-04-04 10:00:00,CAISO,76.850,-3.424,88.901
2026-04-04 10:00:00,SPP,50.948,28.890,-8.934
2026-04-04 11:00:00,MISO,121.571,228.867,28.118
2026-04-04 11:00:00,ERCOT,131.885,30.588,25.303
2026-04-04 11:00:00,PJM,134.659,131.716,87.081
2026-04-04 11:00:00,CAISO,31.490,121.062,40.922
2026-04-04 11:00:00,SPP,27.730,164.913,-2.582
2026-04-04 12:00:00,MISO,61.023,9.399,86.529
2026-04-04 12:00:00,ERCOT,101.873,0.668,26.552
2026-04-04 12:00:00,PJM,102.781,76.033,60.651
2026-04-04 12:00:00,CAISO,47.108,224.875,66.913
2026-04-04 12:00:00,SPP,43.162,90.498,87.619
2026-04-04 13:00:00,MISO,140.370,238.880,72.297
2026-04-04 13:00:00,ERCOT,106.929,207.608,4.424
2026-04-04 13:00:00,PJM,137.115,30.756,22.887
2026-04-04 13:00:00,CAISO,77.421,130.477,60.400
2026-04-04 13:00:00,SPP,115.489,219.824,9.384
2026-04-04 14:00:00,MISO,47.204,40.901,67.874
2026-04-04 14:00:00,ERCOT,109.450,0.367,30.167
2026-04-04 14:00:00,PJM,94.231,105.624,29.444
2026-04-04 14:00:00,CAISO,137.276,237.256,58.172
2026-04-04 14:00:00,SPP,118.797,170.462,10.802
2026-04-04 15:00:00,MISO,56.037,35.457,37.721
2026-04-04 15:00:00,ERCOT,91.703,60.117,64.439
2026-04-04 15:00:00,PJM,149.175,98.225,27.966
2026-04-04 15:00:00,CAISO,69.259,192.071,24.562
2026-04-04 15:00:00,SPP,119.699,201.819,77.017
2026-04-04 16:00:00,MISO,37.644,-8.400,-3.040
2026-04-04 16:00:00,ERCOT,146.619,66.906,67.148
2026-04-04 16:00:00,PJM,108.525,43.237,46.215
2026-04-04 16:00:00,CAISO,94.223,92.630,61.447
2026-04-04 16:00:00,SPP,131.186,4.032,18.614
2026-04-04 17:00:00,MISO,73.133,3.305,8.102
2026-04-04 17:00:00,ERCOT,120.724,-7.536,-8.684
2026-04-04 17:00:00,PJM,148.605,102.151,31.118
2026-04-04 17:00:00,CAISO,135.113,28.418,58.735
2026-04-04 17:00:00,SPP,96.075,125.984,72.460
2026-04-04 18:00:00,MISO,89.747,153.755,82.415
2026-04-04 18:00:00,ERCOT,45.521,-6.689,72.159
2026-04-04 18:00:00,PJM,137.252,99.623,10.496
2026-04-04 18:00:00,CAISO,156.068,195.282,58.443
2026-04-04 18:00:00,SPP,33.891,83.267,75.214
2026-04-04 19:00:00,MISO,131.270,181.072,8.787
2026-04-04 19:00:00,ERCOT,87.322,53.839,36.580
2026-04-04 19:00:00,PJM,76.105,169.389,80.712
2026-04-04 19:00:00,CAISO,89.750,-19.359,10.158
2026-04-04 19:00:00,SPP,114.332,20.992,7.020
2026-04-04 20:00:00,MISO,110.288,169.374,10.982
2026-04-04 20:00:00,ERCOT,46.030,156.612,15.324
2026-04-04 20:00:00,PJM,115.017,206.282,2.812
2026-04-04 20:00:00,CAISO,67.650,201.118,8.226
2026-04-04 20:00:00,SPP,133.665,136.624,43.408
2026-04-04 21:00:00,MISO,126.896,36.606,62.488
2026-04-04 21:00:00,ERCOT,116.918,5.415,88.119
