product_id,upc,product_name,department,subcategory,brand,supplier_id,standard_cost,regular_price,tax_category,product_status,launch_date,effective_start_date,source,effective_end_date,is_current,product_sk
SKU0000019,966339181322,Everyday Pharmacy Item 19,Health & Beauty,Pharmacy,Greathome,SUP00021,61.04,115.04,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,80b4d6e33d5ad2466583
SKU0000020,172834573053,Everyday Printing Item 20,Office,Printing,Greathome,SUP00027,329.36,812.3,Pharmacy Exempt,Active,2025-02-28,2025-02-28,product_master,2026-05-05,False,807f805e072b354e226a
SKU0000020,172834573053,Everyday Printing Item 20,Office,Printing,Greathome,SUP00027,329.36,767.8,Pharmacy Exempt,Discontinued,2025-02-28,2026-05-05,price_cdc,9999-12-31,True,27151fb3977be61df8ff
SKU0000021,674740164761,Value Outdoor Item 21,Sports,Outdoor,Healthyyou,SUP00046,377.32,748.96,Food Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,442efe5ac30f2a485148
SKU0000022,843267900659,Family Printing Item 22,Office,Printing,Northpeak,SUP00049,185.15,269.66,Pharmacy Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,9d1de3133b0035cd32a5
SKU0000023,646557166526,Everyday Gaming Item 23,Electronics,Gaming,Techline,SUP00010,238.28,264.07,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,8021437b4f194e00b243
SKU0000024,582864521593,Family Fitness Item 24,Sports,Fitness,Northpeak,SUP00044,223.46,349.75,Food Exempt,Active,,1900-01-01,product_master,9999-12-31,True,ec2a5cd8e0d4a5da53e7
SKU0000025,114958418698,Classic Tires Item 25,Automotive,Tires,Techline,SUP00021,311.0,564.6,Taxable,Seasonal,,1900-01-01,product_master,9999-12-31,True,463c3ab3cef9838a12a8
SKU0000026,516113325880,Everyday Fitness Item 26,Sports,Fitness,Greathome,SUP00048,167.33,354.26,Pharmacy Exempt,Active,2019-12-04,2019-12-04,product_master,2026-05-23,False,d97e559e74fa3df1fcc1
SKU0000026,516113325880,Everyday Fitness Item 26,Sports,Fitness,Greathome,SUP00048,167.33,318.74,Pharmacy Exempt,Active,2019-12-04,2026-05-23,price_cdc,9999-12-31,True,ca79d5fc0d5720b8082c
SKU0000027,867822712012,Value Fitness Item 27,Sports,Fitness,Techline,SUP00056,446.36,684.34,Pharmacy Exempt,Active,,1900-01-01,product_master,2026-04-11,False,9f4707d131989aa84e93
SKU0000027,867822712012,Value Fitness Item 27,Sports,Fitness,Techline,SUP00056,446.36,717.36,Pharmacy Exempt,Active,,2026-04-11,price_cdc,9999-12-31,True,c0ce36990e4f7ba6f614
SKU0000028,379969289787,Value Produce Item 28,Grocery,Produce,Valueplus,SUP00048,241.93,320.01,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,5981eae1ef6dc22f2246
SKU0000029,884595515051,Smart School Supplies Item 29,Office,School Supplies,Greathome,SUP00068,419.05,532.01,Taxable,Discontinued,,1900-01-01,product_master,9999-12-31,True,5ac15c6f7ea1e688e5a2
SKU0000030,308237909186,Classic Computers Item 30,Electronics,Computers,Healthyyou,SUP00074,149.2,341.8,Food Exempt,Discontinued,,1900-01-01,product_master,2026-04-17,False,32263ec80df425f50190
SKU0000030,308237909186,Classic Computers Item 30,Electronics,Computers,Healthyyou,SUP00074,149.2,389.61,Food Exempt,Discontinued,,2026-04-17,price_cdc,9999-12-31,True,c15e9be36123cf6e7b22
SKU0000031,675429381719,Family School Supplies Item 31,Office,School Supplies,Healthyyou,SUP00002,196.94,289.05,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,1dcb1fb173e9b6961071
SKU0000032,295449382718,Family School Supplies Item 32,Office,School Supplies,Healthyyou,SUP00025,134.43,308.29,Pharmacy Exempt,Discontinued,2019-07-15,2019-07-15,product_master,9999-12-31,True,5ed379f7f518ad60233f
SKU0000033,787213467567,Classic Kitchen Item 33,Home,Kitchen,Healthyyou,SUP00009,437.33,711.31,Taxable,Active,2024-03-30,2024-03-30,product_master,2026-05-28,False,f435ad0cdaf5a2a11ef4
SKU0000033,787213467567,Classic Kitchen Item 33,Home,Kitchen,Healthyyou,SUP00009,437.33,655.19,Taxable,Seasonal,2024-03-30,2026-05-28,price_cdc,9999-12-31,True,2e3a25872471359fe744
SKU0000034,494986332586,Family Women Item 34,Apparel,Women,Valueplus,SUP00056,20.42,54.75,Food Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,b710bfe83ff368c9cc78
SKU0000035,115000316672,Smart Wellness Item 35,Health & Beauty,Wellness,Techline,SUP00012,172.98,231.61,Food Exempt,Active,2018-05-31,2018-05-31,product_master,9999-12-31,True,a55143b2769fda70cbf1
SKU0000036,748963113994,Classic Dairy Item 36,Grocery,Dairy,Healthyyou,SUP00006,80.1,110.17,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,45cd3dd2bc14b44fb68b
SKU0000037,574593920538,Family Shoes Item 37,Apparel,Shoes,Healthyyou,SUP00001,143.95,166.08,Food Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,e3df3f03040335236877
SKU0000038,881061565366,Value Audio Item 38,Electronics,Audio,Northpeak,SUP00014,376.01,914.63,Taxable,Seasonal,,1900-01-01,product_master,9999-12-31,True,2a642a768406b77a6ab9
SKU0000039,714707972151,Classic Audio Item 39,Electronics,Audio,Urbanbasics,SUP00049,83.24,132.22,Taxable,Seasonal,,1900-01-01,product_master,2026-05-18,False,9ffbb8c4af547d955e64
SKU0000039,714707972151,Classic Audio Item 39,Electronics,Audio,Urbanbasics,SUP00049,83.24,138.94,Taxable,Discontinued,,2026-05-18,price_cdc,9999-12-31,True,232774526c957dc8ed25
SKU0000040,299039772586,Value Fitness Item 40,Sports,Fitness,Greathome,SUP00036,59.19,124.99,Taxable,Seasonal,2022-06-11,2022-06-11,product_master,9999-12-31,True,eae005d3401c6aba2426
SKU0000041,520729507246,Family Pantry Item 41,Grocery,Pantry,Greathome,SUP00023,152.46,177.6,Pharmacy Exempt,Discontinued,2025-08-21,2025-08-21,product_master,9999-12-31,True,c018360ee7ac55be5b92
SKU0000042,807714826450,Everyday Printing Item 42,Office,Printing,Techline,SUP00001,117.28,131.79,Taxable,Active,2023-05-30,2023-05-30,product_master,9999-12-31,True,6140d61b6f5baa6e4e35
SKU0000043,508002046455,Smart Kids Item 43,Apparel,Kids,Urbanbasics,SUP00062,303.25,563.66,Food Exempt,Active,,1900-01-01,product_master,9999-12-31,True,39635a677cfed7a0753b
SKU0000044,695016071167,Family Bedding Item 44,Home,Bedding,Healthyyou,SUP00042,397.67,836.26,Food Exempt,Active,2022-05-16,2022-05-16,product_master,9999-12-31,True,d694e9f041f3edcfbe29
SKU0000045,489190490011,Family Pantry Item 45,Grocery,Pantry,Techline,SUP00012,392.4,943.16,Taxable,Active,,1900-01-01,product_master,2026-04-02,False,9f5e58c156574c92aada
SKU0000045,489190490011,Family Pantry Item 45,Grocery,Pantry,Techline,SUP00012,392.4,853.43,Taxable,Seasonal,,2026-04-02,price_cdc,9999-12-31,True,abd199c182eed484fda9
SKU0000046,972673983105,Smart Pantry Item 46,Grocery,Pantry,Healthyyou,SUP00059,329.67,790.95,Taxable,Active,2020-06-23,2020-06-23,product_master,2026-04-26,False,9dd033c0de7a9fdfccb9
SKU0000046,972673983105,Smart Pantry Item 46,Grocery,Pantry,Healthyyou,SUP00059,329.67,870.94,Taxable,Active,2020-06-23,2026-04-26,price_cdc,9999-12-31,True,146d355b6ce3b7ec0915
SKU0000047,753693111531,Family Men Item 47,Apparel,Men,Freshway,SUP00010,11.17,21.74,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,c74ddc2f597cf0db534a
SKU0000048,834497305775,Classic Storage Item 48,Home,Storage,Techline,SUP00003,378.7,888.44,Pharmacy Exempt,Active,2020-05-18,2020-05-18,product_master,9999-12-31,True,64c2e2f55f01c0b05e43
SKU0000049,946649982901,Premium Bedding Item 49,Home,Bedding,Valueplus,SUP00061,447.38,761.14,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,d3e8fbf31afae4d05416
SKU0000050,621422856407,Premium Outdoor Item 50,Sports,Outdoor,Healthyyou,SUP00004,427.63,565.87,Pharmacy Exempt,Seasonal,2023-01-24,2023-01-24,product_master,2026-04-11,False,1e489fad5e8546775c52
SKU0000050,621422856407,Premium Outdoor Item 50,Sports,Outdoor,Healthyyou,SUP00004,427.63,624.23,Pharmacy Exempt,Discontinued,2023-01-24,2026-04-11,price_cdc,9999-12-31,True,88532b49a27db1529693
SKU0000051,120900611975,Everyday Kitchen Item 51,Home,Kitchen,Techline,SUP00037,36.76,49.06,Food Exempt,Active,,1900-01-01,product_master,9999-12-31,True,542fed1367210268020b
SKU0000052,473436668855,Family Pharmacy Item 52,Health & Beauty,Pharmacy,Freshway,SUP00028,196.43,342.09,Pharmacy Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,9e6a8dbd023525b286b2
SKU0000053,764280459429,Value Frozen Item 53,Grocery,Frozen,Northpeak,SUP00004,107.6,276.92,Pharmacy Exempt,Seasonal,2020-01-05,2020-01-05,product_master,2026-05-09,False,32a7731e54f9842411d5
SKU0000053,764280459429,Value Frozen Item 53,Grocery,Frozen,Northpeak,SUP00004,107.6,278.09,Pharmacy Exempt,Active,2020-01-05,2026-05-09,price_cdc,9999-12-31,True,6cc569e7a10420ec11fa
SKU0000054,270644790339,Everyday Kids Item 54,Apparel,Kids,Valueplus,SUP00024,78.52,208.2,Food Exempt,Active,,1900-01-01,product_master,2026-05-04,False,221556906ffdd74da2bf
SKU0000054,270644790339,Everyday Kids Item 54,Apparel,Kids,Valueplus,SUP00024,78.52,201.61,Food Exempt,Active,,2026-05-04,price_cdc,9999-12-31,True,4e3dfbe8afca6e977a9b
SKU0000055,197387244623,Premium Shoes Item 55,Apparel,Shoes,Valueplus,SUP00062,31.3,63.35,Pharmacy Exempt,Discontinued,,1900-01-01,product_master,2026-04-05,False,5a106ec3c572e47cf05a
SKU0000055,197387244623,Premium Shoes Item 55,Apparel,Shoes,Valueplus,SUP00062,31.3,59.18,Pharmacy Exempt,Seasonal,,2026-04-05,price_cdc,9999-12-31,True,acecf7a95dbe7c1ff5a9
SKU0000056,360150858192,Classic Personal Care Item 56,Health & Beauty,Personal Care,Greathome,SUP00031,252.23,501.32,Taxable,Seasonal,,1900-01-01,product_master,9999-12-31,True,2443e221bd2621488542
SKU0000057,858473404170,Smart Pharmacy Item 57,Health & Beauty,Pharmacy,Urbanbasics,SUP00067,112.21,208.4,Pharmacy Exempt,Active,2021-11-15,2021-11-15,product_master,9999-12-31,True,1fddb55fb153d7057156
SKU0000058,856531909625,Smart Men Item 58,Apparel,Men,Urbanbasics,SUP00034,311.48,834.85,Pharmacy Exempt,Discontinued,2022-08-13,2022-08-13,product_master,9999-12-31,True,0d7e01bbc6ec11e1f442
SKU0000059,981329577583,Family Accessories Item 59,Electronics,Accessories,Northpeak,SUP00019,207.31,420.24,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,b2e8bf4ac803a640fe38
SKU0000060,559160644200,Everyday Cycling Item 60,Sports,Cycling,Healthyyou,SUP00074,394.22,897.42,Taxable,Active,2024-03-10,2024-03-10,product_master,2026-04-24,False,565d78f0a8062ab5d951
SKU0000060,559160644200,Everyday Cycling Item 60,Sports,Cycling,Healthyyou,SUP00074,394.22,980.69,Taxable,Active,2024-03-10,2026-04-24,price_cdc,9999-12-31,True,29b4eec661c26269df49
SKU0000061,670754309504,Value Men Item 61,Apparel,Men,Techline,SUP00013,83.47,165.97,Food Exempt,Discontinued,2023-08-09,2023-08-09,product_master,9999-12-31,True,0746ede2c82b49249a54
SKU0000062,985485413131,Premium Dairy Item 62,Grocery,Dairy,Valueplus,SUP00071,324.53,366.28,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,0741554daae54cac0c3e
SKU0000063,468517431453,Smart Accessories Item 63,Automotive,Accessories,Greathome,SUP00028,412.24,997.81,Pharmacy Exempt,Seasonal,,1900-01-01,product_master,9999-12-31,True,61b75645c65bd2746026
SKU0000064,914612198313,Everyday Fitness Item 64,Sports,Fitness,Techline,SUP00071,17.75,23.81,Food Exempt,Discontinued,2019-03-23,2019-03-23,product_master,9999-12-31,True,18de1e38b42a5ec7f24e
SKU0000065,361774249792,Family Audio Item 65,Electronics,Audio,Greathome,SUP00066,115.06,174.66,Pharmacy Exempt,Active,2025-03-08,2025-03-08,product_master,9999-12-31,True,1e5efb0112d88d300e5f
SKU0000066,871134129751,Value Audio Item 66,Electronics,Audio,Urbanbasics,SUP00046,402.01,651.9,Food Exempt,Discontinued,2018-06-09,2018-06-09,product_master,9999-12-31,True,07cecea976684ddf93d9
SKU0000067,963252454789,Premium Shoes Item 67,Apparel,Shoes,Freshway,SUP00043,303.81,774.41,Taxable,Discontinued,,1900-01-01,product_master,2026-05-29,False,8157994af342cf886edd
SKU0000067,963252454789,Premium Shoes Item 67,Apparel,Shoes,Freshway,SUP00043,303.81,794.86,Taxable,Discontinued,,2026-05-29,price_cdc,9999-12-31,True,569a750744d72539a297
SKU0000068,680255304439,Value Women Item 68,Apparel,Women,Valueplus,SUP00048,179.94,202.94,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,5ac204681bada5b16dd8
SKU0000069,552039792438,Smart Men Item 69,Apparel,Men,Urbanbasics,SUP00014,399.05,545.82,Taxable,Discontinued,2024-02-25,2024-02-25,product_master,9999-12-31,True,25cc790b7c6ed34b1f02
SKU0000070,666255709111,Family Decor Item 70,Home,Decor,Northpeak,SUP00033,166.15,293.15,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,63aeecdebd3890a186fb
SKU0000071,786381903472,Smart Shoes Item 71,Apparel,Shoes,Northpeak,SUP00010,230.32,454.76,Taxable,Seasonal,,1900-01-01,product_master,9999-12-31,True,a05d15550ed919c35898
SKU0000072,154906711138,Value Produce Item 72,Grocery,Produce,Greathome,SUP00041,334.64,697.8,Pharmacy Exempt,Active,2023-06-09,2023-06-09,product_master,9999-12-31,True,2f3204d4c1d3eb348edf
SKU0000073,467699401682,Smart Outdoor Item 73,Sports,Outdoor,Valueplus,SUP00058,295.92,399.91,Taxable,Active,2020-07-12,2020-07-12,product_master,9999-12-31,True,6a7afcb8a169b74a50b0
SKU0000074,960850286590,Premium Kitchen Item 74,Home,Kitchen,Northpeak,SUP00064,339.33,418.22,Pharmacy Exempt,Discontinued,2024-04-08,2024-04-08,product_master,2026-04-25,False,b6af3d27fb0bee5ee511
SKU0000074,960850286590,Premium Kitchen Item 74,Home,Kitchen,Northpeak,SUP00064,339.33,406.9,Pharmacy Exempt,Discontinued,2024-04-08,2026-04-25,price_cdc,9999-12-31,True,6d53ae45da8e660441e0
SKU0000075,907124559742,Premium Fitness Item 75,Sports,Fitness,Northpeak,SUP00070,95.23,215.49,Food Exempt,Active,2021-01-28,2021-01-28,product_master,2026-05-19,False,8c70a81876c2d352289a
SKU0000075,907124559742,Premium Fitness Item 75,Sports,Fitness,Northpeak,SUP00070,95.23,247.17,Food Exempt,Seasonal,2021-01-28,2026-05-19,price_cdc,9999-12-31,True,476822e7e46e24a0ead6
SKU0000076,767388073060,Value Personal Care Item 76,Health & Beauty,Personal Care,Healthyyou,SUP00035,297.8,376.92,Food Exempt,Active,,1900-01-01,product_master,2026-05-10,False,2913feb9eba6fe169be1
SKU0000076,767388073060,Value Personal Care Item 76,Health & Beauty,Personal Care,Healthyyou,SUP00035,297.8,395.61,Food Exempt,Seasonal,,2026-05-10,price_cdc,9999-12-31,True,e93784da88f089625f64
SKU0000077,360248294123,Premium Stationery Item 77,Office,Stationery,Techline,SUP00002,436.01,1163.09,Food Exempt,Discontinued,,1900-01-01,product_master,2026-05-06,False,42425088b9df190eccae
SKU0000077,360248294123,Premium Stationery Item 77,Office,Stationery,Techline,SUP00002,436.01,1039.45,Food Exempt,Active,,2026-05-06,price_cdc,9999-12-31,True,2e4192bb0207b77ce614
SKU0000078,533976087952,Value Outdoor Item 78,Sports,Outdoor,Urbanbasics,SUP00015,26.96,46.7,Taxable,Discontinued,2021-06-16,2021-06-16,product_master,9999-12-31,True,f2d8cfde187004ee63b8
SKU0000079,253066898302,Smart School Supplies Item 79,Office,School Supplies,Freshway,SUP00052,284.51,745.8,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,b645c0c3d44f7a417df5
SKU0000080,492721064576,Smart Computers Item 80,Electronics,Computers,Healthyyou,SUP00041,310.58,433.14,Pharmacy Exempt,Active,,1900-01-01,product_master,2026-04-06,False,c73571534d8909745426
SKU0000080,492721064576,Smart Computers Item 80,Electronics,Computers,Healthyyou,SUP00041,310.58,432.69,Pharmacy Exempt,Seasonal,,2026-04-06,price_cdc,9999-12-31,True,4ca711e9dcf0a853bdb9
SKU0000081,888528553929,Smart Women Item 81,Apparel,Women,Techline,SUP00070,199.39,528.22,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,151eb185e5aa89e18e08
SKU0000082,713643922069,Family Kids Item 82,Apparel,Kids,Urbanbasics,SUP00031,189.35,367.62,Taxable,Active,2025-12-18,2025-12-18,product_master,9999-12-31,True,7e7349a6130d1e171bc1
SKU0000083,957990701068,Smart Pantry Item 83,Grocery,Pantry,Techline,SUP00052,241.61,501.55,Pharmacy Exempt,Active,2019-01-04,2019-01-04,product_master,9999-12-31,True,dfb1c514f813b46a3ee4
SKU0000084,456216810912,Everyday Gaming Item 84,Electronics,Gaming,Healthyyou,SUP00074,208.61,444.18,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,2808297c0aac7ed8dca8
SKU0000085,566306077424,Premium Accessories Item 85,Automotive,Accessories,Healthyyou,SUP00029,152.6,372.2,Taxable,Seasonal,,1900-01-01,product_master,2026-05-15,False,ec7dcf96d85cddcc01d6
SKU0000085,566306077424,Premium Accessories Item 85,Automotive,Accessories,Healthyyou,SUP00029,152.6,358.76,Taxable,Discontinued,,2026-05-15,price_cdc,9999-12-31,True,22e64d8a5b4822ea479c
SKU0000086,641966777004,Premium Accessories Item 86,Electronics,Accessories,Northpeak,SUP00032,326.28,609.71,Taxable,Seasonal,,1900-01-01,product_master,9999-12-31,True,7c0d74c74d47cb3f6b81
SKU0000087,921265060780,Value Storage Item 87,Home,Storage,Valueplus,SUP00011,237.92,640.94,Taxable,Active,2022-07-07,2022-07-07,product_master,9999-12-31,True,478660c2e5c8298bac14
SKU0000088,775886995146,Smart Audio Item 88,Electronics,Audio,Healthyyou,SUP00055,389.68,475.62,Food Exempt,Active,,1900-01-01,product_master,9999-12-31,True,3de08e5d36318bcdd809
SKU0000089,372178053057,Classic Accessories Item 89,Automotive,Accessories,Healthyyou,SUP00075,56.99,137.95,Food Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,65f6aefba36d4684720d
SKU0000090,467734041921,Premium Bedding Item 90,Home,Bedding,Northpeak,SUP00009,309.03,710.58,Pharmacy Exempt,Discontinued,,1900-01-01,product_master,9999-12-31,True,78522ef9dd270ea0e60b
SKU0000091,629197598595,Everyday Kids Item 91,Apparel,Kids,Techline,SUP00007,83.66,190.56,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,b6289e9084f504863747
SKU0000092,961211771329,Value Beverages Item 92,Grocery,Beverages,Valueplus,SUP00013,305.94,417.78,Pharmacy Exempt,Active,2023-10-18,2023-10-18,product_master,9999-12-31,True,7e56f83c5fbf481e1e72
SKU0000093,209571932275,Smart Pantry Item 93,Grocery,Pantry,Greathome,SUP00026,366.92,853.81,Taxable,Seasonal,2026-04-30,2026-04-19,price_cdc,2026-04-30,False,29e0c8efb9b1ccf4a188
SKU0000093,209571932275,Smart Pantry Item 93,Grocery,Pantry,Greathome,SUP00026,366.92,881.36,Taxable,Discontinued,2026-04-30,2026-04-30,product_master,9999-12-31,True,db0515479772b2a69c8e
SKU0000094,839223526771,Family Accessories Item 94,Automotive,Accessories,Urbanbasics,SUP00055,36.27,90.52,Taxable,Active,2023-03-26,2023-03-26,product_master,2026-04-03,False,9fbda888c50c01efbbe7
SKU0000094,839223526771,Family Accessories Item 94,Automotive,Accessories,Urbanbasics,SUP00055,36.27,94.18,Taxable,Active,2023-03-26,2026-04-03,price_cdc,9999-12-31,True,a989888c49dbd0be0fb8
SKU0000095,374923427567,Premium Stationery Item 95,Office,Stationery,Greathome,SUP00053,216.54,325.16,Food Exempt,Seasonal,2018-03-13,2018-03-13,product_master,2026-04-07,False,7b0ad24aaa8c701c97ae
SKU0000095,374923427567,Premium Stationery Item 95,Office,Stationery,Greathome,SUP00053,216.54,287.54,Food Exempt,Seasonal,2018-03-13,2026-04-07,price_cdc,9999-12-31,True,49ce505cd82e878aa57b
SKU0000096,153989019448,Value Storage Item 96,Home,Storage,Northpeak,SUP00016,38.83,83.21,Taxable,Active,2024-05-03,2024-05-03,product_master,9999-12-31,True,ccf488224bec1a48336d
SKU0000097,180696267986,Family Computers Item 97,Electronics,Computers,Techline,SUP00013,434.37,619.42,Food Exempt,Seasonal,2023-06-19,2023-06-19,product_master,9999-12-31,True,71d148c4548ed685c12e
SKU0000098,116285812536,Classic Fitness Item 98,Sports,Fitness,Healthyyou,SUP00065,36.33,58.75,Pharmacy Exempt,Active,,1900-01-01,product_master,9999-12-31,True,4df9cebb152a76cab74a
SKU0000099,358205212187,Premium Shoes Item 99,Apparel,Shoes,Freshway,SUP00029,30.06,79.39,Taxable,Active,,1900-01-01,product_master,2026-04-25,False,352c28198ab667e3c861
SKU0000099,358205212187,Premium Shoes Item 99,Apparel,Shoes,Freshway,SUP00029,30.06,68.96,Taxable,Active,,2026-04-25,price_cdc,9999-12-31,True,87f3158b0a54e7acefdf
SKU0000100,225887342825,Value Decor Item 100,Home,Decor,Valueplus,SUP00022,90.97,151.55,Taxable,Active,,1900-01-01,product_master,9999-12-31,True,ee50ff7fb7ded69be601
SKU0000101,818880996303,Everyday Printing Item 101,Office,Printing,Freshway,SUP00042,344.7,730.64,Pharmacy Exempt,Seasonal,2025-09-13,2025-09-13,product_master,9999-12-31,True,149cd7652ec0ff4f38f7
SKU0000102,918340413439,Value Stationery Item 102,Office,Stationery,Northpeak,SUP00047,209.18,418.37,Food Exempt,Active,2019-02-07,2019-02-07,product_master,2026-05-20,False,96e552159ce6fe18cd9c
SKU0000102,918340413439,Value Stationery Item 102,Office,Stationery,Northpeak,SUP00047,209.18,433.87,Food Exempt,Discontinued,2019-02-07,2026-05-20,price_cdc,9999-12-31,True,2a629fd5e1c27e98eb1b
SKU0000103,558639684410,Premium Storage Item 103,Home,Storage,Urbanbasics,SUP00040,195.77,421.57,Food Exempt,Seasonal,2025-06-06,2025-06-06,product_master,2026-05-28,False,1cdcc1a3356a18a0d770
