customer_id,store_transactions,online_orders,lifetime_sales,return_count,refund_amount,purchase_count,return_rate,suspicious_return_flag
CUST00001411,1.0,1.0,3209.7799999999997,1.0,76.78,2.0,0.5,True
CUST00001744,2.0,0.0,1547.77,1.0,0.0,2.0,0.5,True
CUST00000040,1.0,1.0,2284.25,1.0,92.2,2.0,0.5,True
CUST00000611,1.0,1.0,6025.42,1.0,82.63,2.0,0.5,True
CUST00001005,0.0,2.0,5529.64,1.0,46.29,2.0,0.5,True
CUST00000002,2.0,0.0,3108.46,1.0,0.0,2.0,0.5,True
CUST00000607,2.0,0.0,908.6800000000001,1.0,190.78,2.0,0.5,True
CUST00001318,1.0,1.0,9359.36,1.0,29.26,2.0,0.5,True
CUST00000995,1.0,1.0,5492.379999999999,1.0,79.27,2.0,0.5,True
CUST00000598,1.0,1.0,4604.639999999999,1.0,0.0,2.0,0.5,True
CUST00001433,2.0,0.0,6991.68,1.0,0.0,2.0,0.5,True
CUST00001300,2.0,0.0,9647.07,1.0,0.0,2.0,0.5,True
CUST00001782,3.0,1.0,8690.46,2.0,179.27,4.0,0.5,True
CUST00000936,3.0,1.0,6996.78,2.0,0.0,4.0,0.5,True
CUST00001783,2.0,0.0,1021.42,1.0,0.0,2.0,0.5,True
CUST00000986,2.0,0.0,3327.7200000000003,1.0,0.0,2.0,0.5,True
CUST00001053,1.0,1.0,3997.99,1.0,0.0,2.0,0.5,True
CUST00001424,1.0,1.0,4567.51,1.0,163.46,2.0,0.5,True
CUST00001296,1.0,1.0,13362.900000000001,1.0,0.0,2.0,0.5,True
CUST00001241,2.0,0.0,352.82,1.0,0.0,2.0,0.5,True
CUST00001285,1.0,1.0,1530.35,1.0,0.0,2.0,0.5,True
CUST00000571,2.0,0.0,6205.76,1.0,0.0,2.0,0.5,True
CUST00001358,1.0,1.0,2531.62,1.0,0.0,2.0,0.5,True
CUST00000489,2.0,0.0,2768.93,1.0,0.0,2.0,0.5,True
CUST00000659,2.0,0.0,4082.25,1.0,0.0,2.0,0.5,True
CUST00000868,4.0,1.0,8285.31,2.0,85.36,5.0,0.4,True
CUST00000299,4.0,1.0,8529.14,2.0,61.1,5.0,0.4,True
CUST00001388,2.0,3.0,15545.8,2.0,20.44,5.0,0.4,True
CUST00000114,1.0,4.0,5610.259999999999,2.0,117.57,5.0,0.4,True
CUST00001508,3.0,2.0,10805.61,2.0,0.0,5.0,0.4,True
CUST00000698,2.0,1.0,11109.039999999999,1.0,0.0,3.0,0.3333333333333333,False
CUST00001284,2.0,1.0,5790.61,1.0,78.49,3.0,0.3333333333333333,False
CUST00000791,0.0,3.0,5002.45,1.0,0.0,3.0,0.3333333333333333,False
CUST00000977,2.0,1.0,7277.91,1.0,0.0,3.0,0.3333333333333333,False
CUST00000785,1.0,2.0,6738.9,1.0,0.0,3.0,0.3333333333333333,False
CUST00000914,2.0,1.0,3516.2400000000002,1.0,194.09,3.0,0.3333333333333333,False
CUST00000441,1.0,2.0,9131.619999999999,1.0,0.0,3.0,0.3333333333333333,False
CUST00000858,1.0,2.0,7349.139999999999,1.0,0.0,3.0,0.3333333333333333,False
CUST00001523,2.0,1.0,4978.150000000001,1.0,0.0,3.0,0.3333333333333333,False
CUST00000359,2.0,1.0,7860.22,1.0,87.27,3.0,0.3333333333333333,False
CUST00000361,2.0,1.0,3774.23,1.0,0.0,3.0,0.3333333333333333,False
CUST00000861,1.0,2.0,5308.84,1.0,48.24,3.0,0.3333333333333333,False
CUST00001619,2.0,1.0,5028.05,1.0,185.1,3.0,0.3333333333333333,False
CUST00001181,1.0,2.0,6697.299999999999,1.0,114.76,3.0,0.3333333333333333,False
CUST00000231,3.0,0.0,5131.93,1.0,0.0,3.0,0.3333333333333333,False
CUST00000911,2.0,1.0,12335.44,1.0,0.0,3.0,0.3333333333333333,False
CUST00000863,1.0,2.0,11432.75,1.0,0.0,3.0,0.3333333333333333,False
CUST00000366,3.0,0.0,10507.26,1.0,48.46,3.0,0.3333333333333333,False
CUST00001601,3.0,0.0,2870.15,1.0,0.0,3.0,0.3333333333333333,False
CUST00001439,3.0,0.0,12517.56,1.0,0.0,3.0,0.3333333333333333,False
CUST00001698,1.0,2.0,5247.79,1.0,78.7,3.0,0.3333333333333333,False
CUST00000295,2.0,1.0,6375.47,1.0,0.0,3.0,0.3333333333333333,False
CUST00001146,1.0,2.0,5916.759999999999,1.0,0.0,3.0,0.3333333333333333,False
CUST00000136,3.0,0.0,2899.24,1.0,0.0,3.0,0.3333333333333333,False
CUST00000129,2.0,1.0,3795.21,1.0,0.0,3.0,0.3333333333333333,False
CUST00001704,2.0,1.0,5937.860000000001,1.0,52.2,3.0,0.3333333333333333,False
CUST00000464,1.0,2.0,11735.25,1.0,0.0,3.0,0.3333333333333333,False
CUST00001759,3.0,0.0,5773.3099999999995,1.0,82.88,3.0,0.3333333333333333,False
CUST00001758,1.0,2.0,10877.68,1.0,117.67,3.0,0.3333333333333333,False
CUST00000254,2.0,1.0,6983.64,1.0,34.4,3.0,0.3333333333333333,False
CUST00000836,1.0,2.0,3043.37,1.0,0.0,3.0,0.3333333333333333,False
CUST00001134,3.0,0.0,3111.59,1.0,151.35,3.0,0.3333333333333333,False
CUST00001064,3.0,0.0,4302.2300000000005,1.0,0.0,3.0,0.3333333333333333,False
CUST00001750,2.0,1.0,5383.01,1.0,163.36,3.0,0.3333333333333333,False
CUST00000148,2.0,1.0,4875.63,1.0,0.0,3.0,0.3333333333333333,False
CUST00000151,3.0,0.0,2881.28,1.0,0.0,3.0,0.3333333333333333,False
CUST00000640,1.0,2.0,3079.8300000000004,1.0,64.61,3.0,0.3333333333333333,False
CUST00000804,1.0,2.0,3645.9300000000003,1.0,0.0,3.0,0.3333333333333333,False
CUST00001797,2.0,1.0,2147.1800000000003,1.0,55.18,3.0,0.3333333333333333,False
CUST00001742,3.0,0.0,5342.06,1.0,0.0,3.0,0.3333333333333333,False
CUST00000142,2.0,1.0,8017.529999999999,1.0,114.63,3.0,0.3333333333333333,False
CUST00000096,2.0,1.0,6159.76,1.0,0.0,3.0,0.3333333333333333,False
CUST00001734,2.0,1.0,14756.009999999998,1.0,0.0,3.0,0.3333333333333333,False
CUST00000961,1.0,2.0,5234.93,1.0,0.0,3.0,0.3333333333333333,False
CUST00000003,2.0,1.0,7905.14,1.0,28.89,3.0,0.3333333333333333,False
CUST00001099,3.0,0.0,5812.06,1.0,0.0,3.0,0.3333333333333333,False
CUST00000100,2.0,1.0,13220.800000000001,1.0,117.64,3.0,0.3333333333333333,False
CUST00001201,1.0,2.0,2309.8500000000004,1.0,183.31,3.0,0.3333333333333333,False
CUST00001089,2.0,1.0,10456.09,1.0,0.0,3.0,0.3333333333333333,False
CUST00000505,6.0,0.0,12549.59,2.0,187.32,6.0,0.3333333333333333,False
CUST00001194,2.0,1.0,5286.66,1.0,114.89,3.0,0.3333333333333333,False
CUST00000160,2.0,1.0,9560.68,1.0,0.0,3.0,0.3333333333333333,False
CUST00001093,2.0,1.0,8831.99,1.0,147.76,3.0,0.3333333333333333,False
CUST00000013,3.0,0.0,4445.33,1.0,0.0,3.0,0.3333333333333333,False
CUST00000893,3.0,0.0,6785.14,1.0,0.0,3.0,0.3333333333333333,False
CUST00000083,1.0,2.0,3574.5,1.0,0.0,3.0,0.3333333333333333,False
CUST00001258,0.0,3.0,2746.35,1.0,0.0,3.0,0.3333333333333333,False
CUST00000890,1.0,2.0,2995.97,1.0,87.82,3.0,0.3333333333333333,False
CUST00001259,2.0,1.0,3423.98,1.0,0.0,3.0,0.3333333333333333,False
CUST00001403,3.0,0.0,8578.699999999999,1.0,56.82,3.0,0.3333333333333333,False
CUST00001675,3.0,0.0,6600.639999999999,1.0,0.0,3.0,0.3333333333333333,False
CUST00000431,2.0,4.0,7596.9800000000005,2.0,130.4,6.0,0.3333333333333333,False
CUST00001086,3.0,0.0,10489.02,1.0,0.0,3.0,0.3333333333333333,False
CUST00000748,3.0,0.0,4920.879999999999,1.0,192.01,3.0,0.3333333333333333,False
CUST00001478,1.0,2.0,4450.389999999999,1.0,0.0,3.0,0.3333333333333333,False
CUST00001107,4.0,2.0,17589.45,2.0,0.0,6.0,0.3333333333333333,False
CUST00000099,3.0,0.0,6598.27,1.0,0.0,3.0,0.3333333333333333,False
CUST00000379,3.0,0.0,9944.49,1.0,0.0,3.0,0.3333333333333333,False
CUST00001402,2.0,1.0,8559.84,1.0,0.0,3.0,0.3333333333333333,False
CUST00001400,1.0,2.0,7194.400000000001,1.0,0.0,3.0,0.3333333333333333,False
CUST00000018,2.0,1.0,4013.0,1.0,0.0,3.0,0.3333333333333333,False
CUST00001187,1.0,2.0,7753.7300000000005,1.0,0.0,3.0,0.3333333333333333,False
CUST00000021,1.0,2.0,6294.43,1.0,0.0,3.0,0.3333333333333333,False
CUST00000301,1.0,3.0,4355.23,1.0,0.0,4.0,0.25,False
CUST00001308,3.0,1.0,8202.51,1.0,0.0,4.0,0.25,False
CUST00001442,2.0,2.0,5809.98,1.0,0.0,4.0,0.25,False
CUST00000622,3.0,1.0,13121.230000000001,1.0,0.0,4.0,0.25,False
CUST00000463,3.0,1.0,10680.649999999998,1.0,0.0,4.0,0.25,False
CUST00001231,2.0,2.0,9988.08,1.0,0.0,4.0,0.25,False
CUST00001235,3.0,1.0,4867.129999999999,1.0,0.0,4.0,0.25,False
CUST00001330,3.0,1.0,10879.039999999999,1.0,197.57,4.0,0.25,False
CUST00000619,3.0,1.0,8981.970000000001,1.0,0.0,4.0,0.25,False
CUST00001253,2.0,2.0,8973.58,1.0,0.0,4.0,0.25,False
CUST00001416,2.0,2.0,5534.27,1.0,0.0,4.0,0.25,False
CUST00000428,4.0,0.0,4160.34,1.0,90.12,4.0,0.25,False
CUST00000743,3.0,1.0,5483.2,1.0,29.54,4.0,0.25,False
CUST00000380,4.0,0.0,6996.62,1.0,0.0,4.0,0.25,False
CUST00000668,4.0,0.0,9441.79,1.0,83.52,4.0,0.25,False
CUST00000669,3.0,1.0,1455.58,1.0,94.41,4.0,0.25,False
CUST00000504,3.0,1.0,12992.619999999999,1.0,147.84,4.0,0.25,False
CUST00000657,4.0,0.0,4211.38,1.0,6.87,4.0,0.25,False
CUST00000558,4.0,0.0,7587.83,1.0,0.0,4.0,0.25,False
CUST00000347,4.0,0.0,11270.9,1.0,67.51,4.0,0.25,False
CUST00000446,4.0,0.0,8189.65,1.0,0.0,4.0,0.25,False
CUST00001160,1.0,3.0,9381.91,1.0,0.0,4.0,0.25,False
CUST00000389,3.0,1.0,16630.35,1.0,0.0,4.0,0.25,False
CUST00000703,2.0,2.0,11753.230000000001,1.0,0.0,4.0,0.25,False
CUST00000393,3.0,1.0,9645.01,1.0,0.0,4.0,0.25,False
CUST00001539,3.0,1.0,4681.75,1.0,0.0,4.0,0.25,False
CUST00000574,2.0,2.0,8078.740000000001,1.0,0.0,4.0,0.25,False
CUST00000323,3.0,1.0,11527.76,1.0,146.92,4.0,0.25,False
CUST00001482,2.0,2.0,19061.64,1.0,177.63,4.0,0.25,False
CUST00000757,3.0,1.0,9481.32,1.0,0.0,4.0,0.25,False
CUST00000317,4.0,0.0,7320.18,1.0,5.23,4.0,0.25,False
CUST00001332,2.0,2.0,9142.15,1.0,64.43,4.0,0.25,False
CUST00001446,1.0,3.0,5604.7,1.0,0.0,4.0,0.25,False
CUST00000561,3.0,1.0,2955.6400000000003,1.0,180.51,4.0,0.25,False
CUST00000039,2.0,2.0,12170.439999999999,1.0,0.0,4.0,0.25,False
CUST00001614,4.0,0.0,16291.83,1.0,97.98,4.0,0.25,False
CUST00001113,2.0,2.0,8599.26,1.0,143.33,4.0,0.25,False
CUST00001025,2.0,2.0,6854.22,1.0,0.0,4.0,0.25,False
CUST00001026,3.0,1.0,8879.7,1.0,0.0,4.0,0.25,False
CUST00001109,4.0,0.0,12539.43,1.0,0.0,4.0,0.25,False
CUST00000218,3.0,1.0,9048.63,1.0,0.0,4.0,0.25,False
CUST00000020,4.0,0.0,11901.31,1.0,0.0,4.0,0.25,False
CUST00000019,3.0,1.0,16864.58,1.0,0.0,4.0,0.25,False
CUST00001791,3.0,1.0,10065.15,1.0,0.0,4.0,0.25,False
CUST00001731,4.0,0.0,2592.37,1.0,131.05,4.0,0.25,False
CUST00000102,3.0,1.0,10530.96,1.0,47.76,4.0,0.25,False
CUST00001673,3.0,1.0,10320.14,1.0,0.0,4.0,0.25,False
CUST00000110,3.0,1.0,14664.1,1.0,0.0,4.0,0.25,False
CUST00000940,3.0,1.0,13116.88,1.0,0.0,4.0,0.25,False
CUST00001725,2.0,2.0,8509.5,1.0,0.0,4.0,0.25,False
CUST00001311,3.0,1.0,6194.48,1.0,0.0,4.0,0.25,False
CUST00001585,3.0,1.0,5530.96,1.0,0.0,4.0,0.25,False
CUST00000926,3.0,1.0,8117.18,1.0,0.0,4.0,0.25,False
CUST00001058,1.0,3.0,7071.120000000001,1.0,149.89,4.0,0.25,False
CUST00000149,3.0,1.0,6027.1900000000005,1.0,0.0,4.0,0.25,False
CUST00001756,1.0,3.0,9189.13,1.0,0.0,4.0,0.25,False
CUST00001268,4.0,1.0,18260.65,1.0,52.67,5.0,0.2,False
CUST00000257,1.0,4.0,11150.81,1.0,0.0,5.0,0.2,False
CUST00001098,2.0,3.0,16070.04,1.0,183.52,5.0,0.2,False
CUST00000027,2.0,3.0,12454.919999999998,1.0,0.0,5.0,0.2,False
CUST00000539,3.0,2.0,7977.01,1.0,0.0,5.0,0.2,False
CUST00000253,3.0,2.0,10385.83,1.0,53.04,5.0,0.2,False
CUST00001104,3.0,2.0,12130.960000000001,1.0,2.34,5.0,0.2,False
CUST00000663,3.0,2.0,13614.82,1.0,0.0,5.0,0.2,False
CUST00001307,2.0,3.0,16203.929999999998,1.0,0.0,5.0,0.2,False
CUST00000058,4.0,1.0,9901.94,1.0,142.95,5.0,0.2,False
CUST00000363,3.0,2.0,8159.59,1.0,19.95,5.0,0.2,False
CUST00001426,3.0,2.0,4298.66,1.0,0.0,5.0,0.2,False
CUST00001366,5.0,0.0,10710.85,1.0,54.11,5.0,0.2,False
CUST00000937,3.0,2.0,10815.96,1.0,110.05,5.0,0.2,False
CUST00001703,3.0,2.0,9076.11,1.0,95.01,5.0,0.2,False
CUST00001322,3.0,2.0,6755.2699999999995,1.0,0.0,5.0,0.2,False
CUST00000309,4.0,1.0,14401.449999999999,1.0,12.72,5.0,0.2,False
CUST00001719,4.0,1.0,8130.0599999999995,1.0,19.41,5.0,0.2,False
CUST00000267,2.0,3.0,11693.64,1.0,0.0,5.0,0.2,False
CUST00000696,4.0,1.0,7283.76,1.0,0.0,5.0,0.2,False
CUST00001552,2.0,3.0,10806.08,1.0,0.0,5.0,0.2,False
CUST00001467,3.0,2.0,10762.46,1.0,0.0,5.0,0.2,False
CUST00001012,4.0,1.0,13248.36,1.0,174.82,5.0,0.2,False
CUST00001770,5.0,0.0,16905.09,1.0,0.0,5.0,0.2,False
CUST00000092,3.0,2.0,9488.83,1.0,118.01,5.0,0.2,False
CUST00001761,3.0,2.0,8044.9400000000005,1.0,126.5,5.0,0.2,False
CUST00001148,4.0,1.0,10337.67,1.0,0.0,5.0,0.2,False
CUST00000751,2.0,3.0,11855.03,1.0,188.01,5.0,0.2,False
CUST00000189,3.0,2.0,8541.369999999999,1.0,18.58,5.0,0.2,False
CUST00000182,6.0,0.0,12925.960000000001,1.0,0.0,6.0,0.16666666666666666,False
CUST00001274,5.0,1.0,19287.45,1.0,0.0,6.0,0.16666666666666666,False
CUST00000944,3.0,3.0,11366.439999999999,1.0,0.0,6.0,0.16666666666666666,False
