transaction_id,basket_sales,basket_margin,units,sku_count,store_id,register_id,associate_id,customer_id,transaction_ts,transaction_type,sales_channel,receipt_status,batch_id,transaction_date,high_value_basket_flag
TXN000000231,2158.79,1186.66,4.0,2,STR0010,REG012,ASC000064,CUST00000604,2026-05-22 08:28:00,SALE,Pickup,Completed,POS_B,2026-05-22,True
TXN000000232,1184.3600000000001,251.1400000000001,8.0,3,STR0021,REG025,ASC000268,CUST00001306,2026-05-11 05:31:00,SALE,Store,Completed,POS_A,2026-05-11,True
TXN000000233,5311.37,2885.05,11.0,4,STR0004,REG011,ASC000165,CUST00001534,2026-04-23 13:37:00,SALE,Pickup,Completed,POS_C,2026-04-23,True
TXN000000234,1953.15,981.54,11.0,3,STR0015,REG016,ASC000014,CUST00000919,,SALE,Store,Completed,POS_A,,True
TXN000000235,1349.1999999999998,624.3699999999998,3.0,1,STR0008,REG005,ASC000303,,,SALE,Pickup,Completed,POS_B,,True
TXN000000236,847.08,285.1600000000001,4.0,1,STR0001,REG017,ASC000094,CUST00001340,,SALE,Store,Completed,POS_A,,True
TXN000000239,3505.7999999999997,1939.1,7.0,2,STR0009,REG014,ASC000349,CUST00001777,2026-04-05 10:53:00,SALE,Store,Completed,POS_A,2026-04-05,True
TXN000000240,389.78,181.33999999999997,1.0,1,STR0005,REG023,ASC000473,CUST00000396,,SALE,Store,Completed,POS_C,,False
TXN000000241,1904.5,291.6600000000001,4.0,2,STR0003,REG017,ASC000346,,2026-04-19 09:36:00,SALE,Store,Completed,POS_C,2026-04-19,True
TXN000000243,521.22,227.15000000000003,1.0,1,STR0008,REG023,ASC000366,CUST00000305,,SALE,Store,Completed,POS_C,,True
TXN000000244,959.34,474.08000000000004,2.0,1,STR0007,REG024,ASC000322,CUST00000518,,SALE,Store,Completed,POS_B,,True
TXN000000248,1111.9,597.96,2.0,1,STR0017,REG009,ASC000221,CUST00000594,2026-05-07 04:11:00,SALE,Pickup,Completed,POS_B,2026-05-07,True
TXN000000249,1027.86,512.3799999999999,2.0,1,STR0004,REG005,ASC000280,CUST00001507,,SALE,Pickup,Completed,POS_C,,True
TXN000000250,1446.85,389.9199999999999,4.0,2,STR0020,REG017,ASC000200,CUST00001042,2026-04-28 13:34:00,SALE,Store,Completed,POS_C,2026-04-28,True
TXN000000252,1407.5900000000001,326.06000000000006,3.0,2,STR0012,REG006,ASC000237,,2026-05-11 23:43:00,SALE,Pickup,Completed,POS_B,2026-05-11,True
TXN000000258,2647.16,1298.9199999999998,4.0,1,STR_UNKNOWN,REG005,ASC000423,CUST00000841,,SALE,Store,Completed,POS_C,,True
TXN000000260,3009.14,1005.97,5.0,3,STR0010,REG004,ASC000335,CUST00000738,,SALE,Store,Completed,POS_A,,True
TXN000000262,2492.0699999999997,935.32,5.0,3,STR0009,REG008,ASC000125,CUST00000071,,SALE,Store,Completed,POS_B,,True
TXN000000264,43.0,21.19,1.0,1,STR0018,REG023,ASC000199,,2026-04-20 20:43:00,SALE,Store,Completed,POS_B,2026-04-20,False
TXN000000265,2617.68,1268.2799999999997,4.0,1,STR0011,REG019,ASC000357,,2026-04-23 11:52:00,SALE,Pickup,Completed,POS_B,2026-04-23,True
TXN000000268,1430.44,739.6600000000001,3.0,2,STR0025,REG026,ASC000286,CUST00001698,2026-04-17 22:53:00,SALE,Store,Completed,POS_B,2026-04-17,True
TXN000000269,121.75,24.64999999999999,5.0,1,STR0021,REG016,ASC000113,CUST00001545,,SALE,Store,Completed,POS_A,,False
TXN000000276,2951.23,1676.36,5.0,3,STR0005,REG023,ASC000161,CUST00001129,2026-04-05 17:08:00,SALE,Store,Completed,POS_C,2026-04-05,True
TXN000000282,2367.34,853.3,7.0,5,STR0002,REG010,ASC000114,CUST00001200,2026-05-09 11:00:00,SALE,Store,Completed,POS_C,2026-05-09,True
TXN000000283,1585.22,962.26,2.0,1,STR0009,REG007,ASC000258,CUST00001141,,SALE,Store,Completed,POS_A,,True
TXN000000285,3935.8199999999997,1752.0900000000001,12.0,4,STR0018,REG004,ASC000451,CUST00000020,,SALE,Store,Completed,POS_B,,True
TXN000000288,2948.86,1078.89,6.0,4,STR0007,REG023,ASC000353,CUST00001393,,SALE,Store,Completed,POS_C,,True
TXN000000289,3030.84,1640.44,4.0,1,STR0010,REG020,ASC000408,,2026-04-28 08:58:00,SALE,Pickup,Completed,POS_A,2026-04-28,True
TXN000000293,326.38,148.88,1.0,1,STR0014,REG004,ASC000293,CUST00001437,2026-05-10 18:57:00,SALE,Pickup,Completed,POS_B,2026-05-10,False
TXN000000294,1452.26,777.56,2.0,1,STR0019,REG018,ASC000142,CUST00001501,2026-04-13 18:07:00,SALE,Store,Completed,POS_B,2026-04-13,True
TXN000000299,16.99,-6.280000000000001,1.0,1,STR0001,REG007,ASC000425,CUST00001570,,SALE,Store,Completed,POS_A,,False
TXN000000305,264.64,157.57,1.0,1,STR0018,REG024,ASC000036,CUST00001190,2026-05-07 11:51:00,SALE,Store,Completed,POS_A,2026-05-07,False
TXN000000306,3717.69,1819.06,10.0,5,STR0008,REG014,ASC000179,,2026-05-21 15:32:00,SALE,Store,Completed,POS_C,2026-05-21,True
TXN000000310,2626.0,710.9,5.0,2,STR0022,REG024,ASC000081,CUST00000064,,SALE,Store,Completed,POS_C,,True
TXN000000312,2099.59,300.71999999999997,5.0,2,STR0003,REG017,ASC000193,,2026-04-28 13:44:00,SALE,Pickup,Completed,POS_A,2026-04-28,True
TXN000000314,4996.89,2906.7299999999996,6.0,3,STR0018,REG021,ASC000127,CUST00000649,,SALE,Pickup,Completed,POS_A,,True
TXN000000315,878.14,533.08,4.0,2,STR0010,REG023,ASC000070,,,SALE,Store,Completed,POS_B,,True
TXN000000316,607.71,281.43000000000006,1.0,1,STR0018,REG017,ASC000036,,2026-04-15 01:47:00,SALE,Pickup,Completed,POS_A,2026-04-15,True
TXN000000322,1986.64,818.44,4.0,3,STR0007,REG004,ASC000364,CUST00001227,,SALE,Store,Completed,POS_C,,True
TXN000000329,7379.58,3285.3900000000003,11.0,4,STR0018,REG011,ASC000341,CUST00000698,,SALE,Store,Completed,POS_A,,True
TXN000000330,123.8,21.33,1.0,1,STR0012,REG022,ASC000069,CUST00001639,2026-05-30 08:27:00,SALE,Pickup,Completed,POS_A,2026-05-30,False
TXN000000331,1185.4,531.47,6.0,4,STR0021,REG025,ASC000336,CUST00000224,,SALE,Store,Completed,POS_A,,True
TXN000000332,3686.67,1621.2800000000002,10.0,3,STR0014,REG017,ASC000241,CUST00000755,,SALE,Pickup,Completed,POS_C,,True
TXN000000333,4460.43,2095.86,11.0,3,STR0009,REG005,ASC000362,CUST00001044,2026-04-13 16:03:00,SALE,Pickup,Completed,POS_B,2026-04-13,True
TXN000000334,1059.72,415.64000000000004,6.0,2,STR0017,REG014,ASC000087,CUST00001082,2026-05-06 08:23:00,SALE,Store,Completed,POS_C,2026-05-06,True
TXN000000336,2309.98,1160.13,6.0,4,STR0022,REG013,ASC000248,,2026-05-13 18:47:00,SALE,Store,Completed,POS_C,2026-05-13,True
TXN000000338,1442.4,769.2800000000001,6.0,3,STR0012,REG011,ASC000345,CUST00000816,,SALE,Store,Completed,POS_C,,True
TXN000000339,2396.4,1269.0500000000002,7.0,3,STR0024,REG018,ASC000144,CUST00001095,,SALE,Store,Completed,POS_C,,True
TXN000000344,1370.01,9.420000000000073,5.0,2,STR0017,REG026,ASC000133,CUST00000328,,SALE,Store,Completed,POS_B,,True
TXN000000345,1918.65,919.27,11.0,4,STR0019,REG008,ASC000019,CUST00001777,2026-05-03 10:54:00,SALE,Store,Completed,POS_C,2026-05-03,True
TXN000000347,150.5,91.3,5.0,1,STR0004,REG008,ASC000074,CUST00000032,,SALE,Store,Completed,POS_B,,False
TXN000000349,696.84,286.72,1.0,1,STR0013,REG019,ASC000372,,2026-05-04 02:10:00,SALE,Store,Completed,POS_C,2026-05-04,True
TXN000000353,4201.95,2256.1000000000004,9.0,3,STR0019,REG005,ASC000495,CUST00000228,2026-04-24 03:51:00,SALE,Store,Completed,POS_B,2026-04-24,True
TXN000000354,1250.06,285.98,3.0,2,STR0016,REG015,ASC000283,CUST00000317,2026-04-20 05:30:00,SALE,Store,Completed,POS_B,2026-04-20,True
TXN000000356,172.39,77.15999999999998,1.0,1,STR0025,REG015,ASC000083,CUST00001055,,SALE,Store,Completed,POS_C,,False
TXN000000357,3525.1099999999997,2030.9699999999998,4.0,2,STR0015,REG004,ASC000431,,2026-05-19 01:56:00,SALE,Store,Completed,POS_B,2026-05-19,True
TXN000000358,1246.76,594.5999999999999,3.0,2,STR0012,REG026,ASC000201,CUST00001245,,SALE,Pickup,Completed,POS_A,,True
TXN000000360,2393.2799999999997,1033.55,4.0,3,STR0001,REG023,ASC000006,,2026-05-23 01:43:00,SALE,Store,Completed,POS_A,2026-05-23,True
TXN000000362,1752.8,869.3599999999999,3.0,2,STR0024,REG001,ASC000289,CUST00001130,2026-05-11 07:39:00,SALE,Pickup,Completed,POS_A,2026-05-11,True
TXN000000364,6301.6,2851.61,10.0,3,STR0001,REG002,ASC000094,,,SALE,Store,Completed,POS_C,,True
TXN000000367,1987.28,361.76,4.0,1,STR0018,REG018,ASC000199,CUST00000348,2026-04-03 07:46:00,SALE,Store,Completed,POS_C,2026-04-03,True
TXN000000368,3403.4799999999996,1889.86,7.0,3,STR0022,REG006,ASC000406,CUST00000312,,SALE,Store,Completed,POS_C,,True
TXN000000369,2540.84,1198.0400000000002,10.0,3,STR0015,REG016,ASC000014,CUST00001036,2026-04-01 15:38:00,SALE,Store,Completed,POS_A,2026-04-01,True
TXN000000371,4169.25,2611.85,5.0,1,STR0020,REG015,ASC000382,,,SALE,Pickup,Completed,POS_B,,True
TXN000000373,6116.780000000001,3313.8300000000004,8.0,3,STR0015,REG007,ASC000054,CUST00000175,2026-05-02 01:04:00,SALE,Pickup,Completed,POS_C,2026-05-02,True
TXN000000377,249.88,19.519999999999982,4.0,1,STR0010,REG023,ASC000150,CUST00001765,,SALE,Store,Completed,POS_B,,False
TXN000000378,2584.86,1365.63,3.0,1,STR0024,REG004,ASC000272,CUST00001270,2026-04-21 13:11:00,SALE,Store,Completed,POS_C,2026-04-21,True
TXN000000379,187.0,55.2,2.0,2,STR0005,REG001,ASC000063,CUST00000657,,SALE,Store,Completed,POS_A,,False
TXN000000385,5161.08,3044.74,9.0,3,STR0021,REG004,ASC000210,CUST00000516,2026-04-23 19:06:00,SALE,Store,Completed,POS_A,2026-04-23,True
TXN000000386,2385.7400000000002,1196.66,4.0,4,STR0014,REG026,ASC000384,CUST00000140,2026-04-13 03:35:00,SALE,Store,Completed,POS_A,2026-04-13,True
TXN000000388,323.79,154.83,1.0,1,STR0013,REG011,ASC000327,CUST00000495,,SALE,Pickup,Completed,POS_A,,False
TXN000000389,631.33,30.830000000000005,6.0,2,STR0024,REG004,ASC000323,CUST00001052,,SALE,Pickup,Completed,POS_B,,True
TXN000000391,673.47,252.0300000000001,3.0,1,STR0016,REG003,ASC000218,CUST00000056,,SALE,Store,Completed,POS_C,,True
TXN000000392,628.77,151.00999999999996,2.0,2,STR0004,REG011,ASC000275,CUST00001422,,SALE,Pickup,Completed,POS_B,,True
TXN000000393,131.26,3.1599999999999966,2.0,1,STR0017,REG021,ASC000235,CUST00000769,,SALE,Pickup,Completed,POS_A,,False
TXN000000394,315.82,81.41,1.0,1,STR0023,REG012,ASC000236,CUST00001611,,SALE,Pickup,Completed,POS_C,,False
TXN000000395,93.48,18.400000000000006,2.0,1,STR0007,REG003,ASC000148,CUST00000414,,SALE,Store,Completed,POS_B,,False
TXN000000400,1040.29,418.67999999999995,4.0,2,STR0012,REG023,ASC000345,CUST00000921,,SALE,Store,Completed,POS_B,,True
TXN000000401,2397.6800000000003,1292.19,7.0,3,STR0003,REG005,ASC000500,CUST00001098,,SALE,Store,Completed,POS_B,,True
TXN000000403,459.89,215.11999999999998,1.0,1,STR0008,REG004,ASC000303,CUST00001707,2026-05-03 01:41:00,SALE,Store,Completed,POS_B,2026-05-03,False
TXN000000405,1038.64,519.6500000000001,3.0,2,STR0008,REG016,ASC000110,CUST00000564,2026-04-15 02:28:00,SALE,Store,Completed,POS_C,2026-04-15,True
TXN000000406,8192.18,4680.200000000001,14.0,4,STR0012,REG013,ASC000209,CUST00000703,,SALE,Pickup,Completed,POS_B,,True
TXN000000410,274.58,104.21000000000001,2.0,2,STR0009,REG023,ASC000167,CUST00000881,2026-05-07 09:44:00,SALE,Pickup,Completed,POS_C,2026-05-07,False
TXN000000411,921.3000000000001,231.52,3.0,2,STR0018,REG009,ASC000379,CUST00000636,,SALE,Store,Completed,POS_B,,True
TXN000000415,1972.44,831.76,8.0,2,STR0006,REG012,ASC000409,,,SALE,Store,Completed,POS_A,,True
TXN000000419,1100.1399999999999,405.4699999999999,3.0,2,STR0011,REG008,ASC000177,CUST00000976,,SALE,Store,Completed,POS_C,,True
TXN000000421,233.92,92.69,1.0,1,STR0020,REG016,ASC000195,CUST00001037,,SALE,Store,Completed,POS_B,,False
TXN000000422,1523.81,557.8999999999999,4.0,2,STR0001,REG022,ASC000360,CUST00001717,2026-04-29 05:20:00,SALE,Store,Completed,POS_C,2026-04-29,True
TXN000000424,1486.6,917.5799999999999,2.0,1,STR0009,REG004,ASC000058,CUST00001532,2026-04-29 01:32:00,SALE,Pickup,Completed,POS_C,2026-04-29,True
TXN000000428,2547.66,1340.87,6.0,4,STR0006,REG013,ASC000271,,2026-05-16 18:48:00,SALE,Pickup,Completed,POS_B,2026-05-16,True
TXN000000432,1379.1200000000001,543.8600000000001,6.0,2,STR0011,REG022,ASC000399,CUST00001133,,SALE,Pickup,Completed,POS_C,,True
TXN000000435,377.39,33.45999999999998,1.0,1,STR0004,REG021,ASC000471,CUST00001027,,SALE,Pickup,Completed,POS_A,,False
TXN000000437,202.36,59.5,1.0,1,STR0005,REG022,ASC000044,CUST00000645,2026-05-07 09:20:00,SALE,Store,Completed,POS_A,2026-05-07,False
