product_id,department,subcategory,brand,units_sold,net_sales,gross_margin,transaction_count,return_qty,refund_amount,return_count,return_rate
SKU0000045,Grocery,Pantry,Techline,26.0,24223.2,14020.800000000001,10,0.0,0.0,1.0,0.0
SKU0000093,Grocery,Pantry,Greathome,30.0,24215.42,13207.82,17,0.0,0.0,0.0,0.0
SKU0000018,Home,Kitchen,Techline,39.0,24167.42,12095.75,17,0.0,0.0,0.0,0.0
SKU0000192,Apparel,Kids,Greathome,43.0,24109.48,13932.670000000002,15,1.0,0.0,1.0,0.023255813953488372
SKU0000482,Office,School Supplies,Urbanbasics,34.0,24011.14,11068.36,15,0.0,0.0,0.0,0.0
SKU0000256,Home,Bedding,Healthyyou,44.0,23987.54,12871.38,17,0.0,134.6,1.0,0.0
SKU0000134,Health & Beauty,Personal Care,Healthyyou,52.0,23987.29,3410.370000000001,18,0.0,0.0,0.0,0.0
SKU0000576,Home,Bedding,Urbanbasics,53.0,23980.12,11619.99,18,1.0,0.0,1.0,0.018867924528301886
SKU0000275,Health & Beauty,Personal Care,Greathome,26.0,23909.07,12989.59,10,0.0,0.0,0.0,0.0
SKU0000348,Apparel,Men,Techline,55.0,23908.82,12884.62,24,2.0,0.0,1.0,0.03636363636363636
SKU0000066,Electronics,Audio,Urbanbasics,40.0,23813.96,7733.56,15,0.0,0.0,0.0,0.0
SKU0000540,Automotive,Car Care,Freshway,65.0,23673.61,12040.560000000001,24,0.0,156.7,1.0,0.0
SKU0000130,Sports,Cycling,Techline,36.0,23618.76,12195.599999999999,17,0.0,0.0,1.0,0.0
SKU0000067,Apparel,Shoes,Freshway,33.0,23552.81,13527.08,15,0.0,0.0,0.0,0.0
SKU0000467,Health & Beauty,Cosmetics,Techline,39.0,23466.8,9848.78,15,0.0,0.0,0.0,0.0
SKU0000440,Apparel,Women,Greathome,51.0,23443.18,11389.84,20,0.0,147.76,1.0,0.0
SKU0000027,Sports,Fitness,Techline,35.0,23287.77,7665.17,12,0.0,0.0,0.0,0.0
SKU0000453,Electronics,Accessories,Techline,61.0,23045.15,3808.7999999999984,24,3.0,0.0,2.0,0.04918032786885246
SKU0000148,Health & Beauty,Personal Care,Techline,49.0,22918.71,10014.07,24,0.0,0.0,0.0,0.0
SKU0000560,Automotive,Car Care,Valueplus,30.0,22912.67,11367.470000000001,13,2.0,85.36,1.0,0.06666666666666667
SKU0000156,Home,Bedding,Urbanbasics,54.0,22903.98,5256.24,21,3.0,0.0,1.0,0.05555555555555555
SKU0000204,Home,Storage,Valueplus,39.0,22830.910000000003,13511.860000000002,16,2.0,0.0,1.0,0.05128205128205128
SKU0000141,Office,Printing,Valueplus,42.0,22773.68,5100.920000000002,15,0.0,0.0,0.0,0.0
SKU0000104,Health & Beauty,Pharmacy,Urbanbasics,29.0,22574.48,13007.09,14,0.0,0.0,0.0,0.0
SKU0000564,Office,School Supplies,Urbanbasics,40.0,22481.73,10233.33,19,0.0,0.0,0.0,0.0
SKU0000253,Electronics,Accessories,Techline,30.0,22429.7,11975.9,13,3.0,0.0,3.0,0.1
SKU0000542,Sports,Cycling,Northpeak,51.0,22352.65,12025.66,19,1.0,0.0,2.0,0.0196078431372549
SKU0000521,Apparel,Kids,Techline,33.0,22287.04,8753.08,14,3.0,0.0,2.0,0.09090909090909091
SKU0000559,Grocery,Dairy,Healthyyou,49.0,22191.28,2112.5500000000006,21,0.0,0.0,0.0,0.0
SKU0000281,Sports,Fitness,Northpeak,30.0,22040.0,12618.5,17,0.0,0.0,0.0,0.0
SKU0000215,Sports,Cycling,Valueplus,27.0,21980.559999999998,11539.119999999999,14,2.0,0.0,1.0,0.07407407407407407
SKU0000407,Office,School Supplies,Freshway,47.0,21969.96,7873.719999999999,21,0.0,0.0,1.0,0.0
SKU0000289,Sports,Fitness,Healthyyou,25.0,21508.510000000002,11336.510000000002,9,0.0,0.0,0.0,0.0
SKU0000244,Apparel,Women,Freshway,52.0,21390.579999999998,6588.780000000001,21,0.0,0.0,1.0,0.0
SKU0000469,Home,Kitchen,Valueplus,32.0,21377.82,10440.22,13,1.0,0.0,1.0,0.03125
SKU0000304,Home,Decor,Greathome,39.0,21250.01,8181.5,15,3.0,183.31,1.0,0.07692307692307693
SKU0000278,Automotive,Tires,Urbanbasics,38.0,21158.739999999998,7051.24,18,3.0,0.0,1.0,0.07894736842105263
SKU0000393,Automotive,Tires,Techline,48.0,21025.95,665.3099999999995,19,0.0,0.0,0.0,0.0
SKU0000131,Automotive,Accessories,Healthyyou,57.0,20975.76,7614.39,24,3.0,0.0,1.0,0.05263157894736842
SKU0000329,Sports,Fitness,Techline,25.0,20932.72,12753.72,10,0.0,0.0,0.0,0.0
SKU0000545,Office,Printing,Urbanbasics,46.0,20872.079999999998,12363.46,19,5.0,319.94,4.0,0.10869565217391304
SKU0000378,Automotive,Accessories,Techline,44.0,20761.68,7668.160000000001,19,4.0,0.0,2.0,0.09090909090909091
SKU0000383,Sports,Cycling,Freshway,44.0,20753.42,9042.82,16,1.0,0.0,1.0,0.022727272727272728
SKU0000143,Apparel,Kids,Freshway,36.0,20708.9,11787.019999999999,17,5.0,0.0,3.0,0.1388888888888889
SKU0000343,Automotive,Car Care,Techline,50.0,20704.9,2267.400000000001,19,0.0,0.0,1.0,0.0
SKU0000556,Office,Stationery,Techline,31.0,20696.65,8408.87,14,9.0,0.0,5.0,0.2903225806451613
SKU0000230,Office,Stationery,Healthyyou,41.0,20679.42,12303.94,15,1.0,23.04,1.0,0.024390243902439025
SKU0000366,Automotive,Accessories,Techline,47.0,20594.91,10906.330000000002,19,0.0,0.0,0.0,0.0
SKU0000144,Health & Beauty,Pharmacy,Northpeak,41.0,20557.72,3497.619999999998,14,0.0,0.0,0.0,0.0
SKU0000118,Home,Kitchen,Northpeak,40.0,20371.0,11520.6,16,4.0,0.0,3.0,0.1
SKU0000020,Office,Printing,Greathome,27.0,20211.25,11318.53,12,4.0,63.46,2.0,0.14814814814814814
SKU0000367,Sports,Cycling,Freshway,29.0,20207.239999999998,10424.089999999998,11,0.0,0.0,0.0,0.0
SKU0000081,Apparel,Women,Techline,41.0,19974.19,11799.2,17,1.0,0.0,1.0,0.024390243902439025
SKU0000095,Office,Stationery,Greathome,67.0,19903.37,5395.19,24,0.0,0.0,1.0,0.0
SKU0000168,Automotive,Car Care,Greathome,33.0,19842.1,10197.19,13,0.0,0.0,0.0,0.0
SKU0000399,Office,Stationery,Healthyyou,29.0,19805.29,11715.45,14,2.0,0.0,1.0,0.06896551724137931
SKU0000092,Grocery,Beverages,Valueplus,52.0,19742.9,3834.0199999999995,21,1.0,0.0,1.0,0.019230769230769232
SKU0000160,Apparel,Women,Valueplus,32.0,19580.23,5500.869999999999,13,1.0,143.33,2.0,0.03125
SKU0000193,Office,Printing,Northpeak,31.0,19284.28,5432.240000000002,11,0.0,0.0,0.0,0.0
SKU0000379,Office,Stationery,Urbanbasics,37.0,19210.57,9674.189999999997,17,1.0,14.97,1.0,0.02702702702702703
SKU0000004,Home,Decor,Greathome,52.0,19053.7,5390.7,20,0.0,0.0,0.0,0.0
SKU0000119,Automotive,Tires,Urbanbasics,51.0,19003.38,661.7400000000007,23,3.0,20.44,1.0,0.058823529411764705
SKU0000268,Apparel,Shoes,Techline,47.0,18966.63,1344.4499999999998,17,0.0,0.0,0.0,0.0
SKU0000025,Automotive,Tires,Techline,37.0,18951.56,7444.56,16,0.0,0.0,0.0,0.0
SKU0000202,Sports,Outdoor,Greathome,39.0,18930.94,7333.9,17,1.0,0.0,1.0,0.02564102564102564
SKU0000525,Home,Kitchen,Northpeak,55.0,18878.15,11383.850000000002,18,1.0,85.85,1.0,0.01818181818181818
SKU0000578,Apparel,Women,Valueplus,40.0,18722.85,10346.050000000001,16,2.0,258.97,4.0,0.05
SKU0000133,Health & Beauty,Cosmetics,Valueplus,34.0,18619.21,10619.69,13,2.0,187.32,2.0,0.058823529411764705
SKU0000161,Apparel,Kids,Valueplus,34.0,18551.46,4313.96,13,0.0,0.0,0.0,0.0
SKU0000176,Apparel,Men,Urbanbasics,40.0,18537.63,5956.830000000001,16,0.0,0.0,2.0,0.0
SKU0000273,Home,Storage,Valueplus,61.0,18530.620000000003,7703.120000000001,20,0.0,0.0,0.0,0.0
SKU0000049,Home,Bedding,Valueplus,26.0,18246.36,6614.48,13,1.0,0.0,1.0,0.038461538461538464
SKU0000010,Apparel,Men,Northpeak,39.0,18162.44,10615.939999999999,18,2.0,0.0,1.0,0.05128205128205128
SKU0000174,Home,Decor,Freshway,38.0,18020.32,9233.580000000002,18,0.0,0.0,1.0,0.0
SKU0000097,Electronics,Computers,Techline,31.0,17936.22,4470.75,14,0.0,0.0,0.0,0.0
SKU0000126,Home,Bedding,Valueplus,41.0,17862.04,7945.78,13,0.0,0.0,0.0,0.0
SKU0000221,Automotive,Accessories,Urbanbasics,45.0,17781.120000000003,3471.5700000000006,14,3.0,91.69,1.0,0.06666666666666667
SKU0000335,Apparel,Men,Urbanbasics,44.0,17779.46,8136.86,19,0.0,0.0,0.0,0.0
SKU0000336,Sports,Outdoor,Valueplus,37.0,17752.78,6657.59,15,0.0,0.0,0.0,0.0
SKU0000526,Automotive,Car Care,Valueplus,61.0,17699.14,4886.089999999999,24,5.0,14.23,2.0,0.08196721311475409
SKU0000473,Automotive,Accessories,Urbanbasics,61.0,17674.68,9968.550000000001,23,0.0,0.0,0.0,0.0
SKU0000142,Automotive,Accessories,Northpeak,36.0,17663.31,5983.47,16,0.0,0.0,0.0,0.0
SKU0000392,Office,Stationery,Healthyyou,40.0,17618.559999999998,1056.1599999999985,17,3.0,0.0,1.0,0.075
SKU0000460,Sports,Outdoor,Valueplus,43.0,17536.75,3385.4499999999994,20,2.0,171.76000000000002,2.0,0.046511627906976744
SKU0000129,Health & Beauty,Pharmacy,Techline,30.0,17320.0,4609.599999999999,14,0.0,0.0,0.0,0.0
SKU0000070,Home,Decor,Northpeak,63.0,17312.44,6844.99,22,7.0,190.78,4.0,0.1111111111111111
SKU0000535,Automotive,Accessories,Valueplus,34.0,17159.66,7295.579999999999,13,4.0,116.06,3.0,0.11764705882352941
SKU0000405,Automotive,Car Care,Northpeak,22.0,17131.81,8992.910000000002,13,0.0,0.0,0.0,0.0
SKU0000090,Home,Bedding,Northpeak,26.0,17105.94,9071.16,11,1.0,0.0,1.0,0.038461538461538464
SKU0000291,Home,Decor,Techline,49.0,17021.67,6722.849999999999,22,0.0,0.0,0.0,0.0
SKU0000503,Sports,Fitness,Urbanbasics,32.0,16944.84,5553.799999999999,14,3.0,199.83,1.0,0.09375
SKU0000083,Grocery,Pantry,Techline,36.0,16862.14,8164.18,14,3.0,20.92,2.0,0.08333333333333333
SKU0000125,Sports,Outdoor,Valueplus,36.0,16777.12,8138.2,14,4.0,170.28,2.0,0.1111111111111111
SKU0000063,Automotive,Accessories,Greathome,19.0,16746.23,8913.67,8,3.0,152.21,1.0,0.15789473684210525
SKU0000371,Sports,Fitness,Techline,37.0,16696.04,9076.63,19,3.0,53.04,2.0,0.08108108108108109
SKU0000553,Home,Kitchen,Urbanbasics,37.0,16621.05,4284.14,16,1.0,0.0,1.0,0.02702702702702703
SKU0000122,Home,Kitchen,Techline,39.0,16595.3,6410.059999999999,18,4.0,0.0,2.0,0.10256410256410256
SKU0000033,Home,Kitchen,Healthyyou,25.0,16443.84,5510.589999999999,13,0.0,28.3,1.0,0.0
SKU0000307,Sports,Cycling,Techline,59.0,16368.82,3243.09,23,1.0,0.0,1.0,0.01694915254237288
SKU0000079,Office,School Supplies,Freshway,22.0,16050.99,9791.769999999999,14,0.0,0.0,0.0,0.0
SKU0000332,Apparel,Women,Techline,37.0,16045.59,7198.89,18,3.0,34.13,2.0,0.08108108108108109
SKU0000319,Sports,Fitness,Techline,33.0,15779.539999999999,1183.6399999999987,14,3.0,0.0,2.0,0.09090909090909091
SKU0000217,Automotive,Tires,Greathome,32.0,15677.220000000001,7468.9000000000015,13,0.0,0.0,0.0,0.0
SKU0000071,Apparel,Shoes,Northpeak,37.0,15676.23,7154.39,15,3.0,163.49,2.0,0.08108108108108109
SKU0000384,Home,Bedding,Greathome,36.0,15640.4,3889.6399999999985,15,0.0,0.0,0.0,0.0
SKU0000191,Sports,Cycling,Healthyyou,47.0,15595.970000000001,8876.380000000001,23,3.0,149.75,2.0,0.06382978723404255
SKU0000315,Health & Beauty,Pharmacy,Valueplus,35.0,15574.36,8654.16,14,1.0,0.0,2.0,0.02857142857142857
SKU0000376,Home,Kitchen,Northpeak,37.0,15546.65,570.9000000000004,17,0.0,0.0,0.0,0.0
SKU0000552,Home,Decor,Urbanbasics,26.0,15542.05,7236.610000000001,11,1.0,0.0,2.0,0.038461538461538464
SKU0000086,Electronics,Accessories,Northpeak,26.0,15535.59,7052.310000000001,13,0.0,0.0,0.0,0.0
SKU0000300,Home,Kitchen,Urbanbasics,28.0,15522.29,4584.929999999999,14,0.0,0.0,0.0,0.0
SKU0000127,Home,Kitchen,Valueplus,31.0,15493.64,3240.2700000000013,13,0.0,0.0,0.0,0.0
SKU0000151,Electronics,Accessories,Freshway,44.0,15478.15,4856.549999999999,15,0.0,0.0,0.0,0.0
SKU0000380,Home,Storage,Techline,50.0,15420.49,7591.489999999999,20,3.0,29.54,2.0,0.06
SKU0000200,Electronics,Computers,Greathome,26.0,15413.1,6274.1,16,0.0,0.0,1.0,0.0
SKU0000441,Sports,Cycling,Valueplus,34.0,15330.01,5426.83,15,0.0,0.0,0.0,0.0
SKU0000107,Apparel,Men,Greathome,35.0,15290.47,3917.2200000000007,17,0.0,0.0,0.0,0.0
SKU0000358,Sports,Outdoor,Valueplus,41.0,15196.46,5010.83,15,1.0,0.0,1.0,0.024390243902439025
SKU0000120,Health & Beauty,Pharmacy,Techline,40.0,15185.43,3019.4300000000007,17,2.0,0.0,1.0,0.05
SKU0000338,Health & Beauty,Pharmacy,Northpeak,22.0,15184.33,6358.37,12,2.0,0.0,1.0,0.09090909090909091
SKU0000140,Electronics,Accessories,Healthyyou,34.0,15022.96,8629.939999999999,13,3.0,0.0,1.0,0.08823529411764706
SKU0000084,Electronics,Gaming,Healthyyou,37.0,14974.01,7255.44,14,0.0,6.87,1.0,0.0
SKU0000136,Home,Decor,Urbanbasics,28.0,14887.68,7692.52,13,2.0,0.0,1.0,0.07142857142857142
SKU0000510,Electronics,Accessories,Freshway,30.0,14862.990000000002,14862.990000000002,14,0.0,0.0,2.0,0.0
SKU0000282,Automotive,Car Care,Valueplus,29.0,14837.05,2529.1599999999994,15,2.0,0.0,1.0,0.06896551724137931
SKU0000056,Health & Beauty,Personal Care,Greathome,31.0,14811.08,6991.950000000001,15,0.0,0.0,0.0,0.0
SKU0000207,Office,Printing,Healthyyou,29.0,14710.36,6614.139999999999,15,0.0,0.0,1.0,0.0
SKU0000231,Sports,Cycling,Urbanbasics,47.0,14705.77,6764.650000000001,20,2.0,0.0,1.0,0.0425531914893617
SKU0000388,Grocery,Frozen,Greathome,26.0,14700.22,7195.84,13,3.0,0.0,1.0,0.11538461538461539
SKU0000014,Apparel,Shoes,Northpeak,44.0,14547.87,8363.67,22,0.0,0.0,0.0,0.0
SKU0000306,Electronics,Accessories,Urbanbasics,28.0,14520.58,7901.1,10,3.0,0.0,1.0,0.10714285714285714
SKU0000251,Sports,Cycling,Urbanbasics,41.0,14431.380000000001,2064.55,18,3.0,0.0,1.0,0.07317073170731707
SKU0000359,Automotive,Tires,Freshway,31.0,14393.85,3120.0799999999995,14,2.0,104.06,1.0,0.06451612903225806
SKU0000558,Grocery,Produce,Northpeak,29.0,14388.81,8600.99,15,0.0,0.0,0.0,0.0
SKU0000228,Health & Beauty,Cosmetics,Valueplus,40.0,14353.279999999999,7798.879999999999,16,0.0,0.0,0.0,0.0
SKU0000162,Apparel,Women,Healthyyou,47.0,14273.27,6662.5599999999995,20,3.0,241.57999999999998,3.0,0.06382978723404255
SKU0000048,Home,Storage,Techline,18.0,14243.47,7426.870000000001,10,1.0,47.76,1.0,0.05555555555555555
SKU0000345,Office,Printing,Healthyyou,46.0,14241.95,3801.7900000000004,16,2.0,0.0,1.0,0.043478260869565216
SKU0000403,Automotive,Tires,Healthyyou,44.0,14200.0,6340.719999999999,20,0.0,0.0,0.0,0.0
SKU0000152,Automotive,Car Care,Greathome,32.0,14154.81,4583.29,17,1.0,0.0,1.0,0.03125
SKU0000074,Home,Kitchen,Northpeak,36.0,14115.880000000001,1900.0000000000011,19,1.0,0.0,1.0,0.027777777777777776
SKU0000401,Health & Beauty,Personal Care,Healthyyou,28.0,14111.04,3975.040000000001,11,0.0,0.0,0.0,0.0
SKU0000085,Automotive,Accessories,Healthyyou,41.0,14093.38,7836.78,14,1.0,0.0,1.0,0.024390243902439025
SKU0000183,Health & Beauty,Cosmetics,Freshway,21.0,14066.289999999999,4777.150000000001,8,2.0,80.51,1.0,0.09523809523809523
