transaction_date,store_id,department,transaction_count,units,net_sales,gross_margin,markdown_amount
2026-04-01,STR0021,Health & Beauty,2,6.0,4611.28,2661.12,242.79999999999995
2026-04-01,STR0021,Home,2,3.0,1006.48,315.93999999999994,78.24000000000001
2026-04-01,STR0023,Electronics,1,5.0,2638.65,1456.6000000000001,138.89999999999986
2026-04-01,STR0023,Sports,1,4.0,232.4,-24.400000000000006,58.08000000000001
2026-04-01,STR0024,Automotive,1,1.0,95.99,27.879999999999995,10.670000000000002
2026-04-01,STR0024,Grocery,1,1.0,837.72,428.87,0.0
2026-04-01,STR0024,Office,1,2.0,1462.14,803.4200000000001,162.4599999999998
2026-04-01,STR_UNKNOWN,Health & Beauty,1,2.0,662.52,265.65999999999997,0.0
2026-04-01,STR_UNKNOWN,Sports,1,4.0,1149.66,490.38000000000017,55.28999999999985
2026-04-02,STR0001,Apparel,1,2.0,783.62,305.42,138.46000000000004
2026-04-02,STR0001,Automotive,1,1.0,122.73,56.63000000000001,0.0
2026-04-02,STR0001,Home,1,2.0,883.44,417.02000000000004,98.15999999999997
2026-04-02,STR0002,Apparel,1,1.0,326.52,164.58999999999997,0.0
2026-04-02,STR0002,Health & Beauty,1,4.0,2671.04,1410.0,296.8000000000002
2026-04-02,STR0002,Office,1,2.0,162.96,55.08000000000001,8.579999999999984
2026-04-02,STR0002,Sports,1,2.0,1039.86,155.25999999999988,54.74000000000001
2026-04-02,STR0003,Health & Beauty,1,3.0,140.22,27.599999999999994,0.0
2026-04-02,STR0003,Home,1,1.0,180.92,95.52999999999999,0.0
2026-04-02,STR0003,Office,1,1.0,309.02,4.329999999999984,54.53000000000003
2026-04-02,STR0003,Sports,1,5.0,2455.7,1354.7499999999998,0.0
2026-04-02,STR0004,Electronics,1,5.0,4096.05,2288.1500000000005,0.0
2026-04-02,STR0004,Grocery,2,7.0,3151.23,1642.6100000000001,26.40000000000002
2026-04-02,STR0004,Health & Beauty,1,1.0,12.36,5.4399999999999995,3.09
2026-04-02,STR0004,Office,2,11.0,5627.129999999999,1914.3399999999992,693.0800000000004
2026-04-02,STR0005,Grocery,1,1.0,398.25,61.98000000000002,70.45999999999998
2026-04-02,STR0006,Automotive,1,1.0,109.46,43.36,12.27000000000001
2026-04-02,STR0006,Grocery,1,3.0,1256.85,27.539999999999964,221.79000000000002
2026-04-02,STR0006,Sports,1,5.0,2846.17,1106.22,316.2499999999999
2026-04-02,STR0008,Electronics,1,5.0,4177.200000000001,2578.5500000000006,0.0
2026-04-02,STR0008,Health & Beauty,1,1.0,335.12,185.02,37.24000000000001
2026-04-02,STR0008,Home,1,1.0,371.64,105.01999999999998,19.560000000000002
2026-04-02,STR0009,Apparel,1,3.0,916.96,312.18,68.54000000000002
2026-04-02,STR0009,Electronics,2,3.0,1629.27,830.1700000000001,91.46000000000004
2026-04-02,STR0009,Home,2,6.0,2518.8599999999997,1303.84,68.53999999999996
2026-04-02,STR0009,Office,1,7.0,2929.67,1568.12,73.05999999999995
2026-04-02,STR0009,Sports,2,8.0,2374.19,721.1300000000001,465.6599999999999
2026-04-02,STR0010,Health & Beauty,1,2.0,354.94,180.74,62.639999999999986
2026-04-02,STR0010,Home,1,5.0,4042.58,1856.81,631.0799999999999
2026-04-02,STR0010,Office,1,6.0,912.45,279.51,96.85000000000002
2026-04-02,STR0010,Sports,1,1.0,339.92,44.0,59.99000000000001
2026-04-02,STR0011,Automotive,1,3.0,484.54,139.27000000000004,85.86000000000001
2026-04-02,STR0011,Office,1,2.0,1126.36,284.79999999999995,59.38000000000011
2026-04-02,STR0012,Apparel,1,1.0,452.81,243.39000000000001,50.870000000000005
2026-04-02,STR0012,Health & Beauty,1,3.0,1442.85,485.44000000000005,40.299999999999955
2026-04-02,STR0012,Home,1,2.0,1254.94,777.0400000000001,0.0
2026-04-02,STR0013,Electronics,1,1.0,341.8,192.60000000000002,0.0
2026-04-02,STR0013,Home,1,1.0,569.05,131.71999999999997,142.26
2026-04-02,STR0015,Electronics,1,3.0,280.04999999999995,148.43999999999997,0.0
2026-04-02,STR0015,Health & Beauty,1,2.0,615.76,222.89999999999998,68.41999999999996
2026-04-02,STR0015,Sports,1,1.0,872.8,486.0799999999999,0.0
2026-04-02,STR0016,Sports,1,1.0,165.76,50.599999999999994,18.420000000000016
2026-04-02,STR0017,Automotive,1,2.0,707.18,401.97999999999996,37.22000000000003
2026-04-02,STR0017,Health & Beauty,1,3.0,1430.22,571.2,357.5699999999998
2026-04-02,STR0017,Home,1,3.0,2549.91,1263.84,637.47
2026-04-02,STR0017,Office,1,3.0,255.31,93.49000000000001,0.0
2026-04-02,STR0017,Sports,2,5.0,1953.8999999999999,1007.6899999999998,11.070000000000036
2026-04-02,STR0018,Apparel,1,3.0,493.24,61.39000000000004,0.0
2026-04-02,STR0018,Automotive,1,4.0,2387.48,902.48,0.0
2026-04-02,STR0018,Health & Beauty,1,1.0,202.05,100.56000000000002,10.629999999999995
2026-04-02,STR0018,Home,1,1.0,173.65,78.44000000000001,30.819999999999993
2026-04-02,STR0018,Office,1,5.0,883.5,321.0,0.0
2026-04-02,STR0019,Apparel,2,4.0,694.9,371.68,0.0
2026-04-02,STR0019,Electronics,1,5.0,829.6500000000001,254.35000000000014,43.64999999999995
2026-04-02,STR0019,Health & Beauty,1,3.0,872.3399999999999,283.04999999999995,153.93
2026-04-02,STR0019,Office,1,2.0,1024.2,534.6600000000001,0.0
2026-04-02,STR0020,Home,1,4.0,3921.64,2454.8,0.0
2026-04-02,STR0021,Office,1,3.0,550.77,288.78,0.0
2026-04-02,STR0025,Apparel,1,3.0,2496.24,1482.1899999999998,131.42999999999995
2026-04-02,STR0025,Automotive,1,5.0,894.71,455.96,135.2700000000001
2026-04-02,STR0025,Home,1,1.0,391.2,124.57999999999998,0.0
2026-04-02,STR0025,Sports,1,3.0,240.66,123.80999999999999,0.0
2026-04-03,STR0002,Apparel,1,2.0,699.5,261.2,174.88
2026-04-03,STR0002,Automotive,1,3.0,952.92,322.76999999999987,0.0
2026-04-03,STR0003,Apparel,1,1.0,164.14,66.41999999999999,41.03
2026-04-03,STR0003,Home,1,2.0,837.78,184.95999999999992,147.84000000000003
2026-04-03,STR0003,Sports,1,1.0,368.53,170.95999999999998,0.0
2026-04-03,STR0005,Apparel,2,6.0,3698.1899999999996,1610.2799999999997,242.7000000000001
2026-04-03,STR0005,Automotive,1,4.0,17.4,-527.28,1.0
2026-04-03,STR0005,Electronics,1,2.0,637.74,7.039999999999964,160.67999999999995
2026-04-03,STR0005,Health & Beauty,1,3.0,173.22,1.049999999999983,19.259999999999984
2026-04-03,STR0005,Home,1,5.0,2342.2,675.0499999999997,123.30000000000013
2026-04-03,STR0005,Office,1,5.0,4543.25,2301.5,0.0
2026-04-03,STR0005,Sports,1,1.0,519.93,77.62999999999994,27.370000000000005
2026-04-03,STR0006,Home,1,3.0,1278.8899999999999,459.32,123.48000000000002
2026-04-03,STR0008,Electronics,1,2.0,500.74,24.180000000000007,26.399999999999977
2026-04-03,STR0008,Health & Beauty,1,2.0,1001.64,497.18,0.0
2026-04-03,STR0008,Office,1,5.0,1798.7,435.54999999999995,0.0
2026-04-03,STR0009,Electronics,1,1.0,283.45,171.45,0.0
2026-04-03,STR0009,Grocery,1,2.0,399.72,122.96000000000004,99.91999999999996
2026-04-03,STR0009,Home,1,3.0,1095.2,299.21,98.82
2026-04-03,STR0009,Office,1,6.0,2297.4,423.48000000000013,385.42000000000013
2026-04-03,STR0009,Sports,1,1.0,456.41,159.05,50.70999999999998
2026-04-03,STR0010,Apparel,1,6.0,3433.1,1621.7599999999998,134.85000000000014
2026-04-03,STR0010,Health & Beauty,1,4.0,2757.2,1131.5599999999997,689.2800000000002
2026-04-03,STR0011,Apparel,1,2.0,363.3,3.420000000000016,40.579999999999984
2026-04-03,STR0011,Automotive,1,1.0,300.6,187.17000000000002,0.0
2026-04-03,STR0011,Electronics,1,1.0,50.39,9.57,2.700000000000003
2026-04-03,STR0011,Grocery,1,4.0,2863.48,1587.2,318.15999999999985
2026-04-03,STR0014,Apparel,1,1.0,432.38,222.96,76.30000000000001
2026-04-03,STR0014,Automotive,1,1.0,597.37,226.12,0.0
2026-04-03,STR0014,Home,1,2.0,963.4100000000001,433.79,65.91999999999996
2026-04-03,STR0014,Office,1,7.0,3775.9900000000002,1959.4700000000003,62.280000000000086
2026-04-03,STR0014,Sports,1,1.0,509.35,216.73000000000002,90.24000000000001
2026-04-03,STR0015,Grocery,1,1.0,286.01,44.079999999999984,32.0
2026-04-03,STR0015,Home,1,5.0,658.3,19.75,34.650000000000034
2026-04-03,STR0015,Office,1,1.0,773.67,354.09999999999997,136.5300000000001
2026-04-03,STR0015,Sports,1,3.0,2665.3,1538.2600000000002,0.0
2026-04-03,STR0016,Apparel,1,5.0,568.45,141.76000000000002,13.019999999999989
2026-04-03,STR0016,Electronics,1,1.0,525.74,190.37,0.0
2026-04-03,STR0016,Office,1,4.0,2551.84,1029.16,450.67999999999984
2026-04-03,STR0018,Apparel,2,10.0,3038.2200000000003,1629.8000000000002,153.05999999999995
2026-04-03,STR0018,Automotive,2,8.0,1033.55,254.23000000000005,38.160000000000025
2026-04-03,STR0018,Grocery,1,3.0,1402.51,219.0999999999999,248.40000000000003
2026-04-03,STR0018,Health & Beauty,1,4.0,1987.28,361.76,0.0
2026-04-03,STR0018,Office,2,6.0,1424.46,355.49999999999994,75.33999999999997
2026-04-03,STR0019,Apparel,1,2.0,1817.68,1117.46,0.0
2026-04-03,STR0019,Automotive,1,2.0,601.2,374.34000000000003,0.0
2026-04-03,STR0019,Electronics,1,2.0,868.86,291.1,0.0
2026-04-03,STR0019,Health & Beauty,1,2.0,447.42,133.54000000000002,0.0
2026-04-03,STR0021,Health & Beauty,1,5.0,515.4,262.34999999999997,130.09999999999997
2026-04-03,STR0021,Sports,1,5.0,3203.95,1312.9499999999998,168.6500000000001
2026-04-03,STR0022,Apparel,1,4.0,777.64,386.76,41.039999999999964
2026-04-03,STR0023,Electronics,1,6.0,2039.53,523.2299999999999,221.81
2026-04-03,STR0023,Home,1,2.0,891.78,550.56,0.0
2026-04-03,STR0025,Electronics,1,5.0,2164.7,611.8,0.0
2026-04-04,STR0001,Home,1,2.0,694.76,169.26,123.48000000000002
2026-04-04,STR0002,Apparel,1,1.0,362.81,132.49,90.94999999999999
2026-04-04,STR0002,Electronics,1,4.0,256.68,27.439999999999998,45.31999999999999
2026-04-04,STR0002,Grocery,1,2.0,121.54,24.540000000000006,0.0
2026-04-04,STR0003,Apparel,1,2.0,850.42,247.38,94.5
2026-04-04,STR0003,Automotive,1,1.0,459.17,60.56,0.0
2026-04-04,STR0003,Grocery,1,8.0,3053.46,1156.29,209.33999999999992
2026-04-04,STR0003,Sports,1,3.0,1506.67,708.2200000000001,0.0
2026-04-04,STR0004,Home,1,3.0,932.3700000000001,523.5900000000001,164.51999999999992
2026-04-04,STR0005,Automotive,1,1.0,250.52,20.580000000000013,62.87999999999997
2026-04-04,STR0010,Automotive,1,4.0,360.64,88.19999999999999,64.0
2026-04-04,STR0010,Grocery,1,2.0,1358.46,687.08,340.1199999999999
2026-04-04,STR0010,Health & Beauty,1,1.0,427.26,184.63,106.82000000000005
2026-04-04,STR0010,Home,1,2.0,556.98,224.68,29.319999999999936
2026-04-04,STR0013,Apparel,2,6.0,4593.67,2788.44,241.76
2026-04-04,STR0013,Electronics,1,4.0,2220.04,1274.4,0.0
2026-04-04,STR0013,Home,1,5.0,799.9,488.45,0.0
2026-04-04,STR0013,Office,1,1.0,721.5,406.83,0.0
2026-04-04,STR0013,Sports,1,5.0,472.02000000000004,472.02000000000004,90.27999999999997
2026-04-04,STR0016,Electronics,1,4.0,496.72,-5.319999999999993,124.15999999999997
2026-04-04,STR0016,Home,1,1.0,490.8,257.59000000000003,0.0
2026-04-04,STR0016,Office,1,2.0,1501.26,739.92,0.0
2026-04-04,STR0016,Sports,1,2.0,92.4,38.480000000000004,0.0
2026-04-04,STR0017,Apparel,1,1.0,42.43,14.64,0.0
2026-04-04,STR0017,Electronics,1,1.0,836.44,516.71,0.0
2026-04-04,STR0017,Health & Beauty,1,2.0,55.78,16.660000000000004,0.0
2026-04-04,STR0017,Office,1,5.0,1133.5,488.0999999999999,283.3500000000001
2026-04-04,STR0017,Sports,1,3.0,1628.52,458.6700000000001,407.12999999999977
2026-04-04,STR0018,Apparel,1,2.0,739.04,264.42999999999995,84.13000000000002
2026-04-04,STR0018,Automotive,1,4.0,978.32,473.00000000000006,244.60000000000002
2026-04-04,STR0018,Electronics,1,1.0,325.52,30.099999999999966,0.0
2026-04-04,STR0018,Sports,1,6.0,2608.5,1221.1799999999998,73.96000000000004
2026-04-04,STR0019,Apparel,1,1.0,303.09,128.28999999999996,75.77000000000004
2026-04-04,STR0020,Grocery,1,1.0,26.93,8.629999999999999,0.0
2026-04-04,STR0020,Sports,1,3.0,644.47,358.78000000000003,0.0
2026-04-04,STR0023,Electronics,3,9.0,2551.61,852.51,120.50999999999988
2026-04-04,STR0023,Grocery,1,1.0,434.27,130.85999999999996,48.25
2026-04-04,STR0023,Home,2,2.0,968.23,413.98,189.7899999999999
2026-04-04,STR0023,Office,1,2.0,495.92,272.0,26.099999999999966
2026-04-04,STR0024,Apparel,1,5.0,170.0,60.95,43.00000000000001
2026-04-04,STR0024,Automotive,1,2.0,775.5,417.56,0.0
2026-04-04,STR0024,Electronics,1,1.0,336.19,128.88,84.05000000000001
2026-04-04,STR0024,Health & Beauty,1,2.0,881.88,49.67999999999995,220.95999999999992
2026-04-04,STR0024,Home,1,1.0,417.75,90.94,46.420000000000016
2026-04-04,STR0024,Office,1,7.0,6218.17,3685.04,122.22000000000003
2026-04-04,STR0025,Grocery,1,2.0,449.68,172.92000000000002,49.95999999999998
2026-04-05,STR0002,Automotive,1,3.0,87.71000000000001,17.360000000000014,9.840000000000003
2026-04-05,STR0002,Home,1,1.0,370.09,159.90999999999997,0.0
2026-04-05,STR0003,Health & Beauty,1,2.0,187.57,89.16,19.519999999999996
2026-04-05,STR0004,Electronics,1,2.0,826.42,4.1200000000000045,145.84000000000003
2026-04-05,STR0004,Grocery,1,5.0,1343.5,426.0,0.0
2026-04-05,STR0004,Health & Beauty,1,3.0,2590.91,1265.21,0.0
2026-04-05,STR0004,Home,1,5.0,1802.41,923.5799999999999,0.0
2026-04-05,STR0004,Sports,1,1.0,124.99,65.8,0.0
2026-04-05,STR0005,Apparel,1,1.0,727.87,377.76,181.97000000000003
2026-04-05,STR0005,Health & Beauty,1,2.0,129.8,77.06,7.099999999999994
2026-04-05,STR0005,Office,1,2.0,2093.56,1221.54,232.6199999999999
2026-04-05,STR0006,Electronics,1,2.0,186.7,98.96,0.0
2026-04-05,STR0008,Office,1,4.0,890.96,244.96000000000004,0.0
2026-04-05,STR0009,Apparel,1,2.0,2271.2,1397.6999999999998,0.0
2026-04-05,STR0009,Health & Beauty,1,5.0,1234.6,541.4,309.9
2026-04-05,STR0010,Apparel,1,4.0,1970.24,926.7,295.62000000000006
2026-04-05,STR0010,Grocery,1,2.0,509.9,142.89999999999998,26.899999999999977
2026-04-05,STR0010,Health & Beauty,1,4.0,2522.68,1261.6399999999999,445.1600000000003
2026-04-05,STR0011,Electronics,1,2.0,1051.48,380.74,0.0
2026-04-05,STR0011,Home,1,2.0,834.44,155.7800000000001,0.0
2026-04-05,STR0011,Office,1,4.0,728.82,227.18000000000004,18.180000000000007
2026-04-05,STR0011,Sports,2,6.0,2319.23,745.3,116.16000000000003
2026-04-05,STR0012,Apparel,1,5.0,1873.85,642.87,34.06
2026-04-05,STR0012,Home,1,5.0,2352.9,340.8499999999999,0.0
2026-04-05,STR0012,Sports,1,5.0,3592.4,1579.65,0.0
2026-04-05,STR0015,Health & Beauty,1,3.0,2067.8999999999996,848.6699999999996,516.9600000000002
2026-04-05,STR0015,Home,1,3.0,1913.5,870.6999999999998,478.86
2026-04-05,STR0015,Sports,1,3.0,172.3,-20.30000000000001,43.56000000000001
2026-04-05,STR0018,Sports,1,1.0,710.28,334.59999999999997,177.82000000000005
2026-04-05,STR0019,Office,1,1.0,186.87,77.54,0.0
2026-04-05,STR0021,Automotive,1,4.0,1959.2,768.8800000000001,0.0
2026-04-05,STR0023,Apparel,1,2.0,1325.54,445.5799999999999,0.0
2026-04-05,STR0024,Apparel,2,4.0,1033.3700000000001,378.7700000000001,31.05000000000001
2026-04-05,STR0024,Home,1,2.0,740.18,319.81999999999994,0.0
2026-04-05,STR0025,Electronics,1,2.0,905.18,529.1199999999999,47.74000000000001
2026-04-05,STR0025,Office,1,1.0,867.08,444.24000000000007,153.18999999999994
2026-04-06,STR0001,Sports,1,5.0,563.15,340.65,29.650000000000034
2026-04-06,STR0002,Electronics,1,5.0,1122.3,-69.10000000000014,198.04999999999993
2026-04-06,STR0002,Home,3,5.0,2840.47,1198.1599999999999,140.03999999999996
2026-04-06,STR0002,Office,1,5.0,817.45,479.45000000000005,43.049999999999926
2026-04-06,STR0003,Sports,1,1.0,924.12,519.13,0.0
2026-04-06,STR0004,Automotive,1,1.0,89.31,19.450000000000003,15.759999999999991
2026-04-06,STR0004,Office,1,1.0,716.91,320.53,0.0
2026-04-06,STR0004,Sports,1,2.0,505.36,21.840000000000032,126.34000000000003
2026-04-06,STR0006,Automotive,1,3.0,3029.2200000000003,1872.6900000000003,0.0
2026-04-06,STR0007,Apparel,1,2.0,878.0,32.89999999999998,220.74
2026-04-06,STR0008,Electronics,1,5.0,2119.25,545.2,0.0
2026-04-06,STR0008,Office,1,5.0,70.4,19.500000000000007,0.0
2026-04-06,STR0008,Sports,1,1.0,454.68,154.81,50.51999999999998
2026-04-06,STR0011,Health & Beauty,1,1.0,1.37,-126.05,0.06999999999999984
2026-04-06,STR0011,Home,1,5.0,1963.1999999999998,797.1499999999999,490.8000000000001
2026-04-06,STR0011,Sports,1,2.0,760.0,263.14,40.25999999999999
2026-04-06,STR0012,Electronics,1,1.0,157.19,42.129999999999995,17.47
2026-04-06,STR0012,Health & Beauty,1,4.0,2051.56,468.72,0.0
2026-04-06,STR0012,Home,1,4.0,861.2,191.0,215.27999999999997
2026-04-06,STR0013,Apparel,1,3.0,1597.0,340.75,84.30000000000007
2026-04-06,STR0013,Automotive,1,3.0,775.63,378.28999999999996,61.940000000000055
2026-04-06,STR0013,Grocery,1,1.0,18.28,-4.989999999999998,2.59
2026-04-06,STR0014,Automotive,1,2.0,681.96,45.98000000000002,170.5
2026-04-06,STR0014,Electronics,1,1.0,649.9,247.89,0.0
2026-04-06,STR0014,Grocery,1,2.0,1020.06,442.79999999999995,180.18000000000006
2026-04-06,STR0014,Sports,1,2.0,597.68,238.33999999999997,105.82000000000005
2026-04-06,STR0015,Electronics,1,1.0,477.46,289.42999999999995,0.0
2026-04-06,STR0015,Health & Beauty,1,5.0,1657.8000000000002,943.5500000000001,0.0
2026-04-06,STR0017,Automotive,2,5.0,2577.42,1104.5100000000002,286.5099999999998
2026-04-06,STR0017,Health & Beauty,2,8.0,2206.36,966.6400000000001,551.5999999999999
2026-04-06,STR0017,Sports,1,5.0,3431.9,1845.3500000000001,0.0
2026-04-06,STR0019,Grocery,1,4.0,710.4,100.55999999999995,0.0
2026-04-06,STR0019,Office,1,2.0,529.64,87.12,132.41999999999996
2026-04-06,STR0019,Sports,1,2.0,180.68,63.72000000000001,9.620000000000005
2026-04-06,STR0020,Apparel,1,2.0,76.4,32.78000000000001,8.599999999999994
2026-04-06,STR0020,Automotive,1,1.0,564.6,253.60000000000002,0.0
2026-04-06,STR0020,Electronics,1,1.0,35.25,16.2,4.140000000000001
2026-04-06,STR0020,Grocery,1,1.0,215.12,31.620000000000005,53.77999999999997
2026-04-06,STR0021,Apparel,1,3.0,1314.76,416.28999999999996,329.1899999999999
2026-04-06,STR0021,Sports,1,4.0,1605.56,972.3599999999999,0.0
2026-04-06,STR0022,Automotive,1,2.0,330.46,31.339999999999975,0.0
2026-04-06,STR0022,Electronics,1,1.0,485.13,73.98000000000002,0.0
2026-04-06,STR0024,Automotive,1,1.0,859.55,496.62999999999994,0.0
2026-04-06,STR0024,Electronics,1,2.0,107.48,42.16000000000001,0.0
2026-04-06,STR0024,Grocery,1,2.0,118.28,59.5,0.0
2026-04-06,STR0024,Health & Beauty,1,2.0,608.97,105.76999999999998,152.23999999999995
2026-04-06,STR0025,Automotive,1,4.0,1770.69,211.19,120.0
2026-04-06,STR0025,Electronics,2,3.0,841.0899999999999,177.06,69.98000000000002
2026-04-06,STR0025,Grocery,1,6.0,3252.68,1812.7,159.07999999999993
2026-04-06,STR0025,Home,2,4.0,640.62,316.1,19.430000000000007
2026-04-07,STR0001,Apparel,1,2.0,423.62,175.86,0.0
2026-04-07,STR0001,Automotive,2,3.0,2967.01,1832.4099999999999,0.0
2026-04-07,STR0001,Electronics,1,3.0,232.18,122.35000000000001,26.340000000000003
2026-04-07,STR0001,Grocery,1,4.0,1088.04,120.31999999999994,192.0
2026-04-07,STR0001,Health & Beauty,1,1.0,371.36,221.26000000000002,0.0
2026-04-07,STR0001,Home,1,3.0,365.59000000000003,31.68000000000002,22.35000000000001
2026-04-07,STR0002,Automotive,1,5.0,1348.95,298.70000000000005,238.2499999999999
2026-04-07,STR0002,Grocery,1,1.0,112.15,35.30000000000001,12.459999999999994
2026-04-07,STR0002,Health & Beauty,2,7.0,1735.8400000000001,699.73,0.0
2026-04-07,STR0002,Home,1,7.0,2886.84,1288.19,87.86000000000001
2026-04-07,STR0002,Sports,1,2.0,571.28,258.09999999999997,0.0
2026-04-07,STR0004,Electronics,1,1.0,49.05,16.39,2.690000000000005
2026-04-07,STR0004,Grocery,1,1.0,51.12,21.729999999999997,9.020000000000003
2026-04-07,STR0005,Apparel,2,2.0,716.3399999999999,417.51,50.27999999999997
2026-04-07,STR0005,Automotive,1,5.0,1959.95,-33.100000000000136,345.90000000000003
2026-04-07,STR0005,Grocery,1,2.0,140.82,1.1800000000000068,35.20000000000002
2026-04-07,STR0005,Health & Beauty,1,1.0,571.92,185.71999999999997,0.0
2026-04-07,STR0005,Home,1,1.0,271.5,114.91999999999999,48.25999999999999
2026-04-07,STR0005,Office,1,1.0,109.78,44.129999999999995,19.370000000000005
2026-04-07,STR0006,Apparel,1,1.0,117.51,15.040000000000006,6.289999999999992
2026-04-07,STR0006,Grocery,1,1.0,276.92,169.32000000000002,0.0
2026-04-07,STR0006,Office,1,4.0,2919.28,1601.8400000000001,324.9199999999996
2026-04-07,STR0006,Sports,1,2.0,470.02,25.079999999999984,117.5
2026-04-07,STR0007,Home,1,6.0,1023.8599999999999,600.0,0.0
2026-04-07,STR0008,Apparel,1,5.0,1025.85,537.2499999999999,0.0
2026-04-07,STR0008,Automotive,1,2.0,880.08,142.58000000000004,0.0
2026-04-07,STR0008,Electronics,1,4.0,870.52,425.52,153.6400000000001
2026-04-07,STR0008,Home,1,2.0,258.74,63.860000000000014,0.0
2026-04-07,STR0008,Sports,1,3.0,1021.11,485.62,0.0
2026-04-07,STR0009,Apparel,1,4.0,3180.72,1663.6,353.4000000000001
2026-04-07,STR0009,Automotive,1,4.0,1014.44,174.24,254.1199999999999
2026-04-07,STR0009,Electronics,1,1.0,525.74,190.37,0.0
2026-04-07,STR0009,Office,1,3.0,172.54,13.359999999999985,0.0
2026-04-07,STR0010,Grocery,1,2.0,957.86,558.7,106.63999999999999
2026-04-07,STR0011,Office,1,2.0,348.82,174.16,18.360000000000014
2026-04-07,STR0011,Sports,1,2.0,708.52,373.85999999999996,0.0
2026-04-07,STR0012,Automotive,1,2.0,699.66,225.05999999999995,176.16000000000008
2026-04-07,STR0014,Apparel,2,7.0,4105.59,1824.8099999999997,0.0
2026-04-07,STR0014,Automotive,1,3.0,1974.31,795.3399999999999,104.16000000000008
2026-04-07,STR0014,Grocery,1,4.0,246.64,61.19999999999999,0.0
2026-04-07,STR0014,Health & Beauty,1,3.0,182.85000000000002,10.680000000000007,9.629999999999981
2026-04-07,STR0014,Office,2,6.0,1044.78,498.08,90.10000000000002
2026-04-07,STR0014,Sports,1,2.0,498.86,217.90000000000003,0.0
2026-04-07,STR0015,Electronics,1,1.0,461.82,50.670000000000016,24.310000000000002
2026-04-07,STR0016,Automotive,1,6.0,4216.15,2158.4999999999995,489.7199999999997
2026-04-07,STR0016,Electronics,1,3.0,219.51,124.74,11.549999999999983
