order_date,fulfillment_store_id,fulfillment_type,order_count,units,net_sales,gross_margin
2026-04-08,STR0011,Delivery,1,6.0,1500.08,571.4199999999998
2026-04-08,STR0012,Pickup,1,7.0,3215.55,1689.65
2026-04-08,STR0012,Ship To Home,1,4.0,1521.5,460.7099999999999
2026-04-08,STR0015,Pickup,1,9.0,6068.45,3667.65
2026-04-08,STR0017,Delivery,1,1.0,549.69,187.69000000000005
2026-04-08,STR0017,Pickup,2,8.0,3169.36,1188.16
2026-04-08,STR0019,Delivery,1,3.0,1328.04,294.2399999999998
2026-04-08,STR0019,Pickup,1,8.0,3217.59,1302.75
2026-04-08,STR0019,Ship To Home,1,8.0,2453.75,1241.19
2026-04-08,STR0020,Ship To Home,2,5.0,2503.45,1139.68
2026-04-08,STR0021,Delivery,1,2.0,1122.96,569.45
2026-04-08,STR0021,Ship To Home,2,9.0,3577.8,1615.2400000000002
2026-04-08,STR0022,Delivery,1,7.0,690.5400000000001,367.12
2026-04-08,STR0023,Delivery,1,7.0,2977.66,1479.98
2026-04-08,STR0023,Pickup,1,7.0,3007.45,435.2099999999999
2026-04-08,STR0023,Ship To Home,1,8.0,2890.39,914.4899999999999
2026-04-08,STR0024,Pickup,1,6.0,2502.86,1176.3200000000002
2026-04-08,STR0024,Ship To Home,2,10.0,2769.8199999999997,1667.8
2026-04-08,STR0025,Ship To Home,1,2.0,1103.74,258.64
2026-04-09,STR0002,Delivery,1,7.0,2742.35,1237.7999999999997
2026-04-09,STR0003,Ship To Home,1,5.0,1043.0700000000002,457.77000000000004
2026-04-09,STR0004,Pickup,2,11.0,2516.82,1211.26
2026-04-09,STR0005,Delivery,1,3.0,460.65999999999997,84.12999999999994
2026-04-09,STR0005,Ship To Home,1,4.0,1029.81,414.81
2026-04-09,STR0006,Delivery,1,8.0,1967.2400000000002,739.9100000000001
2026-04-09,STR0007,Delivery,1,5.0,2244.91,1317.92
2026-04-09,STR0007,Pickup,1,6.0,3359.66,1026.3
2026-04-09,STR0008,Pickup,1,3.0,2507.32,1548.13
2026-04-09,STR0008,Ship To Home,2,13.0,5966.72,2549.54
2026-04-09,STR0009,Ship To Home,1,2.0,328.9,175.23999999999998
2026-04-09,STR0010,Pickup,1,7.0,2585.52,787.01
2026-04-09,STR0010,Ship To Home,1,3.0,1508.5,510.36
2026-04-09,STR0011,Delivery,1,1.0,954.23,598.06
2026-04-09,STR0013,Ship To Home,2,9.0,4564.66,1720.34
2026-04-09,STR0015,Ship To Home,1,7.0,1734.5700000000002,858.8100000000001
2026-04-09,STR0016,Ship To Home,1,7.0,5765.780000000001,3259.13
2026-04-09,STR0019,Pickup,1,8.0,3887.7200000000003,1888.3500000000001
2026-04-09,STR0020,Delivery,1,11.0,6385.66,3535.4199999999996
2026-04-09,STR0020,Pickup,1,7.0,2573.52,1170.7800000000002
2026-04-09,STR0020,Ship To Home,1,6.0,2673.0199999999995,807.0599999999996
2026-04-09,STR0021,Delivery,1,6.0,1115.22,480.6400000000001
2026-04-09,STR0021,Ship To Home,1,4.0,729.14,295.06000000000006
2026-04-09,STR0022,Pickup,1,9.0,4709.76,1589.1200000000001
2026-04-09,STR0023,Delivery,1,13.0,5785.9,3451.0699999999997
2026-04-09,STR0025,Delivery,1,13.0,4973.58,2717.84
2026-04-09,STR0025,Ship To Home,1,1.0,110.17,30.070000000000007
2026-04-10,STR0001,Delivery,1,3.0,1084.67,292.1
2026-04-10,STR0002,Delivery,1,3.0,1062.34,528.89
2026-04-10,STR0003,Pickup,1,7.0,4858.09,2571.75
2026-04-10,STR0003,Ship To Home,2,15.0,7960.2300000000005,4137.27
2026-04-10,STR0006,Ship To Home,2,5.0,1527.5600000000002,857.3000000000001
2026-04-10,STR0007,Ship To Home,2,21.0,6908.36,3052.1099999999997
2026-04-10,STR0008,Ship To Home,2,12.0,4689.04,1976.3999999999999
2026-04-10,STR0010,Delivery,1,3.0,599.62,313.11
2026-04-10,STR0011,Ship To Home,1,3.0,1613.08,755.5299999999999
2026-04-10,STR0012,Pickup,2,13.0,6452.83,2809.94
2026-04-10,STR0013,Delivery,1,3.0,1255.83,637.78
2026-04-10,STR0016,Ship To Home,1,9.0,2831.2200000000003,1618.35
2026-04-10,STR0017,Delivery,1,7.0,2076.3199999999997,895.5299999999999
2026-04-10,STR0017,Ship To Home,1,4.0,3079.16,1505.04
2026-04-10,STR0018,Delivery,1,3.0,1015.81,417.54999999999995
2026-04-10,STR0018,Ship To Home,2,9.0,6124.15,3019.92
2026-04-10,STR0020,Pickup,1,6.0,2894.95,1422.2
2026-04-10,STR0020,Ship To Home,1,5.0,1622.21,488.55999999999995
2026-04-10,STR0021,Ship To Home,1,4.0,834.22,406.4200000000001
2026-04-10,STR0022,Pickup,1,3.0,380.49,108.20999999999998
2026-04-10,STR0022,Ship To Home,1,11.0,4747.0599999999995,2964.42
2026-04-11,STR0002,Delivery,1,7.0,2767.62,1035.9499999999998
2026-04-11,STR0002,Pickup,1,3.0,1458.78,778.5
2026-04-11,STR0002,Ship To Home,1,7.0,2059.53,1130.8600000000001
2026-04-11,STR0003,Delivery,1,6.0,2602.62,1182.0800000000002
2026-04-11,STR0005,Ship To Home,1,6.0,2597.3599999999997,1750.0
2026-04-11,STR0007,Delivery,1,4.0,3196.18,1770.3400000000001
2026-04-11,STR0010,Pickup,1,5.0,1099.1399999999999,693.0600000000001
2026-04-11,STR0010,Ship To Home,1,4.0,1413.01,797.1700000000001
2026-04-11,STR0011,Pickup,2,14.0,3679.15,1996.1800000000003
2026-04-11,STR0011,Ship To Home,1,2.0,933.56,411.2399999999999
2026-04-11,STR0013,Ship To Home,1,6.0,1737.18,866.86
2026-04-11,STR0014,Ship To Home,1,11.0,5285.32,2972.12
2026-04-11,STR0015,Ship To Home,1,8.0,3073.68,1700.9799999999998
2026-04-11,STR0017,Ship To Home,2,5.0,3082.47,1291.21
2026-04-11,STR0019,Ship To Home,1,1.0,247.82,109.44
2026-04-11,STR0021,Pickup,1,6.0,1409.34,596.02
2026-04-11,STR0022,Ship To Home,1,4.0,1306.08,658.3599999999999
2026-04-11,STR0023,Delivery,1,2.0,980.6,385.44000000000005
2026-04-11,STR0023,Ship To Home,2,12.0,1210.88,436.48
2026-04-11,STR0025,Delivery,1,16.0,3569.11,1674.6000000000001
2026-04-12,STR0002,Delivery,1,2.0,1332.51,787.83
2026-04-12,STR0002,Ship To Home,2,6.0,2239.23,786.24
2026-04-12,STR0005,Delivery,1,3.0,1458.98,484.1300000000001
2026-04-12,STR0005,Ship To Home,1,5.0,1855.2599999999998,1033.8999999999999
2026-04-12,STR0006,Pickup,1,1.0,442.68,98.07999999999998
2026-04-12,STR0008,Delivery,1,3.0,336.78000000000003,119.01000000000002
2026-04-12,STR0008,Pickup,1,1.0,710.58,401.55000000000007
2026-04-12,STR0009,Delivery,1,4.0,1677.49,859.53
2026-04-12,STR0009,Ship To Home,1,16.0,4170.23,2224.7899999999995
2026-04-12,STR0011,Ship To Home,1,1.0,914.63,538.62
2026-04-12,STR0012,Delivery,1,5.0,1345.5599999999997,579.0399999999998
2026-04-12,STR0012,Ship To Home,1,7.0,2948.38,1731.7
2026-04-12,STR0013,Delivery,1,2.0,156.78,96.66
2026-04-12,STR0013,Ship To Home,1,5.0,2133.5299999999997,826.5799999999999
2026-04-12,STR0014,Pickup,2,12.0,5162.34,2864.6
2026-04-12,STR0016,Pickup,2,8.0,2890.6299999999997,1423.7499999999998
2026-04-12,STR0016,Ship To Home,1,6.0,3960.8599999999997,2136.7
2026-04-12,STR0017,Pickup,1,1.0,244.44,136.98000000000002
2026-04-12,STR0017,Ship To Home,1,1.0,208.79,121.69
2026-04-12,STR0018,Pickup,1,1.0,93.95,24.290000000000006
2026-04-12,STR0018,Ship To Home,1,5.0,1774.21,863.78
2026-04-12,STR0020,Pickup,1,11.0,3359.8,1266.4900000000002
2026-04-12,STR0022,Pickup,1,8.0,1186.68,589.52
2026-04-12,STR0023,Pickup,1,4.0,689.08,276.3
2026-04-12,STR0023,Ship To Home,2,3.0,1390.95,475.8800000000001
2026-04-12,STR0024,Delivery,1,1.0,482.59,242.61999999999998
2026-04-12,STR0024,Pickup,1,1.0,41.39,22.34
2026-04-12,STR0024,Ship To Home,1,1.0,159.98,97.69
2026-04-12,STR0025,Delivery,1,1.0,482.52,179.10999999999996
2026-04-13,STR0002,Pickup,1,4.0,1715.96,629.56
2026-04-13,STR0002,Ship To Home,1,10.0,3883.15,1551.4000000000003
2026-04-13,STR0003,Delivery,1,1.0,714.61,421.64
2026-04-13,STR0004,Delivery,1,2.0,821.9100000000001,283.03000000000003
2026-04-13,STR0004,Pickup,1,4.0,2065.29,639.9600000000003
2026-04-13,STR0005,Delivery,2,12.0,7982.360000000001,4463.95
2026-04-13,STR0005,Pickup,1,8.0,2614.19,800.44
2026-04-13,STR0006,Delivery,1,6.0,3403.72,1812.9199999999998
2026-04-13,STR0007,Ship To Home,1,10.0,4302.8,1434.7800000000002
2026-04-13,STR0008,Pickup,1,5.0,756.6300000000001,462.1600000000001
2026-04-13,STR0008,Ship To Home,1,12.0,3911.82,1969.8600000000001
2026-04-13,STR0009,Ship To Home,1,1.0,46.7,19.740000000000002
2026-04-13,STR0010,Delivery,1,13.0,6982.82,3253.81
2026-04-13,STR0010,Pickup,1,1.0,222.99,61.49000000000001
2026-04-13,STR0010,Ship To Home,1,7.0,2735.98,1426.7000000000003
2026-04-13,STR0011,Delivery,1,14.0,1929.0,942.0999999999999
2026-04-13,STR0011,Pickup,1,5.0,2021.0600000000002,1209.4100000000003
2026-04-13,STR0012,Pickup,1,2.0,1325.69,569.3399999999999
2026-04-13,STR0013,Pickup,1,13.0,3457.8999999999996,1454.4599999999998
2026-04-13,STR0013,Ship To Home,1,10.0,3790.88,1903.49
2026-04-13,STR0014,Delivery,1,9.0,3602.04,1670.07
2026-04-13,STR0014,Ship To Home,1,4.0,1317.91,681.1
2026-04-13,STR0018,Delivery,3,15.0,6832.530000000001,2742.29
2026-04-13,STR0021,Ship To Home,2,13.0,4906.43,2441.53
2026-04-13,STR0022,Pickup,1,1.0,506.68,297.26
2026-04-13,STR0024,Delivery,1,6.0,741.29,420.1
2026-04-13,STR0025,Ship To Home,1,11.0,5399.3,3152.6900000000005
2026-04-14,STR0001,Delivery,1,4.0,1391.48,764.85
2026-04-14,STR0003,Delivery,2,2.0,1603.2,895.3299999999999
2026-04-14,STR0003,Pickup,1,2.0,1912.46,1200.12
2026-04-14,STR0004,Delivery,1,3.0,1262.96,665.8600000000001
2026-04-14,STR0004,Ship To Home,2,12.0,2301.3399999999997,735.7999999999998
2026-04-14,STR0005,Pickup,1,1.0,747.94,349.25000000000006
2026-04-14,STR0006,Pickup,2,12.0,6919.1,3851.67
2026-04-14,STR0007,Ship To Home,1,10.0,3419.44,1153.37
2026-04-14,STR0008,Pickup,1,7.0,2561.5299999999997,1159.31
2026-04-14,STR0009,Delivery,1,4.0,417.0,255.32
2026-04-14,STR0012,Delivery,1,6.0,4052.52,1913.1999999999998
2026-04-14,STR0014,Pickup,1,6.0,4828.68,2925.5
2026-04-14,STR0016,Pickup,1,3.0,950.56,413.2199999999999
2026-04-14,STR0017,Delivery,1,4.0,1305.52,595.52
2026-04-14,STR0018,Ship To Home,1,2.0,55.86,19.259999999999998
2026-04-14,STR0019,Ship To Home,1,2.0,423.95,153.61999999999998
2026-04-14,STR0020,Ship To Home,2,11.0,5152.389999999999,1771.02
2026-04-14,STR0022,Delivery,1,2.0,972.26,149.96000000000004
2026-04-14,STR0024,Pickup,2,13.0,4797.9400000000005,2530.9500000000003
2026-04-14,STR0024,Ship To Home,1,4.0,1425.6599999999999,694.47
2026-04-14,STR0025,Delivery,1,10.0,2595.7,1200.8
2026-04-14,STR0025,Pickup,1,8.0,3857.88,2074.8
2026-04-15,STR0001,Pickup,1,13.0,6475.62,3565.39
2026-04-15,STR0003,Pickup,1,5.0,1843.03,1029.92
2026-04-15,STR0004,Pickup,1,2.0,1883.06,1063.5
2026-04-15,STR0004,Ship To Home,1,4.0,999.28,445.76
2026-04-15,STR0005,Pickup,1,13.0,5355.49,2632.6200000000003
2026-04-15,STR0006,Pickup,1,8.0,4402.5,1564.9299999999998
2026-04-15,STR0006,Ship To Home,2,9.0,5355.41,2019.15
2026-04-15,STR0008,Delivery,3,15.0,9693.06,4512.0199999999995
2026-04-15,STR0008,Pickup,1,3.0,1561.9099999999999,442.88
2026-04-15,STR0009,Pickup,1,10.0,5880.42,3014.98
2026-04-15,STR0010,Pickup,2,24.0,10530.119999999999,4412.93
2026-04-15,STR0012,Delivery,1,11.0,4349.34,1508.46
2026-04-15,STR0014,Delivery,1,3.0,317.53,132.87
2026-04-15,STR0014,Ship To Home,1,4.0,2009.56,944.96
2026-04-15,STR0016,Delivery,1,7.0,3939.5699999999997,2252.18
2026-04-15,STR0016,Pickup,1,9.0,2376.96,1235.22
2026-04-15,STR0016,Ship To Home,1,2.0,1082.97,306.02
2026-04-15,STR0017,Delivery,1,5.0,3521.73,2049.02
2026-04-15,STR0020,Delivery,1,2.0,1338.07,649.75
2026-04-15,STR0021,Ship To Home,1,4.0,2512.28,746.2400000000002
2026-04-15,STR0022,Pickup,1,4.0,2254.81,1000.6600000000001
2026-04-15,STR0023,Delivery,1,16.0,6659.37,3229.18
2026-04-15,STR0023,Pickup,2,12.0,5526.93,2870.21
2026-04-15,STR0023,Ship To Home,1,14.0,6970.95,3315.0299999999997
2026-04-15,STR0025,Delivery,2,11.0,5291.16,2396.0099999999998
2026-04-16,STR0001,Delivery,1,3.0,320.11,102.11000000000001
2026-04-16,STR0002,Delivery,2,12.0,5582.85,3130.1500000000005
2026-04-16,STR0002,Pickup,1,3.0,2742.89,1614.86
2026-04-16,STR0004,Delivery,1,3.0,1298.42,366.68000000000006
2026-04-16,STR0004,Pickup,1,8.0,1406.6000000000001,639.8100000000001
2026-04-16,STR0004,Ship To Home,2,5.0,2378.56,1250.47
2026-04-16,STR0005,Pickup,1,3.0,1612.41,892.9200000000001
2026-04-16,STR0006,Pickup,1,6.0,2414.76,1132.47
2026-04-16,STR0007,Delivery,1,9.0,4861.05,1358.1
2026-04-16,STR0008,Delivery,1,2.0,1026.67,503.23
2026-04-16,STR0009,Delivery,1,3.0,1201.98,123.05999999999995
2026-04-16,STR0009,Ship To Home,1,3.0,1391.4,772.9800000000001
2026-04-16,STR0011,Delivery,1,5.0,2767.08,1339.7099999999998
2026-04-16,STR0012,Delivery,1,7.0,3075.51,1280.8799999999999
2026-04-16,STR0012,Pickup,1,3.0,265.11,94.08000000000001
2026-04-16,STR0012,Ship To Home,1,6.0,2342.68,1048.99
2026-04-16,STR0014,Ship To Home,1,5.0,2198.09,930.47
2026-04-16,STR0015,Delivery,1,4.0,1961.2,770.8800000000001
2026-04-16,STR0017,Delivery,1,10.0,5845.08,2804.2
2026-04-16,STR0017,Ship To Home,1,9.0,1974.08,479.87
2026-04-16,STR0019,Delivery,1,12.0,4549.889999999999,1180.5199999999995
2026-04-16,STR0020,Ship To Home,2,11.0,4014.27,1519.2200000000003
2026-04-16,STR0023,Pickup,1,4.0,1857.6599999999999,568.0
2026-04-16,STR0023,Ship To Home,2,13.0,9263.26,5253.55
2026-04-16,STR0025,Delivery,1,4.0,679.24,309.72
2026-04-17,STR0002,Delivery,1,8.0,2909.17,1141.85
2026-04-17,STR0002,Pickup,1,8.0,1408.92,585.64
2026-04-17,STR0003,Ship To Home,1,5.0,534.59,80.4
2026-04-17,STR0004,Delivery,1,3.0,1558.25,804.53
